:Data_list: 20220513_ace_sis_5m.txt
:Created: 2022 May 13 0901 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2022 05 13  0000    59712       0      0    2.57e+00    0    1.49e+00
2022 05 13  0005    59712     300      0    2.58e+00    0    1.50e+00
2022 05 13  0010    59712     600      0    2.53e+00    0    1.46e+00
2022 05 13  0015    59712     900      0    2.57e+00    0    1.50e+00
2022 05 13  0020    59712    1200      0    2.52e+00    0    1.47e+00
2022 05 13  0025    59712    1500      0    2.47e+00    0    1.43e+00
2022 05 13  0030    59712    1800      0    2.55e+00    0    1.48e+00
2022 05 13  0035    59712    2100      0    2.56e+00    0    1.50e+00
2022 05 13  0040    59712    2400      0    2.51e+00    0    1.45e+00
2022 05 13  0045    59712    2700      0    2.51e+00    0    1.46e+00
2022 05 13  0050    59712    3000      0    2.49e+00    0    1.46e+00
2022 05 13  0055    59712    3300      0    2.49e+00    0    1.47e+00
2022 05 13  0100    59712    3600      0    2.46e+00    0    1.44e+00
2022 05 13  0105    59712    3900      0    2.48e+00    0    1.45e+00
2022 05 13  0110    59712    4200      0    2.50e+00    0    1.47e+00
2022 05 13  0115    59712    4500      0    2.47e+00    0    1.46e+00
2022 05 13  0120    59712    4800      0    2.45e+00    0    1.44e+00
2022 05 13  0125    59712    5100      0    2.50e+00    0    1.49e+00
2022 05 13  0130    59712    5400      0    2.49e+00    0    1.48e+00
2022 05 13  0135    59712    5700      0    2.39e+00    0    1.43e+00
2022 05 13  0140    59712    6000      0    2.37e+00    0    1.40e+00
2022 05 13  0145    59712    6300      0    2.52e+00    0    1.50e+00
2022 05 13  0150    59712    6600      0    2.48e+00    0    1.48e+00
2022 05 13  0155    59712    6900      0    2.48e+00    0    1.47e+00
2022 05 13  0200    59712    7200      0    2.43e+00    0    1.43e+00
2022 05 13  0205    59712    7500      0    2.47e+00    0    1.47e+00
2022 05 13  0210    59712    7800      0    2.41e+00    0    1.43e+00
2022 05 13  0215    59712    8100      0    2.40e+00    0    1.41e+00
2022 05 13  0220    59712    8400      0    2.44e+00    0    1.47e+00
2022 05 13  0225    59712    8700      0    2.42e+00    0    1.45e+00
2022 05 13  0230    59712    9000      0    2.39e+00    0    1.45e+00
2022 05 13  0235    59712    9300      0    2.40e+00    0    1.46e+00
2022 05 13  0240    59712    9600      0    2.46e+00    0    1.48e+00
2022 05 13  0245    59712    9900      0    2.43e+00    0    1.49e+00
2022 05 13  0250    59712   10200      0    2.34e+00    0    1.45e+00
2022 05 13  0255    59712   10500      0    2.34e+00    0    1.45e+00
2022 05 13  0300    59712   10800      0    2.32e+00    0    1.45e+00
2022 05 13  0305    59712   11100      0    2.33e+00    0    1.46e+00
2022 05 13  0310    59712   11400      0    2.29e+00    0    1.43e+00
2022 05 13  0315    59712   11700      0    2.30e+00    0    1.44e+00
2022 05 13  0320    59712   12000      0    2.28e+00    0    1.42e+00
2022 05 13  0325    59712   12300      0    2.27e+00    0    1.44e+00
2022 05 13  0330    59712   12600      0    2.29e+00    0    1.44e+00
2022 05 13  0335    59712   12900      0    2.30e+00    0    1.44e+00
2022 05 13  0340    59712   13200      0    2.26e+00    0    1.42e+00
2022 05 13  0345    59712   13500      0    2.24e+00    0    1.40e+00
2022 05 13  0350    59712   13800      0    2.26e+00    0    1.41e+00
2022 05 13  0355    59712   14100      9   -1.00e+05    9   -1.00e+05
2022 05 13  0400    59712   14400      0    2.29e+00    0    1.45e+00
2022 05 13  0405    59712   14700      0    2.28e+00    0    1.42e+00
2022 05 13  0410    59712   15000      0    2.26e+00    0    1.43e+00
2022 05 13  0415    59712   15300      0    2.27e+00    0    1.43e+00
2022 05 13  0420    59712   15600      0    2.22e+00    0    1.41e+00
2022 05 13  0425    59712   15900      0    2.25e+00    0    1.42e+00
2022 05 13  0430    59712   16200      0    2.28e+00    0    1.43e+00
2022 05 13  0435    59712   16500      0    2.23e+00    0    1.41e+00
2022 05 13  0440    59712   16800      0    2.23e+00    0    1.42e+00
2022 05 13  0445    59712   17100      0    2.24e+00    0    1.40e+00
2022 05 13  0450    59712   17400      0    2.25e+00    0    1.42e+00
2022 05 13  0455    59712   17700      0    2.20e+00    0    1.40e+00
2022 05 13  0500    59712   18000      0    2.21e+00    0    1.40e+00
2022 05 13  0505    59712   18300      0    2.26e+00    0    1.43e+00
2022 05 13  0510    59712   18600      0    2.18e+00    0    1.38e+00
2022 05 13  0515    59712   18900      0    2.24e+00    0    1.42e+00
2022 05 13  0520    59712   19200      0    2.26e+00    0    1.43e+00
2022 05 13  0525    59712   19500      0    2.24e+00    0    1.41e+00
2022 05 13  0530    59712   19800      0    2.24e+00    0    1.43e+00
2022 05 13  0535    59712   20100      0    2.26e+00    0    1.44e+00
2022 05 13  0540    59712   20400      0    2.28e+00    0    1.45e+00
2022 05 13  0545    59712   20700      0    2.24e+00    0    1.43e+00
2022 05 13  0550    59712   21000      0    2.24e+00    0    1.43e+00
2022 05 13  0555    59712   21300      0    2.17e+00    0    1.37e+00
2022 05 13  0600    59712   21600      0    2.21e+00    0    1.42e+00
2022 05 13  0605    59712   21900      0    2.22e+00    0    1.42e+00
2022 05 13  0610    59712   22200      0    2.14e+00    0    1.37e+00
2022 05 13  0615    59712   22500      0    2.22e+00    0    1.44e+00
2022 05 13  0620    59712   22800      0    2.21e+00    0    1.42e+00
2022 05 13  0625    59712   23100      0    2.22e+00    0    1.42e+00
2022 05 13  0630    59712   23400      0    2.21e+00    0    1.41e+00
2022 05 13  0635    59712   23700      0    2.20e+00    0    1.40e+00
2022 05 13  0640    59712   24000      0    2.20e+00    0    1.43e+00
2022 05 13  0645    59712   24300      0    2.20e+00    0    1.42e+00
2022 05 13  0650    59712   24600      0    2.21e+00    0    1.42e+00
2022 05 13  0655    59712   24900      0    2.17e+00    0    1.39e+00
2022 05 13  0700    59712   25200      0    2.22e+00    0    1.43e+00
2022 05 13  0705    59712   25500      0    2.25e+00    0    1.45e+00
2022 05 13  0710    59712   25800      0    2.18e+00    0    1.40e+00
2022 05 13  0715    59712   26100      0    2.20e+00    0    1.40e+00
2022 05 13  0720    59712   26400      0    2.20e+00    0    1.41e+00
