:Data_list: 20100303_ace_swepam_1m.txt
:Created: 2010 Mar 04 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 03 03  0000   55258       0    0        2.4      427.2     1.11e+05
2010 03 03  0001   55258      60    0        2.5      424.0     1.14e+05
2010 03 03  0002   55258     120    0        2.4      424.7     1.24e+05
2010 03 03  0003   55258     180    0        2.7      428.6     1.09e+05
2010 03 03  0004   55258     240    0        2.4      427.5     1.15e+05
2010 03 03  0005   55258     300    0        2.7      427.2     1.05e+05
2010 03 03  0006   55258     360    0        2.6      426.8     1.07e+05
2010 03 03  0007   55258     420    0        4.0      436.8     1.15e+05
2010 03 03  0008   55258     480    0        4.0      436.6     1.19e+05
2010 03 03  0009   55258     540    0        4.0      436.6     1.19e+05
2010 03 03  0010   55258     600    0        3.8      431.5     1.23e+05
2010 03 03  0011   55258     660    0        3.4      432.5     1.15e+05
2010 03 03  0012   55258     720    0        3.2      435.6     1.33e+05
2010 03 03  0013   55258     780    0        3.3      438.2     1.29e+05
2010 03 03  0014   55258     840    9    -9999.9    -9999.9    -1.00e+05
2010 03 03  0015   55258     900    0        3.4      436.5     1.27e+05
2010 03 03  0016   55258     960    0        3.5      434.7     1.34e+05
2010 03 03  0017   55258    1020    0        3.6      431.2     1.24e+05
2010 03 03  0018   55258    1080    0        3.6      431.4     1.30e+05
2010 03 03  0019   55258    1140    0        3.7      431.7     1.32e+05
2010 03 03  0020   55258    1200    0        3.5      434.5     1.35e+05
2010 03 03  0021   55258    1260    0        3.7      433.1     1.39e+05
