:Data_list: 20100413_ace_swepam_1m.txt
:Created: 2010 Apr 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 04 13  0000   55299       0    0        1.7      386.1     9.96e+04
2010 04 13  0001   55299      60    1        1.8      387.9     1.08e+05
2010 04 13  0002   55299     120    0        1.8      386.9     8.66e+04
2010 04 13  0003   55299     180    1        1.5      385.4     9.50e+04
2010 04 13  0004   55299     240    0        1.7      382.5     9.17e+04
2010 04 13  0005   55299     300    0        1.7      385.1     8.67e+04
2010 04 13  0006   55299     360    0        1.9      386.7     8.24e+04
2010 04 13  0007   55299     420    0        1.4      384.0     9.30e+04
2010 04 13  0008   55299     480    0        1.4      384.0     9.30e+04
2010 04 13  0009   55299     540    0        2.1      392.9     9.09e+04
2010 04 13  0010   55299     600    0        2.0      393.5     9.35e+04
2010 04 13  0011   55299     660    9    -9999.9    -9999.9    -1.00e+05
2010 04 13  0012   55299     720    1        1.6      382.8     1.01e+05
2010 04 13  0013   55299     780    0        1.5      386.5     8.56e+04
2010 04 13  0014   55299     840    0        1.7      389.9     8.10e+04
2010 04 13  0015   55299     900    0        1.7      388.0     9.53e+04
2010 04 13  0016   55299     960    1        1.9      389.3     9.03e+04
2010 04 13  0017   55299    1020    0        1.7      398.6     9.22e+04
2010 04 13  0018   55299    1080    0        2.0      391.6     8.25e+04
2010 04 13  0019   55299    1140    0        1.8      390.7     1.00e+05
2010 04 13  0020   55299    1200    1        2.0      394.3     9.34e+04
2010 04 13  0021   55299    1260    0        1.7      394.7     9.73e+04
2010 04 13  0022   55299    1320    0        2.2      397.0     8.91e+04
2010 04 13  0023   55299    1380    0        2.0      396.8     9.30e+04
2010 04 13  0024   55299    1440    0        2.0      396.8     9.30e+04
2010 04 13  0025   55299    1500    0        0.6      378.2     1.44e+05
2010 04 13  0026   55299    1560    1        1.6      389.5     1.17e+05
2010 04 13  0027   55299    1620    0        1.7      389.4     1.16e+05
2010 04 13  0028   55299    1680    1        1.6      390.8     1.09e+05
2010 04 13  0029   55299    1740    1        1.8      390.0     1.17e+05
2010 04 13  0030   55299    1800    1        1.5      390.2     9.33e+04
2010 04 13  0031   55299    1860    1    -9999.9    -9999.9    -1.00e+05
2010 04 13  0032   55299    1920    1        1.5      394.8     1.36e+05
2010 04 13  0033   55299    1980    0        1.7      394.6     1.23e+05
2010 04 13  0034   55299    2040    0        1.3      398.7     1.37e+05
2010 04 13  0035   55299    2100    1        1.4      396.7     1.61e+05
2010 04 13  0036   55299    2160    0        1.3      398.3     1.36e+05
