:Data_list: 20150907_ace_mag_1m.txt
:Created: 2015 Sep 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2015 09 07  0000   57272       0    0    -2.6     5.2    -2.7     6.4   -24.8   116.5
2015 09 07  0001   57272      60    0    -3.4     7.1    -1.2     8.0    -8.3   115.7
2015 09 07  0002   57272     120    0    -3.2     5.3    -5.2     8.1   -39.8   120.7
2015 09 07  0003   57272     180    0    -3.3     6.3    -4.1     8.2   -30.3   117.5
2015 09 07  0004   57272     240    0    -3.3     6.1    -4.5     8.3   -32.7   118.1
2015 09 07  0005   57272     300    0    -3.4     6.5    -2.2     7.7   -16.4   117.5
2015 09 07  0006   57272     360    0    -3.0     7.6    -0.5     8.2    -3.3   111.9
2015 09 07  0007   57272     420    0    -1.5     7.8    -0.4     8.0    -2.9   100.9
2015 09 07  0008   57272     480    0    -0.2     7.8     0.9     7.9     6.7    91.3
2015 09 07  0009   57272     540    0    -1.8     7.2     2.7     7.9    19.7   103.9
2015 09 07  0010   57272     600    0    -1.5     6.8     4.5     8.3    33.1   102.1
2015 09 07  0011   57272     660    0    -0.8     7.0     4.3     8.3    31.4    96.7
2015 09 07  0012   57272     720    0    -0.7     7.3     3.7     8.2    26.9    95.7
2015 09 07  0013   57272     780    0    -0.2     7.7     3.0     8.3    21.5    91.7
2015 09 07  0014   57272     840    0    -0.8     7.8     2.2     8.1    15.5    95.7
2015 09 07  0015   57272     900    0    -3.2     5.9     2.9     7.3    23.4   118.3
2015 09 07  0016   57272     960    0    -5.1     4.1     4.8     8.1    36.5   141.7
2015 09 07  0017   57272    1020    0    -2.7     7.8     1.4     8.4     9.4   109.2
2015 09 07  0018   57272    1080    0    -3.5     7.5     1.7     8.5    11.9   114.8
2015 09 07  0019   57272    1140    0    -4.0     6.9     2.9     8.5    20.2   120.1
2015 09 07  0020   57272    1200    0    -4.5     6.1     4.2     8.7    29.1   126.6
2015 09 07  0021   57272    1260    0    -4.2     5.7     5.1     8.7    35.7   126.4
2015 09 07  0022   57272    1320    0    -4.0     5.3     5.6     8.7    40.3   126.7
2015 09 07  0023   57272    1380    0    -3.9     5.1     5.9     8.7    42.3   127.4
2015 09 07  0024   57272    1440    0    -3.9     3.9     6.6     8.6    50.4   135.0
2015 09 07  0025   57272    1500    0    -3.8     5.0     5.8     8.6    42.5   126.9
2015 09 07  0026   57272    1560    0    -3.3     4.5     6.3     8.4    48.4   126.0
2015 09 07  0027   57272    1620    0    -2.7     6.7     4.4     8.4    31.6   112.0
2015 09 07  0028   57272    1680    0    -2.8     6.8     4.3     8.5    30.6   112.4
2015 09 07  0029   57272    1740    0    -3.1     6.4     4.7     8.5    33.2   115.7
2015 09 07  0030   57272    1800    0    -3.4     5.7     5.4     8.5    39.4   121.0
2015 09 07  0031   57272    1860    0    -3.5     6.0     5.2     8.6    37.0   120.1
2015 09 07  0032   57272    1920    0    -3.3     6.3     4.6     8.5    33.1   117.8
2015 09 07  0033   57272    1980    0    -2.8     5.9     5.4     8.5    39.7   115.8
2015 09 07  0034   57272    2040    0    -3.0     1.9     7.3     8.1    63.9   147.7
2015 09 07  0035   57272    2100    0    -2.7     3.4     6.9     8.1    57.9   128.5
2015 09 07  0036   57272    2160    0    -2.7     5.1     5.5     7.9    43.5   117.5
