:Data_list: 20220531_ace_swepam_1m.txt
:Created: 2022 Jun 01 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 05 31  0000   59730       0    1        0.9      494.0     2.67e+05
2022 05 31  0001   59730      60    1        0.8      483.1     1.49e+05
2022 05 31  0002   59730     120    1        0.8      487.2     1.89e+05
2022 05 31  0003   59730     180    0        0.8      491.6     2.38e+05
2022 05 31  0004   59730     240    0        0.8      500.6     2.56e+05
2022 05 31  0005   59730     300    1        0.8      510.4     2.47e+05
2022 05 31  0006   59730     360    0        0.7      497.5     2.28e+05
2022 05 31  0007   59730     420    0        0.6      489.4     1.95e+05
2022 05 31  0008   59730     480    1        1.0      515.9     4.40e+05
2022 05 31  0009   59730     540    1        1.0      514.7     4.17e+05
2022 05 31  0010   59730     600    1        0.9      511.8     4.22e+05
2022 05 31  0011   59730     660    0        0.9      490.3     2.80e+05
2022 05 31  0012   59730     720    1        0.9      508.4     2.66e+05
2022 05 31  0013   59730     780    0        0.9      522.8     3.37e+05
2022 05 31  0014   59730     840    0        0.3      475.2     1.21e+05
2022 05 31  0015   59730     900    0        0.7      524.9     1.16e+05
2022 05 31  0016   59730     960    0        1.2      561.7     1.86e+05
2022 05 31  0017   59730    1020    0        1.3      564.4     2.04e+05
2022 05 31  0018   59730    1080    0        1.4      566.3     2.07e+05
2022 05 31  0019   59730    1140    0        1.3      565.2     2.13e+05
2022 05 31  0020   59730    1200    0        1.3      566.0     2.17e+05
2022 05 31  0021   59730    1260    0        1.3      566.7     2.22e+05
2022 05 31  0022   59730    1320    0        1.4      568.2     2.53e+05
2022 05 31  0023   59730    1380    0        1.3      568.1     2.31e+05
2022 05 31  0024   59730    1440    0        0.9      539.4     2.30e+05
2022 05 31  0025   59730    1500    0        1.5      526.7     2.38e+05
2022 05 31  0026   59730    1560    0        1.1      520.9     2.56e+05
2022 05 31  0027   59730    1620    0        1.1      529.8     2.28e+05
2022 05 31  0028   59730    1680    0        1.1      530.6     2.25e+05
2022 05 31  0029   59730    1740    1        1.0      524.8     2.34e+05
2022 05 31  0030   59730    1800    0        1.2      519.3     2.28e+05
2022 05 31  0031   59730    1860    0        1.1      519.8     2.48e+05
2022 05 31  0032   59730    1920    0        1.0      527.8     2.47e+05
2022 05 31  0033   59730    1980    0        1.1      532.0     2.54e+05
2022 05 31  0034   59730    2040    0        1.0      531.0     2.53e+05
2022 05 31  0035   59730    2100    0        0.9      529.5     2.68e+05
2022 05 31  0036   59730    2160    0        0.9      525.5     2.96e+05
2022 05 31  0037   59730    2220    0        0.9      519.0     2.36e+05
2022 05 31  0038   59730    2280    0        0.7      516.5     2.27e+05
2022 05 31  0039   59730    2340    0        1.0      520.9     1.78e+05
2022 05 31  0040   59730    2400    1        0.8      517.8     3.93e+05
2022 05 31  0041   59730    2460    0        0.8      500.1     2.11e+05
2022 05 31  0042   59730    2520    0        0.8      506.3     2.49e+05
2022 05 31  0043   59730    2580    0        0.8      518.2     3.55e+05
2022 05 31  0044   59730    2640    0        0.6      525.9     2.72e+05
2022 05 31  0045   59730    2700    0        0.8      535.3     2.91e+05
2022 05 31  0046   59730    2760    1        0.9      550.6     2.86e+05
2022 05 31  0047   59730    2820    0        1.0      552.6     2.89e+05
2022 05 31  0048   59730    2880    0        1.2      556.5     2.95e+05
2022 05 31  0049   59730    2940    0        1.3      550.3     3.28e+05
2022 05 31  0050   59730    3000    1        1.2      540.8     3.68e+05
2022 05 31  0051   59730    3060    0        1.0      541.1     3.60e+05
2022 05 31  0052   59730    3120    0        1.1      539.4     3.19e+05
2022 05 31  0053   59730    3180    0        0.9      531.8     3.09e+05
2022 05 31  0054   59730    3240    0        0.9      522.1     3.06e+05
2022 05 31  0055   59730    3300    0        1.1      523.6     3.20e+05
2022 05 31  0056   59730    3360    0        1.1      530.9     3.24e+05
2022 05 31  0057   59730    3420    1        0.7      522.7     2.64e+05
2022 05 31  0058   59730    3480    0        1.0      529.7     3.25e+05
2022 05 31  0059   59730    3540    1        0.6      473.0     6.38e+04
2022 05 31  0100   59730    3600    0        0.9      538.5     2.58e+05
2022 05 31  0101   59730    3660    0        1.0      551.0     2.96e+05
2022 05 31  0102   59730    3720    0        1.0      547.1     3.18e+05
2022 05 31  0103   59730    3780    0        1.0      546.9     2.98e+05
2022 05 31  0104   59730    3840    0        1.0      548.3     2.82e+05
2022 05 31  0105   59730    3900    0        1.0      512.9     1.84e+05
2022 05 31  0106   59730    3960    0        0.9      479.9     8.19e+04
2022 05 31  0107   59730    4020    1        0.7      481.6     7.83e+04
2022 05 31  0108   59730    4080    1        0.8      491.8     1.97e+05
2022 05 31  0109   59730    4140    1        1.0      505.5     3.30e+05
2022 05 31  0110   59730    4200    1        0.9      486.8     1.21e+05
2022 05 31  0111   59730    4260    1        1.0      502.5     1.71e+05
2022 05 31  0112   59730    4320    0        1.2      531.4     3.08e+05
2022 05 31  0113   59730    4380    0        0.9      504.4     2.37e+05
2022 05 31  0114   59730    4440    0        1.1      523.0     3.38e+05
2022 05 31  0115   59730    4500    0        1.1      521.5     3.25e+05
2022 05 31  0116   59730    4560    0        1.1      515.6     2.92e+05
2022 05 31  0117   59730    4620    0        1.0      517.3     2.95e+05
2022 05 31  0118   59730    4680    0        0.9      519.4     2.93e+05
2022 05 31  0119   59730    4740    0        1.0      522.3     3.02e+05
2022 05 31  0120   59730    4800    0        1.0      520.9     2.96e+05
2022 05 31  0121   59730    4860    0        0.9      525.8     2.88e+05
2022 05 31  0122   59730    4920    0        0.9      526.6     2.76e+05
2022 05 31  0123   59730    4980    0        0.9      521.2     2.81e+05
2022 05 31  0124   59730    5040    0        0.9      519.8     2.68e+05
2022 05 31  0125   59730    5100    1        0.7      514.7     1.92e+05
2022 05 31  0126   59730    5160    0        0.8      522.2     2.52e+05
2022 05 31  0127   59730    5220    0        1.0      515.4     2.76e+05
2022 05 31  0128   59730    5280    1        0.9      521.2     3.62e+05
2022 05 31  0129   59730    5340    0        0.8      505.6     1.65e+05
2022 05 31  0130   59730    5400    0        1.3      521.5     2.66e+05
2022 05 31  0131   59730    5460    0        1.2      526.6     2.89e+05
