:Data_list: 20100913_ace_swepam_1m.txt
:Created: 2010 Sep 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 09 13  0000   55452       0    0        0.2      292.3    -1.00e+05
2010 09 13  0001   55452      60    1        0.2      305.0     6.02e+04
2010 09 13  0002   55452     120    0        0.1      311.8    -1.00e+05
2010 09 13  0003   55452     180    1        0.2      307.8     2.31e+04
2010 09 13  0004   55452     240    0        0.3      305.1     3.00e+04
2010 09 13  0005   55452     300    0        0.4      314.9     1.87e+04
2010 09 13  0006   55452     360    0        0.4      304.5    -1.00e+05
2010 09 13  0007   55452     420    0        0.6      306.4     2.38e+04
2010 09 13  0008   55452     480    1        0.3      302.1    -1.00e+05
2010 09 13  0009   55452     540    0        0.6      310.3     1.85e+04
2010 09 13  0010   55452     600    6    -9999.9    -9999.9    -1.00e+05
2010 09 13  0011   55452     660    0        0.5      310.5     2.10e+04
2010 09 13  0012   55452     720    0        0.1      297.1    -1.00e+05
2010 09 13  0013   55452     780    0        0.4      309.5     2.84e+04
2010 09 13  0014   55452     840    0        0.4      305.0     2.79e+04
2010 09 13  0015   55452     900    0        0.4      300.4     2.73e+04
2010 09 13  0016   55452     960    0        0.3      316.0    -1.00e+05
2010 09 13  0017   55452    1020    0        0.5      307.0     1.92e+04
2010 09 13  0018   55452    1080    0        0.2      309.3    -1.00e+05
2010 09 13  0019   55452    1140    0        0.4      301.3    -1.00e+05
2010 09 13  0020   55452    1200    0        0.8      303.3     2.67e+04
2010 09 13  0021   55452    1260    0        0.4      315.8     1.30e+04
2010 09 13  0022   55452    1320    0        0.6      296.0    -1.00e+05
2010 09 13  0023   55452    1380    0        0.8      310.2     1.41e+04
2010 09 13  0024   55452    1440    0        0.4      296.0    -1.00e+05
2010 09 13  0025   55452    1500    9    -9999.9    -9999.9    -1.00e+05
2010 09 13  0026   55452    1560    0        0.3      309.8     1.00e+04
