:Data_list: 20090815_ace_sis_5m.txt
:Created: 2009 Aug 16 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2009 08 15  0000    55058       0      0    2.42e+00    0    1.69e+00
2009 08 15  0005    55058     300      0    2.31e+00    0    1.61e+00
2009 08 15  0010    55058     600      0    2.38e+00    0    1.66e+00
2009 08 15  0015    55058     900      0    2.38e+00    0    1.66e+00
2009 08 15  0020    55058    1200      0    2.37e+00    0    1.66e+00
2009 08 15  0025    55058    1500      0    2.39e+00    0    1.67e+00
2009 08 15  0030    55058    1800      0    2.40e+00    0    1.68e+00
2009 08 15  0035    55058    2100      0    2.42e+00    0    1.67e+00
2009 08 15  0040    55058    2400      0    2.38e+00    0    1.67e+00
2009 08 15  0045    55058    2700      0    2.35e+00    0    1.65e+00
2009 08 15  0050    55058    3000      0    2.40e+00    0    1.66e+00
2009 08 15  0055    55058    3300      0    2.37e+00    0    1.64e+00
2009 08 15  0100    55058    3600      0    2.38e+00    0    1.66e+00
2009 08 15  0105    55058    3900      0    2.34e+00    0    1.63e+00
2009 08 15  0110    55058    4200      0    2.35e+00    0    1.63e+00
2009 08 15  0115    55058    4500      0    2.36e+00    0    1.64e+00
2009 08 15  0120    55058    4800      0    2.42e+00    0    1.71e+00
2009 08 15  0125    55058    5100      0    2.39e+00    0    1.67e+00
2009 08 15  0130    55058    5400      0    2.40e+00    0    1.66e+00
2009 08 15  0135    55058    5700      0    2.38e+00    0    1.66e+00
2009 08 15  0140    55058    6000      0    2.36e+00    0    1.64e+00
2009 08 15  0145    55058    6300      0    2.34e+00    0    1.63e+00
2009 08 15  0150    55058    6600      0    2.38e+00    0    1.66e+00
2009 08 15  0155    55058    6900      0    2.33e+00    0    1.62e+00
2009 08 15  0200    55058    7200      0    2.40e+00    0    1.67e+00
2009 08 15  0205    55058    7500      0    2.35e+00    0    1.64e+00
2009 08 15  0210    55058    7800      0    2.38e+00    0    1.66e+00
2009 08 15  0215    55058    8100      0    2.35e+00    0    1.64e+00
2009 08 15  0220    55058    8400      0    2.38e+00    0    1.66e+00
2009 08 15  0225    55058    8700      0    2.36e+00    0    1.66e+00
2009 08 15  0230    55058    9000      0    2.32e+00    0    1.61e+00
2009 08 15  0235    55058    9300      0    2.32e+00    0    1.60e+00
2009 08 15  0240    55058    9600      0    2.41e+00    0    1.68e+00
2009 08 15  0245    55058    9900      0    2.36e+00    0    1.63e+00
2009 08 15  0250    55058   10200      0    2.34e+00    0    1.64e+00
2009 08 15  0255    55058   10500      0    2.34e+00    0    1.63e+00
2009 08 15  0300    55058   10800      0    2.33e+00    0    1.62e+00
2009 08 15  0305    55058   11100      0    2.37e+00    0    1.64e+00
2009 08 15  0310    55058   11400      0    2.35e+00    0    1.66e+00
2009 08 15  0315    55058   11700      0    2.38e+00    0    1.66e+00
2009 08 15  0320    55058   12000      0    2.38e+00    0    1.67e+00
2009 08 15  0325    55058   12300      0    2.35e+00    0    1.64e+00
2009 08 15  0330    55058   12600      0    2.37e+00    0    1.65e+00
2009 08 15  0335    55058   12900      0    2.35e+00    0    1.64e+00
2009 08 15  0340    55058   13200      0    2.38e+00    0    1.65e+00
2009 08 15  0345    55058   13500      0    2.37e+00    0    1.66e+00
2009 08 15  0350    55058   13800      0    2.33e+00    0    1.62e+00
2009 08 15  0355    55058   14100      0    2.40e+00    0    1.66e+00
2009 08 15  0400    55058   14400      0    2.36e+00    0    1.64e+00
2009 08 15  0405    55058   14700      0    2.38e+00    0    1.66e+00
2009 08 15  0410    55058   15000      0    2.38e+00    0    1.65e+00
2009 08 15  0415    55058   15300      0    2.32e+00    0    1.62e+00
2009 08 15  0420    55058   15600      0    2.32e+00    0    1.61e+00
2009 08 15  0425    55058   15900      0    2.41e+00    0    1.68e+00
2009 08 15  0430    55058   16200      0    2.35e+00    0    1.62e+00
2009 08 15  0435    55058   16500      0    2.39e+00    0    1.66e+00
2009 08 15  0440    55058   16800      0    2.38e+00    0    1.64e+00
2009 08 15  0445    55058   17100      0    2.35e+00    0    1.64e+00
2009 08 15  0450    55058   17400      0    2.34e+00    0    1.63e+00
2009 08 15  0455    55058   17700      0    2.36e+00    0    1.66e+00
