:Data_list: 20240708_ace_sis_5m.txt
:Created: 2024 Jul 09 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2024 07 08  0000    60499       0      0    1.62e+00    0    1.15e+00
2024 07 08  0005    60499     300      0    1.58e+00    0    1.13e+00
2024 07 08  0010    60499     600      0    1.58e+00    0    1.15e+00
2024 07 08  0015    60499     900      0    1.64e+00    0    1.16e+00
2024 07 08  0020    60499    1200      0    2.71e+00    0    1.95e+00
2024 07 08  0025    60499    1500      0    4.50e+00    0    3.23e+00
2024 07 08  0030    60499    1800      0    2.60e+00    0    1.89e+00
2024 07 08  0035    60499    2100      0    1.69e+00    0    1.23e+00
2024 07 08  0040    60499    2400      0    1.77e+00    0    1.26e+00
2024 07 08  0045    60499    2700      0    1.74e+00    0    1.27e+00
2024 07 08  0050    60499    3000      0    1.86e+00    0    1.36e+00
2024 07 08  0055    60499    3300      0    3.07e+00    0    2.21e+00
2024 07 08  0100    60499    3600      0    4.35e+00    0    3.18e+00
2024 07 08  0105    60499    3900      0    2.14e+00    0    1.55e+00
2024 07 08  0110    60499    4200      0    1.70e+00    0    1.21e+00
2024 07 08  0115    60499    4500      0    1.56e+00    0    1.14e+00
2024 07 08  0120    60499    4800      0    2.57e+00    0    1.90e+00
2024 07 08  0125    60499    5100      0    3.67e+00    0    2.72e+00
2024 07 08  0130    60499    5400      0    4.27e+00    0    3.16e+00
2024 07 08  0135    60499    5700      0    4.09e+00    0    2.97e+00
2024 07 08  0140    60499    6000      0    1.59e+00    0    1.14e+00
2024 07 08  0145    60499    6300      0    1.58e+00    0    1.13e+00
2024 07 08  0150    60499    6600      0    1.66e+00    0    1.21e+00
2024 07 08  0155    60499    6900      0    1.71e+00    0    1.24e+00
2024 07 08  0200    60499    7200      0    1.79e+00    0    1.31e+00
2024 07 08  0205    60499    7500      0    3.97e+00    0    2.88e+00
2024 07 08  0210    60499    7800      0    3.79e+00    0    2.80e+00
2024 07 08  0215    60499    8100      0    1.70e+00    0    1.23e+00
2024 07 08  0220    60499    8400      0    1.62e+00    0    1.18e+00
2024 07 08  0225    60499    8700      0    1.67e+00    0    1.21e+00
2024 07 08  0230    60499    9000      0    1.67e+00    0    1.22e+00
2024 07 08  0235    60499    9300      0    1.87e+00    0    1.36e+00
2024 07 08  0240    60499    9600      0    4.52e+00    0    3.28e+00
2024 07 08  0245    60499    9900      0    3.43e+00    0    2.48e+00
2024 07 08  0250    60499   10200      0    1.70e+00    0    1.22e+00
2024 07 08  0255    60499   10500      0    1.72e+00    0    1.24e+00
2024 07 08  0300    60499   10800      0    1.73e+00    0    1.26e+00
2024 07 08  0305    60499   11100      0    1.82e+00    0    1.30e+00
2024 07 08  0310    60499   11400      0    2.32e+00    0    1.70e+00
2024 07 08  0315    60499   11700      0    4.27e+00    0    3.13e+00
2024 07 08  0320    60499   12000      0    2.90e+00    0    2.10e+00
2024 07 08  0325    60499   12300      0    1.66e+00    0    1.20e+00
2024 07 08  0330    60499   12600      0    1.61e+00    0    1.16e+00
2024 07 08  0335    60499   12900      0    1.80e+00    0    1.31e+00
2024 07 08  0340    60499   13200      0    3.63e+00    0    2.63e+00
2024 07 08  0345    60499   13500      0    3.78e+00    0    2.76e+00
2024 07 08  0350    60499   13800      0    4.27e+00    0    3.13e+00
2024 07 08  0355    60499   14100      9   -1.00e+05    9   -1.00e+05
2024 07 08  0400    60499   14400      0    1.63e+00    0    1.18e+00
2024 07 08  0405    60499   14700      0    1.56e+00    0    1.12e+00
2024 07 08  0410    60499   15000      0    1.72e+00    0    1.24e+00
2024 07 08  0415    60499   15300      0    1.85e+00    0    1.34e+00
2024 07 08  0420    60499   15600      0    3.08e+00    0    2.26e+00
2024 07 08  0425    60499   15900      0    4.38e+00    0    3.28e+00
2024 07 08  0430    60499   16200      0    1.76e+00    0    1.28e+00
2024 07 08  0435    60499   16500      0    1.70e+00    0    1.22e+00
2024 07 08  0440    60499   16800      0    1.56e+00    0    1.13e+00
2024 07 08  0445    60499   17100      0    1.63e+00    0    1.18e+00
2024 07 08  0450    60499   17400      0    1.67e+00    0    1.22e+00
2024 07 08  0455    60499   17700      0    3.68e+00    0    2.73e+00
2024 07 08  0500    60499   18000      0    4.24e+00    0    3.11e+00
2024 07 08  0505    60499   18300      0    1.57e+00    0    1.14e+00
2024 07 08  0510    60499   18600      0    1.70e+00    0    1.23e+00
2024 07 08  0515    60499   18900      0    1.71e+00    0    1.23e+00
2024 07 08  0520    60499   19200      0    1.77e+00    0    1.29e+00
2024 07 08  0525    60499   19500      0    1.86e+00    0    1.35e+00
2024 07 08  0530    60499   19800      0    4.04e+00    0    2.94e+00
2024 07 08  0535    60499   20100      0    3.51e+00    0    2.57e+00
2024 07 08  0540    60499   20400      0    1.67e+00    0    1.20e+00
2024 07 08  0545    60499   20700      0    1.58e+00    0    1.15e+00
2024 07 08  0550    60499   21000      0    1.55e+00    0    1.10e+00
2024 07 08  0555    60499   21300      0    3.35e+00    0    2.43e+00
2024 07 08  0600    60499   21600      0    3.72e+00    0    2.74e+00
2024 07 08  0605    60499   21900      0    4.21e+00    0    3.13e+00
2024 07 08  0610    60499   22200      0    3.11e+00    0    2.24e+00
2024 07 08  0615    60499   22500      0    1.62e+00    0    1.17e+00
2024 07 08  0620    60499   22800      0    1.64e+00    0    1.20e+00
2024 07 08  0625    60499   23100      0    1.71e+00    0    1.24e+00
2024 07 08  0630    60499   23400      0    1.88e+00    0    1.36e+00
2024 07 08  0635    60499   23700      0    2.44e+00    0    1.77e+00
2024 07 08  0640    60499   24000      0    4.30e+00    0    3.16e+00
2024 07 08  0645    60499   24300      0    2.64e+00    0    1.92e+00
2024 07 08  0650    60499   24600      0    1.67e+00    0    1.19e+00
2024 07 08  0655    60499   24900      0    1.55e+00    0    1.13e+00
2024 07 08  0700    60499   25200      0    1.54e+00    0    1.11e+00
2024 07 08  0705    60499   25500      0    1.65e+00    0    1.17e+00
