:Data_list: 20130414_ace_mag_1m.txt
:Created: 2013 Apr 15 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2013 04 14  0000   56396       0    0    -2.5    10.1     3.2    10.8    17.0   103.9
2013 04 14  0001   56396      60    0    -2.2    10.3     3.4    11.1    17.9   102.1
2013 04 14  0002   56396     120    0    -3.6    10.4     2.7    11.3    13.6   108.9
2013 04 14  0003   56396     180    0    -1.0     8.8     2.9     9.3    18.2    96.7
2013 04 14  0004   56396     240    0     0.9     8.6     3.6     9.4    22.6    84.0
2013 04 14  0005   56396     300    0     2.8     8.5     2.1     9.2    13.5    71.7
2013 04 14  0006   56396     360    0     3.8     8.1     3.5     9.6    21.2    65.1
2013 04 14  0007   56396     420    0     3.2     7.4     4.4     9.2    28.6    66.7
2013 04 14  0008   56396     480    0     3.3     6.9     5.1     9.1    33.7    64.5
2013 04 14  0009   56396     540    0     4.1     7.3     5.2     9.9    31.7    61.1
2013 04 14  0010   56396     600    0     3.6     7.5     4.3     9.4    27.3    64.2
2013 04 14  0011   56396     660    0     3.6     7.5     3.9     9.2    24.8    64.5
2013 04 14  0012   56396     720    0     3.6     7.0     4.0     8.8    26.8    62.4
2013 04 14  0013   56396     780    0     2.9     7.2     4.8     9.2    31.8    68.1
2013 04 14  0014   56396     840    0    -3.2     8.9     2.9     9.9    17.0   109.6
2013 04 14  0015   56396     900    0    -4.7     9.1     1.9    10.4    10.5   117.4
2013 04 14  0016   56396     960    0    -3.1     9.2     2.7    10.1    15.7   108.7
2013 04 14  0017   56396    1020    0    -1.2     9.5     3.8    10.3    21.6    97.4
2013 04 14  0018   56396    1080    0    -1.2     9.3     2.7     9.7    15.8    97.1
2013 04 14  0019   56396    1140    0    -0.5     9.6     1.7     9.7     9.9    93.0
2013 04 14  0020   56396    1200    0    -1.7     9.5     0.8     9.7     4.9   100.1
2013 04 14  0021   56396    1260    0    -1.4     9.9     2.1    10.3    12.1    98.0
2013 04 14  0022   56396    1320    0    -0.6     9.0     3.5     9.7    21.1    93.8
2013 04 14  0023   56396    1380    0    -0.6     8.5     3.2     9.1    20.6    94.3
2013 04 14  0024   56396    1440    0     1.3     5.3     7.8     9.6    55.0    76.5
2013 04 14  0025   56396    1500    0     1.4     6.0     7.3     9.5    49.8    77.1
2013 04 14  0026   56396    1560    0     1.6     5.5     8.0     9.9    54.2    74.1
2013 04 14  0027   56396    1620    0     2.1     4.1     7.9     9.2    59.7    63.1
2013 04 14  0028   56396    1680    0     2.8     1.7     7.3     8.0    66.0    30.4
2013 04 14  0029   56396    1740    0     2.1     4.4     7.7     9.1    57.4    65.0
2013 04 14  0030   56396    1800    0     3.5     2.8     7.9     9.1    60.3    38.1
2013 04 14  0031   56396    1860    0     3.7     2.0     7.7     8.7    61.2    28.8
2013 04 14  0032   56396    1920    0     1.7     3.9     7.3     8.5    59.6    66.2
2013 04 14  0033   56396    1980    0     2.1     4.9     7.3     9.1    54.2    67.0
2013 04 14  0034   56396    2040    0     1.8     4.6     7.3     8.8    55.7    68.6
2013 04 14  0035   56396    2100    0     1.2     4.1     7.6     8.7    60.4    73.5
2013 04 14  0036   56396    2160    0     0.9     3.8     7.9     8.8    63.5    76.9
2013 04 14  0037   56396    2220    0    -0.6     5.7     7.3     9.3    51.7    95.9
2013 04 14  0038   56396    2280    0    -1.5     5.5     7.0     9.0    50.7   105.3
2013 04 14  0039   56396    2340    0     0.4     4.7     7.0     8.4    55.7    84.9
2013 04 14  0040   56396    2400    0     1.0     4.5     7.7     8.9    59.0    77.3
2013 04 14  0041   56396    2460    0    -0.6     4.4     8.5     9.6    62.3    97.9
2013 04 14  0042   56396    2520    0    -0.3     3.3     6.8     7.5    63.9    94.9
2013 04 14  0043   56396    2580    0    -0.8     3.8     7.2     8.1    61.8   101.6
2013 04 14  0044   56396    2640    0    -1.7     3.7     8.3     9.3    63.8   114.7
2013 04 14  0045   56396    2700    0    -0.9     4.3     8.3     9.4    62.0   102.2
2013 04 14  0046   56396    2760    0    -2.6     5.1     7.7     9.5    53.4   117.2
2013 04 14  0047   56396    2820    0    -0.9     4.0     6.9     8.0    59.0   102.4
2013 04 14  0048   56396    2880    0    -0.8     4.1     6.7     7.9    58.0   101.3
2013 04 14  0049   56396    2940    0    -0.7     4.9     7.7     9.2    57.1    98.4
2013 04 14  0050   56396    3000    0    -0.3     5.1     7.8     9.3    57.1    93.8
2013 04 14  0051   56396    3060    0     0.1     5.2     7.5     9.2    55.3    89.0
2013 04 14  0052   56396    3120    0     0.2     5.8     7.2     9.2    51.4    88.2
2013 04 14  0053   56396    3180    0    -0.2     6.1     6.6     9.0    47.5    91.5
2013 04 14  0054   56396    3240    0     0.8     4.4     4.4     6.3    44.7    79.5
2013 04 14  0055   56396    3300    0     1.8     4.5     6.8     8.3    54.6    68.0
2013 04 14  0056   56396    3360    0     1.5     4.8     6.2     8.0    51.0    72.6
2013 04 14  0057   56396    3420    0     1.7     4.8     7.7     9.2    56.6    70.9
2013 04 14  0058   56396    3480    0     2.7     3.8     8.2     9.5    60.3    55.1
2013 04 14  0059   56396    3540    0     2.7     2.3     9.1     9.7    68.9    40.7
2013 04 14  0100   56396    3600    0     3.4    -1.7     5.5     6.7    55.3   333.3
2013 04 14  0101   56396    3660    0     4.5    -3.9     4.8     7.7    38.9   319.3
2013 04 14  0102   56396    3720    0     4.3    -5.8     4.1     8.3    29.8   306.6
2013 04 14  0103   56396    3780    0     2.7    -4.9     2.0     5.9    20.0   298.5
2013 04 14  0104   56396    3840    0     2.7     0.0     6.4     6.9    66.8     0.3
2013 04 14  0105   56396    3900    0     1.3     1.2     7.6     7.8    77.0    42.2
2013 04 14  0106   56396    3960    0     2.0     0.8     8.6     8.9    76.0    23.0
2013 04 14  0107   56396    4020    0    -0.7     4.2     7.5     8.6    60.5    99.0
2013 04 14  0108   56396    4080    0    -2.3     5.2     7.4     9.3    52.6   114.0
2013 04 14  0109   56396    4140    0    -2.5     4.4     7.6     9.1    56.2   119.9
2013 04 14  0110   56396    4200    0    -1.9     4.8     7.1     8.9    53.8   111.9
2013 04 14  0111   56396    4260    0    -2.0     4.4     7.2     8.7    56.4   114.6
2013 04 14  0112   56396    4320    0    -1.9     6.1     5.9     8.7    42.8   107.7
2013 04 14  0113   56396    4380    0    -1.7     6.5     5.4     8.7    38.8   104.5
2013 04 14  0114   56396    4440    0    -1.1     8.0     1.9     8.3    13.5    97.5
2013 04 14  0115   56396    4500    0    -0.6     7.7     2.0     8.0    14.2    94.1
2013 04 14  0116   56396    4560    0    -0.4     8.6     2.6     9.0    16.9    92.3
2013 04 14  0117   56396    4620    0    -0.4     7.6     4.7     8.9    31.6    93.3
2013 04 14  0118   56396    4680    0    -1.7     6.2     5.8     8.6    42.0   105.3
2013 04 14  0119   56396    4740    0    -1.5     8.1     2.4     8.6    16.2   100.6
2013 04 14  0120   56396    4800    0    -0.5     9.5    -0.1     9.6    -0.4    92.8
2013 04 14  0121   56396    4860    0    -0.8    10.7    -2.3    10.9   -12.0    94.5
2013 04 14  0122   56396    4920    0    -1.2    10.8    -0.9    10.9    -4.9    96.5
2013 04 14  0123   56396    4980    0    -1.2    10.7     1.1    10.8     6.0    96.3
2013 04 14  0124   56396    5040    0    -1.3    10.8     1.0    10.9     5.2    96.9
2013 04 14  0125   56396    5100    0    -1.7    10.3     3.2    10.9    16.9    99.5
2013 04 14  0126   56396    5160    0    -1.9    10.2     3.7    11.0    19.5   100.8
2013 04 14  0127   56396    5220    0    -1.3    10.5     3.2    11.0    16.6    97.1
2013 04 14  0128   56396    5280    0    -1.9    10.3     3.6    11.0    19.0   100.3
2013 04 14  0129   56396    5340    0    -2.6    10.0     4.5    11.3    23.5   104.4
2013 04 14  0130   56396    5400    0    -2.6    10.2     3.9    11.2    20.4   104.4
2013 04 14  0131   56396    5460    0    -2.6    10.2     2.6    10.8    14.0   104.3
2013 04 14  0132   56396    5520    0    -2.7    10.4     2.0    11.0    10.7   104.7
2013 04 14  0133   56396    5580    0    -2.7    10.4     1.7    10.9     8.8   104.4
2013 04 14  0134   56396    5640    0    -3.3    10.3     1.1    10.9     5.6   107.8
2013 04 14  0135   56396    5700    0    -3.0    10.5     0.8    10.9     4.3   105.9
2013 04 14  0136   56396    5760    0    -3.1    10.2     0.6    10.7     3.4   107.0
2013 04 14  0137   56396    5820    0    -1.6    11.0     3.2    11.6    16.0    98.4
2013 04 14  0138   56396    5880    0    -2.1    11.0     3.1    11.6    15.3   100.6
2013 04 14  0139   56396    5940    0    -2.6    11.1     3.1    11.8    15.1   103.3
2013 04 14  0140   56396    6000    0    -4.4    10.3     2.3    11.5    11.4   113.1
2013 04 14  0141   56396    6060    0    -3.7    10.9     1.3    11.6     6.7   108.9
2013 04 14  0142   56396    6120    0    -3.6    10.6     2.7    11.5    13.4   108.6
2013 04 14  0143   56396    6180    0    -4.0    10.9     1.6    11.7     7.8   110.4
2013 04 14  0144   56396    6240    0    -4.2    10.6     1.9    11.5     9.4   111.5
2013 04 14  0145   56396    6300    0    -3.3    10.6     2.0    11.2    10.3   107.3
2013 04 14  0146   56396    6360    0    -1.0     9.9     4.5    10.9    24.2    95.5
2013 04 14  0147   56396    6420    0    -1.5     9.3     5.4    10.8    29.7    98.9
2013 04 14  0148   56396    6480    0    -0.9     9.7     4.8    10.9    26.0    95.5
2013 04 14  0149   56396    6540    0    -0.4     9.8     5.5    11.3    29.3    92.4
2013 04 14  0150   56396    6600    0    -1.1    10.0     5.7    11.6    29.3    96.4
2013 04 14  0151   56396    6660    0    -0.8    10.6     5.0    11.7    25.3    94.1
2013 04 14  0152   56396    6720    0    -0.8     9.7     5.7    11.3    30.4    94.7
2013 04 14  0153   56396    6780    0    -0.5     9.8     5.9    11.5    30.8    92.6
2013 04 14  0154   56396    6840    0    -0.6    10.2     5.9    11.8    29.9    93.4
2013 04 14  0155   56396    6900    0    -0.9    10.0     6.5    12.0    32.7    95.1
2013 04 14  0156   56396    6960    0    -1.1    10.3     5.8    11.9    29.4    96.0
2013 04 14  0157   56396    7020    0    -1.0    11.2     4.0    11.9    19.6    95.0
2013 04 14  0158   56396    7080    0    -1.4    11.7     2.4    12.1    11.6    96.7
2013 04 14  0159   56396    7140    0    -0.8     9.5     6.1    11.3    32.6    94.8
2013 04 14  0200   56396    7200    0    -0.2     8.8     6.7    11.1    37.1    91.0
2013 04 14  0201   56396    7260    0    -0.0     8.9     6.5    11.0    36.0    90.0
2013 04 14  0202   56396    7320    0    -0.9    10.3     4.7    11.3    24.7    95.2
2013 04 14  0203   56396    7380    0    -1.1     9.8     5.4    11.2    28.5    96.2
2013 04 14  0204   56396    7440    0    -1.3     9.8     5.5    11.3    28.9    97.4
2013 04 14  0205   56396    7500    0    -1.7    10.5     3.8    11.3    19.6    99.2
2013 04 14  0206   56396    7560    0    -1.3    10.5     4.4    11.5    22.8    97.3
2013 04 14  0207   56396    7620    0    -1.2    10.1     6.1    11.9    31.1    96.7
2013 04 14  0208   56396    7680    0    -1.5    10.6     5.0    11.8    25.0    98.1
2013 04 14  0209   56396    7740    0    -1.9    10.8     4.7    12.0    23.3    99.8
2013 04 14  0210   56396    7800    0    -2.1    11.1     4.1    12.0    19.9   100.7
2013 04 14  0211   56396    7860    0    -1.7    11.0     3.7    11.8    18.4    98.7
2013 04 14  0212   56396    7920    0    -1.5    11.2     3.6    11.9    17.6    97.6
2013 04 14  0213   56396    7980    0    -1.8    11.3     3.4    12.0    16.4    98.9
2013 04 14  0214   56396    8040    0    -3.2    11.3     2.2    11.9    10.5   105.6
2013 04 14  0215   56396    8100    0    -5.2    10.4     0.7    11.7     3.3   116.6
2013 04 14  0216   56396    8160    0     0.1     9.5     5.7    11.1    31.0    89.5
2013 04 14  0217   56396    8220    0     1.0     8.9     7.1    11.4    38.3    83.7
2013 04 14  0218   56396    8280    0     1.7     8.5     7.9    11.7    42.6    78.6
2013 04 14  0219   56396    8340    0    -0.6    10.0     5.7    11.5    29.5    93.3
2013 04 14  0220   56396    8400    0    -0.3    10.5     5.1    11.7    25.9    91.9
2013 04 14  0221   56396    8460    0    -0.1    10.3     5.8    11.8    29.4    90.4
2013 04 14  0222   56396    8520    0     1.3     9.7     6.5    11.7    33.5    82.5
2013 04 14  0223   56396    8580    0     3.2     8.2     7.4    11.6    40.0    68.6
2013 04 14  0224   56396    8640    0     2.5     8.5     7.4    11.6    39.6    73.6
2013 04 14  0225   56396    8700    0     1.5     8.8     7.1    11.4    38.7    80.1
2013 04 14  0226   56396    8760    0     0.7     9.1     6.4    11.2    34.9    85.7
2013 04 14  0227   56396    8820    0    -0.4    10.2     5.1    11.4    26.8    92.0
2013 04 14  0228   56396    8880    0     0.1    10.1     5.4    11.5    28.2    89.7
2013 04 14  0229   56396    8940    0     0.3     9.8     5.7    11.3    30.0    88.3
2013 04 14  0230   56396    9000    0     0.1    10.0     5.2    11.3    27.6    89.6
2013 04 14  0231   56396    9060    0     0.6     8.8     6.5    11.0    36.2    85.9
2013 04 14  0232   56396    9120    0     0.8     9.8     5.6    11.3    29.5    85.4
2013 04 14  0233   56396    9180    0    -0.1    10.2     4.8    11.3    25.3    90.6
2013 04 14  0234   56396    9240    0    -0.8    10.3     4.6    11.4    24.1    94.6
2013 04 14  0235   56396    9300    0    -0.8    10.7     3.5    11.3    17.9    94.2
2013 04 14  0236   56396    9360    0     0.6    10.5     3.1    11.0    16.6    87.0
2013 04 14  0237   56396    9420    0    -0.1    10.6     2.8    11.0    14.8    90.3
2013 04 14  0238   56396    9480    0     0.0    10.4     2.7    10.8    14.4    89.9
2013 04 14  0239   56396    9540    0    -0.0    10.4     2.0    10.6    11.1    90.2
2013 04 14  0240   56396    9600    0     0.0    10.5     1.6    10.6     8.6    89.7
