:Data_list: 20230501_ace_sis_5m.txt
:Created: 2023 May 01 0901 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2023 05 01  0000    60065       0      0    1.21e+00    0    8.54e-01
2023 05 01  0005    60065     300      0    1.19e+00    0    8.35e-01
2023 05 01  0010    60065     600      0    1.20e+00    0    8.51e-01
2023 05 01  0015    60065     900      0    1.20e+00    0    8.39e-01
2023 05 01  0020    60065    1200      0    1.20e+00    0    8.57e-01
2023 05 01  0025    60065    1500      0    1.22e+00    0    8.64e-01
2023 05 01  0030    60065    1800      0    1.19e+00    0    8.41e-01
2023 05 01  0035    60065    2100      0    1.19e+00    0    8.41e-01
2023 05 01  0040    60065    2400      0    1.22e+00    0    8.62e-01
2023 05 01  0045    60065    2700      0    1.23e+00    0    8.67e-01
2023 05 01  0050    60065    3000      0    1.19e+00    0    8.39e-01
2023 05 01  0055    60065    3300      0    1.23e+00    0    8.62e-01
2023 05 01  0100    60065    3600      0    1.21e+00    0    8.55e-01
2023 05 01  0105    60065    3900      0    1.25e+00    0    8.62e-01
2023 05 01  0110    60065    4200      0    1.18e+00    0    8.24e-01
2023 05 01  0115    60065    4500      0    1.21e+00    0    8.47e-01
2023 05 01  0120    60065    4800      0    1.23e+00    0    8.65e-01
2023 05 01  0125    60065    5100      0    1.21e+00    0    8.58e-01
2023 05 01  0130    60065    5400      0    1.21e+00    0    8.49e-01
2023 05 01  0135    60065    5700      0    1.19e+00    0    8.39e-01
2023 05 01  0140    60065    6000      0    1.25e+00    0    8.91e-01
2023 05 01  0145    60065    6300      0    1.19e+00    0    8.30e-01
2023 05 01  0150    60065    6600      0    1.15e+00    0    8.06e-01
2023 05 01  0155    60065    6900      0    1.21e+00    0    8.41e-01
2023 05 01  0200    60065    7200      0    1.23e+00    0    8.57e-01
2023 05 01  0205    60065    7500      0    1.17e+00    0    8.32e-01
2023 05 01  0210    60065    7800      0    1.24e+00    0    8.68e-01
2023 05 01  0215    60065    8100      0    1.20e+00    0    8.48e-01
2023 05 01  0220    60065    8400      0    1.20e+00    0    8.45e-01
2023 05 01  0225    60065    8700      0    1.18e+00    0    8.32e-01
2023 05 01  0230    60065    9000      0    1.19e+00    0    8.28e-01
2023 05 01  0235    60065    9300      0    1.19e+00    0    8.25e-01
2023 05 01  0240    60065    9600      0    1.20e+00    0    8.47e-01
2023 05 01  0245    60065    9900      0    1.20e+00    0    8.40e-01
2023 05 01  0250    60065   10200      0    1.19e+00    0    8.37e-01
2023 05 01  0255    60065   10500      0    1.20e+00    0    8.45e-01
2023 05 01  0300    60065   10800      0    1.19e+00    0    8.40e-01
2023 05 01  0305    60065   11100      0    1.19e+00    0    8.39e-01
2023 05 01  0310    60065   11400      0    1.19e+00    0    8.43e-01
2023 05 01  0315    60065   11700      0    1.18e+00    0    8.22e-01
2023 05 01  0320    60065   12000      0    1.23e+00    0    8.67e-01
