:Data_list: 20220220_ace_sis_5m.txt
:Created: 2022 Feb 21 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2022 02 20  0000    59630       0      9   -1.00e+05    9   -1.00e+05
2022 02 20  0005    59630     300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0010    59630     600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0015    59630     900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0020    59630    1200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0025    59630    1500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0030    59630    1800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0035    59630    2100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0040    59630    2400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0045    59630    2700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0050    59630    3000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0055    59630    3300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0100    59630    3600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0105    59630    3900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0110    59630    4200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0115    59630    4500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0120    59630    4800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0125    59630    5100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0130    59630    5400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0135    59630    5700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0140    59630    6000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0145    59630    6300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0150    59630    6600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0155    59630    6900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0200    59630    7200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0205    59630    7500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0210    59630    7800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0215    59630    8100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0220    59630    8400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0225    59630    8700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0230    59630    9000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0235    59630    9300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0240    59630    9600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0245    59630    9900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0250    59630   10200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0255    59630   10500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0300    59630   10800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0305    59630   11100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0310    59630   11400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0315    59630   11700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0320    59630   12000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0325    59630   12300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0330    59630   12600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0335    59630   12900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0340    59630   13200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0345    59630   13500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0350    59630   13800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0355    59630   14100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0400    59630   14400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0405    59630   14700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0410    59630   15000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0415    59630   15300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0420    59630   15600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0425    59630   15900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0430    59630   16200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0435    59630   16500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0440    59630   16800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0445    59630   17100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0450    59630   17400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0455    59630   17700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0500    59630   18000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0505    59630   18300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0510    59630   18600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0515    59630   18900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0520    59630   19200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0525    59630   19500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0530    59630   19800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0535    59630   20100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0540    59630   20400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0545    59630   20700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0550    59630   21000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0555    59630   21300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0600    59630   21600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0605    59630   21900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0610    59630   22200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0615    59630   22500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0620    59630   22800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0625    59630   23100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0630    59630   23400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0635    59630   23700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0640    59630   24000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0645    59630   24300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0650    59630   24600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0655    59630   24900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0700    59630   25200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0705    59630   25500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0710    59630   25800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0715    59630   26100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0720    59630   26400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0725    59630   26700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0730    59630   27000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0735    59630   27300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0740    59630   27600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0745    59630   27900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0750    59630   28200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0755    59630   28500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0800    59630   28800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0805    59630   29100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0810    59630   29400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0815    59630   29700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0820    59630   30000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0825    59630   30300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0830    59630   30600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0835    59630   30900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0840    59630   31200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0845    59630   31500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0850    59630   31800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0855    59630   32100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0900    59630   32400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0905    59630   32700      9   -1.00e+05    9   -1.00e+05
2022 02 20  0910    59630   33000      9   -1.00e+05    9   -1.00e+05
2022 02 20  0915    59630   33300      9   -1.00e+05    9   -1.00e+05
2022 02 20  0920    59630   33600      9   -1.00e+05    9   -1.00e+05
2022 02 20  0925    59630   33900      9   -1.00e+05    9   -1.00e+05
2022 02 20  0930    59630   34200      9   -1.00e+05    9   -1.00e+05
2022 02 20  0935    59630   34500      9   -1.00e+05    9   -1.00e+05
2022 02 20  0940    59630   34800      9   -1.00e+05    9   -1.00e+05
2022 02 20  0945    59630   35100      9   -1.00e+05    9   -1.00e+05
2022 02 20  0950    59630   35400      9   -1.00e+05    9   -1.00e+05
2022 02 20  0955    59630   35700      9   -1.00e+05    9   -1.00e+05
2022 02 20  1000    59630   36000      9   -1.00e+05    9   -1.00e+05
2022 02 20  1005    59630   36300      9   -1.00e+05    9   -1.00e+05
2022 02 20  1010    59630   36600      9   -1.00e+05    9   -1.00e+05
2022 02 20  1015    59630   36900      9   -1.00e+05    9   -1.00e+05
2022 02 20  1020    59630   37200      9   -1.00e+05    9   -1.00e+05
2022 02 20  1025    59630   37500      9   -1.00e+05    9   -1.00e+05
2022 02 20  1030    59630   37800      9   -1.00e+05    9   -1.00e+05
2022 02 20  1035    59630   38100      9   -1.00e+05    9   -1.00e+05
2022 02 20  1040    59630   38400      9   -1.00e+05    9   -1.00e+05
2022 02 20  1045    59630   38700      9   -1.00e+05    9   -1.00e+05
2022 02 20  1050    59630   39000      9   -1.00e+05    9   -1.00e+05
2022 02 20  1055    59630   39300      9   -1.00e+05    9   -1.00e+05
2022 02 20  1100    59630   39600      9   -1.00e+05    9   -1.00e+05
2022 02 20  1105    59630   39900      9   -1.00e+05    9   -1.00e+05
2022 02 20  1110    59630   40200      9   -1.00e+05    9   -1.00e+05
2022 02 20  1115    59630   40500      9   -1.00e+05    9   -1.00e+05
2022 02 20  1120    59630   40800      9   -1.00e+05    9   -1.00e+05
2022 02 20  1125    59630   41100      9   -1.00e+05    9   -1.00e+05
2022 02 20  1130    59630   41400      9   -1.00e+05    9   -1.00e+05
2022 02 20  1135    59630   41700      9   -1.00e+05    9   -1.00e+05
2022 02 20  1140    59630   42000      9   -1.00e+05    9   -1.00e+05
2022 02 20  1145    59630   42300      9   -1.00e+05    9   -1.00e+05
2022 02 20  1150    59630   42600      9   -1.00e+05    9   -1.00e+05
2022 02 20  1155    59630   42900      9   -1.00e+05    9   -1.00e+05
2022 02 20  1200    59630   43200      9   -1.00e+05    9   -1.00e+05
2022 02 20  1205    59630   43500      9   -1.00e+05    9   -1.00e+05
2022 02 20  1210    59630   43800      9   -1.00e+05    9   -1.00e+05
2022 02 20  1215    59630   44100      9   -1.00e+05    9   -1.00e+05
2022 02 20  1220    59630   44400      9   -1.00e+05    9   -1.00e+05
2022 02 20  1225    59630   44700      9   -1.00e+05    9   -1.00e+05
2022 02 20  1230    59630   45000      9   -1.00e+05    9   -1.00e+05
2022 02 20  1235    59630   45300      9   -1.00e+05    9   -1.00e+05
2022 02 20  1240    59630   45600      9   -1.00e+05    9   -1.00e+05
2022 02 20  1245    59630   45900      9   -1.00e+05    9   -1.00e+05
2022 02 20  1250    59630   46200      9   -1.00e+05    9   -1.00e+05
2022 02 20  1255    59630   46500      9   -1.00e+05    9   -1.00e+05
2022 02 20  1300    59630   46800      9   -1.00e+05    9   -1.00e+05
2022 02 20  1305    59630   47100      9   -1.00e+05    9   -1.00e+05
2022 02 20  1310    59630   47400      9   -1.00e+05    9   -1.00e+05
2022 02 20  1315    59630   47700      9   -1.00e+05    9   -1.00e+05
2022 02 20  1320    59630   48000      9   -1.00e+05    9   -1.00e+05
2022 02 20  1325    59630   48300      0    3.02e+00    0    1.92e+00
2022 02 20  1330    59630   48600      0    2.94e+00    0    1.85e+00
2022 02 20  1335    59630   48900      0    2.95e+00    0    1.86e+00
2022 02 20  1340    59630   49200      0    2.95e+00    0    1.83e+00
2022 02 20  1345    59630   49500      0    2.94e+00    0    1.84e+00
2022 02 20  1350    59630   49800      0    2.98e+00    0    1.83e+00
2022 02 20  1355    59630   50100      0    2.95e+00    0    1.83e+00
2022 02 20  1400    59630   50400      0    2.92e+00    0    1.82e+00
2022 02 20  1405    59630   50700      0    2.98e+00    0    1.86e+00
2022 02 20  1410    59630   51000      0    2.96e+00    0    1.85e+00
2022 02 20  1415    59630   51300      0    2.97e+00    0    1.85e+00
2022 02 20  1420    59630   51600      0    2.99e+00    0    1.89e+00
2022 02 20  1425    59630   51900      0    2.99e+00    0    1.87e+00
2022 02 20  1430    59630   52200      0    2.98e+00    0    1.86e+00
2022 02 20  1435    59630   52500      0    2.97e+00    0    1.87e+00
2022 02 20  1440    59630   52800      0    2.96e+00    0    1.85e+00
2022 02 20  1445    59630   53100      0    3.03e+00    0    1.90e+00
2022 02 20  1450    59630   53400      0    2.98e+00    0    1.86e+00
2022 02 20  1455    59630   53700      0    3.01e+00    0    1.87e+00
2022 02 20  1500    59630   54000      0    3.06e+00    0    1.90e+00
2022 02 20  1505    59630   54300      0    2.99e+00    0    1.85e+00
2022 02 20  1510    59630   54600      0    3.02e+00    0    1.88e+00
2022 02 20  1515    59630   54900      0    2.99e+00    0    1.89e+00
2022 02 20  1520    59630   55200      0    2.94e+00    0    1.83e+00
2022 02 20  1525    59630   55500      0    2.96e+00    0    1.87e+00
2022 02 20  1530    59630   55800      0    2.94e+00    0    1.84e+00
2022 02 20  1535    59630   56100      0    3.00e+00    0    1.88e+00
2022 02 20  1540    59630   56400      0    3.05e+00    0    1.88e+00
2022 02 20  1545    59630   56700      0    3.00e+00    0    1.87e+00
2022 02 20  1550    59630   57000      0    3.00e+00    0    1.88e+00
2022 02 20  1555    59630   57300      0    2.96e+00    0    1.84e+00
2022 02 20  1600    59630   57600      0    2.98e+00    0    1.87e+00
2022 02 20  1605    59630   57900      0    2.95e+00    0    1.87e+00
2022 02 20  1610    59630   58200      0    2.89e+00    0    1.82e+00
2022 02 20  1615    59630   58500      0    2.91e+00    0    1.80e+00
2022 02 20  1620    59630   58800      0    2.90e+00    0    1.81e+00
2022 02 20  1625    59630   59100      0    2.93e+00    0    1.86e+00
2022 02 20  1630    59630   59400      0    2.97e+00    0    1.85e+00
2022 02 20  1635    59630   59700      0    3.03e+00    0    1.90e+00
2022 02 20  1640    59630   60000      0    3.04e+00    0    1.87e+00
2022 02 20  1645    59630   60300      0    2.93e+00    0    1.83e+00
2022 02 20  1650    59630   60600      0    2.94e+00    0    1.84e+00
2022 02 20  1655    59630   60900      0    2.95e+00    0    1.84e+00
2022 02 20  1700    59630   61200      0    2.90e+00    0    1.80e+00
2022 02 20  1705    59630   61500      0    2.92e+00    0    1.82e+00
2022 02 20  1710    59630   61800      0    3.01e+00    0    1.87e+00
2022 02 20  1715    59630   62100      0    2.95e+00    0    1.84e+00
2022 02 20  1720    59630   62400      0    3.01e+00    0    1.89e+00
2022 02 20  1725    59630   62700      0    3.07e+00    0    1.92e+00
2022 02 20  1730    59630   63000      0    3.04e+00    0    1.92e+00
2022 02 20  1735    59630   63300      0    2.93e+00    0    1.81e+00
2022 02 20  1740    59630   63600      0    2.96e+00    0    1.89e+00
2022 02 20  1745    59630   63900      0    2.95e+00    0    1.84e+00
2022 02 20  1750    59630   64200      0    2.95e+00    0    1.87e+00
2022 02 20  1755    59630   64500      0    3.03e+00    0    1.93e+00
2022 02 20  1800    59630   64800      0    2.82e+00    0    1.69e+00
2022 02 20  1805    59630   65100      0    3.05e+00    0    1.91e+00
2022 02 20  1810    59630   65400      0    2.96e+00    0    1.80e+00
2022 02 20  1815    59630   65700      0    3.01e+00    0    1.87e+00
2022 02 20  1820    59630   66000      0    3.07e+00    0    1.98e+00
2022 02 20  1825    59630   66300      0    3.06e+00    0    1.95e+00
2022 02 20  1830    59630   66600      0    2.89e+00    0    1.76e+00
2022 02 20  1835    59630   66900      0    2.92e+00    0    1.77e+00
2022 02 20  1840    59630   67200      0    3.01e+00    0    1.90e+00
2022 02 20  1845    59630   67500      0    3.09e+00    0    1.92e+00
2022 02 20  1850    59630   67800      0    3.10e+00    0    1.97e+00
2022 02 20  1855    59630   68100      0    3.05e+00    0    1.89e+00
2022 02 20  1900    59630   68400      0    3.01e+00    0    1.86e+00
2022 02 20  1905    59630   68700      0    3.14e+00    0    1.89e+00
2022 02 20  1910    59630   69000      0    3.04e+00    0    1.88e+00
2022 02 20  1915    59630   69300      0    3.00e+00    0    1.86e+00
2022 02 20  1920    59630   69600      0    3.37e+00    0    2.14e+00
2022 02 20  1925    59630   69900      0    2.80e+00    0    1.72e+00
2022 02 20  1930    59630   70200      0    2.87e+00    0    1.79e+00
2022 02 20  1935    59630   70500      0    2.94e+00    0    1.84e+00
2022 02 20  1940    59630   70800      0    2.94e+00    0    1.84e+00
2022 02 20  1945    59630   71100      0    2.78e+00    0    1.66e+00
2022 02 20  1950    59630   71400      9   -1.00e+05    9   -1.00e+05
2022 02 20  1955    59630   71700      0    2.96e+00    0    1.82e+00
2022 02 20  2000    59630   72000      0    2.66e+00    0    1.66e+00
2022 02 20  2005    59630   72300      0    2.76e+00    0    1.66e+00
2022 02 20  2010    59630   72600      0    3.06e+00    0    1.93e+00
2022 02 20  2015    59630   72900      0    2.97e+00    0    1.83e+00
2022 02 20  2020    59630   73200      0    3.03e+00    0    1.92e+00
2022 02 20  2025    59630   73500      0    3.00e+00    0    1.86e+00
2022 02 20  2030    59630   73800      0    3.04e+00    0    1.95e+00
2022 02 20  2035    59630   74100      0    2.84e+00    0    1.78e+00
2022 02 20  2040    59630   74400      0    2.92e+00    0    1.86e+00
2022 02 20  2045    59630   74700      0    2.89e+00    0    1.83e+00
2022 02 20  2050    59630   75000      0    2.91e+00    0    1.86e+00
2022 02 20  2055    59630   75300      0    2.91e+00    0    1.85e+00
2022 02 20  2100    59630   75600      0    2.90e+00    0    1.83e+00
2022 02 20  2105    59630   75900      0    2.91e+00    0    1.83e+00
2022 02 20  2110    59630   76200      0    2.95e+00    0    1.84e+00
2022 02 20  2115    59630   76500      0    2.97e+00    0    1.88e+00
2022 02 20  2120    59630   76800      0    3.00e+00    0    1.84e+00
2022 02 20  2125    59630   77100      0    2.96e+00    0    1.84e+00
2022 02 20  2130    59630   77400      0    2.99e+00    0    1.88e+00
2022 02 20  2135    59630   77700      0    2.95e+00    0    1.85e+00
2022 02 20  2140    59630   78000      0    2.95e+00    0    1.85e+00
2022 02 20  2145    59630   78300      0    2.90e+00    0    1.81e+00
2022 02 20  2150    59630   78600      0    2.89e+00    0    1.80e+00
2022 02 20  2155    59630   78900      0    2.88e+00    0    1.82e+00
2022 02 20  2200    59630   79200      0    2.96e+00    0    1.85e+00
2022 02 20  2205    59630   79500      0    2.90e+00    0    1.82e+00
2022 02 20  2210    59630   79800      0    2.93e+00    0    1.84e+00
2022 02 20  2215    59630   80100      0    2.96e+00    0    1.86e+00
2022 02 20  2220    59630   80400      0    2.93e+00    0    1.86e+00
2022 02 20  2225    59630   80700      9   -1.00e+05    9   -1.00e+05
2022 02 20  2230    59630   81000      9   -1.00e+05    9   -1.00e+05
2022 02 20  2235    59630   81300      9   -1.00e+05    9   -1.00e+05
2022 02 20  2240    59630   81600      9   -1.00e+05    9   -1.00e+05
2022 02 20  2245    59630   81900      9   -1.00e+05    9   -1.00e+05
2022 02 20  2250    59630   82200      9   -1.00e+05    9   -1.00e+05
