:Data_list: 20101211_ace_mag_1m.txt
:Created: 2010 Dec 12 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2010 12 11  0000   55541       0    0    -3.0    -2.1     0.7     3.7    11.4   214.9
2010 12 11  0001   55541      60    0    -3.0    -2.1     1.2     3.9    18.0   215.0
2010 12 11  0002   55541     120    0    -3.1    -2.0     1.3     3.9    19.9   213.0
2010 12 11  0003   55541     180    0    -3.1    -2.2     1.2     3.9    17.0   215.6
2010 12 11  0004   55541     240    0    -3.0    -2.2     1.1     3.9    16.8   216.0
2010 12 11  0005   55541     300    0    -2.9    -2.1     1.0     3.8    15.7   216.1
2010 12 11  0006   55541     360    0    -2.7    -2.1     1.0     3.6    16.7   218.4
2010 12 11  0007   55541     420    0    -2.7    -2.1     0.9     3.5    15.2   218.0
2010 12 11  0008   55541     480    0    -2.7    -2.1     1.1     3.6    17.3   218.4
2010 12 11  0009   55541     540    0    -2.6    -2.2     1.3     3.6    20.8   220.6
2010 12 11  0010   55541     600    0    -2.4    -2.2     1.3     3.5    21.4   222.5
2010 12 11  0011   55541     660    0    -2.1    -2.3     1.0     3.3    18.0   227.6
2010 12 11  0012   55541     720    0    -1.8    -2.3     0.9     3.1    16.8   232.8
2010 12 11  0013   55541     780    0    -1.3    -2.4     0.5     2.7     9.8   241.8
2010 12 11  0014   55541     840    0    -1.3    -2.4     0.4     2.7     9.2   241.4
2010 12 11  0015   55541     900    0    -1.3    -2.4     0.5     2.7    10.4   241.5
2010 12 11  0016   55541     960    0    -1.0    -2.4     0.3     2.6     7.5   247.3
2010 12 11  0017   55541    1020    0    -0.8    -2.5     0.1     2.6     3.0   251.9
2010 12 11  0018   55541    1080    0    -0.8    -2.7     0.1     2.8     1.2   253.4
2010 12 11  0019   55541    1140    0    -1.1    -2.9     0.0     3.1     0.5   249.3
2010 12 11  0020   55541    1200    0    -1.1    -3.0    -0.2     3.2    -2.9   249.8
2010 12 11  0021   55541    1260    0    -1.1    -2.9    -0.2     3.1    -4.5   250.3
2010 12 11  0022   55541    1320    0    -0.9    -2.6    -0.2     2.8    -3.9   251.2
2010 12 11  0023   55541    1380    0    -0.9    -2.8    -0.2     3.0    -3.3   252.5
2010 12 11  0024   55541    1440    0    -0.8    -2.8    -0.0     2.9    -0.2   253.5
2010 12 11  0025   55541    1500    0    -0.7    -2.4    -0.0     2.5    -1.1   253.2
2010 12 11  0026   55541    1560    0    -0.3    -2.2     0.1     2.2     2.4   263.3
2010 12 11  0027   55541    1620    0    -0.1    -2.0    -0.0     2.0    -0.0   267.9
2010 12 11  0028   55541    1680    0    -0.0    -2.6    -0.3     2.6    -7.2   269.7
2010 12 11  0029   55541    1740    0    -0.1    -2.5    -0.5     2.6   -10.6   268.6
2010 12 11  0030   55541    1800    0     0.2    -3.0    -0.5     3.0    -8.9   273.9
2010 12 11  0031   55541    1860    0     0.2    -2.7    -0.6     2.8   -13.0   274.1
2010 12 11  0032   55541    1920    0     0.6    -3.0    -1.0     3.3   -18.3   281.5
2010 12 11  0033   55541    1980    0     1.1    -3.4    -1.5     3.8   -22.4   287.9
2010 12 11  0034   55541    2040    0     1.1    -3.5    -1.7     4.1   -24.3   287.4
2010 12 11  0035   55541    2100    0     1.2    -3.6    -1.7     4.1   -23.7   288.1
2010 12 11  0036   55541    2160    0     1.3    -3.6    -1.6     4.1   -23.1   289.9
2010 12 11  0037   55541    2220    0     1.7    -2.4    -1.4     3.3   -26.1   306.1
2010 12 11  0038   55541    2280    0     3.2     1.3    -1.1     3.6   -18.1    21.9
2010 12 11  0039   55541    2340    0     3.2     1.1    -1.1     3.6   -17.3    19.7
2010 12 11  0040   55541    2400    0     3.1     1.1    -1.2     3.5   -19.4    19.5
2010 12 11  0041   55541    2460    0     3.2     1.1    -1.1     3.6   -18.5    19.1
2010 12 11  0042   55541    2520    0     3.2     1.1    -1.2     3.6   -19.4    19.5
2010 12 11  0043   55541    2580    0     3.3     0.6    -1.5     3.7   -24.3     9.6
2010 12 11  0044   55541    2640    0     3.3     0.2    -1.6     3.7   -25.1     3.1
2010 12 11  0045   55541    2700    0     3.3    -0.5    -1.7     3.7   -27.8   351.5
2010 12 11  0046   55541    2760    0     3.2    -0.8    -1.9     3.8   -29.4   345.8
2010 12 11  0047   55541    2820    0     3.2    -0.6    -1.8     3.7   -29.5   349.4
2010 12 11  0048   55541    2880    0     3.2    -0.5    -1.9     3.8   -31.0   351.7
2010 12 11  0049   55541    2940    0     3.2    -0.1    -1.9     3.7   -30.2   357.9
2010 12 11  0050   55541    3000    0     3.3     0.1    -1.8     3.7   -28.3     1.8
2010 12 11  0051   55541    3060    0     3.3     0.5    -1.6     3.7   -26.1     8.8
2010 12 11  0052   55541    3120    0     3.3     0.7    -1.6     3.8   -25.7    11.2
2010 12 11  0053   55541    3180    0     3.4     0.2    -1.6     3.8   -25.5     2.9
2010 12 11  0054   55541    3240    0     3.5     0.6    -1.4     3.8   -22.3     9.4
2010 12 11  0055   55541    3300    0     3.4     0.9    -1.3     3.7   -19.7    15.7
2010 12 11  0056   55541    3360    0     3.4     0.6    -1.1     3.6   -18.3    10.2
2010 12 11  0057   55541    3420    0     3.4     0.7    -1.2     3.6   -19.5    12.3
2010 12 11  0058   55541    3480    0     3.4     0.7    -1.1     3.6   -17.4    12.1
2010 12 11  0059   55541    3540    0     3.4     0.8    -1.0     3.7   -16.6    13.1
2010 12 11  0100   55541    3600    0     3.4     0.6    -1.5     3.8   -23.7    10.0
2010 12 11  0101   55541    3660    0     3.4     0.6    -1.6     3.7   -24.7     9.6
2010 12 11  0102   55541    3720    0     3.4     0.6    -1.3     3.7   -19.8    10.7
2010 12 11  0103   55541    3780    0     3.4     0.6    -1.4     3.7   -22.3    10.7
2010 12 11  0104   55541    3840    0     3.4     0.8    -1.5     3.8   -22.7    12.6
