:Data_list: 20210219_ace_mag_1m.txt
:Created: 2021 Feb 20 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 02 19  0000   59264       0    0     1.2    -0.0    -2.1     2.4   -60.3   359.0
2021 02 19  0001   59264      60    0     1.5    -0.9    -1.8     2.5   -45.6   329.6
2021 02 19  0002   59264     120    0     1.6    -0.8    -1.9     2.6   -46.9   333.2
2021 02 19  0003   59264     180    0     1.5    -0.7    -2.2     2.7   -52.5   335.1
2021 02 19  0004   59264     240    0     1.2    -0.4    -1.9     2.3   -55.8   339.9
2021 02 19  0005   59264     300    0     1.6    -0.4    -2.1     2.6   -51.3   346.9
2021 02 19  0006   59264     360    0     1.4    -1.2    -2.1     2.8   -48.9   320.4
2021 02 19  0007   59264     420    0     1.4    -1.2    -2.2     2.9   -51.0   320.0
2021 02 19  0008   59264     480    0     1.1    -1.3    -2.3     2.9   -52.6   310.6
2021 02 19  0009   59264     540    0     0.9    -1.5    -2.0     2.7   -47.5   301.5
2021 02 19  0010   59264     600    0     0.8    -1.5    -2.2     2.8   -51.9   298.5
2021 02 19  0011   59264     660    0     0.9    -1.6    -2.2     2.9   -50.4   300.1
2021 02 19  0012   59264     720    0     0.9    -1.6    -2.2     2.9   -50.7   300.3
2021 02 19  0013   59264     780    0     0.9    -1.5    -2.2     2.8   -51.2   302.1
2021 02 19  0014   59264     840    0     0.9    -1.7    -2.0     2.8   -47.4   297.5
2021 02 19  0015   59264     900    0     0.8    -1.8    -1.9     2.8   -44.2   293.3
2021 02 19  0016   59264     960    0     0.1    -1.9    -1.3     2.3   -34.7   271.9
2021 02 19  0017   59264    1020    0     0.2    -1.3    -1.4     2.0   -46.1   280.3
2021 02 19  0018   59264    1080    0     0.3    -1.1    -1.5     1.9   -52.3   287.4
2021 02 19  0019   59264    1140    0     0.5    -1.0    -1.9     2.2   -58.0   295.3
2021 02 19  0020   59264    1200    0     0.4    -1.1    -2.3     2.6   -62.3   289.9
2021 02 19  0021   59264    1260    0    -0.3    -1.3    -2.2     2.6   -58.2   258.3
2021 02 19  0022   59264    1320    0    -0.0    -2.1    -1.9     2.9   -42.6   269.8
2021 02 19  0023   59264    1380    0     0.4    -2.0    -1.6     2.6   -37.1   280.0
2021 02 19  0024   59264    1440    0     1.1    -1.2    -1.4     2.2   -42.2   312.6
2021 02 19  0025   59264    1500    0     0.9    -1.6    -2.2     2.9   -50.0   299.6
2021 02 19  0026   59264    1560    0     0.8    -0.8    -2.1     2.4   -61.9   316.9
2021 02 19  0027   59264    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 02 19  0028   59264    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 02 19  0029   59264    1740    0     0.7    -0.6    -2.8     2.9   -70.9   318.7
2021 02 19  0030   59264    1800    0     0.6    -0.7    -2.8     2.9   -71.6   308.6
2021 02 19  0031   59264    1860    0     0.5    -0.8    -2.7     2.9   -70.7   304.8
2021 02 19  0032   59264    1920    0     0.3    -0.9    -2.7     2.9   -69.7   290.1
2021 02 19  0033   59264    1980    0     0.2    -0.8    -2.9     3.0   -73.9   282.9
2021 02 19  0034   59264    2040    0     0.1    -0.8    -2.9     3.0   -74.6   274.1
2021 02 19  0035   59264    2100    0    -0.3    -1.0    -2.9     3.1   -71.0   253.8
2021 02 19  0036   59264    2160    0     0.3    -0.6    -2.9     2.9   -77.8   293.9
2021 02 19  0037   59264    2220    0     0.6    -0.4    -2.8     2.9   -76.3   326.0
2021 02 19  0038   59264    2280    0     0.5    -0.3    -2.9     2.9   -77.6   328.0
2021 02 19  0039   59264    2340    0     0.7     0.2    -2.6     2.7   -74.4    18.3
2021 02 19  0040   59264    2400    0     0.4    -0.1    -2.7     2.8   -80.6   347.1
2021 02 19  0041   59264    2460    0     0.6    -0.1    -2.7     2.7   -77.9   350.3
2021 02 19  0042   59264    2520    0    -0.1     0.3    -2.8     2.8   -84.3   110.5
2021 02 19  0043   59264    2580    0    -0.5     0.5    -2.9     3.0   -77.4   135.2
2021 02 19  0044   59264    2640    0    -0.6    -0.0    -3.0     3.0   -78.4   180.3
2021 02 19  0045   59264    2700    0    -0.6     0.1    -2.9     3.0   -78.9   172.7
2021 02 19  0046   59264    2760    0    -0.4     0.7    -2.9     3.0   -73.8   122.4
2021 02 19  0047   59264    2820    0    -0.5     0.3    -2.9     3.0   -79.2   145.2
2021 02 19  0048   59264    2880    0    -0.2     0.3    -2.9     2.9   -82.6   130.6
2021 02 19  0049   59264    2940    0     1.0    -0.9    -2.5     2.8   -61.6   315.6
2021 02 19  0050   59264    3000    0     0.8    -0.9    -2.5     2.8   -64.8   311.2
2021 02 19  0051   59264    3060    0     0.9    -1.4    -2.2     2.8   -53.0   301.9
2021 02 19  0052   59264    3120    0     0.7    -0.9    -2.6     2.8   -65.9   309.6
2021 02 19  0053   59264    3180    0     0.7    -0.3    -2.7     2.8   -73.5   338.1
2021 02 19  0054   59264    3240    0     0.8    -0.3    -2.7     2.8   -71.4   340.0
2021 02 19  0055   59264    3300    0     0.8    -0.5    -2.5     2.7   -69.2   327.3
2021 02 19  0056   59264    3360    0     0.9    -0.5    -2.6     2.8   -69.2   330.0
2021 02 19  0057   59264    3420    0     0.9    -0.4    -2.5     2.7   -68.2   338.4
2021 02 19  0058   59264    3480    0     1.1    -0.3    -2.5     2.8   -65.1   345.6
2021 02 19  0059   59264    3540    0     1.0    -0.4    -2.7     2.9   -67.7   337.8
2021 02 19  0100   59264    3600    0     0.9    -0.3    -2.7     2.9   -69.6   340.5
2021 02 19  0101   59264    3660    0     0.8    -0.4    -2.7     2.8   -71.9   332.8
2021 02 19  0102   59264    3720    0     0.7    -0.4    -2.7     2.8   -73.8   330.0
2021 02 19  0103   59264    3780    0     1.0    -0.3    -2.5     2.7   -67.8   342.2
2021 02 19  0104   59264    3840    0     0.8    -0.1    -2.6     2.7   -72.7   354.8
2021 02 19  0105   59264    3900    0     0.6     0.1    -2.8     2.9   -77.5     5.0
2021 02 19  0106   59264    3960    0     0.6     0.1    -2.8     2.9   -78.3    14.7
2021 02 19  0107   59264    4020    0     0.4    -0.2    -2.9     2.9   -80.9   340.1
2021 02 19  0108   59264    4080    0     0.0    -0.6    -2.8     2.9   -77.1   271.3
2021 02 19  0109   59264    4140    0     0.1    -1.2    -2.6     2.9   -65.2   272.9
2021 02 19  0110   59264    4200    0     0.3    -0.8    -2.7     2.8   -72.2   290.4
2021 02 19  0111   59264    4260    0     1.1     0.4    -2.4     2.7   -64.3    21.3
2021 02 19  0112   59264    4320    0     1.1     0.5    -2.3     2.5   -62.5    23.7
2021 02 19  0113   59264    4380    0     1.1     0.3    -2.3     2.5   -62.6    14.7
