:Data_list: 20101009_ace_swepam_1m.txt
:Created: 2010 Oct 10 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 10 09  0000   55478       0    0        1.1      353.7     4.55e+04
2010 10 09  0001   55478      60    0        0.9      354.9     4.91e+04
2010 10 09  0002   55478     120    0        1.3      352.4     3.33e+04
2010 10 09  0003   55478     180    0        1.5      348.5     5.54e+04
2010 10 09  0004   55478     240    0        1.5      344.0     5.69e+04
2010 10 09  0005   55478     300    0        1.0      347.3     4.41e+04
2010 10 09  0006   55478     360    0        1.3      348.4     3.96e+04
2010 10 09  0007   55478     420    0        1.4      348.0     5.03e+04
2010 10 09  0008   55478     480    0        1.7      345.6     5.46e+04
2010 10 09  0009   55478     540    0        1.6      351.1     5.01e+04
2010 10 09  0010   55478     600    0        1.4      344.8     5.90e+04
2010 10 09  0011   55478     660    0        1.4      347.9     4.30e+04
2010 10 09  0012   55478     720    0        1.5      349.5     4.02e+04
2010 10 09  0013   55478     780    0        1.4      349.5     6.05e+04
2010 10 09  0014   55478     840    0        1.5      350.7     4.42e+04
2010 10 09  0015   55478     900    0        1.5      350.7     4.42e+04
2010 10 09  0016   55478     960    0        1.8      352.2     4.85e+04
2010 10 09  0017   55478    1020    0        1.4      352.8     4.14e+04
2010 10 09  0018   55478    1080    0        1.8      347.5     4.96e+04
2010 10 09  0019   55478    1140    0        1.0      343.4     6.17e+04
2010 10 09  0020   55478    1200    0        1.3      357.4     4.66e+04
2010 10 09  0021   55478    1260    0        2.0      353.5     3.26e+04
2010 10 09  0022   55478    1320    0        0.8      360.6     4.49e+04
2010 10 09  0023   55478    1380    0        1.2      356.8     3.89e+04
2010 10 09  0024   55478    1440    0        1.4      353.7     4.80e+04
2010 10 09  0025   55478    1500    9    -9999.9    -9999.9    -1.00e+05
2010 10 09  0026   55478    1560    0        1.5      359.1     3.94e+04
2010 10 09  0027   55478    1620    0        1.3      352.7     4.07e+04
2010 10 09  0028   55478    1680    0        1.5      354.6     3.52e+04
2010 10 09  0029   55478    1740    0        1.4      350.4     3.96e+04
2010 10 09  0030   55478    1800    0        1.1      350.2     4.64e+04
2010 10 09  0031   55478    1860    0        1.1      350.2     4.64e+04
2010 10 09  0032   55478    1920    0        1.2      354.4     3.65e+04
2010 10 09  0033   55478    1980    0        1.2      353.8     5.18e+04
2010 10 09  0034   55478    2040    0        1.3      352.5     4.09e+04
2010 10 09  0035   55478    2100    0        1.1      356.0     4.28e+04
2010 10 09  0036   55478    2160    0        1.2      351.8     3.40e+04
2010 10 09  0037   55478    2220    0        1.2      353.6     4.00e+04
2010 10 09  0038   55478    2280    0        1.1      344.4     5.04e+04
2010 10 09  0039   55478    2340    0        1.1      351.9     4.22e+04
2010 10 09  0040   55478    2400    0        1.1      347.8     4.21e+04
2010 10 09  0041   55478    2460    0        1.3      347.7     4.38e+04
2010 10 09  0042   55478    2520    0        1.4      351.0     4.41e+04
2010 10 09  0043   55478    2580    0        1.2      352.7     4.20e+04
2010 10 09  0044   55478    2640    0        1.1      348.5     4.43e+04
2010 10 09  0045   55478    2700    0        1.3      350.5     4.07e+04
2010 10 09  0046   55478    2760    0        1.5      348.5     3.44e+04
2010 10 09  0047   55478    2820    0        1.5      348.5     3.44e+04
2010 10 09  0048   55478    2880    0        1.5      347.9     4.39e+04
2010 10 09  0049   55478    2940    0        1.4      347.0     4.39e+04
2010 10 09  0050   55478    3000    0        1.2      346.5     5.24e+04
2010 10 09  0051   55478    3060    0        1.0      346.5     4.14e+04
2010 10 09  0052   55478    3120    0        1.5      343.8     5.11e+04
2010 10 09  0053   55478    3180    0        1.3      343.5     4.48e+04
2010 10 09  0054   55478    3240    0        1.2      345.0     5.21e+04
2010 10 09  0055   55478    3300    0        1.2      346.9     4.23e+04
2010 10 09  0056   55478    3360    0        1.6      351.7     3.90e+04
2010 10 09  0057   55478    3420    0        1.4      345.3     4.32e+04
