:Data_list: 20230813_ace_mag_1m.txt
:Created: 2023 Aug 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2023 08 13  0000   60169       0    0     3.5    -2.7    -1.8     4.8   -21.6   322.3
2023 08 13  0001   60169      60    0     2.8    -3.9    -1.1     4.9   -12.7   305.6
2023 08 13  0002   60169     120    0     2.8    -4.0    -0.9     5.0   -10.9   305.1
2023 08 13  0003   60169     180    0     3.0    -4.0    -0.8     5.1    -8.7   307.0
2023 08 13  0004   60169     240    0     3.1    -4.1    -0.7     5.2    -7.2   307.1
2023 08 13  0005   60169     300    0     3.1    -4.1    -0.7     5.2    -8.2   307.0
2023 08 13  0006   60169     360    0     3.3    -4.0    -0.8     5.2    -9.4   309.4
2023 08 13  0007   60169     420    0     3.2    -4.0    -0.7     5.2    -7.5   308.8
2023 08 13  0008   60169     480    0     3.3    -4.0    -0.8     5.2    -9.2   309.2
2023 08 13  0009   60169     540    0     2.9    -4.1     0.1     5.0     1.6   305.4
2023 08 13  0010   60169     600    0     3.2    -3.6    -1.5     5.1   -16.9   311.2
2023 08 13  0011   60169     660    0     3.1    -3.7    -1.2     5.0   -14.5   309.8
2023 08 13  0012   60169     720    0     2.9    -4.0    -0.7     5.0    -8.7   305.7
2023 08 13  0013   60169     780    0     2.8    -4.2    -0.8     5.1    -8.9   304.2
2023 08 13  0014   60169     840    0     2.7    -4.3    -0.9     5.2    -9.9   301.5
2023 08 13  0015   60169     900    0     2.7    -4.3    -0.3     5.1    -2.9   301.9
2023 08 13  0016   60169     960    0     2.7    -4.4     0.4     5.1     3.9   301.9
2023 08 13  0017   60169    1020    0     2.7    -4.3    -0.2     5.1    -2.5   302.5
2023 08 13  0018   60169    1080    0     2.0    -4.8     0.6     5.2     6.7   292.7
2023 08 13  0019   60169    1140    0     1.7    -4.9     0.9     5.3     9.9   288.5
2023 08 13  0020   60169    1200    0     1.6    -4.9     0.8     5.2     8.3   288.4
2023 08 13  0021   60169    1260    0     3.5    -3.1    -1.4     4.8   -16.2   318.4
2023 08 13  0022   60169    1320    0     3.6    -2.9    -1.5     4.8   -18.1   320.6
2023 08 13  0023   60169    1380    0     3.8    -2.9    -1.1     4.9   -13.4   321.8
2023 08 13  0024   60169    1440    0     2.0    -3.8    -0.1     4.3    -1.7   297.3
2023 08 13  0025   60169    1500    0    -0.4    -5.0     2.1     5.4    23.0   264.8
2023 08 13  0026   60169    1560    0    -0.8    -5.1     2.4     5.7    25.1   261.1
2023 08 13  0027   60169    1620    0    -0.8    -5.4     2.2     5.9    22.0   261.1
2023 08 13  0028   60169    1680    0    -0.0    -5.5     1.8     5.8    18.3   269.5
2023 08 13  0029   60169    1740    0     0.1    -5.6     1.7     5.8    17.4   271.2
2023 08 13  0030   60169    1800    0     0.1    -5.6     1.9     5.9    18.6   271.5
2023 08 13  0031   60169    1860    0     0.4    -5.5     2.0     5.9    19.7   273.7
2023 08 13  0032   60169    1920    0     0.5    -5.6     1.7     5.9    16.9   275.0
2023 08 13  0033   60169    1980    0     0.8    -5.4     1.6     5.7    16.0   278.7
2023 08 13  0034   60169    2040    0     0.7    -5.4     1.6     5.6    16.6   277.5
2023 08 13  0035   60169    2100    0     1.5    -5.1     0.4     5.3     3.9   285.9
2023 08 13  0036   60169    2160    0     1.8    -5.0     1.5     5.5    15.6   289.4
2023 08 13  0037   60169    2220    0     1.3    -5.3     0.0     5.4     0.1   283.6
2023 08 13  0038   60169    2280    0     1.6    -5.2    -0.0     5.5    -0.3   287.2
2023 08 13  0039   60169    2340    0     1.7    -5.1    -0.1     5.4    -1.0   288.7
2023 08 13  0040   60169    2400    0     1.5    -5.1     0.8     5.3     8.4   286.3
2023 08 13  0041   60169    2460    0     1.4    -5.0     0.4     5.2     4.1   285.7
2023 08 13  0042   60169    2520    0     2.6    -4.3    -0.1     5.1    -1.4   301.4
2023 08 13  0043   60169    2580    0     2.4    -4.6     0.4     5.2     4.9   297.6
2023 08 13  0044   60169    2640    0     2.2    -4.7     0.5     5.3     4.9   295.2
2023 08 13  0045   60169    2700    0     2.6    -4.5    -0.0     5.2    -0.3   300.2
2023 08 13  0046   60169    2760    0     2.1    -4.7     1.0     5.2    10.5   294.7
2023 08 13  0047   60169    2820    0     1.7    -4.7     1.7     5.3    18.9   290.2
2023 08 13  0048   60169    2880    0     1.7    -5.1     0.1     5.4     1.6   288.9
2023 08 13  0049   60169    2940    0     2.0    -4.9     0.1     5.3     0.6   292.6
2023 08 13  0050   60169    3000    0     2.3    -4.8     0.2     5.3     1.8   295.1
2023 08 13  0051   60169    3060    0     2.2    -4.8     0.0     5.3     0.1   294.1
2023 08 13  0052   60169    3120    0     2.5    -4.6    -0.3     5.2    -3.2   298.9
2023 08 13  0053   60169    3180    0     2.4    -4.7    -0.4     5.3    -3.8   297.0
2023 08 13  0054   60169    3240    0     2.3    -4.8    -0.0     5.3    -0.4   295.2
2023 08 13  0055   60169    3300    0     2.5    -4.7    -0.3     5.3    -3.5   298.1
2023 08 13  0056   60169    3360    0     3.3    -4.1    -0.6     5.3    -6.9   309.0
2023 08 13  0057   60169    3420    0     3.9    -3.3    -0.8     5.2    -8.7   319.7
2023 08 13  0058   60169    3480    0     4.5    -2.4    -0.7     5.1    -7.7   331.7
2023 08 13  0059   60169    3540    0     4.2    -2.9    -0.6     5.1    -6.7   325.8
2023 08 13  0100   60169    3600    0     3.7    -3.5    -0.9     5.2   -10.4   317.2
2023 08 13  0101   60169    3660    0     3.7    -3.5    -1.0     5.1   -11.0   316.3
2023 08 13  0102   60169    3720    0     3.5    -3.5    -1.5     5.2   -16.3   315.2
2023 08 13  0103   60169    3780    0     3.5    -3.6    -1.3     5.2   -15.1   314.3
2023 08 13  0104   60169    3840    0     3.2    -3.4    -1.9     5.1   -22.4   312.6
2023 08 13  0105   60169    3900    0     3.2    -3.5    -1.7     5.1   -19.9   312.8
2023 08 13  0106   60169    3960    0     3.1    -3.4    -1.8     4.9   -21.5   312.7
2023 08 13  0107   60169    4020    0     3.1    -3.1    -2.4     5.0   -28.2   314.7
2023 08 13  0108   60169    4080    0     3.1    -3.0    -2.4     4.9   -29.0   316.0
2023 08 13  0109   60169    4140    0     2.7    -3.4    -2.4     5.0   -29.6   309.0
2023 08 13  0110   60169    4200    0     1.8    -3.5    -3.1     5.0   -38.8   297.2
2023 08 13  0111   60169    4260    0     2.4    -3.3    -2.9     5.0   -35.3   306.0
2023 08 13  0112   60169    4320    0     1.7    -3.3    -3.3     5.0   -41.9   297.0
2023 08 13  0113   60169    4380    0     3.0    -3.5    -1.8     4.9   -21.2   310.7
2023 08 13  0114   60169    4440    0     2.6    -3.4    -2.6     5.0   -30.8   307.7
2023 08 13  0115   60169    4500    0     3.1    -3.0    -2.5     5.0   -29.5   316.4
2023 08 13  0116   60169    4560    0     3.4    -3.3    -1.9     5.1   -22.1   316.2
2023 08 13  0117   60169    4620    0     3.2    -3.4    -2.1     5.1   -24.0   313.7
2023 08 13  0118   60169    4680    0     3.4    -3.0    -2.1     5.0   -24.3   318.4
2023 08 13  0119   60169    4740    0     3.0    -3.6    -1.9     5.1   -22.2   310.5
2023 08 13  0120   60169    4800    0     3.1    -3.7    -1.5     5.1   -16.8   310.2
2023 08 13  0121   60169    4860    0     3.4    -2.9    -2.3     5.0   -27.0   319.6
2023 08 13  0122   60169    4920    0     3.4    -2.8    -2.3     5.0   -27.3   320.0
2023 08 13  0123   60169    4980    0     3.2    -2.9    -2.3     4.9   -28.2   318.1
2023 08 13  0124   60169    5040    0     3.2    -3.4    -1.7     5.0   -19.9   313.2
2023 08 13  0125   60169    5100    0     3.1    -4.0    -0.0     5.1    -0.2   308.4
2023 08 13  0126   60169    5160    0     3.6    -3.6     0.0     5.1     0.3   314.7
2023 08 13  0127   60169    5220    0     3.7    -3.4    -0.2     5.0    -2.2   317.1
2023 08 13  0128   60169    5280    0     3.7    -3.4     0.6     5.0     6.7   317.2
2023 08 13  0129   60169    5340    0     3.4    -3.7     0.3     5.0     3.6   312.4
2023 08 13  0130   60169    5400    0     3.6    -3.6    -0.4     5.1    -4.4   314.8
2023 08 13  0131   60169    5460    0     3.3    -3.6    -1.2     5.0   -13.4   311.9
2023 08 13  0132   60169    5520    0     3.1    -3.7    -1.1     5.0   -12.7   310.2
2023 08 13  0133   60169    5580    0     2.8    -3.8    -1.2     4.8   -13.9   306.5
2023 08 13  0134   60169    5640    0     2.7    -3.8    -1.1     4.8   -12.8   305.2
2023 08 13  0135   60169    5700    0     3.1    -3.6    -0.7     4.8    -8.0   310.3
2023 08 13  0136   60169    5760    0     3.5    -3.1    -1.0     4.8   -12.4   318.7
2023 08 13  0137   60169    5820    0     3.6    -2.7    -1.6     4.8   -19.4   323.1
2023 08 13  0138   60169    5880    0     3.6    -2.5    -1.9     4.8   -23.5   325.1
2023 08 13  0139   60169    5940    0     3.4    -2.6    -2.1     4.7   -25.6   322.6
2023 08 13  0140   60169    6000    0     3.0    -2.5    -3.0     5.0   -37.5   319.9
2023 08 13  0141   60169    6060    0     3.1    -2.3    -3.3     5.1   -40.7   324.0
2023 08 13  0142   60169    6120    0     3.1    -2.1    -3.4     5.1   -42.6   325.1
2023 08 13  0143   60169    6180    0     3.1    -1.9    -3.4     5.0   -43.2   328.9
2023 08 13  0144   60169    6240    0     3.1    -1.7    -3.5     5.0   -44.6   330.5
2023 08 13  0145   60169    6300    0     3.1    -1.7    -3.4     4.9   -43.4   331.0
2023 08 13  0146   60169    6360    0     3.4    -2.1    -2.9     5.0   -35.5   327.9
2023 08 13  0147   60169    6420    0     3.4    -2.2    -2.8     5.0   -34.7   327.2
2023 08 13  0148   60169    6480    0     3.7    -2.5    -2.2     5.0   -26.3   325.4
2023 08 13  0149   60169    6540    0     3.3    -2.3    -2.5     4.8   -31.5   324.9
2023 08 13  0150   60169    6600    0     3.8    -3.1    -0.3     4.9    -3.6   320.8
2023 08 13  0151   60169    6660    0     3.8    -2.9     0.4     4.8     4.7   322.7
2023 08 13  0152   60169    6720    0     3.8    -2.8    -0.3     4.8    -3.2   324.0
2023 08 13  0153   60169    6780    0     3.9    -2.8    -0.3     4.8    -3.7   324.6
2023 08 13  0154   60169    6840    0     4.2    -2.6    -0.5     5.0    -6.1   328.6
2023 08 13  0155   60169    6900    0     4.0    -3.0    -0.2     5.0    -2.7   323.6
2023 08 13  0156   60169    6960    0     4.2    -2.4    -0.9     4.9   -10.0   330.5
2023 08 13  0157   60169    7020    0     4.1    -2.4    -1.1     4.9   -12.8   330.4
2023 08 13  0158   60169    7080    0     4.0    -2.3    -1.9     5.0   -22.0   330.3
2023 08 13  0159   60169    7140    0     3.8    -2.4    -2.2     5.0   -26.0   327.7
2023 08 13  0200   60169    7200    0     3.7    -1.8    -2.7     4.9   -33.0   333.9
2023 08 13  0201   60169    7260    0     3.9    -1.9    -2.3     4.9   -27.3   333.6
2023 08 13  0202   60169    7320    0     4.0    -1.7    -2.4     5.0   -28.6   336.9
2023 08 13  0203   60169    7380    0     4.2    -1.4    -2.4     5.0   -28.4   341.9
2023 08 13  0204   60169    7440    0     4.3    -1.4    -2.2     5.0   -25.8   342.4
2023 08 13  0205   60169    7500    0     4.3    -1.4    -2.1     5.0   -24.3   342.1
2023 08 13  0206   60169    7560    0     4.2    -1.4    -2.3     5.0   -27.8   341.7
2023 08 13  0207   60169    7620    0     3.5    -0.4    -3.2     4.7   -42.0   354.1
2023 08 13  0208   60169    7680    0     1.7    -3.4     1.2     4.0    17.0   296.7
2023 08 13  0209   60169    7740    0     2.0    -4.4     1.0     4.9    11.6   294.2
2023 08 13  0210   60169    7800    0     3.3    -3.6    -0.0     4.9    -0.2   312.5
2023 08 13  0211   60169    7860    0     3.8    -3.1    -0.4     4.9    -4.3   321.1
2023 08 13  0212   60169    7920    0     3.8    -2.4    -1.5     4.7   -18.8   327.2
2023 08 13  0213   60169    7980    0     4.3    -1.4    -1.2     4.7   -15.2   341.7
2023 08 13  0214   60169    8040    0     4.0    -1.5    -2.2     4.8   -27.3   339.1
2023 08 13  0215   60169    8100    0     4.2    -0.6    -1.9     4.7   -24.6   352.1
2023 08 13  0216   60169    8160    0     4.2     0.2    -2.0     4.7   -25.9     2.5
2023 08 13  0217   60169    8220    0     4.3    -1.1    -1.1     4.6   -13.8   345.4
2023 08 13  0218   60169    8280    0     4.4    -1.2    -0.8     4.7   -10.2   345.0
2023 08 13  0219   60169    8340    0     4.5    -1.0    -0.9     4.7   -11.4   347.1
2023 08 13  0220   60169    8400    0     4.4    -0.4    -0.7     4.5    -9.4   354.6
2023 08 13  0221   60169    8460    0     4.4     0.1    -1.2     4.6   -14.7     1.0
2023 08 13  0222   60169    8520    0     4.3     0.3    -1.0     4.4   -13.3     3.7
2023 08 13  0223   60169    8580    0     4.4     0.4    -0.8     4.5   -10.4     5.1
2023 08 13  0224   60169    8640    0     4.2     0.8    -1.0     4.4   -13.2    10.7
2023 08 13  0225   60169    8700    0     4.2     0.8    -1.1     4.4   -14.7    10.3
2023 08 13  0226   60169    8760    0     4.2     0.8    -1.2     4.4   -15.3    11.0
2023 08 13  0227   60169    8820    0     4.2     0.8    -1.0     4.4   -13.7    11.3
2023 08 13  0228   60169    8880    0     4.1     0.6    -1.1     4.3   -15.1     8.6
2023 08 13  0229   60169    8940    0     4.2     0.2    -1.5     4.5   -20.1     2.8
2023 08 13  0230   60169    9000    0     4.3     0.5    -1.6     4.7   -20.4     6.0
2023 08 13  0231   60169    9060    0     4.3     0.7    -1.9     4.7   -23.3     8.9
2023 08 13  0232   60169    9120    0     4.4     0.7    -1.6     4.8   -20.1     9.7
2023 08 13  0233   60169    9180    0     4.7     0.4    -0.9     4.8   -10.9     4.6
2023 08 13  0234   60169    9240    0     4.5     0.3    -1.3     4.7   -15.7     4.3
2023 08 13  0235   60169    9300    0     4.4     0.5    -1.3     4.7   -16.2     6.7
2023 08 13  0236   60169    9360    0     4.6     0.9     0.4     4.7     5.4    10.8
