:Data_list: 20210922_ace_sis_5m.txt
:Created: 2021 Sep 22 0901 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2021 09 22  0000    59479       0      0    2.36e+00    0    1.65e+00
2021 09 22  0005    59479     300      0    2.34e+00    0    1.63e+00
2021 09 22  0010    59479     600      0    2.36e+00    0    1.65e+00
2021 09 22  0015    59479     900      0    2.31e+00    0    1.61e+00
2021 09 22  0020    59479    1200      0    2.35e+00    0    1.62e+00
2021 09 22  0025    59479    1500      0    2.33e+00    0    1.63e+00
2021 09 22  0030    59479    1800      0    2.38e+00    0    1.65e+00
2021 09 22  0035    59479    2100      0    2.34e+00    0    1.64e+00
2021 09 22  0040    59479    2400      0    2.30e+00    0    1.60e+00
2021 09 22  0045    59479    2700      0    2.32e+00    0    1.62e+00
2021 09 22  0050    59479    3000      0    2.36e+00    0    1.67e+00
2021 09 22  0055    59479    3300      0    2.32e+00    0    1.61e+00
2021 09 22  0100    59479    3600      0    2.34e+00    0    1.66e+00
2021 09 22  0105    59479    3900      0    2.30e+00    0    1.62e+00
2021 09 22  0110    59479    4200      0    2.36e+00    0    1.64e+00
2021 09 22  0115    59479    4500      0    2.33e+00    0    1.64e+00
2021 09 22  0120    59479    4800      0    2.33e+00    0    1.61e+00
2021 09 22  0125    59479    5100      0    2.33e+00    0    1.61e+00
2021 09 22  0130    59479    5400      0    2.35e+00    0    1.63e+00
2021 09 22  0135    59479    5700      0    2.27e+00    0    1.58e+00
2021 09 22  0140    59479    6000      0    2.32e+00    0    1.62e+00
2021 09 22  0145    59479    6300      0    2.36e+00    0    1.64e+00
2021 09 22  0150    59479    6600      0    2.33e+00    0    1.63e+00
2021 09 22  0155    59479    6900      0    2.31e+00    0    1.60e+00
2021 09 22  0200    59479    7200      0    2.33e+00    0    1.63e+00
2021 09 22  0205    59479    7500      0    2.35e+00    0    1.62e+00
2021 09 22  0210    59479    7800      0    2.30e+00    0    1.59e+00
2021 09 22  0215    59479    8100      0    2.29e+00    0    1.59e+00
2021 09 22  0220    59479    8400      0    2.33e+00    0    1.64e+00
2021 09 22  0225    59479    8700      0    2.29e+00    0    1.59e+00
2021 09 22  0230    59479    9000      0    2.27e+00    0    1.57e+00
2021 09 22  0235    59479    9300      0    2.31e+00    0    1.60e+00
2021 09 22  0240    59479    9600      0    2.37e+00    0    1.65e+00
2021 09 22  0245    59479    9900      0    2.35e+00    0    1.65e+00
2021 09 22  0250    59479   10200      0    2.30e+00    0    1.60e+00
2021 09 22  0255    59479   10500      0    2.32e+00    0    1.61e+00
2021 09 22  0300    59479   10800      0    2.36e+00    0    1.65e+00
2021 09 22  0305    59479   11100      0    2.33e+00    0    1.61e+00
2021 09 22  0310    59479   11400      0    2.40e+00    0    1.67e+00
2021 09 22  0315    59479   11700      0    2.36e+00    0    1.64e+00
2021 09 22  0320    59479   12000      0    2.32e+00    0    1.60e+00
2021 09 22  0325    59479   12300      0    2.35e+00    0    1.63e+00
2021 09 22  0330    59479   12600      0    2.38e+00    0    1.67e+00
2021 09 22  0335    59479   12900      0    2.31e+00    0    1.63e+00
2021 09 22  0340    59479   13200      0    2.36e+00    0    1.65e+00
2021 09 22  0345    59479   13500      0    2.32e+00    0    1.61e+00
2021 09 22  0350    59479   13800      0    2.32e+00    0    1.61e+00
2021 09 22  0355    59479   14100      0    2.36e+00    0    1.64e+00
2021 09 22  0400    59479   14400      0    2.31e+00    0    1.60e+00
2021 09 22  0405    59479   14700      0    2.32e+00    0    1.60e+00
2021 09 22  0410    59479   15000      0    2.32e+00    0    1.61e+00
2021 09 22  0415    59479   15300      0    2.35e+00    0    1.63e+00
2021 09 22  0420    59479   15600      0    2.36e+00    0    1.63e+00
2021 09 22  0425    59479   15900      0    2.35e+00    0    1.65e+00
2021 09 22  0430    59479   16200      0    2.34e+00    0    1.64e+00
2021 09 22  0435    59479   16500      0    2.32e+00    0    1.61e+00
2021 09 22  0440    59479   16800      0    2.37e+00    0    1.65e+00
2021 09 22  0445    59479   17100      0    2.32e+00    0    1.61e+00
2021 09 22  0450    59479   17400      0    2.36e+00    0    1.63e+00
2021 09 22  0455    59479   17700      0    2.33e+00    0    1.64e+00
2021 09 22  0500    59479   18000      0    2.33e+00    0    1.63e+00
2021 09 22  0505    59479   18300      0    2.31e+00    0    1.60e+00
2021 09 22  0510    59479   18600      0    2.37e+00    0    1.64e+00
2021 09 22  0515    59479   18900      0    2.28e+00    0    1.58e+00
2021 09 22  0520    59479   19200      0    2.29e+00    0    1.59e+00
2021 09 22  0525    59479   19500      0    2.34e+00    0    1.61e+00
2021 09 22  0530    59479   19800      0    2.33e+00    0    1.62e+00
2021 09 22  0535    59479   20100      0    2.33e+00    0    1.62e+00
2021 09 22  0540    59479   20400      0    2.38e+00    0    1.66e+00
2021 09 22  0545    59479   20700      0    2.28e+00    0    1.58e+00
2021 09 22  0550    59479   21000      0    2.27e+00    0    1.58e+00
2021 09 22  0555    59479   21300      0    2.34e+00    0    1.62e+00
2021 09 22  0600    59479   21600      0    2.34e+00    0    1.62e+00
2021 09 22  0605    59479   21900      0    2.29e+00    0    1.59e+00
2021 09 22  0610    59479   22200      0    2.30e+00    0    1.60e+00
2021 09 22  0615    59479   22500      0    2.27e+00    0    1.58e+00
2021 09 22  0620    59479   22800      0    2.28e+00    0    1.60e+00
2021 09 22  0625    59479   23100      0    2.23e+00    0    1.55e+00
2021 09 22  0630    59479   23400      0    2.33e+00    0    1.62e+00
2021 09 22  0635    59479   23700      0    2.34e+00    0    1.63e+00
2021 09 22  0640    59479   24000      0    2.30e+00    0    1.62e+00
2021 09 22  0645    59479   24300      0    2.35e+00    0    1.64e+00
2021 09 22  0650    59479   24600      0    2.35e+00    0    1.65e+00
2021 09 22  0655    59479   24900      0    2.31e+00    0    1.61e+00
2021 09 22  0700    59479   25200      0    2.33e+00    0    1.62e+00
2021 09 22  0705    59479   25500      0    2.36e+00    0    1.64e+00
2021 09 22  0710    59479   25800      0    2.35e+00    0    1.63e+00
2021 09 22  0715    59479   26100      0    2.32e+00    0    1.62e+00
2021 09 22  0720    59479   26400      0    2.32e+00    0    1.60e+00
2021 09 22  0725    59479   26700      0    2.36e+00    0    1.63e+00
2021 09 22  0730    59479   27000      0    2.28e+00    0    1.59e+00
2021 09 22  0735    59479   27300      0    2.34e+00    0    1.63e+00
2021 09 22  0740    59479   27600      0    2.37e+00    0    1.67e+00
2021 09 22  0745    59479   27900      0    2.30e+00    0    1.58e+00
2021 09 22  0750    59479   28200      0    2.35e+00    0    1.65e+00
2021 09 22  0755    59479   28500      0    2.33e+00    0    1.60e+00
2021 09 22  0800    59479   28800      0    2.35e+00    0    1.63e+00
2021 09 22  0805    59479   29100      0    2.32e+00    0    1.61e+00
2021 09 22  0810    59479   29400      0    2.38e+00    0    1.66e+00
2021 09 22  0815    59479   29700      0    2.35e+00    0    1.63e+00
2021 09 22  0820    59479   30000      0    2.32e+00    0    1.61e+00
2021 09 22  0825    59479   30300      0    2.33e+00    0    1.63e+00
2021 09 22  0830    59479   30600      0    2.32e+00    0    1.62e+00
2021 09 22  0835    59479   30900      0    2.32e+00    0    1.62e+00
2021 09 22  0840    59479   31200      0    2.29e+00    0    1.60e+00
2021 09 22  0845    59479   31500      0    2.29e+00    0    1.61e+00
2021 09 22  0850    59479   31800      0    2.37e+00    0    1.64e+00
2021 09 22  0855    59479   32100      9   -1.00e+05    9   -1.00e+05
