:Data_list: 20170101_ace_epam_5m.txt
:Created: 2017 Jan 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal, 4,6,7,8 = bad data, unable to process, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
#
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux ---------------------------
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S    47-68   115-195   310-580   795-1193 1060-1900   Index
#-------------------------------------------------------------------------------------------------------------------
2017 01 01  0000   57754       0 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0005   57754     300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0010   57754     600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0015   57754     900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0020   57754    1200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0025   57754    1500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0030   57754    1800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0035   57754    2100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0040   57754    2400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0045   57754    2700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0050   57754    3000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0055   57754    3300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0100   57754    3600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0105   57754    3900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0110   57754    4200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0115   57754    4500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0120   57754    4800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0125   57754    5100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0130   57754    5400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0135   57754    5700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0140   57754    6000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0145   57754    6300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0150   57754    6600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0155   57754    6900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0200   57754    7200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0205   57754    7500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0210   57754    7800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0215   57754    8100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0220   57754    8400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0225   57754    8700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0230   57754    9000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0235   57754    9300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0240   57754    9600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0245   57754    9900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0250   57754   10200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0255   57754   10500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0300   57754   10800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0305   57754   11100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0310   57754   11400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0315   57754   11700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0320   57754   12000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0325   57754   12300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0330   57754   12600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0335   57754   12900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0340   57754   13200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0345   57754   13500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0350   57754   13800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0355   57754   14100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0400   57754   14400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0405   57754   14700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0410   57754   15000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0415   57754   15300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0420   57754   15600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0425   57754   15900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0430   57754   16200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0435   57754   16500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0440   57754   16800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0445   57754   17100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0450   57754   17400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0455   57754   17700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0500   57754   18000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0505   57754   18300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0510   57754   18600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0515   57754   18900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0520   57754   19200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0525   57754   19500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0530   57754   19800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0535   57754   20100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0540   57754   20400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0545   57754   20700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0550   57754   21000 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0555   57754   21300 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0600   57754   21600 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0605   57754   21900 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0610   57754   22200 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0615   57754   22500 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0620   57754   22800 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0625   57754   23100 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0630   57754   23400 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0635   57754   23700 -1 -1.00e+05 -1.00e+05 -1 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2017 01 01  0640   57754   24000  0  8.67e+02  2.69e+01  0  3.36e+03  1.67e+01  2.56e+00  7.13e-01  1.48e-01  -1.00
2017 01 01  0645   57754   24300  0  9.57e+02  2.61e+01  0  3.31e+03  1.98e+01  2.44e+00  5.73e-01  1.31e-01  -1.00
2017 01 01  0650   57754   24600  0  9.97e+02  2.65e+01  0  3.56e+03  1.71e+01  2.24e+00  5.01e-01  1.77e-01  -1.00
2017 01 01  0655   57754   24900  0  8.57e+02  2.10e+01  0  3.56e+03  1.82e+01  2.58e+00  4.82e-01  2.55e-01  -1.00
2017 01 01  0700   57754   25200  0  8.52e+02  2.59e+01  0  3.26e+03  1.72e+01  2.41e+00  9.24e-01  1.53e-01  -1.00
2017 01 01  0705   57754   25500  0  1.02e+03  2.75e+01  0  3.47e+03  2.16e+01  1.77e+00  5.53e-01  9.26e-02  -1.00
2017 01 01  0710   57754   25800  0  8.59e+02  2.57e+01  0  3.46e+03  1.97e+01  2.15e+00  6.74e-01  1.50e-01  -1.00
2017 01 01  0715   57754   26100  0  8.65e+02  2.45e+01  0  3.41e+03  2.20e+01  2.08e+00  4.78e-01  2.60e-01  -1.00
2017 01 01  0720   57754   26400  0  9.91e+02  2.26e+01  0  3.49e+03  1.61e+01  1.91e+00  6.55e-01  1.75e-01  -1.00
2017 01 01  0725   57754   26700  0  9.61e+02  2.32e+01  0  3.51e+03  1.98e+01  2.32e+00  7.69e-01  1.68e-01  -1.00
2017 01 01  0730   57754   27000  0  8.84e+02  2.33e+01  0  3.53e+03  2.16e+01  2.28e+00  7.07e-01  2.39e-01  -1.00
2017 01 01  0735   57754   27300  0  9.61e+02  2.56e+01  0  3.28e+03  1.98e+01  2.51e+00  6.49e-01  1.27e-01  -1.00
2017 01 01  0740   57754   27600  0  1.01e+03  2.29e+01  0  3.57e+03  1.87e+01  2.20e+00  4.91e-01  1.25e-01  -1.00
2017 01 01  0745   57754   27900  0  8.92e+02  2.15e+01  0  3.57e+03  1.98e+01  2.49e+00  4.93e-01  2.03e-01  -1.00
2017 01 01  0750   57754   28200  0  9.70e+02  2.83e+01  0  3.41e+03  1.92e+01  2.26e+00  6.02e-01  8.30e-02  -1.00
2017 01 01  0755   57754   28500  0  1.07e+03  2.86e+01  0  3.50e+03  2.17e+01  2.40e+00  6.58e-01  1.28e-01  -1.00
2017 01 01  0800   57754   28800  0  9.55e+02  2.48e+01  0  3.50e+03  2.67e+01  2.27e+00  8.04e-01  1.90e-01  -1.00
2017 01 01  0805   57754   29100  0  9.64e+02  3.21e+01  0  3.42e+03  1.68e+01  2.36e+00  8.43e-01  1.41e-01  -1.00
2017 01 01  0810   57754   29400  0  9.61e+02  2.80e+01  0  3.33e+03  1.78e+01  2.55e+00  5.46e-01  1.76e-01  -1.00
2017 01 01  0815   57754   29700  0  1.10e+03  2.36e+01  0  3.58e+03  1.75e+01  2.13e+00  5.17e-01  1.87e-01  -1.00
2017 01 01  0820   57754   30000  0  9.53e+02  2.61e+01  0  3.54e+03  1.94e+01  2.19e+00  6.42e-01  2.30e-01  -1.00
2017 01 01  0825   57754   30300  0  9.06e+02  2.67e+01  0  3.26e+03  1.98e+01  2.43e+00  7.86e-01  1.44e-01  -1.00
2017 01 01  0830   57754   30600  0  1.14e+03  2.80e+01  0  3.49e+03  1.98e+01  2.31e+00  5.10e-01  1.96e-01  -1.00
2017 01 01  0835   57754   30900  0  8.04e+02  2.86e+01  0  3.46e+03  1.97e+01  2.56e+00  5.70e-01  8.45e-02  -1.00
2017 01 01  0840   57754   31200  0  9.09e+02  2.74e+01  0  3.44e+03  1.97e+01  2.27e+00  7.74e-01  1.99e-01  -1.00
2017 01 01  0845   57754   31500  0  9.12e+02  2.56e+01  0  3.40e+03  1.83e+01  2.64e+00  6.66e-01  1.61e-01  -1.00
2017 01 01  0850   57754   31800  0  8.74e+02  2.19e+01  0  3.54e+03  1.79e+01  2.43e+00  7.35e-01  2.84e-01  -1.00
2017 01 01  0855   57754   32100  0  8.81e+02  2.64e+01  0  3.50e+03  2.01e+01  2.83e+00  5.60e-01  2.25e-01  -1.00
2017 01 01  0900   57754   32400  0  8.67e+02  2.76e+01  0  3.23e+03  2.01e+01  2.00e+00  4.22e-01  1.69e-01  -1.00
2017 01 01  0905   57754   32700  0  1.14e+03  2.42e+01  0  3.43e+03  1.92e+01  2.73e+00  6.53e-01  1.97e-01  -1.00
2017 01 01  0910   57754   33000  0  9.27e+02  2.46e+01  0  3.54e+03  2.08e+01  2.23e+00  7.26e-01  1.71e-01  -1.00
2017 01 01  0915   57754   33300  0  9.68e+02  2.72e+01  0  3.35e+03  2.11e+01  1.50e+00  6.73e-01  2.21e-01  -1.00
2017 01 01  0920   57754   33600  0  1.05e+03  2.64e+01  0  3.46e+03  1.67e+01  1.80e+00  4.69e-01  1.78e-01  -1.00
2017 01 01  0925   57754   33900  0  8.11e+02  2.93e+01  0  3.43e+03  1.86e+01  2.53e+00  6.95e-01  1.83e-01  -1.00
2017 01 01  0930   57754   34200  0  9.40e+02  2.76e+01  0  3.47e+03  2.38e+01  2.73e+00  5.69e-01  1.38e-01  -1.00
2017 01 01  0935   57754   34500  0  9.70e+02  2.50e+01  0  3.27e+03  2.32e+01  2.55e+00  4.17e-01  1.74e-01  -1.00
2017 01 01  0940   57754   34800  0  1.11e+03  2.52e+01  0  3.59e+03  3.31e+01  2.32e+00  5.62e-01  1.67e-01  -1.00
2017 01 01  0945   57754   35100  0  9.47e+02  2.65e+01  0  3.71e+03  3.89e+01  2.66e+00  4.47e-01  1.27e-01  -1.00
2017 01 01  0950   57754   35400  0  9.13e+02  2.70e+01  0  3.32e+03  2.29e+01  2.22e+00  7.19e-01  1.92e-01  -1.00
