:Data_list: 20160407_ace_mag_1m.txt
:Created: 2016 Apr 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2016 04 07  0000   57485       0    0     5.3    -1.2    -1.4     5.6   -14.9   347.6
2016 04 07  0001   57485      60    0     5.4    -0.9    -1.4     5.6   -14.3   350.6
2016 04 07  0002   57485     120    0     5.4    -1.0    -1.4     5.6   -14.1   349.5
2016 04 07  0003   57485     180    0     5.4    -1.1    -1.3     5.7   -13.5   348.9
2016 04 07  0004   57485     240    0     5.6    -0.9    -1.2     5.8   -11.9   350.5
2016 04 07  0005   57485     300    0     5.6    -1.1    -1.1     5.8   -11.2   348.6
2016 04 07  0006   57485     360    0     5.5    -1.2    -1.2     5.7   -12.1   348.1
2016 04 07  0007   57485     420    0     5.5    -1.2    -1.2     5.8   -11.9   347.6
2016 04 07  0008   57485     480    0     5.7    -1.4    -1.2     6.0   -11.8   346.8
2016 04 07  0009   57485     540    0     5.8    -1.5    -1.1     6.1   -10.2   345.1
2016 04 07  0010   57485     600    0     5.5    -1.2    -1.4     5.8   -14.0   347.6
2016 04 07  0011   57485     660    0     5.3    -1.0    -1.6     5.6   -16.6   349.0
2016 04 07  0012   57485     720    0     5.7    -1.3    -1.3     5.9   -12.8   347.2
2016 04 07  0013   57485     780    0     5.8    -1.2    -1.2     6.1   -11.7   348.1
2016 04 07  0014   57485     840    0     5.8    -1.2    -1.2     6.0   -11.2   347.8
2016 04 07  0015   57485     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 04 07  0016   57485     960    0     5.8    -1.4    -1.1     6.1   -10.4   346.9
2016 04 07  0017   57485    1020    0     5.9    -1.5    -0.9     6.1    -8.6   346.0
2016 04 07  0018   57485    1080    0     5.9    -1.5    -0.8     6.2    -7.6   345.6
2016 04 07  0019   57485    1140    0     5.9    -1.5    -0.9     6.2    -8.1   345.9
2016 04 07  0020   57485    1200    0     5.9    -1.5    -0.8     6.1    -7.3   345.4
2016 04 07  0021   57485    1260    0     5.7    -1.5    -0.8     6.0    -7.6   345.3
2016 04 07  0022   57485    1320    0     5.6    -1.5    -0.7     5.9    -6.8   345.6
2016 04 07  0023   57485    1380    0     5.6    -1.5    -0.8     5.8    -7.9   345.1
2016 04 07  0024   57485    1440    0     5.5    -1.5    -1.0     5.8    -9.8   344.9
2016 04 07  0025   57485    1500    0     5.4    -1.4    -0.9     5.7    -8.8   345.5
2016 04 07  0026   57485    1560    0     5.5    -1.5    -0.9     5.8    -9.0   344.8
2016 04 07  0027   57485    1620    0     5.4    -1.6    -0.9     5.7    -8.8   343.7
2016 04 07  0028   57485    1680    0     5.9    -2.1    -0.1     6.3    -1.3   340.6
2016 04 07  0029   57485    1740    0     5.9    -2.2    -0.1     6.3    -0.5   339.6
2016 04 07  0030   57485    1800    0     5.7    -1.9     0.0     6.0     0.0   341.2
2016 04 07  0031   57485    1860    0     5.8    -1.9     0.0     6.1     0.4   341.8
2016 04 07  0032   57485    1920    0     5.7    -1.9     0.0     6.0     0.0   341.2
2016 04 07  0033   57485    1980    0     5.7    -2.0     0.0     6.0     0.3   340.5
2016 04 07  0034   57485    2040    0     5.8    -2.0     0.0     6.1     0.3   341.0
2016 04 07  0035   57485    2100    0     5.8    -1.9    -0.0     6.1    -0.2   341.4
2016 04 07  0036   57485    2160    0     5.9    -1.9    -0.1     6.2    -0.6   341.8
2016 04 07  0037   57485    2220    0     5.8    -2.0    -0.0     6.1    -0.4   341.1
2016 04 07  0038   57485    2280    0     5.7    -1.9    -0.1     6.0    -0.6   341.1
2016 04 07  0039   57485    2340    0     5.7    -1.9    -0.1     6.0    -1.0   341.7
2016 04 07  0040   57485    2400    0     5.5    -1.7    -0.1     5.8    -1.4   342.6
2016 04 07  0041   57485    2460    0     5.4    -1.8    -0.1     5.7    -1.3   341.5
2016 04 07  0042   57485    2520    0     5.4    -1.8    -0.1     5.7    -1.4   341.4
2016 04 07  0043   57485    2580    0     5.3    -1.9    -0.1     5.7    -1.0   340.5
2016 04 07  0044   57485    2640    0     5.4    -1.8    -0.2     5.7    -2.2   341.4
2016 04 07  0045   57485    2700    0     5.4    -1.9    -0.2     5.7    -2.1   341.0
2016 04 07  0046   57485    2760    0     5.4    -1.9    -0.1     5.7    -1.1   341.0
2016 04 07  0047   57485    2820    0     5.5    -1.7    -0.2     5.8    -2.3   343.2
2016 04 07  0048   57485    2880    0     5.6    -1.6    -0.0     5.8    -0.1   343.8
2016 04 07  0049   57485    2940    0     5.4    -1.5    -0.7     5.7    -7.3   344.3
2016 04 07  0050   57485    3000    0     5.5    -1.5    -0.8     5.8    -7.7   344.7
2016 04 07  0051   57485    3060    0     5.5    -1.4    -0.8     5.7    -8.0   345.2
2016 04 07  0052   57485    3120    0     5.5    -1.5    -0.7     5.7    -7.3   345.1
2016 04 07  0053   57485    3180    0     5.5    -1.0    -1.0     5.7    -9.9   349.5
2016 04 07  0054   57485    3240    0     5.6    -0.8    -1.1     5.7   -11.2   352.2
2016 04 07  0055   57485    3300    0     5.5    -1.1    -1.0     5.7   -10.0   348.3
2016 04 07  0056   57485    3360    0     5.3    -1.4    -0.7     5.5    -7.3   345.7
2016 04 07  0057   57485    3420    0     5.2    -1.4    -0.6     5.5    -6.0   344.8
