:Data_list: 20201119_ace_sis_5m.txt
:Created: 2020 Nov 19 1001 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 11 19  0000    59172       0      9   -1.00e+05    9   -1.00e+05
2020 11 19  0005    59172     300      9   -1.00e+05    9   -1.00e+05
2020 11 19  0010    59172     600      9   -1.00e+05    9   -1.00e+05
2020 11 19  0015    59172     900      9   -1.00e+05    9   -1.00e+05
2020 11 19  0020    59172    1200      9   -1.00e+05    9   -1.00e+05
2020 11 19  0025    59172    1500      9   -1.00e+05    9   -1.00e+05
2020 11 19  0030    59172    1800      9   -1.00e+05    9   -1.00e+05
2020 11 19  0035    59172    2100      9   -1.00e+05    9   -1.00e+05
2020 11 19  0040    59172    2400      9   -1.00e+05    9   -1.00e+05
2020 11 19  0045    59172    2700      9   -1.00e+05    9   -1.00e+05
2020 11 19  0050    59172    3000      9   -1.00e+05    9   -1.00e+05
2020 11 19  0055    59172    3300      9   -1.00e+05    9   -1.00e+05
2020 11 19  0100    59172    3600      9   -1.00e+05    9   -1.00e+05
2020 11 19  0105    59172    3900      9   -1.00e+05    9   -1.00e+05
2020 11 19  0110    59172    4200      9   -1.00e+05    9   -1.00e+05
2020 11 19  0115    59172    4500      9   -1.00e+05    9   -1.00e+05
2020 11 19  0120    59172    4800      9   -1.00e+05    9   -1.00e+05
2020 11 19  0125    59172    5100      9   -1.00e+05    9   -1.00e+05
2020 11 19  0130    59172    5400      9   -1.00e+05    9   -1.00e+05
