:Data_list: 20241017_ace_sis_5m.txt
:Created: 2024 Oct 17 0901 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2024 10 17  0000    60600       0      0    8.68e-01    0    4.85e-01
2024 10 17  0005    60600     300      0    9.06e-01    0    5.16e-01
2024 10 17  0010    60600     600      0    8.07e-01    0    4.46e-01
2024 10 17  0015    60600     900      0    9.12e-01    0    5.12e-01
2024 10 17  0020    60600    1200      0    9.41e-01    0    5.30e-01
2024 10 17  0025    60600    1500      0    1.20e+00    0    6.82e-01
2024 10 17  0030    60600    1800      0    1.24e+00    0    7.07e-01
2024 10 17  0035    60600    2100      0    9.05e-01    0    4.89e-01
2024 10 17  0040    60600    2400      0    8.88e-01    0    4.83e-01
2024 10 17  0045    60600    2700      0    8.57e-01    0    4.88e-01
2024 10 17  0050    60600    3000      0    8.89e-01    0    4.99e-01
2024 10 17  0055    60600    3300      0    9.49e-01    0    5.40e-01
2024 10 17  0100    60600    3600      0    1.37e+00    0    7.92e-01
2024 10 17  0105    60600    3900      0    1.10e+00    0    6.14e-01
2024 10 17  0110    60600    4200      0    8.81e-01    0    5.01e-01
2024 10 17  0115    60600    4500      0    8.60e-01    0    5.23e-01
2024 10 17  0120    60600    4800      0    7.80e-01    0    4.29e-01
2024 10 17  0125    60600    5100      0    8.79e-01    0    5.06e-01
2024 10 17  0130    60600    5400      0    1.13e+00    0    6.32e-01
2024 10 17  0135    60600    5700      0    1.53e+00    0    8.60e-01
2024 10 17  0140    60600    6000      0    1.07e+00    0    6.14e-01
2024 10 17  0145    60600    6300      0    8.51e-01    0    5.02e-01
2024 10 17  0150    60600    6600      0    8.58e-01    0    4.99e-01
2024 10 17  0155    60600    6900      0    8.29e-01    0    4.53e-01
2024 10 17  0200    60600    7200      0    9.21e-01    0    5.27e-01
2024 10 17  0205    60600    7500      0    1.24e+00    0    7.04e-01
2024 10 17  0210    60600    7800      0    1.56e+00    0    8.83e-01
2024 10 17  0215    60600    8100      0    1.01e+00    0    5.87e-01
2024 10 17  0220    60600    8400      0    8.75e-01    0    5.09e-01
2024 10 17  0225    60600    8700      0    8.37e-01    0    4.78e-01
2024 10 17  0230    60600    9000      0    8.88e-01    0    5.09e-01
2024 10 17  0235    60600    9300      0    9.31e-01    0    5.51e-01
2024 10 17  0240    60600    9600      0    1.18e+00    0    6.84e-01
2024 10 17  0245    60600    9900      0    1.35e+00    0    7.79e-01
2024 10 17  0250    60600   10200      0    8.99e-01    0    5.28e-01
2024 10 17  0255    60600   10500      0    9.03e-01    0    5.35e-01
2024 10 17  0300    60600   10800      0    7.91e-01    0    4.56e-01
2024 10 17  0305    60600   11100      0    8.78e-01    0    5.01e-01
2024 10 17  0310    60600   11400      0    8.86e-01    0    5.12e-01
2024 10 17  0315    60600   11700      0    1.41e+00    0    8.15e-01
2024 10 17  0320    60600   12000      0    1.40e+00    0    8.12e-01
2024 10 17  0325    60600   12300      0    8.79e-01    0    4.91e-01
2024 10 17  0330    60600   12600      0    8.35e-01    0    4.81e-01
2024 10 17  0335    60600   12900      0    8.30e-01    0    4.79e-01
2024 10 17  0340    60600   13200      0    8.69e-01    0    5.00e-01
2024 10 17  0345    60600   13500      0    9.24e-01    0    5.31e-01
2024 10 17  0350    60600   13800      0    1.42e+00    0    8.24e-01
2024 10 17  0355    60600   14100      0    9.37e-01    0    5.49e-01
2024 10 17  0400    60600   14400      0    9.25e-01    0    5.41e-01
2024 10 17  0405    60600   14700      0    8.57e-01    0    5.00e-01
2024 10 17  0410    60600   15000      0    8.71e-01    0    5.05e-01
2024 10 17  0415    60600   15300      0    8.94e-01    0    5.22e-01
2024 10 17  0420    60600   15600      0    1.01e+00    0    5.74e-01
2024 10 17  0425    60600   15900      0    1.51e+00    0    8.69e-01
2024 10 17  0430    60600   16200      0    1.18e+00    0    6.92e-01
2024 10 17  0435    60600   16500      0    8.09e-01    0    4.59e-01
2024 10 17  0440    60600   16800      0    7.84e-01    0    4.69e-01
2024 10 17  0445    60600   17100      0    8.10e-01    0    4.67e-01
2024 10 17  0450    60600   17400      0    8.74e-01    0    4.96e-01
2024 10 17  0455    60600   17700      0    1.11e+00    0    6.56e-01
2024 10 17  0500    60600   18000      0    1.50e+00    0    8.75e-01
2024 10 17  0505    60600   18300      0    1.03e+00    0    6.12e-01
2024 10 17  0510    60600   18600      0    8.72e-01    0    5.13e-01
2024 10 17  0515    60600   18900      0    7.74e-01    0    4.64e-01
2024 10 17  0520    60600   19200      0    8.18e-01    0    4.77e-01
2024 10 17  0525    60600   19500      0    8.69e-01    0    5.12e-01
2024 10 17  0530    60600   19800      0    1.24e+00    0    7.32e-01
2024 10 17  0535    60600   20100      0    1.47e+00    0    8.65e-01
2024 10 17  0540    60600   20400      0    9.36e-01    0    5.27e-01
2024 10 17  0545    60600   20700      0    8.50e-01    0    5.05e-01
2024 10 17  0550    60600   21000      0    8.25e-01    0    4.89e-01
2024 10 17  0555    60600   21300      0    8.42e-01    0    4.90e-01
2024 10 17  0600    60600   21600      0    8.86e-01    0    5.24e-01
2024 10 17  0605    60600   21900      0    1.17e+00    0    6.79e-01
2024 10 17  0610    60600   22200      9   -1.00e+05    9   -1.00e+05
2024 10 17  0615    60600   22500      0    8.55e-01    0    5.03e-01
2024 10 17  0620    60600   22800      0    8.43e-01    0    4.81e-01
2024 10 17  0625    60600   23100      9   -1.00e+05    9   -1.00e+05
2024 10 17  0630    60600   23400      0    8.97e-01    0    5.30e-01
2024 10 17  0635    60600   23700      0    8.52e-01    0    4.98e-01
2024 10 17  0640    60600   24000      0    1.52e+00    0    8.97e-01
2024 10 17  0645    60600   24300      0    1.42e+00    0    8.70e-01
2024 10 17  0650    60600   24600      0    6.92e-01    0    4.11e-01
2024 10 17  0655    60600   24900      0    8.55e-01    0    4.93e-01
2024 10 17  0700    60600   25200      0    8.16e-01    0    4.68e-01
2024 10 17  0705    60600   25500      0    8.45e-01    0    5.04e-01
2024 10 17  0710    60600   25800      0    8.67e-01    0    5.17e-01
2024 10 17  0715    60600   26100      0    1.13e+00    0    6.47e-01
2024 10 17  0720    60600   26400      0    9.76e-01    0    5.80e-01
2024 10 17  0725    60600   26700      0    8.37e-01    0    4.78e-01
2024 10 17  0730    60600   27000      0    8.55e-01    0    4.94e-01
2024 10 17  0735    60600   27300      0    7.94e-01    0    4.44e-01
2024 10 17  0740    60600   27600      0    8.68e-01    0    4.98e-01
2024 10 17  0745    60600   27900      0    9.18e-01    0    5.38e-01
2024 10 17  0750    60600   28200      0    1.28e+00    0    7.47e-01
2024 10 17  0755    60600   28500      0    1.04e+00    0    6.13e-01
2024 10 17  0800    60600   28800      0    8.73e-01    0    5.29e-01
2024 10 17  0805    60600   29100      0    8.18e-01    0    4.85e-01
2024 10 17  0810    60600   29400      0    7.89e-01    0    4.68e-01
2024 10 17  0815    60600   29700      0    8.64e-01    0    5.03e-01
2024 10 17  0820    60600   30000      0    1.12e+00    0    6.60e-01
2024 10 17  0825    60600   30300      0    1.37e+00    0    8.03e-01
2024 10 17  0830    60600   30600      0    9.26e-01    0    5.23e-01
2024 10 17  0835    60600   30900      0    8.35e-01    0    4.97e-01
2024 10 17  0840    60600   31200      0    7.94e-01    0    4.54e-01
2024 10 17  0845    60600   31500      0    8.33e-01    0    4.91e-01
2024 10 17  0850    60600   31800      0    8.45e-01    0    5.01e-01
