:Data_list: 20090126_ace_swepam_1m.txt
:Created: 2009 Jan 27 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 01 26  0000   54857       0    0       18.5      364.7     6.43e+04
2009 01 26  0001   54857      60    0       17.4      365.0     6.90e+04
2009 01 26  0002   54857     120    0       16.9      364.8     7.08e+04
2009 01 26  0003   54857     180    0       15.2      365.9     7.96e+04
2009 01 26  0004   54857     240    0       17.0      365.0     6.55e+04
2009 01 26  0005   54857     300    0       15.6      365.1     6.35e+04
2009 01 26  0006   54857     360    0       15.6      365.1     6.35e+04
2009 01 26  0007   54857     420    0       17.0      361.5     6.75e+04
2009 01 26  0008   54857     480    0       18.2      366.6     7.14e+04
2009 01 26  0009   54857     540    0       17.9      361.6     6.75e+04
2009 01 26  0010   54857     600    0       17.9      362.9     7.06e+04
2009 01 26  0011   54857     660    0       18.1      361.7     7.13e+04
2009 01 26  0012   54857     720    0       18.0      364.2     7.15e+04
2009 01 26  0013   54857     780    0       19.3      362.2     6.85e+04
2009 01 26  0014   54857     840    0       18.7      365.7     6.62e+04
2009 01 26  0015   54857     900    0       19.0      361.1     7.20e+04
2009 01 26  0016   54857     960    0       18.7      362.8     7.82e+04
2009 01 26  0017   54857    1020    0       19.2      362.9     7.02e+04
2009 01 26  0018   54857    1080    0       18.4      361.3     7.25e+04
2009 01 26  0019   54857    1140    0       18.5      362.6     6.74e+04
2009 01 26  0020   54857    1200    0       18.5      359.0     8.36e+04
2009 01 26  0021   54857    1260    0       18.5      360.6     7.58e+04
