:Data_list: 20241106_ace_sis_5m.txt
:Created: 2024 Nov 07 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2024 11 06  0000    60620       0      0    1.79e+01    0    3.95e+00
2024 11 06  0005    60620     300      0    1.58e+01    0    9.57e+00
2024 11 06  0010    60620     600      0    1.43e+01    0    6.63e+00
2024 11 06  0015    60620     900      0    1.41e+01    0    3.63e+00
2024 11 06  0020    60620    1200      0    1.57e+01    0    1.01e+01
2024 11 06  0025    60620    1500      0    1.79e+01    0    1.31e+01
2024 11 06  0030    60620    1800      0    2.37e+01    0    1.51e+01
2024 11 06  0035    60620    2100      0    1.88e+01    0    1.32e+01
2024 11 06  0040    60620    2400      0    2.56e+01    0    1.95e+01
2024 11 06  0045    60620    2700      0    2.29e+01    0    1.66e+01
2024 11 06  0050    60620    3000      0    2.27e+01    0    9.26e+00
2024 11 06  0055    60620    3300      0    2.32e+01    0    1.75e+01
2024 11 06  0100    60620    3600      0    1.46e+01    0    8.78e+00
2024 11 06  0105    60620    3900      0    3.15e+01    0    1.42e+01
2024 11 06  0110    60620    4200      0    2.30e+01    0    1.24e+01
2024 11 06  0115    60620    4500      0    1.50e+01    0    7.32e+00
2024 11 06  0120    60620    4800      0    2.53e+01    0    1.32e+01
2024 11 06  0125    60620    5100      0    1.91e+01    0    1.21e+01
2024 11 06  0130    60620    5400      0    3.17e+01    0    1.40e+01
2024 11 06  0135    60620    5700      0    2.46e+01    0    8.39e+00
2024 11 06  0140    60620    6000      0    2.08e+01    0    1.44e+01
2024 11 06  0145    60620    6300      0    1.70e+01    0    1.04e+01
2024 11 06  0150    60620    6600      0    1.85e+01    0    1.19e+01
2024 11 06  0155    60620    6900      0    2.80e+01    0    2.06e+01
2024 11 06  0200    60620    7200      0    1.64e+01    0    1.12e+01
2024 11 06  0205    60620    7500      0    1.27e+01    0    3.63e+00
2024 11 06  0210    60620    7800      0    3.07e+01    0    1.75e+01
2024 11 06  0215    60620    8100      0    1.99e+01    0    8.21e+00
2024 11 06  0220    60620    8400      0    1.83e+01    0    9.74e+00
2024 11 06  0225    60620    8700      0    2.58e+01    0    1.67e+01
2024 11 06  0230    60620    9000      0    1.81e+01    0    1.22e+01
2024 11 06  0235    60620    9300      0    2.39e+01    0    1.92e+01
2024 11 06  0240    60620    9600      0    2.34e+01    0    1.45e+01
2024 11 06  0245    60620    9900      0    3.39e+01    0    2.07e+01
2024 11 06  0250    60620   10200      0    1.45e+01    0    8.80e+00
2024 11 06  0255    60620   10500      0    1.74e+01    0    1.02e+01
2024 11 06  0300    60620   10800      0    1.77e+01    0    1.18e+01
2024 11 06  0305    60620   11100      0    1.87e+01    0    1.35e+01
2024 11 06  0310    60620   11400      0    3.88e+01    0    2.43e+01
2024 11 06  0315    60620   11700      0    2.16e+01    0    1.45e+01
2024 11 06  0320    60620   12000      0    2.49e+01    0    1.69e+01
2024 11 06  0325    60620   12300      0    2.34e+01    0    1.62e+01
2024 11 06  0330    60620   12600      0    1.94e+01    0    1.01e+01
2024 11 06  0335    60620   12900      0    2.36e+01    0    1.66e+01
2024 11 06  0340    60620   13200      0    2.10e+01    0    1.34e+01
2024 11 06  0345    60620   13500      0    1.82e+01    0    8.12e+00
2024 11 06  0350    60620   13800      0    2.00e+01    0    1.21e+01
2024 11 06  0355    60620   14100      0    6.29e+01    0    4.37e+01
2024 11 06  0400    60620   14400      0    1.87e+01    0    1.18e+01
2024 11 06  0405    60620   14700      0    2.40e+01    0    1.30e+01
2024 11 06  0410    60620   15000      0    3.21e+01    0    2.08e+01
2024 11 06  0415    60620   15300      0    2.14e+01    0    1.52e+01
2024 11 06  0420    60620   15600      0    2.44e+01    0    1.49e+01
2024 11 06  0425    60620   15900      0    1.88e+01    0    8.21e+00
2024 11 06  0430    60620   16200      0    1.20e+01    0    9.32e+00
2024 11 06  0435    60620   16500      0    1.83e+01    0    7.28e+00
2024 11 06  0440    60620   16800      0    2.02e+01    0    1.50e+01
2024 11 06  0445    60620   17100      0    2.31e+01    0    1.16e+01
2024 11 06  0450    60620   17400      0    1.82e+01    0    8.35e+00
2024 11 06  0455    60620   17700      0    1.20e+01    0    4.73e+00
2024 11 06  0500    60620   18000      0    2.38e+01    0    1.53e+01
2024 11 06  0505    60620   18300      0    1.64e+01    0    9.37e+00
2024 11 06  0510    60620   18600      0    2.98e+01    0    1.76e+01
2024 11 06  0515    60620   18900      0    2.17e+01    0    8.55e+00
2024 11 06  0520    60620   19200      0    2.49e+01    0    1.56e+01
2024 11 06  0525    60620   19500      0    1.86e+01    0    9.64e+00
2024 11 06  0530    60620   19800      0    1.54e+01    0    7.22e+00
2024 11 06  0535    60620   20100      0    1.57e+01    0    9.37e+00
2024 11 06  0540    60620   20400      0    2.87e+01    0    1.75e+01
2024 11 06  0545    60620   20700      0    1.31e+01    0    8.80e+00
2024 11 06  0550    60620   21000      0    2.26e+01    0    1.35e+01
2024 11 06  0555    60620   21300      0    2.68e+01    0    2.09e+01
