:Data_list: 20100302_ace_swepam_1m.txt
:Created: 2010 Mar 03 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 03 02  0000   55257       0    0        2.8      399.2     1.17e+05
2010 03 02  0001   55257      60    1        2.6      400.8     1.29e+05
2010 03 02  0002   55257     120    0        2.8      400.3     1.26e+05
2010 03 02  0003   55257     180    0        2.5      400.8     1.25e+05
2010 03 02  0004   55257     240    0        2.9      399.0     1.23e+05
2010 03 02  0005   55257     300    0        2.7      400.1     1.26e+05
2010 03 02  0006   55257     360    0        2.6      401.2     1.29e+05
2010 03 02  0007   55257     420    0        2.8      399.9     1.15e+05
2010 03 02  0008   55257     480    0        2.6      401.4     1.40e+05
2010 03 02  0009   55257     540    0        2.8      400.1     1.30e+05
2010 03 02  0010   55257     600    0        2.5      401.9     1.34e+05
2010 03 02  0011   55257     660    0        2.7      402.2     1.37e+05
2010 03 02  0012   55257     720    1        2.5      403.5     1.32e+05
2010 03 02  0013   55257     780    1        2.7      400.5     1.24e+05
2010 03 02  0014   55257     840    0        2.5      400.6     1.39e+05
2010 03 02  0015   55257     900    0        2.7      401.6     1.27e+05
2010 03 02  0016   55257     960    0        2.4      404.6     1.36e+05
2010 03 02  0017   55257    1020    0        2.7      402.8     1.29e+05
2010 03 02  0018   55257    1080    1        2.5      402.6     1.35e+05
2010 03 02  0019   55257    1140    0        2.6      405.2     1.28e+05
2010 03 02  0020   55257    1200    0        2.5      404.4     1.28e+05
2010 03 02  0021   55257    1260    0        2.6      403.7     1.31e+05
2010 03 02  0022   55257    1320    0        2.7      403.0     1.33e+05
2010 03 02  0023   55257    1380    0        2.4      404.4     1.30e+05
2010 03 02  0024   55257    1440    0        2.6      404.0     1.20e+05
2010 03 02  0025   55257    1500    0        2.5      404.0     1.32e+05
2010 03 02  0026   55257    1560    0        2.6      404.5     1.24e+05
2010 03 02  0027   55257    1620    0        2.4      402.9     1.33e+05
2010 03 02  0028   55257    1680    1        2.7      402.3     1.18e+05
2010 03 02  0029   55257    1740    0        2.5      402.6     1.28e+05
2010 03 02  0030   55257    1800    0        2.6      400.8     1.22e+05
2010 03 02  0031   55257    1860    0        2.4      401.8     1.24e+05
2010 03 02  0032   55257    1920    9    -9999.9    -9999.9    -1.00e+05
2010 03 02  0033   55257    1980    1        2.6      402.0     1.22e+05
2010 03 02  0034   55257    2040    0        2.5      401.7     1.32e+05
2010 03 02  0035   55257    2100    0        2.6      402.2     1.24e+05
2010 03 02  0036   55257    2160    0        2.5      402.1     1.23e+05
2010 03 02  0037   55257    2220    0        2.6      401.4     1.23e+05
2010 03 02  0038   55257    2280    0        2.7      400.8     1.22e+05
2010 03 02  0039   55257    2340    0        2.3      406.5     1.11e+05
2010 03 02  0040   55257    2400    0        2.6      407.8     9.82e+04
2010 03 02  0041   55257    2460    0        2.4      407.2     8.76e+04
2010 03 02  0042   55257    2520    0        2.5      406.9     9.33e+04
2010 03 02  0043   55257    2580    0        2.3      406.0     8.76e+04
2010 03 02  0044   55257    2640    0        2.5      406.1     9.39e+04
2010 03 02  0045   55257    2700    0        2.4      407.0     9.26e+04
2010 03 02  0046   55257    2760    0        2.8      401.1     1.02e+05
2010 03 02  0047   55257    2820    0        2.6      398.6     1.24e+05
2010 03 02  0048   55257    2880    0        2.4      401.3     1.02e+05
2010 03 02  0049   55257    2940    0        2.4      398.3     1.11e+05
2010 03 02  0050   55257    3000    0        2.5      398.0     1.09e+05
2010 03 02  0051   55257    3060    0        2.2      401.4     1.06e+05
2010 03 02  0052   55257    3120    0        2.6      397.7     1.13e+05
2010 03 02  0053   55257    3180    0        2.4      400.6     1.08e+05
2010 03 02  0054   55257    3240    0        2.3      403.5     1.03e+05
2010 03 02  0055   55257    3300    0        2.4      402.4     1.01e+05
2010 03 02  0056   55257    3360    0        1.9      401.9     1.15e+05
2010 03 02  0057   55257    3420    0        1.8      399.0     1.04e+05
2010 03 02  0058   55257    3480    0        2.0      408.5     1.02e+05
2010 03 02  0059   55257    3540    0        2.2      405.9     1.07e+05
2010 03 02  0100   55257    3600    1        2.1      406.5     1.05e+05
2010 03 02  0101   55257    3660    1        2.2      406.0     1.02e+05
2010 03 02  0102   55257    3720    0        2.1      405.1     1.00e+05
2010 03 02  0103   55257    3780    0        2.1      405.5     1.00e+05
2010 03 02  0104   55257    3840    0        2.0      406.4     1.06e+05
2010 03 02  0105   55257    3900    9    -9999.9    -9999.9    -1.00e+05
2010 03 02  0106   55257    3960    0        2.0      405.9     1.02e+05
2010 03 02  0107   55257    4020    0        2.0      406.8     1.07e+05
2010 03 02  0108   55257    4080    0        2.1      402.2     1.09e+05
2010 03 02  0109   55257    4140    0        2.0      403.4     1.10e+05
2010 03 02  0110   55257    4200    0        1.9      404.7     1.11e+05
2010 03 02  0111   55257    4260    0        2.3      400.3     1.10e+05
2010 03 02  0112   55257    4320    0        2.0      401.1     1.25e+05
2010 03 02  0113   55257    4380    1        2.2      402.4     1.19e+05
2010 03 02  0114   55257    4440    1        1.8      399.2     1.08e+05
2010 03 02  0115   55257    4500    0        2.2      403.6     1.04e+05
2010 03 02  0116   55257    4560    1        2.4      398.1     1.17e+05
2010 03 02  0117   55257    4620    0        2.5      393.7     1.09e+05
2010 03 02  0118   55257    4680    0        2.2      396.4     1.03e+05
2010 03 02  0119   55257    4740    0        2.4      398.8     9.33e+04
2010 03 02  0120   55257    4800    0        2.2      396.7     9.60e+04
2010 03 02  0121   55257    4860    0        2.4      396.4     9.11e+04
2010 03 02  0122   55257    4920    0        2.2      397.3     9.60e+04
2010 03 02  0123   55257    4980    0        2.4      395.0     9.20e+04
2010 03 02  0124   55257    5040    0        2.2      396.3     9.76e+04
2010 03 02  0125   55257    5100    0        2.3      396.0     9.45e+04
2010 03 02  0126   55257    5160    0        2.3      395.8     9.14e+04
2010 03 02  0127   55257    5220    0        2.2      396.3     9.51e+04
2010 03 02  0128   55257    5280    0        2.3      393.8     9.16e+04
2010 03 02  0129   55257    5340    0        2.2      395.5     9.66e+04
2010 03 02  0130   55257    5400    0        2.5      396.4     9.30e+04
2010 03 02  0131   55257    5460    0        2.1      394.1     9.40e+04
2010 03 02  0132   55257    5520    0        2.4      395.3     9.31e+04
2010 03 02  0133   55257    5580    0        2.2      397.6     9.55e+04
2010 03 02  0134   55257    5640    0        2.4      395.1     9.77e+04
2010 03 02  0135   55257    5700    0        2.2      395.5     9.53e+04
2010 03 02  0136   55257    5760    0        2.4      396.5     9.25e+04
2010 03 02  0137   55257    5820    0        2.1      394.3     9.28e+04
2010 03 02  0138   55257    5880    9    -9999.9    -9999.9    -1.00e+05
2010 03 02  0139   55257    5940    0        2.3      394.8     8.58e+04
2010 03 02  0140   55257    6000    0        2.1      395.0     9.13e+04
2010 03 02  0141   55257    6060    0        2.2      394.5     8.82e+04
