:Data_list: 20240116_ace_mag_1m.txt
:Created: 2024 Jan 17 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2024 01 16  0000   60325       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0001   60325      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0002   60325     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0003   60325     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0004   60325     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0005   60325     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0006   60325     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0007   60325     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0008   60325     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0009   60325     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0010   60325     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0011   60325     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0012   60325     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0013   60325     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0014   60325     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0015   60325     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0016   60325     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0017   60325    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0018   60325    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0019   60325    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0020   60325    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0021   60325    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0022   60325    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0023   60325    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2024 01 16  0024   60325    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
