:Data_list: 20150731_ace_swepam_1m.txt
:Created: 2015 Aug 01 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2015 07 31  0000   57234       0    1        5.9      394.9     1.42e+05
2015 07 31  0001   57234      60    0        6.2      395.2     1.47e+05
2015 07 31  0002   57234     120    0        6.2      393.9     1.57e+05
2015 07 31  0003   57234     180    0        6.2      394.1     1.48e+05
2015 07 31  0004   57234     240    0        5.8      393.4     1.38e+05
2015 07 31  0005   57234     300    0        5.7      394.2     1.44e+05
2015 07 31  0006   57234     360    0        5.7      394.2     1.52e+05
2015 07 31  0007   57234     420    0        5.4      395.4     1.53e+05
2015 07 31  0008   57234     480    0        5.1      399.7     1.57e+05
2015 07 31  0009   57234     540    1        5.4      400.9     1.67e+05
2015 07 31  0010   57234     600    1        6.0      398.3     1.76e+05
2015 07 31  0011   57234     660    1        5.5      395.4     1.70e+05
2015 07 31  0012   57234     720    1        5.6      393.8     1.68e+05
2015 07 31  0013   57234     780    3    -9999.9    -9999.9    -1.00e+05
2015 07 31  0014   57234     840    9    -9999.9    -9999.9    -1.00e+05
2015 07 31  0015   57234     900    0        5.2      393.5     1.33e+05
2015 07 31  0016   57234     960    0        5.0      395.9     1.25e+05
2015 07 31  0017   57234    1020    0        5.0      394.6     1.22e+05
2015 07 31  0018   57234    1080    0        5.0      395.5     1.22e+05
2015 07 31  0019   57234    1140    0        5.4      398.0     1.34e+05
2015 07 31  0020   57234    1200    0        5.9      398.9     1.54e+05
2015 07 31  0021   57234    1260    0        6.2      400.4     1.52e+05
2015 07 31  0022   57234    1320    0        6.2      401.6     1.52e+05
2015 07 31  0023   57234    1380    0        6.2      401.2     1.58e+05
2015 07 31  0024   57234    1440    0        6.2      401.2     1.56e+05
2015 07 31  0025   57234    1500    0        6.0      402.2     1.61e+05
2015 07 31  0026   57234    1560    0        6.2      401.3     1.66e+05
2015 07 31  0027   57234    1620    0        6.2      401.0     1.71e+05
2015 07 31  0028   57234    1680    0        6.3      401.2     1.55e+05
2015 07 31  0029   57234    1740    0        6.0      399.5     1.51e+05
2015 07 31  0030   57234    1800    0        6.3      399.2     1.48e+05
2015 07 31  0031   57234    1860    0        6.1      398.8     1.48e+05
2015 07 31  0032   57234    1920    0        6.2      398.7     1.42e+05
2015 07 31  0033   57234    1980    0        5.9      395.7     1.69e+05
2015 07 31  0034   57234    2040    0        5.5      395.3     1.44e+05
2015 07 31  0035   57234    2100    0        5.7      395.7     1.48e+05
2015 07 31  0036   57234    2160    0        6.2      393.2     1.53e+05
2015 07 31  0037   57234    2220    0        6.4      393.2     1.54e+05
2015 07 31  0038   57234    2280    0        6.3      395.1     1.59e+05
2015 07 31  0039   57234    2340    0        6.4      395.6     1.63e+05
2015 07 31  0040   57234    2400    0        6.7      394.1     1.66e+05
2015 07 31  0041   57234    2460    0        6.3      395.5     1.66e+05
2015 07 31  0042   57234    2520    0        4.6      403.2     1.54e+05
2015 07 31  0043   57234    2580    0        4.3      400.9     1.65e+05
2015 07 31  0044   57234    2640    0        4.2      403.3     1.78e+05
2015 07 31  0045   57234    2700    1        5.4      399.5     2.20e+05
2015 07 31  0046   57234    2760    3    -9999.9    -9999.9    -1.00e+05
2015 07 31  0047   57234    2820    3    -9999.9    -9999.9    -1.00e+05
2015 07 31  0048   57234    2880    0        4.8      390.5     1.82e+05
