:Data_list: 20210703_ace_sis_5m.txt
:Created: 2021 Jul 03 0901 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2021 07 03  0000    59398       0      0    2.28e+00    0    1.59e+00
2021 07 03  0005    59398     300      0    2.27e+00    0    1.58e+00
2021 07 03  0010    59398     600      0    2.33e+00    0    1.64e+00
2021 07 03  0015    59398     900      0    2.30e+00    0    1.58e+00
2021 07 03  0020    59398    1200      0    2.31e+00    0    1.61e+00
2021 07 03  0025    59398    1500      0    2.32e+00    0    1.62e+00
2021 07 03  0030    59398    1800      0    2.29e+00    0    1.61e+00
2021 07 03  0035    59398    2100      0    2.29e+00    0    1.59e+00
2021 07 03  0040    59398    2400      0    2.29e+00    0    1.59e+00
2021 07 03  0045    59398    2700      0    2.32e+00    0    1.62e+00
2021 07 03  0050    59398    3000      0    2.26e+00    0    1.58e+00
2021 07 03  0055    59398    3300      0    2.27e+00    0    1.60e+00
2021 07 03  0100    59398    3600      0    2.29e+00    0    1.60e+00
2021 07 03  0105    59398    3900      0    2.29e+00    0    1.61e+00
2021 07 03  0110    59398    4200      0    2.29e+00    0    1.61e+00
2021 07 03  0115    59398    4500      0    2.35e+00    0    1.63e+00
2021 07 03  0120    59398    4800      0    2.31e+00    0    1.62e+00
2021 07 03  0125    59398    5100      0    2.27e+00    0    1.59e+00
2021 07 03  0130    59398    5400      0    2.24e+00    0    1.56e+00
2021 07 03  0135    59398    5700      0    2.34e+00    0    1.65e+00
2021 07 03  0140    59398    6000      0    2.30e+00    0    1.62e+00
2021 07 03  0145    59398    6300      0    2.31e+00    0    1.62e+00
2021 07 03  0150    59398    6600      0    2.31e+00    0    1.63e+00
2021 07 03  0155    59398    6900      0    2.30e+00    0    1.62e+00
2021 07 03  0200    59398    7200      0    2.25e+00    0    1.58e+00
2021 07 03  0205    59398    7500      0    2.26e+00    0    1.58e+00
