:Data_list: 20090707_ace_swepam_1m.txt
:Created: 2009 Jul 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 07 07  0000   55019       0    0        1.4      375.2     5.26e+04
2009 07 07  0001   55019      60    0        1.4      372.5     5.27e+04
2009 07 07  0002   55019     120    0        1.8      370.5     4.56e+04
2009 07 07  0003   55019     180    0        1.9      372.6     3.89e+04
2009 07 07  0004   55019     240    0        2.0      369.9     4.28e+04
2009 07 07  0005   55019     300    0        1.9      365.1     4.05e+04
2009 07 07  0006   55019     360    0        1.8      367.2     4.82e+04
2009 07 07  0007   55019     420    0        1.8      364.6     4.47e+04
2009 07 07  0008   55019     480    0        1.6      367.5     3.51e+04
2009 07 07  0009   55019     540    0        1.8      366.2     3.80e+04
2009 07 07  0010   55019     600    0        1.7      364.9     3.77e+04
2009 07 07  0011   55019     660    0        1.7      363.4     3.80e+04
2009 07 07  0012   55019     720    0        1.6      365.4     4.13e+04
2009 07 07  0013   55019     780    0        1.6      362.5     3.71e+04
2009 07 07  0014   55019     840    9    -9999.9    -9999.9    -1.00e+05
2009 07 07  0015   55019     900    0        1.6      362.3     4.09e+04
2009 07 07  0016   55019     960    0        1.6      362.3     4.09e+04
2009 07 07  0017   55019    1020    0        1.8      363.2     3.63e+04
2009 07 07  0018   55019    1080    0        1.6      364.8     3.27e+04
2009 07 07  0019   55019    1140    0        1.8      361.2     3.61e+04
2009 07 07  0020   55019    1200    0        1.7      361.5     3.34e+04
2009 07 07  0021   55019    1260    0        1.8      361.3     2.97e+04
2009 07 07  0022   55019    1320    0        1.8      363.3     3.36e+04
2009 07 07  0023   55019    1380    0        1.4      360.9     4.16e+04
2009 07 07  0024   55019    1440    0        1.6      359.9     4.38e+04
2009 07 07  0025   55019    1500    0        1.3      361.1     3.48e+04
2009 07 07  0026   55019    1560    0        1.4      360.2     3.65e+04
2009 07 07  0027   55019    1620    0        1.6      359.6     4.62e+04
2009 07 07  0028   55019    1680    0        1.6      360.1     4.51e+04
2009 07 07  0029   55019    1740    0        1.3      360.2     3.83e+04
2009 07 07  0030   55019    1800    0        1.6      358.2     4.85e+04
2009 07 07  0031   55019    1860    0        1.3      360.1     4.02e+04
2009 07 07  0032   55019    1920    0        1.3      360.1     4.02e+04
2009 07 07  0033   55019    1980    0        1.4      359.3     4.69e+04
2009 07 07  0034   55019    2040    0        1.4      361.0     4.13e+04
2009 07 07  0035   55019    2100    0        1.7      358.5     4.32e+04
2009 07 07  0036   55019    2160    0        1.7      360.9     3.75e+04
2009 07 07  0037   55019    2220    0        1.7      359.3     4.38e+04
2009 07 07  0038   55019    2280    0        1.2      357.2     4.47e+04
2009 07 07  0039   55019    2340    0        1.2      359.1     4.63e+04
2009 07 07  0040   55019    2400    0        1.2      362.4     4.49e+04
2009 07 07  0041   55019    2460    0        1.1      357.6     3.81e+04
2009 07 07  0042   55019    2520    0        1.2      359.8     3.09e+04
2009 07 07  0043   55019    2580    0        1.2      357.4     3.98e+04
2009 07 07  0044   55019    2640    0        1.3      355.9     4.20e+04
2009 07 07  0045   55019    2700    0        1.3      353.2     4.89e+04
2009 07 07  0046   55019    2760    0        1.2      355.2     3.96e+04
2009 07 07  0047   55019    2820    9    -9999.9    -9999.9    -1.00e+05
2009 07 07  0048   55019    2880    9    -9999.9    -9999.9    -1.00e+05
2009 07 07  0049   55019    2940    0        1.1      354.3     4.92e+04
2009 07 07  0050   55019    3000    0        1.1      356.5     3.45e+04
2009 07 07  0051   55019    3060    0        1.0      358.4     3.87e+04
2009 07 07  0052   55019    3120    0        1.0      353.5     4.69e+04
2009 07 07  0053   55019    3180    0        0.9      357.9     4.66e+04
2009 07 07  0054   55019    3240    0        1.1      356.3     3.63e+04
2009 07 07  0055   55019    3300    0        1.1      356.1     3.98e+04
2009 07 07  0056   55019    3360    0        1.0      355.2     3.78e+04
2009 07 07  0057   55019    3420    0        1.0      357.0     4.06e+04
2009 07 07  0058   55019    3480    0        1.1      352.5     4.15e+04
2009 07 07  0059   55019    3540    0        1.0      355.2     3.97e+04
2009 07 07  0100   55019    3600    0        1.1      352.5     4.91e+04
2009 07 07  0101   55019    3660    0        1.1      352.3     5.01e+04
2009 07 07  0102   55019    3720    0        1.0      355.6     3.95e+04
2009 07 07  0103   55019    3780    0        1.1      354.4     4.58e+04
2009 07 07  0104   55019    3840    0        1.1      354.4     4.58e+04
2009 07 07  0105   55019    3900    0        1.0      354.6     4.66e+04
2009 07 07  0106   55019    3960    0        1.0      355.0     4.31e+04
2009 07 07  0107   55019    4020    0        1.2      351.2     5.73e+04
2009 07 07  0108   55019    4080    0        1.2      353.5     4.60e+04
2009 07 07  0109   55019    4140    0        1.1      354.1     4.25e+04
2009 07 07  0110   55019    4200    0        1.2      357.6     3.99e+04
2009 07 07  0111   55019    4260    0        0.9      352.5     3.99e+04
2009 07 07  0112   55019    4320    0        1.0      349.4     4.28e+04
2009 07 07  0113   55019    4380    0        1.2      349.9     3.92e+04
2009 07 07  0114   55019    4440    0        0.8      356.1     3.36e+04
2009 07 07  0115   55019    4500    0        1.1      349.7     4.31e+04
2009 07 07  0116   55019    4560    0        0.7      355.4     3.70e+04
2009 07 07  0117   55019    4620    0        0.9      355.1     3.50e+04
2009 07 07  0118   55019    4680    0        0.8      349.9     4.31e+04
2009 07 07  0119   55019    4740    0        0.9      348.5     3.76e+04
2009 07 07  0120   55019    4800    0        0.9      348.5     3.76e+04
2009 07 07  0121   55019    4860    9    -9999.9    -9999.9    -1.00e+05
2009 07 07  0122   55019    4920    0        1.0      351.4     4.40e+04
2009 07 07  0123   55019    4980    0        1.1      350.8     3.93e+04
2009 07 07  0124   55019    5040    0        0.9      355.4     4.24e+04
2009 07 07  0125   55019    5100    0        1.1      350.7     5.55e+04
2009 07 07  0126   55019    5160    0        0.9      354.2     3.74e+04
2009 07 07  0127   55019    5220    0        0.9      348.6     3.50e+04
2009 07 07  0128   55019    5280    0        0.8      351.0     4.10e+04
2009 07 07  0129   55019    5340    0        1.1      345.1     5.92e+04
2009 07 07  0130   55019    5400    0        1.0      350.7     5.58e+04
2009 07 07  0131   55019    5460    0        0.6      349.0     4.32e+04
2009 07 07  0132   55019    5520    0        0.6      347.9     4.27e+04
2009 07 07  0133   55019    5580    0        0.5      349.4     4.38e+04
2009 07 07  0134   55019    5640    0        0.9      343.9     3.86e+04
2009 07 07  0135   55019    5700    0        0.9      345.2     3.57e+04
2009 07 07  0136   55019    5760    0        0.9      345.2     3.57e+04
2009 07 07  0137   55019    5820    0        1.3      340.3     5.03e+04
2009 07 07  0138   55019    5880    1        0.9      353.1     5.50e+04
2009 07 07  0139   55019    5940    0        1.0      352.3     4.11e+04
2009 07 07  0140   55019    6000    0        1.5      349.2     6.26e+04
2009 07 07  0141   55019    6060    0        0.8      351.5     4.91e+04
2009 07 07  0142   55019    6120    0        0.9      350.6     3.78e+04
2009 07 07  0143   55019    6180    0        0.9      353.4     5.02e+04
2009 07 07  0144   55019    6240    0        0.7      351.2     5.10e+04
2009 07 07  0145   55019    6300    0        0.7      350.9     4.36e+04
2009 07 07  0146   55019    6360    0        1.0      347.2     4.34e+04
2009 07 07  0147   55019    6420    0        0.8      349.1     4.87e+04
2009 07 07  0148   55019    6480    0        0.8      352.4     4.33e+04
2009 07 07  0149   55019    6540    0        0.7      354.5     4.65e+04
2009 07 07  0150   55019    6600    0        0.8      350.2     4.43e+04
2009 07 07  0151   55019    6660    0        0.7      351.7     4.81e+04
2009 07 07  0152   55019    6720    0        0.7      351.7     4.81e+04
2009 07 07  0153   55019    6780    1        0.7      350.7     4.69e+04
2009 07 07  0154   55019    6840    1    -9999.9    -9999.9    -1.00e+05
2009 07 07  0155   55019    6900    0        0.7      356.2     4.42e+04
2009 07 07  0156   55019    6960    0        0.7      354.5     4.04e+04
2009 07 07  0157   55019    7020    0        0.8      353.4     4.65e+04
2009 07 07  0158   55019    7080    0        0.6      353.5     4.42e+04
2009 07 07  0159   55019    7140    1        0.8      352.0     5.54e+04
2009 07 07  0200   55019    7200    0        1.1      351.0     4.46e+04
2009 07 07  0201   55019    7260    0        1.0      347.5     6.39e+04
2009 07 07  0202   55019    7320    0        0.7      355.2     5.03e+04
2009 07 07  0203   55019    7380    0        0.6      357.3     4.06e+04
2009 07 07  0204   55019    7440    1        0.7      351.6     4.53e+04
2009 07 07  0205   55019    7500    0        0.5      362.3     3.20e+04
2009 07 07  0206   55019    7560    0        0.7      352.3     4.43e+04
2009 07 07  0207   55019    7620    0        0.7      356.4     4.08e+04
2009 07 07  0208   55019    7680    0        0.7      356.4     4.08e+04
2009 07 07  0209   55019    7740    0        1.0      341.1     6.64e+04
2009 07 07  0210   55019    7800    0        0.8      350.8     5.43e+04
2009 07 07  0211   55019    7860    0        0.8      350.2     4.74e+04
2009 07 07  0212   55019    7920    0        0.6      350.6     5.87e+04
2009 07 07  0213   55019    7980    0        0.8      344.2     5.11e+04
2009 07 07  0214   55019    8040    0        1.0      352.6     5.18e+04
2009 07 07  0215   55019    8100    0        1.0      349.4     4.26e+04
2009 07 07  0216   55019    8160    0        1.1      346.5     5.79e+04
2009 07 07  0217   55019    8220    0        0.8      351.1     4.80e+04
2009 07 07  0218   55019    8280    0        0.7      356.3     3.75e+04
2009 07 07  0219   55019    8340    0        1.2      346.9     5.72e+04
2009 07 07  0220   55019    8400    0        0.9      349.6     5.70e+04
2009 07 07  0221   55019    8460    0        0.8      350.5     4.38e+04
2009 07 07  0222   55019    8520    0        1.1      344.6     5.84e+04
2009 07 07  0223   55019    8580    0        1.0      347.8     5.60e+04
2009 07 07  0224   55019    8640    0        1.0      347.8     5.60e+04
2009 07 07  0225   55019    8700    0        0.9      347.8     4.83e+04
2009 07 07  0226   55019    8760    0        0.8      349.5     4.74e+04
2009 07 07  0227   55019    8820    9    -9999.9    -9999.9    -1.00e+05
2009 07 07  0228   55019    8880    0        0.9      344.6     6.39e+04
2009 07 07  0229   55019    8940    0        0.8      350.4     4.21e+04
2009 07 07  0230   55019    9000    0        0.7      353.6     4.09e+04
2009 07 07  0231   55019    9060    0        0.8      349.3     4.23e+04
2009 07 07  0232   55019    9120    0        0.8      348.1     4.82e+04
2009 07 07  0233   55019    9180    0        0.8      351.2     3.65e+04
2009 07 07  0234   55019    9240    0        1.0      344.2     5.02e+04
2009 07 07  0235   55019    9300    0        0.9      347.6     3.57e+04
2009 07 07  0236   55019    9360    0        0.9      349.2     3.61e+04
2009 07 07  0237   55019    9420    0        0.9      347.4     4.07e+04
2009 07 07  0238   55019    9480    0        1.0      344.0     5.24e+04
2009 07 07  0239   55019    9540    0        0.9      345.1     4.83e+04
