:Data_list: 20150706_ace_mag_1m.txt
:Created: 2015 Jul 07 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2015 07 06  0000   57209       0    0     2.5    -4.4    -1.6     5.3   -17.3   299.8
2015 07 06  0001   57209      60    0     2.3    -4.3    -1.7     5.2   -19.1   298.0
2015 07 06  0002   57209     120    0     2.1    -4.8    -0.4     5.2    -3.9   294.2
2015 07 06  0003   57209     180    0     1.8    -4.6    -3.1     5.9   -31.7   291.6
2015 07 06  0004   57209     240    0     1.5    -4.1    -3.6     5.7   -38.8   290.3
2015 07 06  0005   57209     300    0     1.4    -4.0    -3.5     5.5   -39.2   289.1
2015 07 06  0006   57209     360    0     0.8    -3.8    -3.6     5.3   -42.9   281.1
2015 07 06  0007   57209     420    0     0.6    -3.6    -3.8     5.3   -46.0   279.4
2015 07 06  0008   57209     480    0     1.0    -3.7    -3.7     5.3   -43.5   284.6
2015 07 06  0009   57209     540    0     0.9    -3.8    -3.7     5.4   -43.2   282.6
2015 07 06  0010   57209     600    0     0.6    -4.1    -3.5     5.4   -39.9   278.1
2015 07 06  0011   57209     660    0     0.4    -3.9    -3.7     5.4   -43.1   276.2
2015 07 06  0012   57209     720    0     1.1    -3.8    -3.3     5.2   -39.2   286.5
2015 07 06  0013   57209     780    0    -1.0    -3.9    -4.4     6.0   -47.9   256.0
2015 07 06  0014   57209     840    0    -0.7    -4.2    -4.4     6.1   -45.6   260.8
2015 07 06  0015   57209     900    0    -0.3    -3.2    -4.2     5.3   -52.6   264.8
2015 07 06  0016   57209     960    0     0.3    -3.2    -4.0     5.1   -51.0   275.0
2015 07 06  0017   57209    1020    0    -0.8    -3.1    -4.9     5.9   -57.1   256.5
2015 07 06  0018   57209    1080    0    -0.4    -3.6    -5.4     6.5   -56.2   263.5
2015 07 06  0019   57209    1140    0     0.1    -4.3    -4.7     6.4   -48.1   270.8
2015 07 06  0020   57209    1200    0    -0.2    -3.9    -5.1     6.4   -52.4   266.9
2015 07 06  0021   57209    1260    0    -0.7    -3.4    -5.4     6.4   -57.0   257.6
2015 07 06  0022   57209    1320    0    -0.4    -4.0    -5.0     6.5   -51.3   263.6
2015 07 06  0023   57209    1380    0     0.0    -3.2    -5.4     6.2   -59.6   270.6
2015 07 06  0024   57209    1440    0    -0.2    -3.1    -5.5     6.3   -60.1   266.4
2015 07 06  0025   57209    1500    0    -0.7    -4.2    -4.8     6.4   -48.3   260.7
2015 07 06  0026   57209    1560    0    -0.4    -4.3    -4.7     6.4   -47.7   264.6
2015 07 06  0027   57209    1620    0    -0.1    -3.5    -5.2     6.3   -56.0   268.1
2015 07 06  0028   57209    1680    0    -0.5    -2.5    -5.6     6.1   -65.1   258.9
