:Data_list: 20081228_ace_swepam_1m.txt
:Created: 2008 Dec 29 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2008 12 28  0000   54828       0    0        1.2      338.0     3.97e+04
2008 12 28  0001   54828      60    0        0.9      338.6     4.21e+04
2008 12 28  0002   54828     120    0        1.1      335.2     4.43e+04
2008 12 28  0003   54828     180    0        1.1      336.5     5.91e+04
2008 12 28  0004   54828     240    0        1.0      340.4     5.61e+04
2008 12 28  0005   54828     300    0        0.9      342.6     4.48e+04
2008 12 28  0006   54828     360    0        0.9      342.6     4.48e+04
2008 12 28  0007   54828     420    0        1.0      340.3     4.38e+04
2008 12 28  0008   54828     480    0        1.0      340.9     5.85e+04
2008 12 28  0009   54828     540    0        1.2      336.1     4.61e+04
2008 12 28  0010   54828     600    0        1.2      336.7     5.54e+04
2008 12 28  0011   54828     660    0        1.5      337.2     4.23e+04
2008 12 28  0012   54828     720    0        1.1      339.1     4.40e+04
2008 12 28  0013   54828     780    9    -9999.9    -9999.9    -1.00e+05
2008 12 28  0014   54828     840    0        0.9      337.6     5.07e+04
2008 12 28  0015   54828     900    0        1.1      339.3     4.70e+04
2008 12 28  0016   54828     960    0        1.0      339.7     5.46e+04
2008 12 28  0017   54828    1020    0        0.8      344.0     6.22e+04
2008 12 28  0018   54828    1080    0        0.9      336.5     4.78e+04
2008 12 28  0019   54828    1140    0        0.6      337.2     4.40e+04
2008 12 28  0020   54828    1200    0        1.1      326.3     2.94e+04
2008 12 28  0021   54828    1260    0        1.1      332.7     4.28e+04
2008 12 28  0022   54828    1320    0        1.1      332.7     4.28e+04
2008 12 28  0023   54828    1380    0        1.1      333.1     4.59e+04
2008 12 28  0024   54828    1440    0        1.0      330.5     2.93e+04
2008 12 28  0025   54828    1500    0        0.9      333.1     3.98e+04
2008 12 28  0026   54828    1560    0        0.8      339.0     4.88e+04
2008 12 28  0027   54828    1620    0        1.1      334.8     4.79e+04
2008 12 28  0028   54828    1680    0        1.0      336.5     5.22e+04
2008 12 28  0029   54828    1740    0        0.7      338.4     6.96e+04
2008 12 28  0030   54828    1800    0        1.1      336.4     4.98e+04
2008 12 28  0031   54828    1860    0        0.9      334.5     4.40e+04
2008 12 28  0032   54828    1920    0        0.6      334.9     5.31e+04
2008 12 28  0033   54828    1980    0        1.0      333.9     4.08e+04
2008 12 28  0034   54828    2040    0        1.0      334.9     4.34e+04
2008 12 28  0035   54828    2100    0        0.9      337.4     5.57e+04
2008 12 28  0036   54828    2160    0        1.2      336.7     5.26e+04
2008 12 28  0037   54828    2220    0        1.0      336.4     5.12e+04
2008 12 28  0038   54828    2280    0        1.0      336.4     5.12e+04
2008 12 28  0039   54828    2340    0        1.0      338.7     3.84e+04
2008 12 28  0040   54828    2400    0        1.2      335.5     4.96e+04
2008 12 28  0041   54828    2460    0        1.3      332.2     4.07e+04
2008 12 28  0042   54828    2520    0        0.9      335.9     4.52e+04
2008 12 28  0043   54828    2580    0        1.0      335.8     5.21e+04
2008 12 28  0044   54828    2640    0        1.1      335.5     4.94e+04
2008 12 28  0045   54828    2700    0        1.0      338.2     4.95e+04
2008 12 28  0046   54828    2760    9    -9999.9    -9999.9    -1.00e+05
2008 12 28  0047   54828    2820    0        1.0      331.9     3.81e+04
2008 12 28  0048   54828    2880    0        0.9      333.7     4.35e+04
2008 12 28  0049   54828    2940    0        1.2      337.8     4.36e+04
2008 12 28  0050   54828    3000    0        1.3      332.1     4.23e+04
2008 12 28  0051   54828    3060    0        1.4      333.5     3.71e+04
2008 12 28  0052   54828    3120    0        1.5      331.8     4.80e+04
2008 12 28  0053   54828    3180    0        1.4      336.8     4.83e+04
2008 12 28  0054   54828    3240    0        1.4      336.8     4.83e+04
