:Data_list: 20160801_ace_mag_1m.txt
:Created: 2016 Aug 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2016 08 01  0000   57601       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0001   57601      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0002   57601     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0003   57601     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0004   57601     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0005   57601     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0006   57601     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0007   57601     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0008   57601     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0009   57601     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0010   57601     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0011   57601     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0012   57601     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0013   57601     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0014   57601     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0015   57601     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0016   57601     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0017   57601    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0018   57601    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0019   57601    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0020   57601    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0021   57601    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0022   57601    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0023   57601    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0024   57601    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0025   57601    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0026   57601    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0027   57601    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0028   57601    1680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0029   57601    1740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0030   57601    1800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0031   57601    1860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0032   57601    1920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0033   57601    1980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0034   57601    2040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0035   57601    2100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0036   57601    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0037   57601    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0038   57601    2280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0039   57601    2340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0040   57601    2400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0041   57601    2460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0042   57601    2520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0043   57601    2580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0044   57601    2640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0045   57601    2700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0046   57601    2760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0047   57601    2820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0048   57601    2880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2016 08 01  0049   57601    2940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
