:Data_list: 20090825_ace_swepam_1m.txt
:Created: 2009 Aug 26 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 08 25  0000   55068       0    0        3.4      364.4     4.21e+04
2009 08 25  0001   55068      60    9    -9999.9    -9999.9    -1.00e+05
2009 08 25  0002   55068     120    0        3.4      362.2     5.13e+04
2009 08 25  0003   55068     180    0        3.1      364.0     4.44e+04
2009 08 25  0004   55068     240    0        3.5      364.8     4.80e+04
2009 08 25  0005   55068     300    0        2.9      365.9     4.12e+04
2009 08 25  0006   55068     360    0        3.1      369.5     3.44e+04
2009 08 25  0007   55068     420    0        3.8      367.9     4.13e+04
2009 08 25  0008   55068     480    0        3.2      367.2     4.11e+04
2009 08 25  0009   55068     540    0        2.7      367.2     3.97e+04
2009 08 25  0010   55068     600    0        3.5      367.4     4.19e+04
2009 08 25  0011   55068     660    0        3.5      367.0     3.93e+04
2009 08 25  0012   55068     720    0        4.3      364.5     3.96e+04
2009 08 25  0013   55068     780    0        3.1      369.4     3.51e+04
2009 08 25  0014   55068     840    0        3.8      366.2     3.91e+04
2009 08 25  0015   55068     900    0        3.9      367.7     3.96e+04
2009 08 25  0016   55068     960    0        3.9      367.7     3.96e+04
2009 08 25  0017   55068    1020    0        4.3      374.2     3.95e+04
2009 08 25  0018   55068    1080    0        4.5      368.6     4.02e+04
2009 08 25  0019   55068    1140    0        4.1      369.5     3.99e+04
2009 08 25  0020   55068    1200    0        4.1      370.8     3.98e+04
2009 08 25  0021   55068    1260    0        4.4      367.7     4.11e+04
2009 08 25  0022   55068    1320    0        4.5      366.6     4.10e+04
2009 08 25  0023   55068    1380    0        4.0      365.2     3.83e+04
2009 08 25  0024   55068    1440    0        4.2      365.7     3.95e+04
2009 08 25  0025   55068    1500    0        4.1      368.3     4.23e+04
2009 08 25  0026   55068    1560    0        3.2      366.5     3.97e+04
2009 08 25  0027   55068    1620    0        3.3      365.7     4.09e+04
2009 08 25  0028   55068    1680    0        3.3      361.8     3.42e+04
2009 08 25  0029   55068    1740    0        3.4      363.4     3.63e+04
2009 08 25  0030   55068    1800    0        3.8      362.9     3.67e+04
2009 08 25  0031   55068    1860    0        4.2      365.9     3.76e+04
2009 08 25  0032   55068    1920    0        4.2      365.9     3.76e+04
2009 08 25  0033   55068    1980    0        3.9      364.8     3.66e+04
2009 08 25  0034   55068    2040    9    -9999.9    -9999.9    -1.00e+05
2009 08 25  0035   55068    2100    0        3.9      365.9     3.43e+04
2009 08 25  0036   55068    2160    0        3.3      366.3     3.66e+04
2009 08 25  0037   55068    2220    0        3.8      367.4     3.90e+04
2009 08 25  0038   55068    2280    0        3.4      366.9     3.72e+04
