:Data_list: 20220407_ace_sis_5m.txt
:Created: 2022 Apr 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2022 04 07  0000    59676       0      0    2.04e+00    0    1.43e+00
2022 04 07  0005    59676     300      0    2.06e+00    0    1.43e+00
2022 04 07  0010    59676     600      0    2.09e+00    0    1.47e+00
2022 04 07  0015    59676     900      0    2.05e+00    0    1.41e+00
2022 04 07  0020    59676    1200      0    2.08e+00    0    1.45e+00
2022 04 07  0025    59676    1500      0    2.06e+00    0    1.43e+00
2022 04 07  0030    59676    1800      0    2.05e+00    0    1.42e+00
2022 04 07  0035    59676    2100      0    2.08e+00    0    1.46e+00
2022 04 07  0040    59676    2400      0    2.12e+00    0    1.48e+00
2022 04 07  0045    59676    2700      0    2.04e+00    0    1.41e+00
2022 04 07  0050    59676    3000      0    2.09e+00    0    1.44e+00
2022 04 07  0055    59676    3300      0    2.08e+00    0    1.44e+00
2022 04 07  0100    59676    3600      0    2.08e+00    0    1.46e+00
2022 04 07  0105    59676    3900      0    2.08e+00    0    1.44e+00
2022 04 07  0110    59676    4200      0    2.06e+00    0    1.43e+00
2022 04 07  0115    59676    4500      0    2.21e+00    0    1.57e+00
2022 04 07  0120    59676    4800      0    2.02e+00    0    1.40e+00
2022 04 07  0125    59676    5100      0    2.06e+00    0    1.44e+00
2022 04 07  0130    59676    5400      0    2.09e+00    0    1.47e+00
2022 04 07  0135    59676    5700      0    2.06e+00    0    1.44e+00
2022 04 07  0140    59676    6000      0    2.04e+00    0    1.41e+00
2022 04 07  0145    59676    6300      0    2.08e+00    0    1.45e+00
2022 04 07  0150    59676    6600      0    2.09e+00    0    1.46e+00
2022 04 07  0155    59676    6900      0    2.05e+00    0    1.43e+00
2022 04 07  0200    59676    7200      0    2.04e+00    0    1.43e+00
2022 04 07  0205    59676    7500      0    2.06e+00    0    1.44e+00
2022 04 07  0210    59676    7800      0    2.06e+00    0    1.45e+00
2022 04 07  0215    59676    8100      0    2.04e+00    0    1.42e+00
2022 04 07  0220    59676    8400      0    2.08e+00    0    1.45e+00
2022 04 07  0225    59676    8700      0    2.10e+00    0    1.48e+00
