:Data_list: 20180522_ace_swepam_1m.txt
:Created: 2018 May 23 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2018 05 22  0000   58260       0    0        4.5      299.7     2.56e+04
2018 05 22  0001   58260      60    0        4.5      300.0     2.56e+04
2018 05 22  0002   58260     120    0        4.3      299.4     2.37e+04
2018 05 22  0003   58260     180    0        4.5      298.4     2.15e+04
2018 05 22  0004   58260     240    0        4.6      298.2     2.33e+04
2018 05 22  0005   58260     300    0        4.5      298.5     2.16e+04
2018 05 22  0006   58260     360    0        4.7      300.1     2.31e+04
2018 05 22  0007   58260     420    0        4.2      300.2     2.46e+04
2018 05 22  0008   58260     480    0        4.2      301.0     2.30e+04
2018 05 22  0009   58260     540    0        5.1      298.8     2.00e+04
2018 05 22  0010   58260     600    0        4.4      299.2     2.35e+04
2018 05 22  0011   58260     660    0        4.4      298.6     2.06e+04
2018 05 22  0012   58260     720    0        4.4      298.5     2.03e+04
2018 05 22  0013   58260     780    0        4.1      298.6     2.35e+04
2018 05 22  0014   58260     840    0        4.1      297.5     2.22e+04
2018 05 22  0015   58260     900    0        4.3      297.5     2.25e+04
2018 05 22  0016   58260     960    1        4.4      297.4     2.07e+04
2018 05 22  0017   58260    1020    1        4.5      296.8     1.96e+04
2018 05 22  0018   58260    1080    0        4.5      297.0     1.97e+04
2018 05 22  0019   58260    1140    1        4.4      298.6     2.05e+04
2018 05 22  0020   58260    1200    0        4.4      299.1     2.14e+04
2018 05 22  0021   58260    1260    0        4.5      298.0     1.84e+04
2018 05 22  0022   58260    1320    0        4.1      299.0     2.22e+04
2018 05 22  0023   58260    1380    0        3.8      297.5     2.36e+04
2018 05 22  0024   58260    1440    0        4.1      299.1     2.19e+04
2018 05 22  0025   58260    1500    0        4.1      297.9     2.18e+04
2018 05 22  0026   58260    1560    0        3.9      299.3     2.31e+04
2018 05 22  0027   58260    1620    0        4.3      297.2     1.97e+04
2018 05 22  0028   58260    1680    0        4.2      299.2     2.18e+04
2018 05 22  0029   58260    1740    0        4.6      297.1     2.21e+04
2018 05 22  0030   58260    1800    0        4.5      297.7     1.94e+04
2018 05 22  0031   58260    1860    0        4.3      299.3     1.87e+04
2018 05 22  0032   58260    1920    0        4.1      298.7     1.76e+04
2018 05 22  0033   58260    1980    0        4.0      296.7     1.67e+04
2018 05 22  0034   58260    2040    0        4.0      296.9     1.82e+04
2018 05 22  0035   58260    2100    0        4.2      299.1     1.99e+04
2018 05 22  0036   58260    2160    0        4.4      300.3     1.98e+04
2018 05 22  0037   58260    2220    0        4.3      300.5     2.10e+04
2018 05 22  0038   58260    2280    0        4.4      298.7     2.23e+04
2018 05 22  0039   58260    2340    0        4.6      299.3     2.29e+04
2018 05 22  0040   58260    2400    0        4.7      299.2     2.08e+04
2018 05 22  0041   58260    2460    0        4.3      299.5     2.19e+04
2018 05 22  0042   58260    2520    0        4.5      298.2     2.17e+04
2018 05 22  0043   58260    2580    0        4.1      298.2     1.98e+04
2018 05 22  0044   58260    2640    0        4.5      299.2     2.32e+04
2018 05 22  0045   58260    2700    0        4.6      299.3     2.40e+04
2018 05 22  0046   58260    2760    0        4.1      300.8     2.53e+04
2018 05 22  0047   58260    2820    0        4.4      299.9     2.23e+04
2018 05 22  0048   58260    2880    0        4.7      299.9     2.09e+04
2018 05 22  0049   58260    2940    0        4.7      300.4     2.20e+04
2018 05 22  0050   58260    3000    0        4.6      300.9     2.25e+04
2018 05 22  0051   58260    3060    0        4.7      301.4     2.25e+04
2018 05 22  0052   58260    3120    0        4.7      301.6     2.27e+04
2018 05 22  0053   58260    3180    0        4.8      301.6     2.16e+04
2018 05 22  0054   58260    3240    0        4.9      300.1     2.21e+04
2018 05 22  0055   58260    3300    0        4.3      299.8     2.13e+04
2018 05 22  0056   58260    3360    0        4.8      298.1     1.78e+04
2018 05 22  0057   58260    3420    0        4.5      300.1     1.98e+04
2018 05 22  0058   58260    3480    0        5.0      297.4     1.97e+04
2018 05 22  0059   58260    3540    0        4.7      298.7     2.23e+04
2018 05 22  0100   58260    3600    0        5.0      297.9     2.15e+04
2018 05 22  0101   58260    3660    0        4.8      299.9     2.03e+04
2018 05 22  0102   58260    3720    0        4.6      299.3     1.93e+04
2018 05 22  0103   58260    3780    0        4.4      298.8     1.96e+04
2018 05 22  0104   58260    3840    0        4.6      298.2     1.94e+04
2018 05 22  0105   58260    3900    0        4.2      298.1     1.80e+04
2018 05 22  0106   58260    3960    0        3.9      297.2     1.92e+04
2018 05 22  0107   58260    4020    0        4.2      295.4     2.27e+04
2018 05 22  0108   58260    4080    0        4.1      294.9     2.04e+04
2018 05 22  0109   58260    4140    0        3.8      295.3     1.54e+04
2018 05 22  0110   58260    4200    0        3.8      297.0     2.35e+04
2018 05 22  0111   58260    4260    0        4.0      296.5     2.19e+04
2018 05 22  0112   58260    4320    0        3.6      294.8     1.20e+04
2018 05 22  0113   58260    4380    0        4.0      297.3     2.31e+04
2018 05 22  0114   58260    4440    0        4.0      297.4     2.32e+04
2018 05 22  0115   58260    4500    0        4.2      296.6     2.36e+04
2018 05 22  0116   58260    4560    0        4.1      296.8     2.43e+04
2018 05 22  0117   58260    4620    0        4.0      297.4     2.39e+04
2018 05 22  0118   58260    4680    0        4.0      297.5     2.38e+04
2018 05 22  0119   58260    4740    0        4.2      298.4     2.54e+04
2018 05 22  0120   58260    4800    0        4.5      296.9     2.35e+04
2018 05 22  0121   58260    4860    0        4.3      296.1     2.28e+04
2018 05 22  0122   58260    4920    0        4.3      296.3     2.36e+04
2018 05 22  0123   58260    4980    0        4.5      296.6     2.43e+04
2018 05 22  0124   58260    5040    0        4.3      297.1     2.60e+04
2018 05 22  0125   58260    5100    0        4.4      296.0     2.62e+04
2018 05 22  0126   58260    5160    0        4.2      296.7     2.35e+04
2018 05 22  0127   58260    5220    0        4.2      295.6     1.90e+04
2018 05 22  0128   58260    5280    0        4.0      294.7     2.50e+04
2018 05 22  0129   58260    5340    0        4.9      296.6     2.57e+04
2018 05 22  0130   58260    5400    0        4.5      295.8     2.58e+04
2018 05 22  0131   58260    5460    0        4.7      294.4     2.12e+04
2018 05 22  0132   58260    5520    0        4.6      294.9     2.22e+04
2018 05 22  0133   58260    5580    0        4.6      296.7     2.16e+04
2018 05 22  0134   58260    5640    0        4.1      296.3     2.18e+04
2018 05 22  0135   58260    5700    0        4.3      295.0     2.28e+04
2018 05 22  0136   58260    5760    0        4.3      293.7     2.20e+04
2018 05 22  0137   58260    5820    0        4.3      293.6     2.02e+04
2018 05 22  0138   58260    5880    0        4.3      293.2     1.80e+04
2018 05 22  0139   58260    5940    0        4.1      292.0     1.69e+04
2018 05 22  0140   58260    6000    0        4.1      292.6     1.95e+04
2018 05 22  0141   58260    6060    0        4.2      294.4     2.27e+04
2018 05 22  0142   58260    6120    0        4.6      294.1     1.96e+04
2018 05 22  0143   58260    6180    0        4.2      294.6     2.05e+04
2018 05 22  0144   58260    6240    0        4.4      292.6     1.19e+04
2018 05 22  0145   58260    6300    0        4.0      294.2     2.27e+04
2018 05 22  0146   58260    6360    0        4.7      294.4     2.06e+04
2018 05 22  0147   58260    6420    0        4.4      296.0     2.34e+04
2018 05 22  0148   58260    6480    0        4.3      295.3     2.05e+04
2018 05 22  0149   58260    6540    0        4.0      295.0     2.32e+04
2018 05 22  0150   58260    6600    0        4.5      294.7     2.01e+04
2018 05 22  0151   58260    6660    0        4.7      294.5     1.84e+04
2018 05 22  0152   58260    6720    0        4.1      294.1     2.13e+04
2018 05 22  0153   58260    6780    0        4.2      294.3     2.18e+04
