:Data_list: 20111209_ace_mag_1m.txt
:Created: 2011 Dec 10 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2011 12 09  0000   55904       0    0     1.1    -3.1     2.4     4.1    36.9   289.2
2011 12 09  0001   55904      60    0     1.2    -3.4     1.8     4.0    27.3   289.1
2011 12 09  0002   55904     120    0     1.0    -3.1     2.3     4.0    35.1   288.6
2011 12 09  0003   55904     180    0     1.1    -3.1     2.3     4.1    35.3   290.0
2011 12 09  0004   55904     240    0     1.2    -3.3     2.0     4.0    30.3   289.9
2011 12 09  0005   55904     300    0     1.2    -3.5     1.7     4.0    24.9   288.4
2011 12 09  0006   55904     360    0     1.1    -3.6     1.5     4.0    21.5   286.6
2011 12 09  0007   55904     420    0     0.8    -3.7     1.5     4.0    21.6   282.7
2011 12 09  0008   55904     480    0     1.3    -3.8     0.9     4.1    12.7   289.4
2011 12 09  0009   55904     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2011 12 09  0010   55904     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2011 12 09  0011   55904     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2011 12 09  0012   55904     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2011 12 09  0013   55904     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2011 12 09  0014   55904     840    0     1.9    -2.9     2.3     4.2    32.9   302.8
2011 12 09  0015   55904     900    0     1.8    -2.7     2.7     4.2    39.7   303.0
2011 12 09  0016   55904     960    0     1.0    -3.8     1.1     4.1    15.5   284.5
2011 12 09  0017   55904    1020    0     1.7    -3.1     1.9     4.0    28.5   298.5
2011 12 09  0018   55904    1080    0     1.0    -4.1     0.5     4.2     7.3   284.0
2011 12 09  0019   55904    1140    0     1.2    -4.0     1.1     4.3    14.6   287.1
