:Data_list: 20100628_ace_swepam_1m.txt
:Created: 2010 Jun 29 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 06 28  0000   55375       0    0        2.7      507.4     2.06e+05
2010 06 28  0001   55375      60    0        1.6      511.6     1.53e+05
2010 06 28  0002   55375     120    1        2.3      503.0     1.59e+05
2010 06 28  0003   55375     180    0        2.3      502.6     1.48e+05
2010 06 28  0004   55375     240    1        2.3      496.5     1.61e+05
2010 06 28  0005   55375     300    1        1.8      499.6     1.67e+05
2010 06 28  0006   55375     360    1        2.3      497.4     1.49e+05
2010 06 28  0007   55375     420    0        2.1      505.3     2.19e+05
2010 06 28  0008   55375     480    3    -9999.9    -9999.9    -1.00e+05
2010 06 28  0009   55375     540    3    -9999.9    -9999.9    -1.00e+05
2010 06 28  0010   55375     600    1        1.7      489.6     7.12e+04
2010 06 28  0011   55375     660    0        2.3      509.6     1.90e+05
2010 06 28  0012   55375     720    0        1.9      536.1     1.43e+05
2010 06 28  0013   55375     780    0        1.8      539.9     1.38e+05
2010 06 28  0014   55375     840    0        1.8      539.9     1.38e+05
2010 06 28  0015   55375     900    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0016   55375     960    0        1.6      521.0     1.18e+05
2010 06 28  0017   55375    1020    0        1.1      502.3     7.45e+04
2010 06 28  0018   55375    1080    0        2.3      532.4     1.06e+05
2010 06 28  0019   55375    1140    0        1.7      523.6     1.23e+05
2010 06 28  0020   55375    1200    0        1.8      524.9     1.17e+05
2010 06 28  0021   55375    1260    0        1.8      523.5     1.28e+05
2010 06 28  0022   55375    1320    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0023   55375    1380    0        2.2      527.2     1.05e+05
2010 06 28  0024   55375    1440    0        2.0      526.7     1.33e+05
2010 06 28  0025   55375    1500    0        2.4      538.3     1.63e+05
2010 06 28  0026   55375    1560    0        1.4      526.1     1.32e+05
2010 06 28  0027   55375    1620    0        1.4      516.7     1.09e+05
2010 06 28  0028   55375    1680    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0029   55375    1740    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0030   55375    1800    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0031   55375    1860    0        1.5      520.8     1.22e+05
2010 06 28  0032   55375    1920    0        1.5      540.6     1.22e+05
2010 06 28  0033   55375    1980    0        1.7      535.1     1.14e+05
2010 06 28  0034   55375    2040    0        1.7      525.2     1.24e+05
2010 06 28  0035   55375    2100    0        1.6      524.1     1.22e+05
2010 06 28  0036   55375    2160    0        1.5      527.4     1.14e+05
2010 06 28  0037   55375    2220    0        1.7      521.3     1.29e+05
2010 06 28  0038   55375    2280    0        1.5      528.0     1.26e+05
2010 06 28  0039   55375    2340    0        1.5      531.4     1.18e+05
2010 06 28  0040   55375    2400    0        1.5      529.8     1.16e+05
2010 06 28  0041   55375    2460    0        1.3      537.7     1.03e+05
2010 06 28  0042   55375    2520    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0043   55375    2580    0        1.5      530.6     1.25e+05
2010 06 28  0044   55375    2640    0        1.3      533.7     1.12e+05
2010 06 28  0045   55375    2700    0        1.5      543.2     1.15e+05
2010 06 28  0046   55375    2760    0        1.5      543.2     1.15e+05
2010 06 28  0047   55375    2820    0        1.3      538.0     1.18e+05
2010 06 28  0048   55375    2880    0        2.3      519.0     1.24e+05
2010 06 28  0049   55375    2940    0        1.9      526.7     1.38e+05
2010 06 28  0050   55375    3000    0        2.0      527.8     1.48e+05
2010 06 28  0051   55375    3060    0        2.4      518.6     1.14e+05
2010 06 28  0052   55375    3120    0        2.6      520.3     1.37e+05
2010 06 28  0053   55375    3180    0        2.8      517.6     1.19e+05
2010 06 28  0054   55375    3240    0        2.4      515.5     1.37e+05
2010 06 28  0055   55375    3300    0        2.6      511.7     1.32e+05
2010 06 28  0056   55375    3360    0        2.6      513.6     1.26e+05
2010 06 28  0057   55375    3420    0        2.5      515.1     1.21e+05
2010 06 28  0058   55375    3480    0        2.5      514.2     1.26e+05
2010 06 28  0059   55375    3540    0        2.4      515.1     1.31e+05
2010 06 28  0100   55375    3600    0        2.1      516.0     1.51e+05
2010 06 28  0101   55375    3660    0        1.9      515.7     1.46e+05
2010 06 28  0102   55375    3720    0        1.9      515.7     1.46e+05
2010 06 28  0103   55375    3780    0        2.2      515.4     1.66e+05
2010 06 28  0104   55375    3840    0        2.4      515.0     1.25e+05
2010 06 28  0105   55375    3900    0        2.1      514.8     1.20e+05
2010 06 28  0106   55375    3960    0        2.2      515.5     1.32e+05
2010 06 28  0107   55375    4020    0        2.2      515.7     1.24e+05
2010 06 28  0108   55375    4080    0        2.0      516.9     1.37e+05
2010 06 28  0109   55375    4140    0        2.0      518.2     1.39e+05
2010 06 28  0110   55375    4200    0        2.1      516.6     1.27e+05
2010 06 28  0111   55375    4260    0        2.2      517.2     1.34e+05
2010 06 28  0112   55375    4320    0        1.9      518.4     1.20e+05
2010 06 28  0113   55375    4380    0        2.1      517.9     1.35e+05
2010 06 28  0114   55375    4440    0        1.9      528.2     1.14e+05
2010 06 28  0115   55375    4500    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0116   55375    4560    0        1.7      528.1     1.20e+05
2010 06 28  0117   55375    4620    0        1.8      527.4     1.23e+05
2010 06 28  0118   55375    4680    0        1.8      527.4     1.23e+05
2010 06 28  0119   55375    4740    0        2.1      529.6     1.36e+05
2010 06 28  0120   55375    4800    0        1.9      534.6     1.34e+05
2010 06 28  0121   55375    4860    0        2.1      527.1     1.39e+05
2010 06 28  0122   55375    4920    0        2.0      536.5     1.32e+05
2010 06 28  0123   55375    4980    0        1.9      530.0     1.26e+05
2010 06 28  0124   55375    5040    0        1.9      508.1     1.33e+05
2010 06 28  0125   55375    5100    1        2.9      493.6     1.26e+05
2010 06 28  0126   55375    5160    0        2.3      503.8     1.26e+05
2010 06 28  0127   55375    5220    0        2.6      501.7     1.14e+05
2010 06 28  0128   55375    5280    0        2.2      505.9     1.43e+05
2010 06 28  0129   55375    5340    0        2.1      507.6     1.48e+05
2010 06 28  0130   55375    5400    1        2.3      501.1     1.26e+05
2010 06 28  0131   55375    5460    1        2.4      502.6     1.44e+05
2010 06 28  0132   55375    5520    1        2.7      499.8     1.26e+05
2010 06 28  0133   55375    5580    0        2.6      502.2     1.33e+05
2010 06 28  0134   55375    5640    0        2.6      502.2     1.33e+05
2010 06 28  0135   55375    5700    0        2.3      503.4     1.32e+05
2010 06 28  0136   55375    5760    0        2.7      501.6     1.17e+05
2010 06 28  0137   55375    5820    0        2.3      499.7     1.24e+05
2010 06 28  0138   55375    5880    0        2.2      504.4     1.18e+05
2010 06 28  0139   55375    5940    0        2.2      505.4     1.23e+05
2010 06 28  0140   55375    6000    0        1.9      510.3     1.28e+05
2010 06 28  0141   55375    6060    0        1.8      506.3     1.28e+05
2010 06 28  0142   55375    6120    0        1.8      509.5     1.21e+05
2010 06 28  0143   55375    6180    0        1.8      509.8     1.18e+05
2010 06 28  0144   55375    6240    0        1.8      515.4     1.15e+05
2010 06 28  0145   55375    6300    0        1.6      510.2     1.21e+05
2010 06 28  0146   55375    6360    0        1.9      515.5     1.22e+05
2010 06 28  0147   55375    6420    0        1.9      507.5     1.42e+05
2010 06 28  0148   55375    6480    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0149   55375    6540    0        1.6      517.1     1.45e+05
2010 06 28  0150   55375    6600    0        1.6      517.1     1.45e+05
2010 06 28  0151   55375    6660    0        1.4      519.7     1.39e+05
2010 06 28  0152   55375    6720    0        1.3      530.9     1.24e+05
2010 06 28  0153   55375    6780    0        1.4      516.9     1.17e+05
2010 06 28  0154   55375    6840    0        2.3      528.3     1.60e+05
2010 06 28  0155   55375    6900    0        1.6      529.2     1.06e+05
2010 06 28  0156   55375    6960    0        1.8      517.6     1.28e+05
2010 06 28  0157   55375    7020    0        1.4      522.5     1.27e+05
2010 06 28  0158   55375    7080    0        1.3      524.2     1.18e+05
2010 06 28  0159   55375    7140    0        1.4      521.7     1.35e+05
2010 06 28  0200   55375    7200    0        1.0      519.7     1.42e+05
2010 06 28  0201   55375    7260    0        1.9      509.8     1.25e+05
2010 06 28  0202   55375    7320    0        1.7      512.7     1.21e+05
2010 06 28  0203   55375    7380    0        1.9      510.3     1.14e+05
2010 06 28  0204   55375    7440    0        2.1      516.6     1.07e+05
2010 06 28  0205   55375    7500    0        2.1      509.4     1.14e+05
2010 06 28  0206   55375    7560    0        2.1      509.4     1.14e+05
2010 06 28  0207   55375    7620    0        2.1      506.0     1.26e+05
2010 06 28  0208   55375    7680    0        2.1      509.7     1.36e+05
2010 06 28  0209   55375    7740    0        1.9      524.8     1.51e+05
2010 06 28  0210   55375    7800    0        2.3      527.5     1.82e+05
2010 06 28  0211   55375    7860    0        2.3      521.0     1.70e+05
2010 06 28  0212   55375    7920    0        2.4      524.4     1.37e+05
2010 06 28  0213   55375    7980    0        2.4      525.2     1.31e+05
2010 06 28  0214   55375    8040    0        2.4      521.9     1.35e+05
2010 06 28  0215   55375    8100    0        2.2      526.2     1.65e+05
2010 06 28  0216   55375    8160    0        2.6      524.8     1.39e+05
2010 06 28  0217   55375    8220    0        2.0      529.3     1.50e+05
2010 06 28  0218   55375    8280    0        2.7      531.3     1.35e+05
2010 06 28  0219   55375    8340    0        2.2      525.7     1.42e+05
2010 06 28  0220   55375    8400    0        2.5      528.4     1.32e+05
2010 06 28  0221   55375    8460    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0222   55375    8520    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0223   55375    8580    0        2.7      524.1     1.38e+05
2010 06 28  0224   55375    8640    0        2.6      524.8     1.30e+05
2010 06 28  0225   55375    8700    0        2.7      522.4     1.36e+05
2010 06 28  0226   55375    8760    0        2.3      516.2     1.59e+05
2010 06 28  0227   55375    8820    1        2.9      510.3     1.52e+05
2010 06 28  0228   55375    8880    0        2.8      518.2     1.39e+05
2010 06 28  0229   55375    8940    0        2.7      520.0     1.38e+05
2010 06 28  0230   55375    9000    0        2.6      511.0     1.47e+05
2010 06 28  0231   55375    9060    0        2.3      512.0     1.45e+05
2010 06 28  0232   55375    9120    0        2.7      524.8     1.38e+05
2010 06 28  0233   55375    9180    0        2.2      513.0     1.43e+05
2010 06 28  0234   55375    9240    0        2.3      513.0     1.48e+05
2010 06 28  0235   55375    9300    0        2.2      509.5     1.54e+05
2010 06 28  0236   55375    9360    0        2.1      507.6     1.18e+05
2010 06 28  0237   55375    9420    0        2.2      509.5     1.38e+05
2010 06 28  0238   55375    9480    0        2.2      509.5     1.38e+05
2010 06 28  0239   55375    9540    0        2.0      507.8     1.27e+05
2010 06 28  0240   55375    9600    0        2.2      504.3     1.33e+05
2010 06 28  0241   55375    9660    0        2.4      507.5     1.41e+05
2010 06 28  0242   55375    9720    0        2.2      506.1     1.36e+05
2010 06 28  0243   55375    9780    0        2.2      511.0     1.26e+05
2010 06 28  0244   55375    9840    1        2.1      510.8     1.60e+05
2010 06 28  0245   55375    9900    0        2.4      508.5     1.43e+05
2010 06 28  0246   55375    9960    0        2.3      507.1     1.37e+05
2010 06 28  0247   55375   10020    0        2.0      506.7     1.15e+05
2010 06 28  0248   55375   10080    0        1.9      507.6     1.18e+05
2010 06 28  0249   55375   10140    0        2.0      510.9     1.23e+05
2010 06 28  0250   55375   10200    0        1.8      507.9     1.10e+05
2010 06 28  0251   55375   10260    0        2.1      509.2     1.19e+05
2010 06 28  0252   55375   10320    0        1.8      515.4     1.20e+05
2010 06 28  0253   55375   10380    0        1.9      518.3     1.21e+05
2010 06 28  0254   55375   10440    0        1.9      518.3     1.21e+05
2010 06 28  0255   55375   10500    9    -9999.9    -9999.9    -1.00e+05
2010 06 28  0256   55375   10560    0        2.2      514.7     1.32e+05
2010 06 28  0257   55375   10620    0        2.3      514.9     1.26e+05
2010 06 28  0258   55375   10680    0        2.4      514.0     1.16e+05
2010 06 28  0259   55375   10740    0        2.1      513.6     1.30e+05
2010 06 28  0300   55375   10800    0        2.3      510.8     1.17e+05
2010 06 28  0301   55375   10860    0        2.2      506.8     1.10e+05
2010 06 28  0302   55375   10920    0        2.3      505.7     1.25e+05
2010 06 28  0303   55375   10980    0        2.0      515.7     1.37e+05
2010 06 28  0304   55375   11040    0        2.5      514.4     1.35e+05
2010 06 28  0305   55375   11100    0        2.2      510.7     1.13e+05
2010 06 28  0306   55375   11160    0        2.4      507.2     1.19e+05
2010 06 28  0307   55375   11220    0        2.8      505.4     1.39e+05
