:Data_list: 20081207_ace_swepam_1m.txt
:Created: 2008 Dec 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2008 12 07  0000   54807       0    0        0.7      558.9     1.92e+05
2008 12 07  0001   54807      60    0        0.7      557.4     1.99e+05
2008 12 07  0002   54807     120    0        0.7      561.0     1.92e+05
2008 12 07  0003   54807     180    0        0.7      552.8     1.83e+05
2008 12 07  0004   54807     240    0        0.7      554.1     1.92e+05
2008 12 07  0005   54807     300    0        0.7      551.7     1.89e+05
2008 12 07  0006   54807     360    0        0.7      551.7     1.89e+05
2008 12 07  0007   54807     420    0        0.7      553.9     2.01e+05
2008 12 07  0008   54807     480    0        0.7      553.2     1.98e+05
2008 12 07  0009   54807     540    0        0.7      551.7     1.99e+05
2008 12 07  0010   54807     600    0        0.7      552.2     1.94e+05
2008 12 07  0011   54807     660    1        0.7      550.3     1.82e+05
2008 12 07  0012   54807     720    0        0.7      548.7     1.98e+05
2008 12 07  0013   54807     780    0        0.8      556.7     1.93e+05
2008 12 07  0014   54807     840    0        0.7      555.5     1.92e+05
2008 12 07  0015   54807     900    0        0.8      556.2     1.88e+05
2008 12 07  0016   54807     960    0        0.7      551.0     1.87e+05
2008 12 07  0017   54807    1020    1        0.6      548.9     2.06e+05
2008 12 07  0018   54807    1080    1        0.7      549.0     2.18e+05
2008 12 07  0019   54807    1140    0        0.7      544.9     1.71e+05
2008 12 07  0020   54807    1200    0        0.5      555.6     2.41e+05
2008 12 07  0021   54807    1260    0        0.6      550.3     2.36e+05
2008 12 07  0022   54807    1320    0        0.6      550.3     2.36e+05
2008 12 07  0023   54807    1380    1        0.7      546.5     2.20e+05
2008 12 07  0024   54807    1440    1    -9999.9    -9999.9    -1.00e+05
2008 12 07  0025   54807    1500    1        0.7      548.7     2.12e+05
2008 12 07  0026   54807    1560    0        0.6      551.2     2.10e+05
2008 12 07  0027   54807    1620    0        0.7      547.1     2.12e+05
2008 12 07  0028   54807    1680    1        0.7      547.3     2.11e+05
2008 12 07  0029   54807    1740    1        0.7      543.7     1.98e+05
2008 12 07  0030   54807    1800    0        0.6      551.4     1.96e+05
2008 12 07  0031   54807    1860    0        0.7      541.6     1.84e+05
2008 12 07  0032   54807    1920    0        0.6      548.4     2.05e+05
2008 12 07  0033   54807    1980    0        0.6      553.4     1.60e+05
2008 12 07  0034   54807    2040    0        0.6      560.6     1.81e+05
2008 12 07  0035   54807    2100    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0036   54807    2160    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0037   54807    2220    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0038   54807    2280    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0039   54807    2340    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0040   54807    2400    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0041   54807    2460    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0042   54807    2520    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0043   54807    2580    0        0.7      557.5     1.88e+05
2008 12 07  0044   54807    2640    0        0.7      559.4     1.80e+05
2008 12 07  0045   54807    2700    0        0.6      559.2     1.93e+05
2008 12 07  0046   54807    2760    0        0.7      562.4     1.88e+05
2008 12 07  0047   54807    2820    0        0.7      563.1     1.95e+05
2008 12 07  0048   54807    2880    0        0.7      561.7     1.82e+05
2008 12 07  0049   54807    2940    0        0.7      561.4     1.76e+05
2008 12 07  0050   54807    3000    0        0.7      561.2     1.69e+05
2008 12 07  0051   54807    3060    0        0.7      561.5     1.84e+05
2008 12 07  0052   54807    3120    0        0.6      566.3     1.63e+05
2008 12 07  0053   54807    3180    0        0.6      568.2     1.58e+05
2008 12 07  0054   54807    3240    0        0.6      568.2     1.58e+05
2008 12 07  0055   54807    3300    0        0.6      566.4     1.77e+05
2008 12 07  0056   54807    3360    0        0.6      565.1     1.84e+05
2008 12 07  0057   54807    3420    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0058   54807    3480    0        0.7      545.3     1.70e+05
2008 12 07  0059   54807    3540    0        0.6      547.3     1.79e+05
2008 12 07  0100   54807    3600    0        0.6      549.0     1.87e+05
2008 12 07  0101   54807    3660    0        0.6      548.0     1.76e+05
2008 12 07  0102   54807    3720    0        0.8      543.7     1.96e+05
2008 12 07  0103   54807    3780    0        0.7      554.2     1.96e+05
2008 12 07  0104   54807    3840    0        0.8      555.2     1.82e+05
2008 12 07  0105   54807    3900    0        0.7      558.9     1.82e+05
2008 12 07  0106   54807    3960    0        0.7      563.7     1.92e+05
2008 12 07  0107   54807    4020    0        0.8      569.3     2.01e+05
2008 12 07  0108   54807    4080    0        0.6      565.5     1.82e+05
2008 12 07  0109   54807    4140    0        0.7      566.4     1.69e+05
2008 12 07  0110   54807    4200    0        0.7      566.4     1.69e+05
2008 12 07  0111   54807    4260    0        0.6      566.8     2.12e+05
2008 12 07  0112   54807    4320    0        0.7      559.8     1.84e+05
2008 12 07  0113   54807    4380    0        0.8      567.4     1.92e+05
2008 12 07  0114   54807    4440    0        0.7      564.6     1.87e+05
2008 12 07  0115   54807    4500    0        0.7      563.8     1.88e+05
2008 12 07  0116   54807    4560    0        0.7      558.9     1.83e+05
2008 12 07  0117   54807    4620    0        0.7      560.0     1.90e+05
2008 12 07  0118   54807    4680    0        0.7      552.7     1.85e+05
2008 12 07  0119   54807    4740    0        0.6      552.4     1.77e+05
2008 12 07  0120   54807    4800    0        0.6      550.8     1.84e+05
2008 12 07  0121   54807    4860    0        0.7      553.5     1.64e+05
2008 12 07  0122   54807    4920    0        0.7      552.5     1.78e+05
2008 12 07  0123   54807    4980    0        0.7      549.6     1.84e+05
2008 12 07  0124   54807    5040    0        0.6      547.4     1.69e+05
2008 12 07  0125   54807    5100    0        0.6      547.9     1.86e+05
2008 12 07  0126   54807    5160    0        0.6      547.9     1.86e+05
2008 12 07  0127   54807    5220    0        0.6      546.8     1.72e+05
2008 12 07  0128   54807    5280    0        0.6      548.6     1.71e+05
2008 12 07  0129   54807    5340    0        0.6      555.1     1.64e+05
2008 12 07  0130   54807    5400    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0131   54807    5460    0        0.6      556.9     1.74e+05
2008 12 07  0132   54807    5520    0        0.7      548.4     1.57e+05
2008 12 07  0133   54807    5580    0        0.6      549.3     1.49e+05
2008 12 07  0134   54807    5640    0        0.5      544.3     1.46e+05
2008 12 07  0135   54807    5700    0        0.6      547.2     1.28e+05
2008 12 07  0136   54807    5760    1        0.5      544.9     1.51e+05
2008 12 07  0137   54807    5820    0        0.5      547.4     1.62e+05
2008 12 07  0138   54807    5880    0        0.6      552.3     1.28e+05
2008 12 07  0139   54807    5940    0        0.6      550.4     1.35e+05
2008 12 07  0140   54807    6000    0        0.5      544.5     1.32e+05
2008 12 07  0141   54807    6060    0        0.6      549.3     1.30e+05
2008 12 07  0142   54807    6120    0        0.6      549.3     1.30e+05
2008 12 07  0143   54807    6180    0        0.5      556.6     1.39e+05
2008 12 07  0144   54807    6240    0        0.5      555.8     1.40e+05
2008 12 07  0145   54807    6300    0        0.7      558.5     1.21e+05
2008 12 07  0146   54807    6360    0        0.5      562.2     1.26e+05
2008 12 07  0147   54807    6420    0        0.5      556.5     1.43e+05
2008 12 07  0148   54807    6480    0        0.5      561.5     1.52e+05
2008 12 07  0149   54807    6540    0        0.4      547.2     2.07e+05
2008 12 07  0150   54807    6600    0        0.5      548.5     1.77e+05
2008 12 07  0151   54807    6660    0        0.5      551.5     1.62e+05
2008 12 07  0152   54807    6720    0        0.4      544.2     1.65e+05
2008 12 07  0153   54807    6780    0        0.5      542.4     1.49e+05
2008 12 07  0154   54807    6840    1        0.6      547.2     1.48e+05
2008 12 07  0155   54807    6900    0        0.5      552.2     1.69e+05
2008 12 07  0156   54807    6960    0        0.5      546.4     1.39e+05
2008 12 07  0157   54807    7020    0        0.5      546.1     1.51e+05
2008 12 07  0158   54807    7080    0        0.5      546.1     1.51e+05
2008 12 07  0159   54807    7140    0        0.5      551.6     1.64e+05
2008 12 07  0200   54807    7200    0        0.4      547.0     1.60e+05
2008 12 07  0201   54807    7260    0        0.4      547.5     1.75e+05
2008 12 07  0202   54807    7320    0        0.4      550.0     1.92e+05
2008 12 07  0203   54807    7380    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0204   54807    7440    0        0.4      543.2     1.90e+05
2008 12 07  0205   54807    7500    0        0.5      541.5     1.97e+05
2008 12 07  0206   54807    7560    1        0.5      543.2     2.21e+05
2008 12 07  0207   54807    7620    0        0.4      546.1     2.03e+05
2008 12 07  0208   54807    7680    0        0.5      544.1     1.74e+05
2008 12 07  0209   54807    7740    0        0.4      538.5     1.51e+05
2008 12 07  0210   54807    7800    0        0.4      541.7     1.61e+05
2008 12 07  0211   54807    7860    0        0.5      545.0     1.55e+05
2008 12 07  0212   54807    7920    0        0.5      545.3     2.05e+05
2008 12 07  0213   54807    7980    0        0.7      551.0     1.40e+05
2008 12 07  0214   54807    8040    0        0.7      551.0     1.40e+05
2008 12 07  0215   54807    8100    0        0.5      546.0     1.71e+05
2008 12 07  0216   54807    8160    0        0.4      537.5     1.61e+05
2008 12 07  0217   54807    8220    0        0.5      542.3     1.66e+05
2008 12 07  0218   54807    8280    0        0.4      546.1     1.69e+05
2008 12 07  0219   54807    8340    0        0.4      543.5     2.07e+05
2008 12 07  0220   54807    8400    0        0.5      545.6     1.67e+05
2008 12 07  0221   54807    8460    0        0.5      538.5     1.66e+05
2008 12 07  0222   54807    8520    0        0.5      541.7     1.32e+05
2008 12 07  0223   54807    8580    0        0.5      542.2     1.40e+05
2008 12 07  0224   54807    8640    0        0.4      544.4     1.33e+05
2008 12 07  0225   54807    8700    0        0.4      541.3     1.35e+05
2008 12 07  0226   54807    8760    0        0.4      542.4     1.40e+05
2008 12 07  0227   54807    8820    0        0.4      545.2     1.40e+05
2008 12 07  0228   54807    8880    0        0.4      547.6     1.43e+05
2008 12 07  0229   54807    8940    0        0.4      547.7     1.35e+05
2008 12 07  0230   54807    9000    0        0.4      547.7     1.35e+05
2008 12 07  0231   54807    9060    0        0.4      553.9     1.42e+05
2008 12 07  0232   54807    9120    0        0.4      553.0     1.28e+05
2008 12 07  0233   54807    9180    0        0.4      552.1     1.35e+05
2008 12 07  0234   54807    9240    0        0.7      551.8     1.13e+05
2008 12 07  0235   54807    9300    0        0.4      553.3     1.42e+05
2008 12 07  0236   54807    9360    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0237   54807    9420    0        0.4      552.4     1.55e+05
2008 12 07  0238   54807    9480    0        0.6      555.8     1.31e+05
2008 12 07  0239   54807    9540    0        0.4      556.6     1.39e+05
2008 12 07  0240   54807    9600    0        0.5      554.8     1.16e+05
2008 12 07  0241   54807    9660    0        0.4      557.6     1.17e+05
2008 12 07  0242   54807    9720    0        0.4      553.8     1.14e+05
2008 12 07  0243   54807    9780    0        0.4      553.1     1.34e+05
2008 12 07  0244   54807    9840    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0245   54807    9900    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0246   54807    9960    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0247   54807   10020    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0248   54807   10080    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0249   54807   10140    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0250   54807   10200    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0251   54807   10260    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0252   54807   10320    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0253   54807   10380    9    -9999.9    -9999.9    -1.00e+05
2008 12 07  0254   54807   10440    9    -9999.9    -9999.9    -1.00e+05
