:Data_list: 20100527_ace_mag_1m.txt
:Created: 2010 May 28 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2010 05 27  0000   55343       0    0     2.2    -0.7     2.3     3.2    45.4   342.5
2010 05 27  0001   55343      60    0     2.2    -0.0     3.0     3.7    53.8   359.6
2010 05 27  0002   55343     120    0     1.6     0.5     2.7     3.2    58.3    18.2
2010 05 27  0003   55343     180    0     1.4     1.2     2.9     3.4    57.1    40.8
2010 05 27  0004   55343     240    0     0.6     2.1     2.2     3.1    46.2    73.7
2010 05 27  0005   55343     300    0    -1.5     2.8     1.6     3.5    26.1   118.2
2010 05 27  0006   55343     360    0    -0.7     2.6     2.0     3.4    35.9   105.0
2010 05 27  0007   55343     420    0     0.4     2.3     2.4     3.4    45.5    79.5
2010 05 27  0008   55343     480    0     0.3     1.8     2.4     3.1    52.6    79.7
2010 05 27  0009   55343     540    0     1.4     1.0     2.1     2.7    50.1    35.5
2010 05 27  0010   55343     600    0     1.3     0.9     2.3     2.8    55.7    35.6
2010 05 27  0011   55343     660    0     1.8    -0.6     2.1     2.8    48.4   340.0
2010 05 27  0012   55343     720    0     2.1    -1.5     1.7     3.1    34.3   324.4
2010 05 27  0013   55343     780    0     2.3    -1.9     1.6     3.4    27.6   319.9
2010 05 27  0014   55343     840    0     2.5    -2.1     1.6     3.6    27.1   320.3
2010 05 27  0015   55343     900    0     2.4    -2.3     1.6     3.7    25.1   317.1
2010 05 27  0016   55343     960    0     2.3    -2.3     1.5     3.6    24.3   315.0
2010 05 27  0017   55343    1020    0     2.4    -2.5     1.4     3.8    21.9   313.6
2010 05 27  0018   55343    1080    0     2.7    -2.2     1.7     3.9    26.7   320.0
2010 05 27  0019   55343    1140    0     2.6    -2.1     1.9     3.8    29.5   321.9
2010 05 27  0020   55343    1200    0     2.7    -2.2     1.9     4.0    28.8   320.6
2010 05 27  0021   55343    1260    0     3.0    -3.2     0.4     4.4     5.2   312.8
2010 05 27  0022   55343    1320    0     2.8    -3.1     0.7     4.2     9.8   312.6
2010 05 27  0023   55343    1380    0     2.9    -2.9     0.8     4.2    11.6   314.9
2010 05 27  0024   55343    1440    0     3.0    -2.9     1.0     4.3    14.1   315.3
2010 05 27  0025   55343    1500    0     2.8    -3.2     0.9     4.3    12.6   311.3
2010 05 27  0026   55343    1560    0     2.8    -3.1     1.1     4.3    14.1   312.3
2010 05 27  0027   55343    1620    0     2.6    -3.2     1.2     4.3    15.8   309.8
2010 05 27  0028   55343    1680    0     2.3    -3.4     1.3     4.3    17.3   304.8
2010 05 27  0029   55343    1740    0     2.3    -3.3     1.4     4.2    18.9   305.2
2010 05 27  0030   55343    1800    0     2.4    -3.0     1.2     4.0    17.4   309.5
2010 05 27  0031   55343    1860    0     2.2    -3.0     1.4     4.0    20.7   306.6
2010 05 27  0032   55343    1920    0     2.4    -3.0     1.2     4.0    17.5   307.9
2010 05 27  0033   55343    1980    0     2.3    -2.9     1.2     3.9    18.1   308.7
2010 05 27  0034   55343    2040    0     2.2    -3.0     1.5     4.0    21.5   305.7
2010 05 27  0035   55343    2100    0     2.2    -2.9     1.6     3.9    23.4   306.8
2010 05 27  0036   55343    2160    0     2.6    -2.8     1.0     3.9    14.7   312.6
2010 05 27  0037   55343    2220    0     2.3    -2.8     1.4     3.9    21.6   310.0
2010 05 27  0038   55343    2280    0     2.2    -2.6     1.9     3.9    28.4   310.2
2010 05 27  0039   55343    2340    0     2.5    -2.5     1.4     3.8    21.8   315.4
2010 05 27  0040   55343    2400    0     2.5    -2.5     1.4     3.8    21.7   315.7
2010 05 27  0041   55343    2460    0     2.6    -2.5     1.4     3.9    20.9   315.9
2010 05 27  0042   55343    2520    0     2.4    -2.5     1.6     3.8    25.4   313.7
2010 05 27  0043   55343    2580    0     2.3    -2.5     1.7     3.8    27.0   312.8
2010 05 27  0044   55343    2640    0     2.4    -2.5     1.6     3.8    24.5   313.0
2010 05 27  0045   55343    2700    0     2.4    -2.6     1.6     3.9    24.1   312.3
2010 05 27  0046   55343    2760    0     2.3    -2.6     1.7     3.9    26.9   311.1
2010 05 27  0047   55343    2820    0     2.2    -2.7     1.7     3.8    26.0   309.7
2010 05 27  0048   55343    2880    0     2.1    -2.7     1.7     3.9    26.7   308.2
2010 05 27  0049   55343    2940    0     2.3    -2.9     1.4     3.9    20.9   308.4
2010 05 27  0050   55343    3000    0     2.5    -2.9     1.3     4.1    18.9   310.0
2010 05 27  0051   55343    3060    0     2.5    -2.9     1.3     4.1    19.0   310.1
2010 05 27  0052   55343    3120    0     2.5    -2.8     1.1     3.9    16.5   311.1
2010 05 27  0053   55343    3180    0     2.5    -2.8     1.3     4.0    18.8   312.0
2010 05 27  0054   55343    3240    0     2.6    -2.6     1.5     4.0    22.8   314.3
2010 05 27  0055   55343    3300    0     2.5    -2.8     1.5     4.1    22.4   311.2
2010 05 27  0056   55343    3360    0     2.4    -3.0     1.2     4.0    18.1   308.7
2010 05 27  0057   55343    3420    0     2.4    -3.3     1.1     4.2    15.6   306.2
2010 05 27  0058   55343    3480    0     2.3    -3.0     1.0     3.9    15.4   307.5
2010 05 27  0059   55343    3540    0     2.3    -2.5     1.4     3.7    21.7   312.9
2010 05 27  0100   55343    3600    0     1.5    -3.4    -0.1     3.7    -1.8   293.1
2010 05 27  0101   55343    3660    0     1.5    -3.4     0.4     3.8     6.8   292.8
2010 05 27  0102   55343    3720    0     1.7    -3.2     1.1     3.8    16.0   298.0
2010 05 27  0103   55343    3780    0     2.3    -3.0     1.3     4.0    18.2   307.3
2010 05 27  0104   55343    3840    0     2.8    -2.9     1.4     4.3    19.6   314.5
2010 05 27  0105   55343    3900    0     3.1    -3.0     1.7     4.6    21.0   316.1
2010 05 27  0106   55343    3960    0     3.2    -2.9     1.7     4.6    20.9   317.1
2010 05 27  0107   55343    4020    0     3.1    -2.8     1.6     4.5    21.5   318.2
2010 05 27  0108   55343    4080    0     3.2    -2.9     1.7     4.6    21.3   317.8
2010 05 27  0109   55343    4140    0     3.2    -2.7     1.7     4.5    22.3   320.6
2010 05 27  0110   55343    4200    0     3.2    -2.8     1.7     4.6    21.7   319.1
2010 05 27  0111   55343    4260    0     3.0    -2.9     1.6     4.5    21.4   316.3
2010 05 27  0112   55343    4320    0     3.0    -2.9     1.7     4.5    22.0   316.3
2010 05 27  0113   55343    4380    0     3.0    -2.7     1.8     4.4    23.3   318.2
2010 05 27  0114   55343    4440    0     3.1    -2.1     1.8     4.2    25.3   325.3
2010 05 27  0115   55343    4500    0     3.3    -1.7     2.4     4.5    32.9   332.9
2010 05 27  0116   55343    4560    0     3.3    -1.9     2.3     4.5    31.6   330.1
2010 05 27  0117   55343    4620    0     3.4    -1.8     2.2     4.5    29.5   331.7
2010 05 27  0118   55343    4680    0     3.3    -1.9     2.3     4.5    31.4   330.6
2010 05 27  0119   55343    4740    0     3.3    -1.8     2.4     4.5    32.3   330.9
2010 05 27  0120   55343    4800    0     3.4    -1.6     2.4     4.5    32.8   334.8
2010 05 27  0121   55343    4860    0     3.5    -1.5     2.3     4.4    31.8   337.3
2010 05 27  0122   55343    4920    0     3.4    -1.7     2.3     4.5    31.5   333.5
2010 05 27  0123   55343    4980    0     3.4    -1.7     2.2     4.4    29.7   333.2
2010 05 27  0124   55343    5040    0     3.2    -2.0     2.3     4.4    31.2   328.7
2010 05 27  0125   55343    5100    0     3.5    -1.8     2.2     4.5    29.3   333.0
2010 05 27  0126   55343    5160    0     3.5    -1.6     2.3     4.5    31.1   336.2
2010 05 27  0127   55343    5220    0     3.5    -1.6     2.5     4.6    33.6   336.1
2010 05 27  0128   55343    5280    0     3.7    -1.5     2.4     4.7    30.7   338.6
2010 05 27  0129   55343    5340    0     3.7    -1.5     2.5     4.7    31.5   337.7
2010 05 27  0130   55343    5400    0     3.8    -1.5     2.5     4.8    31.9   338.2
2010 05 27  0131   55343    5460    0     3.5    -1.3     2.4     4.5    33.1   340.0
2010 05 27  0132   55343    5520    0     3.5    -1.4     2.4     4.5    32.8   337.8
2010 05 27  0133   55343    5580    0     3.2    -1.8     2.2     4.3    30.8   331.5
2010 05 27  0134   55343    5640    0     3.3    -1.7     2.3     4.3    32.1   332.8
2010 05 27  0135   55343    5700    0     3.4    -1.6     2.3     4.4    31.2   334.5
2010 05 27  0136   55343    5760    0     3.6    -1.7     2.4     4.6    30.6   335.4
2010 05 27  0137   55343    5820    0     3.6    -1.7     2.2     4.6    29.3   334.5
2010 05 27  0138   55343    5880    0     3.4    -1.7     2.1     4.4    29.2   333.5
2010 05 27  0139   55343    5940    0     3.4    -1.8     2.2     4.5    29.8   332.4
2010 05 27  0140   55343    6000    0     3.4    -1.8     2.2     4.4    29.5   332.1
2010 05 27  0141   55343    6060    0     3.4    -2.0     2.2     4.5    28.7   329.5
2010 05 27  0142   55343    6120    0     3.5    -1.9     2.2     4.5    29.3   330.9
2010 05 27  0143   55343    6180    0     3.3    -2.3     2.1     4.6    27.4   325.0
2010 05 27  0144   55343    6240    0     3.5    -2.4     2.1     4.8    26.8   325.0
2010 05 27  0145   55343    6300    0     3.5    -2.4     2.1     4.7    26.2   325.4
2010 05 27  0146   55343    6360    0     3.4    -2.7     1.9     4.8    23.5   321.4
2010 05 27  0147   55343    6420    0     3.4    -2.6     2.2     4.8    27.4   323.1
2010 05 27  0148   55343    6480    0     3.5    -2.0     2.8     4.9    35.2   330.6
2010 05 27  0149   55343    6540    0     3.4    -2.6     2.4     4.9    29.8   323.1
2010 05 27  0150   55343    6600    0     3.4    -2.6     2.5     4.9    30.1   322.9
2010 05 27  0151   55343    6660    0     3.5    -2.6     2.4     5.0    28.5   324.0
2010 05 27  0152   55343    6720    0     3.6    -2.2     2.5     4.9    30.7   328.1
2010 05 27  0153   55343    6780    0     3.7    -2.0     2.6     4.9    31.4   332.1
2010 05 27  0154   55343    6840    0     3.6    -1.6     2.6     4.7    32.8   336.9
2010 05 27  0155   55343    6900    0     3.5    -1.5     2.5     4.6    33.5   337.0
2010 05 27  0156   55343    6960    0     3.5    -1.8     2.4     4.6    31.5   332.2
2010 05 27  0157   55343    7020    0     3.7    -1.4     2.5     4.7    32.7   339.9
2010 05 27  0158   55343    7080    0     3.8    -1.2     2.5     4.7    32.0   342.3
2010 05 27  0159   55343    7140    0     3.8    -1.1     2.5     4.7    32.2   343.5
2010 05 27  0200   55343    7200    0     3.9    -1.0     2.4     4.6    30.9   345.7
2010 05 27  0201   55343    7260    0     3.8    -1.0     2.4     4.6    31.2   345.6
2010 05 27  0202   55343    7320    0     3.7    -1.2     2.5     4.6    32.6   342.4
2010 05 27  0203   55343    7380    0     3.2    -2.2     2.7     4.8    34.8   325.4
2010 05 27  0204   55343    7440    0     3.3    -2.1     2.7     4.8    33.9   327.5
2010 05 27  0205   55343    7500    0     3.5    -1.8     2.6     4.8    33.8   333.1
2010 05 27  0206   55343    7560    0     3.5    -1.8     2.7     4.8    34.9   333.1
2010 05 27  0207   55343    7620    0     3.6    -1.7     2.7     4.8    34.3   335.2
2010 05 27  0208   55343    7680    0     3.5    -1.6     2.7     4.7    34.5   336.0
2010 05 27  0209   55343    7740    0     3.5    -1.7     2.7     4.7    35.1   334.7
2010 05 27  0210   55343    7800    0     3.5    -1.6     2.7     4.7    34.9   335.4
2010 05 27  0211   55343    7860    0     3.7    -1.0     2.7     4.6    35.1   344.9
2010 05 27  0212   55343    7920    0     3.5    -1.3     2.7     4.6    35.5   339.8
2010 05 27  0213   55343    7980    0     3.5    -1.4     2.5     4.6    33.5   337.8
2010 05 27  0214   55343    8040    0     3.5    -1.5     2.6     4.6    34.0   336.6
2010 05 27  0215   55343    8100    0     3.5    -1.6     2.6     4.6    33.8   335.5
2010 05 27  0216   55343    8160    0     3.5    -1.8     2.5     4.6    32.2   333.1
2010 05 27  0217   55343    8220    0     3.4    -1.7     2.5     4.6    33.7   332.9
2010 05 27  0218   55343    8280    0     3.5    -1.7     2.4     4.5    31.9   333.7
2010 05 27  0219   55343    8340    0     3.5    -1.7     2.4     4.6    31.1   334.8
2010 05 27  0220   55343    8400    0     3.3    -2.0     2.3     4.5    30.1   329.2
2010 05 27  0221   55343    8460    0     3.3    -2.2     2.1     4.5    28.3   326.2
2010 05 27  0222   55343    8520    0     3.3    -2.1     2.1     4.4    28.5   327.9
2010 05 27  0223   55343    8580    0     3.2    -2.2     2.2     4.5    28.8   325.6
2010 05 27  0224   55343    8640    0     3.3    -2.4     1.8     4.4    23.4   324.1
2010 05 27  0225   55343    8700    0     3.3    -2.3     1.8     4.4    24.2   325.5
2010 05 27  0226   55343    8760    0     3.2    -2.6     1.6     4.4    21.0   321.2
2010 05 27  0227   55343    8820    0     3.1    -2.9     1.3     4.4    16.9   316.7
2010 05 27  0228   55343    8880    0     3.1    -2.8     1.1     4.3    15.1   317.3
2010 05 27  0229   55343    8940    0     3.0    -2.8     1.0     4.3    13.7   317.2
2010 05 27  0230   55343    9000    0     2.9    -2.8     1.1     4.2    15.7   316.1
2010 05 27  0231   55343    9060    0     2.7    -2.3     1.5     3.9    22.3   319.9
2010 05 27  0232   55343    9120    0     0.0     2.3     2.6     3.5    48.1    89.7
2010 05 27  0233   55343    9180    0    -0.6     3.0     2.5     3.9    39.6   100.9
2010 05 27  0234   55343    9240    0    -0.2     3.1     2.7     4.1    40.7    93.5
2010 05 27  0235   55343    9300    0     0.2     2.8     2.9     4.1    45.4    85.2
2010 05 27  0236   55343    9360    0     0.2     2.9     2.9     4.1    44.9    85.8
2010 05 27  0237   55343    9420    0     0.6     2.8     3.0     4.2    46.0    78.2
2010 05 27  0238   55343    9480    0     1.6     2.2     3.2     4.2    49.4    53.2
2010 05 27  0239   55343    9540    0     1.4     2.2     3.3     4.2    51.6    56.8
2010 05 27  0240   55343    9600    0     2.0     1.6     3.2     4.1    50.9    39.3
2010 05 27  0241   55343    9660    0     2.3     1.5     3.0     4.0    47.5    34.0
2010 05 27  0242   55343    9720    0     2.4     1.0     3.1     4.0    49.7    22.5
2010 05 27  0243   55343    9780    0     2.3    -0.2     2.9     3.7    51.3   356.1
2010 05 27  0244   55343    9840    0     2.4    -0.1     3.1     3.9    52.8   356.4
2010 05 27  0245   55343    9900    0     2.7    -0.2     2.9     4.0    46.8   356.1
2010 05 27  0246   55343    9960    0     1.7     1.5     3.2     4.0    54.7    40.9
2010 05 27  0247   55343   10020    0     1.3     1.2     3.7     4.1    64.4    44.2
2010 05 27  0248   55343   10080    0     1.0     1.0     3.8     4.1    69.6    44.8
2010 05 27  0249   55343   10140    0     0.9     0.7     3.8     4.0    73.0    38.1
2010 05 27  0250   55343   10200    0     0.6     1.2     3.9     4.1    71.0    61.7
2010 05 27  0251   55343   10260    0     0.4     0.7     4.1     4.2    79.2    58.3
2010 05 27  0252   55343   10320    0     0.6    -0.1     4.0     4.1    81.9   347.3
2010 05 27  0253   55343   10380    0     1.0    -0.0     3.9     4.0    74.9   358.4
2010 05 27  0254   55343   10440    0     1.5     0.2     3.6     3.9    67.7     6.4
2010 05 27  0255   55343   10500    0     1.2     0.1     3.8     4.0    71.8     6.5
2010 05 27  0256   55343   10560    0     1.4     0.1     3.6     3.9    69.4     3.8
2010 05 27  0257   55343   10620    0     1.3     0.0     3.6     3.9    70.5     1.6
2010 05 27  0258   55343   10680    0     0.9    -0.2     3.7     3.8    75.8   350.5
2010 05 27  0259   55343   10740    0     0.3    -0.7     3.9     4.0    79.6   292.6
2010 05 27  0300   55343   10800    0     0.5    -0.7     3.9     4.0    78.3   305.2
2010 05 27  0301   55343   10860    0     0.6    -0.3     4.0     4.0    80.8   335.0
2010 05 27  0302   55343   10920    0     0.3    -0.4     4.0     4.0    82.6   304.4
2010 05 27  0303   55343   10980    0     0.2    -0.4     3.9     4.0    83.3   301.2
