:Data_list: 20160525_ace_sis_5m.txt
:Created: 2016 May 26 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2016 05 25  0000    57533       0      0    1.56e+00    0    1.09e+00
2016 05 25  0005    57533     300      0    1.56e+00    0    1.09e+00
2016 05 25  0010    57533     600      0    1.54e+00    0    1.08e+00
2016 05 25  0015    57533     900      0    1.53e+00    0    1.08e+00
2016 05 25  0020    57533    1200      0    1.56e+00    0    1.08e+00
2016 05 25  0025    57533    1500      0    1.60e+00    0    1.13e+00
2016 05 25  0030    57533    1800      0    1.57e+00    0    1.11e+00
2016 05 25  0035    57533    2100      0    1.56e+00    0    1.10e+00
2016 05 25  0040    57533    2400      0    1.57e+00    0    1.10e+00
2016 05 25  0045    57533    2700      0    1.53e+00    0    1.08e+00
2016 05 25  0050    57533    3000      0    1.54e+00    0    1.08e+00
2016 05 25  0055    57533    3300      0    1.59e+00    0    1.12e+00
2016 05 25  0100    57533    3600      0    1.58e+00    0    1.11e+00
2016 05 25  0105    57533    3900      0    1.57e+00    0    1.10e+00
2016 05 25  0110    57533    4200      0    1.58e+00    0    1.12e+00
2016 05 25  0115    57533    4500      0    1.55e+00    0    1.10e+00
2016 05 25  0120    57533    4800      0    1.51e+00    0    1.06e+00
2016 05 25  0125    57533    5100      0    1.54e+00    0    1.08e+00
2016 05 25  0130    57533    5400      0    1.57e+00    0    1.10e+00
2016 05 25  0135    57533    5700      0    1.61e+00    0    1.14e+00
2016 05 25  0140    57533    6000      0    1.59e+00    0    1.13e+00
2016 05 25  0145    57533    6300      0    1.57e+00    0    1.10e+00
2016 05 25  0150    57533    6600      0    1.53e+00    0    1.07e+00
2016 05 25  0155    57533    6900      0    1.52e+00    0    1.06e+00
2016 05 25  0200    57533    7200      0    1.57e+00    0    1.10e+00
2016 05 25  0205    57533    7500      0    1.58e+00    0    1.12e+00
2016 05 25  0210    57533    7800      0    1.56e+00    0    1.09e+00
2016 05 25  0215    57533    8100      0    1.53e+00    0    1.07e+00
2016 05 25  0220    57533    8400      0    1.59e+00    0    1.12e+00
2016 05 25  0225    57533    8700      0    1.54e+00    0    1.08e+00
2016 05 25  0230    57533    9000      0    1.52e+00    0    1.06e+00
2016 05 25  0235    57533    9300      0    1.58e+00    0    1.12e+00
2016 05 25  0240    57533    9600      0    1.59e+00    0    1.13e+00
2016 05 25  0245    57533    9900      0    1.57e+00    0    1.11e+00
2016 05 25  0250    57533   10200      0    1.58e+00    0    1.11e+00
2016 05 25  0255    57533   10500      0    1.61e+00    0    1.12e+00
2016 05 25  0300    57533   10800      0    1.57e+00    0    1.11e+00
2016 05 25  0305    57533   11100      0    1.55e+00    0    1.09e+00
2016 05 25  0310    57533   11400      0    1.58e+00    0    1.12e+00
2016 05 25  0315    57533   11700      0    1.57e+00    0    1.10e+00
2016 05 25  0320    57533   12000      0    1.59e+00    0    1.12e+00
2016 05 25  0325    57533   12300      0    1.62e+00    0    1.15e+00
2016 05 25  0330    57533   12600      0    1.61e+00    0    1.14e+00
2016 05 25  0335    57533   12900      0    1.57e+00    0    1.11e+00
2016 05 25  0340    57533   13200      0    1.55e+00    0    1.08e+00
2016 05 25  0345    57533   13500      0    1.57e+00    0    1.09e+00
2016 05 25  0350    57533   13800      0    1.57e+00    0    1.11e+00
2016 05 25  0355    57533   14100      0    1.60e+00    0    1.13e+00
2016 05 25  0400    57533   14400      0    1.61e+00    0    1.14e+00
2016 05 25  0405    57533   14700      0    1.57e+00    0    1.10e+00
2016 05 25  0410    57533   15000      0    1.54e+00    0    1.08e+00
2016 05 25  0415    57533   15300      0    1.56e+00    0    1.10e+00
2016 05 25  0420    57533   15600      0    1.59e+00    0    1.11e+00
2016 05 25  0425    57533   15900      0    1.59e+00    0    1.12e+00
2016 05 25  0430    57533   16200      0    1.57e+00    0    1.10e+00
2016 05 25  0435    57533   16500      0    1.59e+00    0    1.11e+00
2016 05 25  0440    57533   16800      0    1.59e+00    0    1.13e+00
2016 05 25  0445    57533   17100      0    1.52e+00    0    1.06e+00
2016 05 25  0450    57533   17400      0    1.58e+00    0    1.11e+00
2016 05 25  0455    57533   17700      0    1.57e+00    0    1.11e+00
2016 05 25  0500    57533   18000      0    1.54e+00    0    1.09e+00
2016 05 25  0505    57533   18300      0    1.57e+00    0    1.10e+00
2016 05 25  0510    57533   18600      0    1.60e+00    0    1.13e+00
2016 05 25  0515    57533   18900      0    1.55e+00    0    1.09e+00
2016 05 25  0520    57533   19200      0    1.54e+00    0    1.08e+00
2016 05 25  0525    57533   19500      0    1.56e+00    0    1.09e+00
2016 05 25  0530    57533   19800      0    1.58e+00    0    1.11e+00
2016 05 25  0535    57533   20100      0    1.58e+00    0    1.10e+00
2016 05 25  0540    57533   20400      0    1.57e+00    0    1.10e+00
2016 05 25  0545    57533   20700      0    1.60e+00    0    1.12e+00
2016 05 25  0550    57533   21000      0    1.58e+00    0    1.12e+00
2016 05 25  0555    57533   21300      0    1.54e+00    0    1.09e+00
2016 05 25  0600    57533   21600      0    1.58e+00    0    1.11e+00
2016 05 25  0605    57533   21900      0    1.58e+00    0    1.13e+00
2016 05 25  0610    57533   22200      0    1.59e+00    0    1.11e+00
2016 05 25  0615    57533   22500      0    1.60e+00    0    1.12e+00
2016 05 25  0620    57533   22800      0    1.56e+00    0    1.10e+00
2016 05 25  0625    57533   23100      0    1.52e+00    0    1.06e+00
2016 05 25  0630    57533   23400      0    1.56e+00    0    1.10e+00
2016 05 25  0635    57533   23700      0    1.60e+00    0    1.14e+00
2016 05 25  0640    57533   24000      0    1.56e+00    0    1.10e+00
2016 05 25  0645    57533   24300      0    1.56e+00    0    1.11e+00
2016 05 25  0650    57533   24600      0    1.59e+00    0    1.12e+00
2016 05 25  0655    57533   24900      0    1.59e+00    0    1.12e+00
2016 05 25  0700    57533   25200      0    1.55e+00    0    1.08e+00
2016 05 25  0705    57533   25500      0    1.52e+00    0    1.07e+00
2016 05 25  0710    57533   25800      0    1.56e+00    0    1.11e+00
2016 05 25  0715    57533   26100      0    1.57e+00    0    1.12e+00
2016 05 25  0720    57533   26400      0    1.58e+00    0    1.12e+00
2016 05 25  0725    57533   26700      0    1.57e+00    0    1.11e+00
2016 05 25  0730    57533   27000      0    1.55e+00    0    1.10e+00
2016 05 25  0735    57533   27300      0    1.57e+00    0    1.11e+00
2016 05 25  0740    57533   27600      0    1.54e+00    0    1.09e+00
2016 05 25  0745    57533   27900      0    1.57e+00    0    1.11e+00
2016 05 25  0750    57533   28200      0    1.57e+00    0    1.11e+00
2016 05 25  0755    57533   28500      0    1.58e+00    0    1.11e+00
2016 05 25  0800    57533   28800      0    1.51e+00    0    1.07e+00
2016 05 25  0805    57533   29100      0    1.57e+00    0    1.11e+00
2016 05 25  0810    57533   29400      0    1.52e+00    0    1.08e+00
2016 05 25  0815    57533   29700      0    1.57e+00    0    1.10e+00
2016 05 25  0820    57533   30000      0    1.56e+00    0    1.09e+00
2016 05 25  0825    57533   30300      0    1.57e+00    0    1.09e+00
2016 05 25  0830    57533   30600      0    1.62e+00    0    1.13e+00
2016 05 25  0835    57533   30900      0    1.60e+00    0    1.13e+00
2016 05 25  0840    57533   31200      0    1.58e+00    0    1.11e+00
2016 05 25  0845    57533   31500      0    1.53e+00    0    1.07e+00
2016 05 25  0850    57533   31800      0    1.61e+00    0    1.14e+00
2016 05 25  0855    57533   32100      0    1.60e+00    0    1.14e+00
2016 05 25  0900    57533   32400      0    1.55e+00    0    1.09e+00
2016 05 25  0905    57533   32700      0    1.59e+00    0    1.12e+00
2016 05 25  0910    57533   33000      0    1.55e+00    0    1.08e+00
2016 05 25  0915    57533   33300      0    1.59e+00    0    1.11e+00
2016 05 25  0920    57533   33600      0    1.52e+00    0    1.07e+00
2016 05 25  0925    57533   33900      0    1.61e+00    0    1.13e+00
2016 05 25  0930    57533   34200      0    1.58e+00    0    1.11e+00
2016 05 25  0935    57533   34500      0    1.57e+00    0    1.10e+00
2016 05 25  0940    57533   34800      0    1.58e+00    0    1.10e+00
2016 05 25  0945    57533   35100      0    1.60e+00    0    1.11e+00
2016 05 25  0950    57533   35400      0    1.55e+00    0    1.09e+00
2016 05 25  0955    57533   35700      0    1.55e+00    0    1.10e+00
2016 05 25  1000    57533   36000      0    1.61e+00    0    1.14e+00
2016 05 25  1005    57533   36300      0    1.57e+00    0    1.10e+00
2016 05 25  1010    57533   36600      0    1.61e+00    0    1.12e+00
2016 05 25  1015    57533   36900      0    1.58e+00    0    1.10e+00
2016 05 25  1020    57533   37200      0    1.60e+00    0    1.14e+00
2016 05 25  1025    57533   37500      0    1.56e+00    0    1.09e+00
2016 05 25  1030    57533   37800      0    1.55e+00    0    1.09e+00
2016 05 25  1035    57533   38100      0    1.56e+00    0    1.09e+00
2016 05 25  1040    57533   38400      0    1.57e+00    0    1.10e+00
2016 05 25  1045    57533   38700      0    1.57e+00    0    1.11e+00
2016 05 25  1050    57533   39000      0    1.58e+00    0    1.12e+00
2016 05 25  1055    57533   39300      0    1.57e+00    0    1.11e+00
2016 05 25  1100    57533   39600      0    1.54e+00    0    1.08e+00
2016 05 25  1105    57533   39900      0    1.56e+00    0    1.10e+00
2016 05 25  1110    57533   40200      0    1.56e+00    0    1.11e+00
2016 05 25  1115    57533   40500      0    1.57e+00    0    1.11e+00
2016 05 25  1120    57533   40800      0    1.56e+00    0    1.10e+00
2016 05 25  1125    57533   41100      0    1.58e+00    0    1.12e+00
2016 05 25  1130    57533   41400      0    1.59e+00    0    1.12e+00
