:Data_list: 20100418_ace_swepam_1m.txt
:Created: 2010 Apr 19 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 04 18  0000   55304       0    0        0.1      387.6     9.12e+04
2010 04 18  0001   55304      60    0        0.1      394.3     9.54e+04
2010 04 18  0002   55304     120    0        0.2      386.5     1.37e+05
2010 04 18  0003   55304     180    1        0.2      393.9     1.31e+05
2010 04 18  0004   55304     240    0        0.2      388.3     1.27e+05
2010 04 18  0005   55304     300    0        0.1      406.2     9.61e+04
2010 04 18  0006   55304     360    0        0.1      397.0     9.08e+04
2010 04 18  0007   55304     420    1        0.1      396.3     6.65e+04
2010 04 18  0008   55304     480    0        0.1      395.2     1.14e+05
2010 04 18  0009   55304     540    0        0.1      407.2     1.47e+05
2010 04 18  0010   55304     600    0        0.1      407.2     1.47e+05
2010 04 18  0011   55304     660    9    -9999.9    -9999.9    -1.00e+05
2010 04 18  0012   55304     720    9    -9999.9    -9999.9    -1.00e+05
2010 04 18  0013   55304     780    9    -9999.9    -9999.9    -1.00e+05
2010 04 18  0014   55304     840    0        0.2      398.6     7.76e+04
2010 04 18  0015   55304     900    0        0.2      410.1     5.45e+04
2010 04 18  0016   55304     960    0        0.1      395.2     9.17e+04
2010 04 18  0017   55304    1020    0        0.2      405.2     5.59e+04
2010 04 18  0018   55304    1080    0        0.1      401.1     6.07e+04
2010 04 18  0019   55304    1140    9    -9999.9    -9999.9    -1.00e+05
2010 04 18  0020   55304    1200    0        0.2      406.5     5.03e+04
2010 04 18  0021   55304    1260    0        0.1      401.3     6.39e+04
2010 04 18  0022   55304    1320    0        0.1      393.8     7.24e+04
2010 04 18  0023   55304    1380    1        0.2      399.2     6.77e+04
