:Data_list: 20170112_ace_swepam_1m.txt
:Created: 2017 Jan 13 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2017 01 12  0000   57765       0    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0001   57765      60    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0002   57765     120    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0003   57765     180    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0004   57765     240    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0005   57765     300    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0006   57765     360    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0007   57765     420    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0008   57765     480    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0009   57765     540    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0010   57765     600    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0011   57765     660    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0012   57765     720    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0013   57765     780    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0014   57765     840    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0015   57765     900    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0016   57765     960    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0017   57765    1020    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0018   57765    1080    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0019   57765    1140    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0020   57765    1200    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0021   57765    1260    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0022   57765    1320    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0023   57765    1380    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0024   57765    1440    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0025   57765    1500    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0026   57765    1560    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0027   57765    1620    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0028   57765    1680    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0029   57765    1740    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0030   57765    1800    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0031   57765    1860    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0032   57765    1920    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0033   57765    1980    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0034   57765    2040    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0035   57765    2100    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0036   57765    2160    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0037   57765    2220    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0038   57765    2280    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0039   57765    2340    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0040   57765    2400    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0041   57765    2460    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0042   57765    2520    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0043   57765    2580    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0044   57765    2640    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0045   57765    2700    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0046   57765    2760    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0047   57765    2820    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0048   57765    2880    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0049   57765    2940    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0050   57765    3000    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0051   57765    3060    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0052   57765    3120    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0053   57765    3180    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0054   57765    3240    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0055   57765    3300    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0056   57765    3360    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0057   57765    3420    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0058   57765    3480    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0059   57765    3540    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0100   57765    3600    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0101   57765    3660    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0102   57765    3720    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0103   57765    3780    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0104   57765    3840    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0105   57765    3900    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0106   57765    3960    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0107   57765    4020    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0108   57765    4080    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0109   57765    4140    9    -9999.9    -9999.9    -1.00e+05
2017 01 12  0110   57765    4200    9    -9999.9    -9999.9    -1.00e+05
