:Data_list: 20170413_ace_swepam_1m.txt
:Created: 2017 Apr 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2017 04 13  0000   57856       0    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0001   57856      60    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0002   57856     120    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0003   57856     180    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0004   57856     240    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0005   57856     300    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0006   57856     360    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0007   57856     420    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0008   57856     480    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0009   57856     540    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0010   57856     600    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0011   57856     660    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0012   57856     720    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0013   57856     780    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0014   57856     840    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0015   57856     900    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0016   57856     960    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0017   57856    1020    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0018   57856    1080    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0019   57856    1140    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0020   57856    1200    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0021   57856    1260    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0022   57856    1320    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0023   57856    1380    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0024   57856    1440    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0025   57856    1500    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0026   57856    1560    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0027   57856    1620    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0028   57856    1680    9    -9999.9    -9999.9    -1.00e+05
2017 04 13  0029   57856    1740    9    -9999.9    -9999.9    -1.00e+05
