:Data_list: 20100613_ace_swepam_1m.txt
:Created: 2010 Jun 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 06 13  0000   55360       0    0        1.7      332.2     2.78e+04
2010 06 13  0001   55360      60    0        1.8      335.1     3.54e+04
2010 06 13  0002   55360     120    9    -9999.9    -9999.9    -1.00e+05
2010 06 13  0003   55360     180    0        1.4      332.2     2.64e+04
2010 06 13  0004   55360     240    0        1.6      333.9     5.55e+04
2010 06 13  0005   55360     300    0        4.1      343.9     3.07e+04
2010 06 13  0006   55360     360    9    -9999.9    -9999.9    -1.00e+05
2010 06 13  0007   55360     420    0        3.3      340.8     3.54e+04
2010 06 13  0008   55360     480    0        3.2      341.7     3.08e+04
2010 06 13  0009   55360     540    0        2.9      341.5     3.67e+04
2010 06 13  0010   55360     600    0        2.7      341.8     3.36e+04
2010 06 13  0011   55360     660    0        2.9      340.1     3.62e+04
2010 06 13  0012   55360     720    0        2.9      340.1     3.62e+04
2010 06 13  0013   55360     780    0        2.0      335.9     3.40e+04
2010 06 13  0014   55360     840    9    -9999.9    -9999.9    -1.00e+05
2010 06 13  0015   55360     900    0        2.5      340.0     3.11e+04
2010 06 13  0016   55360     960    0        3.5      340.4     3.39e+04
2010 06 13  0017   55360    1020    0        3.0      338.3     3.36e+04
2010 06 13  0018   55360    1080    0        3.9      336.8     3.47e+04
2010 06 13  0019   55360    1140    0        2.8      340.4     3.20e+04
2010 06 13  0020   55360    1200    0        2.5      339.8     3.04e+04
2010 06 13  0021   55360    1260    0        2.3      338.3     3.24e+04
2010 06 13  0022   55360    1320    0        2.4      335.9     3.34e+04
2010 06 13  0023   55360    1380    0        2.1      335.9     3.44e+04
2010 06 13  0024   55360    1440    0        3.4      331.4     3.27e+04
2010 06 13  0025   55360    1500    0        2.2      335.6     3.06e+04
2010 06 13  0026   55360    1560    0        2.2      334.8     3.24e+04
2010 06 13  0027   55360    1620    0        2.2      332.6     2.97e+04
2010 06 13  0028   55360    1680    0        2.2      332.6     2.97e+04
2010 06 13  0029   55360    1740    0        2.2      330.5     3.13e+04
2010 06 13  0030   55360    1800    0        2.4      328.4     2.83e+04
2010 06 13  0031   55360    1860    0        2.3      328.5     2.82e+04
