:Data_list: 20210523_ace_mag_1m.txt
:Created: 2021 May 24 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 05 23  0000   59357       0    0     3.4    -0.8    -0.3     3.5    -4.8   346.9
2021 05 23  0001   59357      60    0     3.3    -0.8    -0.2     3.4    -3.7   346.6
2021 05 23  0002   59357     120    0     3.3    -0.7    -0.2     3.4    -3.9   347.7
2021 05 23  0003   59357     180    0     3.4    -0.8    -0.2     3.5    -3.3   346.5
2021 05 23  0004   59357     240    0     3.2    -0.8    -0.1     3.3    -1.9   345.7
2021 05 23  0005   59357     300    0     3.3    -0.8    -0.2     3.4    -3.7   347.1
2021 05 23  0006   59357     360    0     3.3    -0.7    -0.2     3.3    -3.6   347.5
2021 05 23  0007   59357     420    0     3.3    -0.7    -0.2     3.4    -3.6   347.2
2021 05 23  0008   59357     480    0     3.3    -0.7    -0.2     3.3    -3.8   347.9
2021 05 23  0009   59357     540    0     3.3    -0.7    -0.2     3.4    -3.8   347.9
2021 05 23  0010   59357     600    0     3.4    -0.7    -0.3     3.4    -4.6   348.1
2021 05 23  0011   59357     660    0     3.3    -0.7    -0.2     3.4    -3.9   348.0
2021 05 23  0012   59357     720    0     3.3    -0.8    -0.3     3.4    -4.9   345.9
2021 05 23  0013   59357     780    0     3.2    -0.8    -0.2     3.3    -4.3   345.7
2021 05 23  0014   59357     840    0     3.3    -0.9    -0.2     3.4    -3.3   345.3
2021 05 23  0015   59357     900    0     3.3    -0.9    -0.2     3.4    -3.2   344.8
2021 05 23  0016   59357     960    0     3.2    -0.8    -0.1     3.3    -1.8   345.4
2021 05 23  0017   59357    1020    0     3.3    -0.9    -0.1     3.4    -1.8   344.6
2021 05 23  0018   59357    1080    0     3.3    -0.9    -0.1     3.4    -2.1   345.2
2021 05 23  0019   59357    1140    0     3.2    -0.9     0.1     3.4     2.5   344.8
2021 05 23  0020   59357    1200    0     3.3    -1.0     0.2     3.4     3.0   342.9
2021 05 23  0021   59357    1260    0     3.3    -1.1     0.1     3.4     0.9   342.0
2021 05 23  0022   59357    1320    0     3.3    -1.0    -0.1     3.4    -1.5   343.7
2021 05 23  0023   59357    1380    0     3.3    -0.9    -0.2     3.5    -3.7   344.2
2021 05 23  0024   59357    1440    0     3.3    -1.0    -0.2     3.5    -3.9   343.3
2021 05 23  0025   59357    1500    0     3.3    -1.0    -0.3     3.5    -4.3   343.6
2021 05 23  0026   59357    1560    0     3.3    -0.9    -0.3     3.5    -4.4   344.2
2021 05 23  0027   59357    1620    0     3.3    -0.9    -0.3     3.5    -5.3   344.8
2021 05 23  0028   59357    1680    0     3.3    -0.9    -0.4     3.4    -6.1   344.9
2021 05 23  0029   59357    1740    0     3.3    -0.9    -0.4     3.4    -6.4   344.2
2021 05 23  0030   59357    1800    0     3.3    -0.9    -0.4     3.4    -7.4   343.8
2021 05 23  0031   59357    1860    0     3.2    -0.9    -0.6     3.4   -10.1   344.8
2021 05 23  0032   59357    1920    0     3.2    -0.8    -0.8     3.4   -13.7   346.2
2021 05 23  0033   59357    1980    0     3.1    -0.7    -0.9     3.3   -16.6   347.7
2021 05 23  0034   59357    2040    0     3.2    -0.7    -1.0     3.4   -16.8   348.4
2021 05 23  0035   59357    2100    0     3.2    -0.6    -0.9     3.3   -14.9   349.0
2021 05 23  0036   59357    2160    0     3.1    -0.6    -0.7     3.3   -13.0   348.8
2021 05 23  0037   59357    2220    0     3.1    -0.6    -0.9     3.3   -16.5   349.1
2021 05 23  0038   59357    2280    0     3.2    -0.6    -1.0     3.4   -17.9   349.4
2021 05 23  0039   59357    2340    0     3.2    -0.6    -1.4     3.5   -22.6   349.9
2021 05 23  0040   59357    2400    0     3.1    -0.6    -1.6     3.5   -27.3   349.4
2021 05 23  0041   59357    2460    0     3.3    -0.3    -1.4     3.6   -23.8   354.9
2021 05 23  0042   59357    2520    0     3.2    -0.1    -1.5     3.6   -24.3   357.9
2021 05 23  0043   59357    2580    0     3.2    -0.1    -1.6     3.6   -26.6   358.2
2021 05 23  0044   59357    2640    0     3.1    -0.2    -1.4     3.4   -23.5   356.6
2021 05 23  0045   59357    2700    0     3.1    -0.5    -1.1     3.3   -19.0   351.7
2021 05 23  0046   59357    2760    0     3.0    -0.7    -0.8     3.2   -15.1   347.8
2021 05 23  0047   59357    2820    0     3.1    -0.6    -0.9     3.3   -16.4   348.2
2021 05 23  0048   59357    2880    0     3.1    -0.4    -1.0     3.2   -17.4   352.7
2021 05 23  0049   59357    2940    0     3.1    -0.4    -0.8     3.2   -13.9   352.5
2021 05 23  0050   59357    3000    0     3.0    -0.5    -0.8     3.1   -15.0   350.9
2021 05 23  0051   59357    3060    0     2.9    -0.7    -1.1     3.2   -19.9   346.0
2021 05 23  0052   59357    3120    0     2.6    -1.0     0.7     2.9    14.2   338.4
2021 05 23  0053   59357    3180    0     1.7    -1.5     2.3     3.3    45.5   318.1
2021 05 23  0054   59357    3240    0     2.1    -1.6     2.0     3.3    37.4   321.7
2021 05 23  0055   59357    3300    0     1.7    -0.8    -0.3     1.9    -9.9   334.2
2021 05 23  0056   59357    3360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0057   59357    3420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0058   59357    3480    0     2.6    -1.4     1.2     3.2    22.5   331.7
2021 05 23  0059   59357    3540    0     2.6    -1.5     0.5     3.1     9.6   330.0
2021 05 23  0100   59357    3600    0     2.6    -1.4     0.1     2.9     2.4   330.9
2021 05 23  0101   59357    3660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0102   59357    3720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0103   59357    3780    0     1.9    -1.4     2.0     3.1    39.3   323.2
2021 05 23  0104   59357    3840    0     2.6    -1.0     1.7     3.3    31.0   338.5
2021 05 23  0105   59357    3900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0106   59357    3960    0     2.6    -1.3     0.8     3.0    15.5   333.8
2021 05 23  0107   59357    4020    0     2.6    -1.3     0.9     3.0    17.0   334.1
2021 05 23  0108   59357    4080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0109   59357    4140    0     2.7    -1.3     0.8     3.1    14.1   334.2
2021 05 23  0110   59357    4200    0     2.6    -1.3     0.7     3.0    13.3   333.5
2021 05 23  0111   59357    4260    0     2.7    -1.3     0.6     3.0    11.1   334.0
2021 05 23  0112   59357    4320    0     3.6    -0.9    -0.0     3.7    -0.6   346.3
2021 05 23  0113   59357    4380    0     2.7    -1.2     0.6     3.1    10.7   335.6
2021 05 23  0114   59357    4440    0     2.8    -1.4     0.6     3.2    11.5   334.0
2021 05 23  0115   59357    4500    0     2.8    -1.3     0.6     3.2    10.4   335.6
2021 05 23  0116   59357    4560    0     2.9    -1.4     0.3     3.2     6.1   333.9
2021 05 23  0117   59357    4620    0     2.9    -1.2     0.6     3.2    10.2   338.1
2021 05 23  0118   59357    4680    0     2.9    -1.2     0.8     3.3    14.2   336.9
2021 05 23  0119   59357    4740    0     2.6    -1.4     1.3     3.2    24.1   330.6
2021 05 23  0120   59357    4800    0     2.9    -1.1     1.0     3.3    17.7   339.2
2021 05 23  0121   59357    4860    0     2.9    -1.1     1.0     3.2    18.6   338.7
2021 05 23  0122   59357    4920    0     2.9    -1.0     1.0     3.3    18.0   341.7
2021 05 23  0123   59357    4980    0     3.0    -0.8     1.1     3.3    19.3   344.2
2021 05 23  0124   59357    5040    0     3.0    -1.0     1.0     3.3    17.9   342.1
2021 05 23  0125   59357    5100    0     3.2    -0.4     1.0     3.3    17.6   353.2
2021 05 23  0126   59357    5160    0     3.3    -0.3     0.8     3.4    13.7   354.4
2021 05 23  0127   59357    5220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 05 23  0128   59357    5280    0     3.2    -0.6     0.7     3.4    12.0   349.5
