:Data_list: 20190101_ace_sis_5m.txt
:Created: 2019 Jan 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2019 01 01  0000    58484       0      0    2.56e+00    0    1.79e+00
2019 01 01  0005    58484     300      0    2.57e+00    0    1.80e+00
2019 01 01  0010    58484     600      0    2.56e+00    0    1.79e+00
2019 01 01  0015    58484     900      0    2.56e+00    0    1.80e+00
2019 01 01  0020    58484    1200      0    2.51e+00    0    1.77e+00
2019 01 01  0025    58484    1500      0    2.54e+00    0    1.79e+00
2019 01 01  0030    58484    1800      0    2.53e+00    0    1.80e+00
2019 01 01  0035    58484    2100      0    2.52e+00    0    1.78e+00
2019 01 01  0040    58484    2400      0    2.54e+00    0    1.78e+00
2019 01 01  0045    58484    2700      0    2.56e+00    0    1.79e+00
2019 01 01  0050    58484    3000      0    2.54e+00    0    1.78e+00
2019 01 01  0055    58484    3300      0    2.47e+00    0    1.74e+00
2019 01 01  0100    58484    3600      0    2.54e+00    0    1.78e+00
2019 01 01  0105    58484    3900      0    2.60e+00    0    1.83e+00
2019 01 01  0110    58484    4200      0    2.57e+00    0    1.82e+00
2019 01 01  0115    58484    4500      0    2.56e+00    0    1.79e+00
2019 01 01  0120    58484    4800      0    2.53e+00    0    1.76e+00
2019 01 01  0125    58484    5100      0    2.57e+00    0    1.80e+00
2019 01 01  0130    58484    5400      0    2.54e+00    0    1.80e+00
2019 01 01  0135    58484    5700      0    2.52e+00    0    1.76e+00
2019 01 01  0140    58484    6000      0    2.55e+00    0    1.80e+00
2019 01 01  0145    58484    6300      0    2.60e+00    0    1.82e+00
2019 01 01  0150    58484    6600      0    2.55e+00    0    1.78e+00
2019 01 01  0155    58484    6900      0    2.60e+00    0    1.81e+00
2019 01 01  0200    58484    7200      0    2.54e+00    0    1.78e+00
2019 01 01  0205    58484    7500      0    2.55e+00    0    1.79e+00
2019 01 01  0210    58484    7800      0    2.52e+00    0    1.78e+00
2019 01 01  0215    58484    8100      0    2.55e+00    0    1.79e+00
2019 01 01  0220    58484    8400      0    2.51e+00    0    1.75e+00
2019 01 01  0225    58484    8700      0    2.53e+00    0    1.78e+00
2019 01 01  0230    58484    9000      0    2.55e+00    0    1.80e+00
2019 01 01  0235    58484    9300      0    2.48e+00    0    1.74e+00
2019 01 01  0240    58484    9600      0    2.51e+00    0    1.76e+00
2019 01 01  0245    58484    9900      0    2.52e+00    0    1.79e+00
2019 01 01  0250    58484   10200      0    2.50e+00    0    1.76e+00
2019 01 01  0255    58484   10500      0    2.49e+00    0    1.75e+00
2019 01 01  0300    58484   10800      0    2.51e+00    0    1.77e+00
2019 01 01  0305    58484   11100      0    2.45e+00    0    1.72e+00
2019 01 01  0310    58484   11400      0    2.49e+00    0    1.73e+00
2019 01 01  0315    58484   11700      0    2.51e+00    0    1.79e+00
2019 01 01  0320    58484   12000      0    2.56e+00    0    1.78e+00
2019 01 01  0325    58484   12300      0    2.61e+00    0    1.84e+00
2019 01 01  0330    58484   12600      0    2.51e+00    0    1.77e+00
2019 01 01  0335    58484   12900      0    2.54e+00    0    1.79e+00
2019 01 01  0340    58484   13200      0    2.55e+00    0    1.78e+00
2019 01 01  0345    58484   13500      0    2.57e+00    0    1.80e+00
2019 01 01  0350    58484   13800      0    2.47e+00    0    1.73e+00
