:Data_list: 20090218_ace_swepam_1m.txt
:Created: 2009 Feb 19 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 02 18  0000   54880       0    0        3.9      358.5     1.54e+04
2009 02 18  0001   54880      60    0        4.3      357.8     1.11e+04
2009 02 18  0002   54880     120    0        4.1      357.7     1.68e+04
2009 02 18  0003   54880     180    0        4.5      357.4     1.49e+04
2009 02 18  0004   54880     240    0        3.9      356.7     2.12e+04
2009 02 18  0005   54880     300    0        4.4      357.1     1.53e+04
2009 02 18  0006   54880     360    0        4.0      357.0     2.07e+04
2009 02 18  0007   54880     420    0        4.4      356.9     1.51e+04
2009 02 18  0008   54880     480    0        3.9      356.4     2.17e+04
2009 02 18  0009   54880     540    0        4.7      355.9     1.80e+04
2009 02 18  0010   54880     600    0        4.7      355.9     1.80e+04
2009 02 18  0011   54880     660    0        3.9      356.2     2.31e+04
2009 02 18  0012   54880     720    0        4.6      354.8     2.20e+04
2009 02 18  0013   54880     780    9    -9999.9    -9999.9    -1.00e+05
2009 02 18  0014   54880     840    0        5.4      349.7     2.50e+04
2009 02 18  0015   54880     900    0        4.7      350.6     2.76e+04
2009 02 18  0016   54880     960    0        4.9      346.5     2.61e+04
2009 02 18  0017   54880    1020    0        5.4      348.4     1.78e+04
2009 02 18  0018   54880    1080    0        6.4      348.1     1.78e+04
2009 02 18  0019   54880    1140    0        5.3      351.0     2.07e+04
2009 02 18  0020   54880    1200    0        6.1      350.0     2.20e+04
2009 02 18  0021   54880    1260    0        4.8      351.3     1.97e+04
2009 02 18  0022   54880    1320    0        6.0      349.6     2.06e+04
2009 02 18  0023   54880    1380    0        6.1      352.0     2.13e+04
2009 02 18  0024   54880    1440    0        6.3      349.6     2.45e+04
2009 02 18  0025   54880    1500    0        5.0      350.5     2.10e+04
2009 02 18  0026   54880    1560    0        5.0      350.5     2.10e+04
2009 02 18  0027   54880    1620    0        5.0      345.4     1.88e+04
2009 02 18  0028   54880    1680    0        6.7      341.0     1.88e+04
2009 02 18  0029   54880    1740    0        6.8      340.9     1.65e+04
2009 02 18  0030   54880    1800    6    -9999.9    -9999.9    -1.00e+05
2009 02 18  0031   54880    1860    0        4.0      358.9     1.90e+04
2009 02 18  0032   54880    1920    0        5.0      357.9     1.33e+04
2009 02 18  0033   54880    1980    0        3.9      357.8     2.02e+04
2009 02 18  0034   54880    2040    0        5.2      356.8     1.52e+04
2009 02 18  0035   54880    2100    0        4.4      357.0     2.49e+04
2009 02 18  0036   54880    2160    0        5.0      356.0     2.13e+04
2009 02 18  0037   54880    2220    0        4.8      357.3     1.97e+04
2009 02 18  0038   54880    2280    0        5.0      357.2     1.56e+04
2009 02 18  0039   54880    2340    0        4.8      357.2     1.89e+04
2009 02 18  0040   54880    2400    0        5.6      355.5     1.98e+04
2009 02 18  0041   54880    2460    0        4.8      357.4     1.94e+04
2009 02 18  0042   54880    2520    0        4.8      357.4     1.94e+04
2009 02 18  0043   54880    2580    0        5.2      355.9     1.64e+04
2009 02 18  0044   54880    2640    0        5.6      349.6     2.72e+04
2009 02 18  0045   54880    2700    0        4.8      356.7     1.59e+04
2009 02 18  0046   54880    2760    9    -9999.9    -9999.9    -1.00e+05
