:Data_list: 20090815_ace_swepam_1m.txt
:Created: 2009 Aug 16 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 08 15  0000   55058       0    0        2.0      304.9     3.26e+04
2009 08 15  0001   55058      60    0        1.6      301.2     3.33e+04
2009 08 15  0002   55058     120    0        1.9      299.9     2.69e+04
2009 08 15  0003   55058     180    0        1.8      300.0     2.39e+04
2009 08 15  0004   55058     240    0        1.8      301.4     2.64e+04
2009 08 15  0005   55058     300    0        1.8      305.4     4.33e+04
2009 08 15  0006   55058     360    0        2.4      303.7     2.42e+04
2009 08 15  0007   55058     420    0        2.6      299.8     2.20e+04
2009 08 15  0008   55058     480    0        2.3      300.4     2.21e+04
2009 08 15  0009   55058     540    0        2.3      304.6     2.94e+04
2009 08 15  0010   55058     600    0        2.2      302.9     2.59e+04
2009 08 15  0011   55058     660    3    -9999.9    -9999.9    -1.00e+05
2009 08 15  0012   55058     720    3    -9999.9    -9999.9    -1.00e+05
2009 08 15  0013   55058     780    0        0.9      318.1     1.96e+04
2009 08 15  0014   55058     840    0        1.3      310.5     2.13e+04
2009 08 15  0015   55058     900    0        1.1      311.6     2.08e+04
2009 08 15  0016   55058     960    0        0.9      312.8     2.03e+04
2009 08 15  0017   55058    1020    0        1.7      304.0     3.56e+04
2009 08 15  0018   55058    1080    0        2.0      302.1     2.72e+04
2009 08 15  0019   55058    1140    0        2.3      296.9     3.11e+04
2009 08 15  0020   55058    1200    0        2.4      300.5     3.05e+04
2009 08 15  0021   55058    1260    0        2.4      300.9     2.61e+04
2009 08 15  0022   55058    1320    0        2.2      299.1     2.53e+04
2009 08 15  0023   55058    1380    0        2.2      299.2     2.47e+04
2009 08 15  0024   55058    1440    0        2.3      298.5     2.74e+04
2009 08 15  0025   55058    1500    0        2.6      301.0     3.01e+04
2009 08 15  0026   55058    1560    0        1.9      301.8     3.27e+04
2009 08 15  0027   55058    1620    0        2.4      301.1     2.89e+04
2009 08 15  0028   55058    1680    0        1.9      301.1     2.82e+04
2009 08 15  0029   55058    1740    0        2.3      305.3     3.25e+04
2009 08 15  0030   55058    1800    0        1.7      302.6     2.06e+04
2009 08 15  0031   55058    1860    0        2.0      299.3     2.29e+04
2009 08 15  0032   55058    1920    0        2.3      296.0     2.52e+04
2009 08 15  0033   55058    1980    0        1.5      298.1     2.67e+04
2009 08 15  0034   55058    2040    0        1.9      300.6     2.11e+04
2009 08 15  0035   55058    2100    0        1.8      299.6     2.04e+04
2009 08 15  0036   55058    2160    0        1.5      299.9     1.78e+04
2009 08 15  0037   55058    2220    0        1.9      299.6     2.18e+04
2009 08 15  0038   55058    2280    0        2.0      300.1     1.78e+04
2009 08 15  0039   55058    2340    0        2.0      303.8     1.90e+04
2009 08 15  0040   55058    2400    0        1.5      300.8     1.47e+04
2009 08 15  0041   55058    2460    0        1.9      303.9     2.93e+04
2009 08 15  0042   55058    2520    0        2.2      303.8     1.98e+04
2009 08 15  0043   55058    2580    0        1.7      305.3     1.93e+04
2009 08 15  0044   55058    2640    3    -9999.9    -9999.9    -1.00e+05
2009 08 15  0045   55058    2700    3    -9999.9    -9999.9    -1.00e+05
2009 08 15  0046   55058    2760    0        2.0      300.9     1.83e+04
2009 08 15  0047   55058    2820    0        1.8      301.0     1.80e+04
2009 08 15  0048   55058    2880    0        1.6      301.0     1.77e+04
2009 08 15  0049   55058    2940    0        1.9      302.4     1.79e+04
2009 08 15  0050   55058    3000    0        1.8      303.0     1.85e+04
2009 08 15  0051   55058    3060    0        2.1      303.2     1.82e+04
2009 08 15  0052   55058    3120    0        1.9      305.1     2.30e+04
2009 08 15  0053   55058    3180    0        1.8      304.5     1.78e+04
2009 08 15  0054   55058    3240    0        2.1      301.1     1.82e+04
2009 08 15  0055   55058    3300    0        2.1      306.4     2.32e+04
2009 08 15  0056   55058    3360    0        1.8      304.2     2.43e+04
2009 08 15  0057   55058    3420    0        2.1      302.2     1.94e+04
2009 08 15  0058   55058    3480    0        2.2      307.8     2.42e+04
2009 08 15  0059   55058    3540    0        2.3      306.1     2.60e+04
2009 08 15  0100   55058    3600    0        2.0      308.0     2.31e+04
2009 08 15  0101   55058    3660    0        2.6      301.2     2.27e+04
2009 08 15  0102   55058    3720    0        2.1      302.4     2.22e+04
2009 08 15  0103   55058    3780    0        2.3      303.8     2.54e+04
2009 08 15  0104   55058    3840    0        2.6      305.3     2.86e+04
2009 08 15  0105   55058    3900    0        2.3      304.2     2.99e+04
2009 08 15  0106   55058    3960    0        2.2      309.6     3.21e+04
2009 08 15  0107   55058    4020    0        2.0      302.3     2.92e+04
2009 08 15  0108   55058    4080    0        2.0      307.3     2.17e+04
2009 08 15  0109   55058    4140    0        2.6      304.0     2.63e+04
2009 08 15  0110   55058    4200    0        2.4      301.8     2.46e+04
2009 08 15  0111   55058    4260    0        2.1      301.2     3.19e+04
2009 08 15  0112   55058    4320    0        2.0      295.2     2.23e+04
2009 08 15  0113   55058    4380    0        2.1      297.6     2.85e+04
2009 08 15  0114   55058    4440    0        2.2      297.5     3.25e+04
2009 08 15  0115   55058    4500    0        2.2      298.4     2.60e+04
2009 08 15  0116   55058    4560    0        2.3      297.8     3.16e+04
2009 08 15  0117   55058    4620    3    -9999.9    -9999.9    -1.00e+05
2009 08 15  0118   55058    4680    3    -9999.9    -9999.9    -1.00e+05
2009 08 15  0119   55058    4740    0        0.7      319.1     2.25e+04
2009 08 15  0120   55058    4800    0        0.7      319.1     2.25e+04
2009 08 15  0121   55058    4860    0        0.9      310.2     2.01e+04
2009 08 15  0122   55058    4920    0        2.2      300.6     3.53e+04
