:Data_list: 20201231_ace_sis_5m.txt
:Created: 2020 Dec 31 1001 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 12 31  0000    59214       0      9   -1.00e+05    9   -1.00e+05
2020 12 31  0005    59214     300      9   -1.00e+05    9   -1.00e+05
2020 12 31  0010    59214     600      9   -1.00e+05    9   -1.00e+05
2020 12 31  0015    59214     900      9   -1.00e+05    9   -1.00e+05
2020 12 31  0020    59214    1200      9   -1.00e+05    9   -1.00e+05
2020 12 31  0025    59214    1500      9   -1.00e+05    9   -1.00e+05
2020 12 31  0030    59214    1800      9   -1.00e+05    9   -1.00e+05
2020 12 31  0035    59214    2100      9   -1.00e+05    9   -1.00e+05
2020 12 31  0040    59214    2400      9   -1.00e+05    9   -1.00e+05
2020 12 31  0045    59214    2700      9   -1.00e+05    9   -1.00e+05
2020 12 31  0050    59214    3000      9   -1.00e+05    9   -1.00e+05
2020 12 31  0055    59214    3300      9   -1.00e+05    9   -1.00e+05
2020 12 31  0100    59214    3600      9   -1.00e+05    9   -1.00e+05
2020 12 31  0105    59214    3900      9   -1.00e+05    9   -1.00e+05
2020 12 31  0110    59214    4200      9   -1.00e+05    9   -1.00e+05
2020 12 31  0115    59214    4500      9   -1.00e+05    9   -1.00e+05
2020 12 31  0120    59214    4800      9   -1.00e+05    9   -1.00e+05
2020 12 31  0125    59214    5100      9   -1.00e+05    9   -1.00e+05
2020 12 31  0130    59214    5400      9   -1.00e+05    9   -1.00e+05
2020 12 31  0135    59214    5700      9   -1.00e+05    9   -1.00e+05
2020 12 31  0140    59214    6000      9   -1.00e+05    9   -1.00e+05
2020 12 31  0145    59214    6300      9   -1.00e+05    9   -1.00e+05
2020 12 31  0150    59214    6600      9   -1.00e+05    9   -1.00e+05
2020 12 31  0155    59214    6900      0    2.56e+00    0    1.84e+00
2020 12 31  0200    59214    7200      0    2.68e+00    0    1.90e+00
2020 12 31  0205    59214    7500      0    2.70e+00    0    1.89e+00
2020 12 31  0210    59214    7800      0    2.61e+00    0    1.83e+00
2020 12 31  0215    59214    8100      0    2.67e+00    0    1.87e+00
2020 12 31  0220    59214    8400      0    2.64e+00    0    1.86e+00
2020 12 31  0225    59214    8700      0    2.66e+00    0    1.86e+00
2020 12 31  0230    59214    9000      0    2.71e+00    0    1.92e+00
2020 12 31  0235    59214    9300      0    2.66e+00    0    1.88e+00
2020 12 31  0240    59214    9600      0    2.66e+00    0    1.86e+00
2020 12 31  0245    59214    9900      0    2.71e+00    0    1.90e+00
2020 12 31  0250    59214   10200      0    2.73e+00    0    1.92e+00
2020 12 31  0255    59214   10500      0    2.72e+00    0    1.92e+00
2020 12 31  0300    59214   10800      0    2.67e+00    0    1.87e+00
2020 12 31  0305    59214   11100      0    2.64e+00    0    1.86e+00
2020 12 31  0310    59214   11400      0    2.63e+00    0    1.87e+00
2020 12 31  0315    59214   11700      0    2.61e+00    0    1.81e+00
2020 12 31  0320    59214   12000      0    2.63e+00    0    1.83e+00
