:Data_list: 20200421_ace_sis_5m.txt
:Created: 2020 Apr 22 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 04 21  0000    58960       0      0    2.43e+00    0    1.70e+00
2020 04 21  0005    58960     300      0    2.43e+00    0    1.70e+00
2020 04 21  0010    58960     600      0    2.46e+00    0    1.73e+00
2020 04 21  0015    58960     900      0    2.44e+00    0    1.71e+00
2020 04 21  0020    58960    1200      0    2.35e+00    0    1.64e+00
2020 04 21  0025    58960    1500      0    2.34e+00    0    1.64e+00
2020 04 21  0030    58960    1800      0    2.38e+00    0    1.65e+00
2020 04 21  0035    58960    2100      0    2.41e+00    0    1.69e+00
2020 04 21  0040    58960    2400      0    2.44e+00    0    1.72e+00
2020 04 21  0045    58960    2700      0    2.45e+00    0    1.71e+00
2020 04 21  0050    58960    3000      0    2.44e+00    0    1.70e+00
2020 04 21  0055    58960    3300      0    2.32e+00    0    1.63e+00
2020 04 21  0100    58960    3600      0    2.37e+00    0    1.65e+00
2020 04 21  0105    58960    3900      0    2.45e+00    0    1.72e+00
2020 04 21  0110    58960    4200      0    2.43e+00    0    1.70e+00
2020 04 21  0115    58960    4500      0    2.39e+00    0    1.68e+00
2020 04 21  0120    58960    4800      0    2.41e+00    0    1.71e+00
2020 04 21  0125    58960    5100      0    2.39e+00    0    1.66e+00
2020 04 21  0130    58960    5400      0    2.35e+00    0    1.65e+00
2020 04 21  0135    58960    5700      0    2.34e+00    0    1.64e+00
2020 04 21  0140    58960    6000      0    2.41e+00    0    1.68e+00
2020 04 21  0145    58960    6300      0    2.37e+00    0    1.67e+00
2020 04 21  0150    58960    6600      0    2.43e+00    0    1.69e+00
2020 04 21  0155    58960    6900      0    2.38e+00    0    1.68e+00
2020 04 21  0200    58960    7200      0    2.41e+00    0    1.69e+00
2020 04 21  0205    58960    7500      0    2.35e+00    0    1.64e+00
2020 04 21  0210    58960    7800      0    2.40e+00    0    1.67e+00
2020 04 21  0215    58960    8100      0    2.43e+00    0    1.70e+00
2020 04 21  0220    58960    8400      0    2.42e+00    0    1.69e+00
2020 04 21  0225    58960    8700      0    2.35e+00    0    1.65e+00
2020 04 21  0230    58960    9000      0    2.41e+00    0    1.68e+00
2020 04 21  0235    58960    9300      0    2.38e+00    0    1.66e+00
2020 04 21  0240    58960    9600      0    2.29e+00    0    1.59e+00
2020 04 21  0245    58960    9900      0    2.36e+00    0    1.65e+00
2020 04 21  0250    58960   10200      0    2.33e+00    0    1.63e+00
2020 04 21  0255    58960   10500      0    2.38e+00    0    1.68e+00
2020 04 21  0300    58960   10800      0    2.44e+00    0    1.70e+00
2020 04 21  0305    58960   11100      0    2.44e+00    0    1.74e+00
2020 04 21  0310    58960   11400      0    2.41e+00    0    1.68e+00
2020 04 21  0315    58960   11700      0    2.35e+00    0    1.63e+00
2020 04 21  0320    58960   12000      0    2.38e+00    0    1.66e+00
2020 04 21  0325    58960   12300      0    2.44e+00    0    1.71e+00
2020 04 21  0330    58960   12600      0    2.40e+00    0    1.68e+00
2020 04 21  0335    58960   12900      0    2.37e+00    0    1.66e+00
2020 04 21  0340    58960   13200      0    2.42e+00    0    1.69e+00
2020 04 21  0345    58960   13500      0    2.39e+00    0    1.68e+00
2020 04 21  0350    58960   13800      0    2.39e+00    0    1.67e+00
2020 04 21  0355    58960   14100      0    2.39e+00    0    1.68e+00
2020 04 21  0400    58960   14400      0    2.44e+00    0    1.71e+00
2020 04 21  0405    58960   14700      0    2.44e+00    0    1.72e+00
2020 04 21  0410    58960   15000      0    2.41e+00    0    1.68e+00
2020 04 21  0415    58960   15300      0    2.48e+00    0    1.74e+00
2020 04 21  0420    58960   15600      0    2.40e+00    0    1.68e+00
2020 04 21  0425    58960   15900      0    2.36e+00    0    1.66e+00
2020 04 21  0430    58960   16200      0    2.39e+00    0    1.68e+00
