:Data_list: 20230607_ace_sis_5m.txt
:Created: 2023 Jun 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2023 06 07  0000    60102       0      0    1.16e+00    0    8.08e-01
2023 06 07  0005    60102     300      0    1.17e+00    0    8.29e-01
2023 06 07  0010    60102     600      0    1.17e+00    0    8.15e-01
2023 06 07  0015    60102     900      0    1.15e+00    0    8.08e-01
2023 06 07  0020    60102    1200      0    1.15e+00    0    8.06e-01
2023 06 07  0025    60102    1500      0    1.13e+00    0    7.99e-01
2023 06 07  0030    60102    1800      0    1.18e+00    0    8.33e-01
2023 06 07  0035    60102    2100      0    1.19e+00    0    8.45e-01
2023 06 07  0040    60102    2400      0    1.14e+00    0    8.07e-01
2023 06 07  0045    60102    2700      0    1.10e+00    0    7.75e-01
2023 06 07  0050    60102    3000      0    1.14e+00    0    8.08e-01
2023 06 07  0055    60102    3300      0    1.14e+00    0    8.06e-01
2023 06 07  0100    60102    3600      0    1.15e+00    0    8.22e-01
2023 06 07  0105    60102    3900      0    1.15e+00    0    8.07e-01
2023 06 07  0110    60102    4200      0    1.14e+00    0    8.14e-01
2023 06 07  0115    60102    4500      0    1.14e+00    0    8.06e-01
2023 06 07  0120    60102    4800      0    1.17e+00    0    8.31e-01
2023 06 07  0125    60102    5100      0    1.16e+00    0    8.08e-01
2023 06 07  0130    60102    5400      0    1.13e+00    0    7.91e-01
2023 06 07  0135    60102    5700      0    1.16e+00    0    8.16e-01
2023 06 07  0140    60102    6000      0    1.13e+00    0    7.96e-01
2023 06 07  0145    60102    6300      0    1.14e+00    0    8.07e-01
2023 06 07  0150    60102    6600      0    1.18e+00    0    8.30e-01
2023 06 07  0155    60102    6900      0    1.12e+00    0    7.81e-01
2023 06 07  0200    60102    7200      0    1.10e+00    0    7.71e-01
2023 06 07  0205    60102    7500      0    1.12e+00    0    7.89e-01
2023 06 07  0210    60102    7800      0    1.17e+00    0    8.12e-01
2023 06 07  0215    60102    8100      0    1.15e+00    0    8.17e-01
2023 06 07  0220    60102    8400      0    1.17e+00    0    8.18e-01
2023 06 07  0225    60102    8700      0    1.17e+00    0    8.18e-01
2023 06 07  0230    60102    9000      0    1.14e+00    0    7.98e-01
2023 06 07  0235    60102    9300      0    1.15e+00    0    8.18e-01
2023 06 07  0240    60102    9600      0    1.17e+00    0    8.25e-01
2023 06 07  0245    60102    9900      0    1.17e+00    0    8.28e-01
2023 06 07  0250    60102   10200      0    1.15e+00    0    8.09e-01
2023 06 07  0255    60102   10500      0    1.17e+00    0    8.25e-01
2023 06 07  0300    60102   10800      0    1.18e+00    0    8.35e-01
2023 06 07  0305    60102   11100      0    1.13e+00    0    7.91e-01
2023 06 07  0310    60102   11400      0    1.13e+00    0    8.08e-01
2023 06 07  0315    60102   11700      0    1.15e+00    0    8.11e-01
2023 06 07  0320    60102   12000      0    1.16e+00    0    8.20e-01
2023 06 07  0325    60102   12300      0    1.19e+00    0    8.38e-01
2023 06 07  0330    60102   12600      0    1.16e+00    0    8.24e-01
2023 06 07  0335    60102   12900      0    1.11e+00    0    7.84e-01
2023 06 07  0340    60102   13200      0    1.14e+00    0    8.11e-01
2023 06 07  0345    60102   13500      0    1.17e+00    0    8.25e-01
2023 06 07  0350    60102   13800      0    1.20e+00    0    8.51e-01
2023 06 07  0355    60102   14100      9   -1.00e+05    9   -1.00e+05
2023 06 07  0400    60102   14400      0    1.16e+00    0    8.13e-01
2023 06 07  0405    60102   14700      0    1.14e+00    0    7.98e-01
2023 06 07  0410    60102   15000      0    1.15e+00    0    8.00e-01
2023 06 07  0415    60102   15300      0    1.16e+00    0    8.13e-01
2023 06 07  0420    60102   15600      0    1.12e+00    0    7.94e-01
2023 06 07  0425    60102   15900      0    1.13e+00    0    7.91e-01
2023 06 07  0430    60102   16200      0    1.16e+00    0    8.17e-01
2023 06 07  0435    60102   16500      0    1.16e+00    0    8.23e-01
2023 06 07  0440    60102   16800      0    1.18e+00    0    8.35e-01
2023 06 07  0445    60102   17100      0    1.17e+00    0    8.30e-01
2023 06 07  0450    60102   17400      0    1.17e+00    0    8.27e-01
2023 06 07  0455    60102   17700      0    1.18e+00    0    8.28e-01
2023 06 07  0500    60102   18000      0    1.16e+00    0    8.19e-01
2023 06 07  0505    60102   18300      0    1.17e+00    0    8.22e-01
2023 06 07  0510    60102   18600      0    1.15e+00    0    8.01e-01
2023 06 07  0515    60102   18900      0    1.19e+00    0    8.32e-01
2023 06 07  0520    60102   19200      0    1.15e+00    0    7.97e-01
2023 06 07  0525    60102   19500      0    1.17e+00    0    8.33e-01
2023 06 07  0530    60102   19800      0    1.14e+00    0    8.02e-01
2023 06 07  0535    60102   20100      0    1.18e+00    0    8.32e-01
2023 06 07  0540    60102   20400      0    1.15e+00    0    8.10e-01
2023 06 07  0545    60102   20700      0    1.15e+00    0    8.20e-01
2023 06 07  0550    60102   21000      0    1.17e+00    0    8.28e-01
2023 06 07  0555    60102   21300      0    1.16e+00    0    8.19e-01
