:Data_list: 20100813_ace_swepam_1m.txt
:Created: 2010 Aug 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2010 08 13  0000   55421       0    0        1.5      340.3     4.29e+04
2010 08 13  0001   55421      60    0        1.8      338.9     3.97e+04
2010 08 13  0002   55421     120    0        1.6      339.6     4.24e+04
2010 08 13  0003   55421     180    0        1.7      339.3     4.11e+04
2010 08 13  0004   55421     240    0        1.5      342.8     4.00e+04
2010 08 13  0005   55421     300    0        1.7      340.0     4.27e+04
2010 08 13  0006   55421     360    0        1.6      342.0     4.09e+04
2010 08 13  0007   55421     420    0        1.9      339.8     4.06e+04
2010 08 13  0008   55421     480    0        1.6      343.6     4.00e+04
2010 08 13  0009   55421     540    0        2.0      343.1     4.11e+04
2010 08 13  0010   55421     600    0        1.6      342.0     4.36e+04
2010 08 13  0011   55421     660    0        1.8      344.0     4.12e+04
2010 08 13  0012   55421     720    0        1.7      343.2     4.00e+04
2010 08 13  0013   55421     780    0        1.7      343.2     4.00e+04
2010 08 13  0014   55421     840    0        1.8      342.3     4.03e+04
2010 08 13  0015   55421     900    0        1.6      343.7     3.98e+04
2010 08 13  0016   55421     960    3    -9999.9    -9999.9    -1.00e+05
2010 08 13  0017   55421    1020    3    -9999.9    -9999.9    -1.00e+05
2010 08 13  0018   55421    1080    0        1.6      338.2     4.25e+04
2010 08 13  0019   55421    1140    0        1.7      341.9     3.38e+04
2010 08 13  0020   55421    1200    0        1.7      338.0     4.19e+04
2010 08 13  0021   55421    1260    0        1.6      339.6     4.44e+04
2010 08 13  0022   55421    1320    0        1.6      341.9     4.04e+04
2010 08 13  0023   55421    1380    0        2.2      339.1     3.79e+04
2010 08 13  0024   55421    1440    0        2.0      337.8     5.02e+04
2010 08 13  0025   55421    1500    0        2.1      340.9     4.57e+04
2010 08 13  0026   55421    1560    0        2.1      337.3     4.88e+04
2010 08 13  0027   55421    1620    0        2.1      339.3     4.16e+04
2010 08 13  0028   55421    1680    0        1.9      338.0     4.59e+04
2010 08 13  0029   55421    1740    0        1.9      338.0     4.59e+04
2010 08 13  0030   55421    1800    0        1.9      341.0     4.40e+04
2010 08 13  0031   55421    1860    0        2.5      343.7     4.46e+04
2010 08 13  0032   55421    1920    0        2.4      344.5     4.58e+04
2010 08 13  0033   55421    1980    0        2.2      344.3     4.40e+04
2010 08 13  0034   55421    2040    0        2.3      346.2     4.18e+04
2010 08 13  0035   55421    2100    0        2.4      347.4     4.58e+04
2010 08 13  0036   55421    2160    0        1.9      331.1     4.00e+04
2010 08 13  0037   55421    2220    0        1.5      333.1     3.81e+04
2010 08 13  0038   55421    2280    0        1.6      337.6     4.04e+04
2010 08 13  0039   55421    2340    0        1.6      336.3     4.56e+04
2010 08 13  0040   55421    2400    0        1.7      338.2     4.09e+04
2010 08 13  0041   55421    2460    0        1.7      339.9     4.38e+04
2010 08 13  0042   55421    2520    0        1.6      337.1     4.41e+04
2010 08 13  0043   55421    2580    0        1.3      338.4     4.39e+04
2010 08 13  0044   55421    2640    0        1.2      337.8     4.34e+04
2010 08 13  0045   55421    2700    0        1.2      337.8     4.34e+04
2010 08 13  0046   55421    2760    0        1.1      339.1     3.97e+04
2010 08 13  0047   55421    2820    0        1.5      336.2     4.32e+04
2010 08 13  0048   55421    2880    0        1.4      344.2     4.35e+04
2010 08 13  0049   55421    2940    3    -9999.9    -9999.9    -1.00e+05
2010 08 13  0050   55421    3000    3    -9999.9    -9999.9    -1.00e+05
2010 08 13  0051   55421    3060    0        1.1      346.6     4.51e+04
2010 08 13  0052   55421    3120    0        1.1      346.8     3.68e+04
2010 08 13  0053   55421    3180    0        1.2      345.1     4.12e+04
2010 08 13  0054   55421    3240    0        0.9      344.5     4.35e+04
2010 08 13  0055   55421    3300    0        0.9      347.5     5.07e+04
2010 08 13  0056   55421    3360    0        0.9      349.2     4.11e+04
2010 08 13  0057   55421    3420    0        0.8      351.1     4.04e+04
2010 08 13  0058   55421    3480    0        0.9      349.1     4.15e+04
2010 08 13  0059   55421    3540    0        0.9      349.5     5.09e+04
2010 08 13  0100   55421    3600    0        1.0      346.4     4.99e+04
2010 08 13  0101   55421    3660    0        1.0      346.4     4.99e+04
2010 08 13  0102   55421    3720    0        0.9      353.5     4.84e+04
2010 08 13  0103   55421    3780    0        1.0      350.1     3.87e+04
2010 08 13  0104   55421    3840    0        0.9      356.6     4.66e+04
