:Data_list: 20191107_ace_swepam_1m.txt
:Created: 2019 Nov 08 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2019 11 07  0000   58794       0    0        4.7      399.2     1.81e+04
2019 11 07  0001   58794      60    0        8.4      444.0     9.25e+04
2019 11 07  0002   58794     120    0        9.3      437.6     6.46e+04
2019 11 07  0003   58794     180    0        5.6      410.3     2.74e+04
2019 11 07  0004   58794     240    0        7.6      437.0     8.15e+04
2019 11 07  0005   58794     300    0        6.8      438.3     7.58e+04
2019 11 07  0006   58794     360    0        4.4      418.9     4.15e+04
2019 11 07  0007   58794     420    0        5.1      427.8     5.56e+04
2019 11 07  0008   58794     480    0        6.4      441.6     7.70e+04
2019 11 07  0009   58794     540    0        5.8      424.4     4.33e+04
2019 11 07  0010   58794     600    0        6.4      430.4     6.14e+04
2019 11 07  0011   58794     660    0        7.8      439.3     8.68e+04
2019 11 07  0012   58794     720    0        8.0      434.9     7.08e+04
2019 11 07  0013   58794     780    0        6.1      433.2     6.90e+04
2019 11 07  0014   58794     840    0        6.6      445.8     9.72e+04
2019 11 07  0015   58794     900    0        6.6      434.3     6.45e+04
2019 11 07  0016   58794     960    0        5.9      431.3     5.68e+04
2019 11 07  0017   58794    1020    0        2.0      403.0     3.04e+04
2019 11 07  0018   58794    1080    0        5.3      434.2     6.91e+04
2019 11 07  0019   58794    1140    0        7.3      434.7     5.78e+04
2019 11 07  0020   58794    1200    0        4.7      417.3     3.69e+04
2019 11 07  0021   58794    1260    0        5.8      430.4     6.51e+04
2019 11 07  0022   58794    1320    0        6.7      436.6     7.93e+04
2019 11 07  0023   58794    1380    0        4.8      418.3     4.96e+04
2019 11 07  0024   58794    1440    0        4.4      417.5     4.38e+04
2019 11 07  0025   58794    1500    0        6.0      433.1     6.96e+04
2019 11 07  0026   58794    1560    0        5.4      423.7     5.88e+04
2019 11 07  0027   58794    1620    0        4.7      412.2     4.25e+04
2019 11 07  0028   58794    1680    0        6.8      435.6     8.46e+04
2019 11 07  0029   58794    1740    0        4.5      415.5     4.61e+04
2019 11 07  0030   58794    1800    0        2.9      395.7     2.43e+04
2019 11 07  0031   58794    1860    0        6.0      438.6     9.99e+04
2019 11 07  0032   58794    1920    0        7.1      428.6     7.57e+04
2019 11 07  0033   58794    1980    0        6.4      437.4     4.59e+04
2019 11 07  0034   58794    2040    0        6.0      454.7     8.39e+04
2019 11 07  0035   58794    2100    0        6.4      449.3     7.27e+04
2019 11 07  0036   58794    2160    0        5.3      423.9     3.58e+04
2019 11 07  0037   58794    2220    0        5.9      433.3     4.37e+04
2019 11 07  0038   58794    2280    0        6.1      439.9     4.98e+04
2019 11 07  0039   58794    2340    0        6.3      430.2     4.69e+04
2019 11 07  0040   58794    2400    0        6.6      435.8     5.48e+04
2019 11 07  0041   58794    2460    0        6.6      448.6     6.41e+04
2019 11 07  0042   58794    2520    0        5.9      427.3     3.55e+04
2019 11 07  0043   58794    2580    0        6.2      433.2     4.34e+04
2019 11 07  0044   58794    2640    0        6.8      444.3     5.70e+04
2019 11 07  0045   58794    2700    0        6.8      435.0     4.14e+04
2019 11 07  0046   58794    2760    0        6.6      432.4     4.28e+04
2019 11 07  0047   58794    2820    0        7.5      445.5     6.67e+04
2019 11 07  0048   58794    2880    0        6.6      432.5     4.26e+04
2019 11 07  0049   58794    2940    0        6.5      433.0     4.29e+04
2019 11 07  0050   58794    3000    0        5.2      423.0     3.29e+04
2019 11 07  0051   58794    3060    0        6.2      428.0     3.75e+04
2019 11 07  0052   58794    3120    0        7.3      438.4     5.42e+04
2019 11 07  0053   58794    3180    0        5.8      422.9     3.69e+04
2019 11 07  0054   58794    3240    0        6.3      434.0     4.76e+04
2019 11 07  0055   58794    3300    0        7.3      444.0     6.04e+04
2019 11 07  0056   58794    3360    0        6.1      424.5     3.89e+04
2019 11 07  0057   58794    3420    0        5.7      423.2     3.58e+04
2019 11 07  0058   58794    3480    0        7.2      444.2     6.12e+04
2019 11 07  0059   58794    3540    0        6.8      429.9     4.96e+04
2019 11 07  0100   58794    3600    0        5.6      410.7     2.72e+04
2019 11 07  0101   58794    3660    0        6.9      435.9     4.77e+04
2019 11 07  0102   58794    3720    0        7.0      443.6     5.92e+04
2019 11 07  0103   58794    3780    0        6.6      419.6     3.36e+04
2019 11 07  0104   58794    3840    0        7.5      444.7     7.45e+04
2019 11 07  0105   58794    3900    0        7.1      433.6     4.58e+04
2019 11 07  0106   58794    3960    0        5.3      416.8     2.90e+04
2019 11 07  0107   58794    4020    0        6.7      432.8     4.41e+04
2019 11 07  0108   58794    4080    0        7.1      436.0     5.16e+04
2019 11 07  0109   58794    4140    0        6.6      428.2     5.53e+04
2019 11 07  0110   58794    4200    0        6.6      432.6     6.80e+04
2019 11 07  0111   58794    4260    0        6.9      435.3     7.71e+04
2019 11 07  0112   58794    4320    0        5.4      421.8     5.56e+04
2019 11 07  0113   58794    4380    0        4.9      417.3     4.67e+04
2019 11 07  0114   58794    4440    0        6.4      427.4     6.56e+04
2019 11 07  0115   58794    4500    0        5.7      395.4     2.96e+04
2019 11 07  0116   58794    4560    0        5.7      402.0     3.45e+04
2019 11 07  0117   58794    4620    0        5.9      424.0     5.12e+04
2019 11 07  0118   58794    4680    0        6.2      425.9     5.59e+04
2019 11 07  0119   58794    4740    0        6.2      425.6     5.68e+04
2019 11 07  0120   58794    4800    0        5.8      419.1     4.95e+04
2019 11 07  0121   58794    4860    0        6.0      426.5     5.84e+04
2019 11 07  0122   58794    4920    0        6.3      429.6     5.53e+04
2019 11 07  0123   58794    4980    0        4.5      412.8     3.57e+04
2019 11 07  0124   58794    5040    0        5.9      431.3     5.42e+04
2019 11 07  0125   58794    5100    0        6.5      431.9     5.39e+04
2019 11 07  0126   58794    5160    0        5.5      406.1     2.96e+04
2019 11 07  0127   58794    5220    0        5.5      421.5     6.74e+04
2019 11 07  0128   58794    5280    0        6.3      436.2     8.29e+04
2019 11 07  0129   58794    5340    0        5.8      414.6     4.42e+04
2019 11 07  0130   58794    5400    0        5.4      413.7     4.75e+04
