:Data_list: 20160713_ace_sis_5m.txt
:Created: 2016 Jul 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2016 07 13  0000    57582       0      0    1.46e+00    0    1.03e+00
2016 07 13  0005    57582     300      0    1.44e+00    0    1.01e+00
2016 07 13  0010    57582     600      0    1.49e+00    0    1.05e+00
2016 07 13  0015    57582     900      0    1.49e+00    0    1.04e+00
2016 07 13  0020    57582    1200      0    1.49e+00    0    1.03e+00
2016 07 13  0025    57582    1500      0    1.50e+00    0    1.06e+00
2016 07 13  0030    57582    1800      0    1.52e+00    0    1.07e+00
2016 07 13  0035    57582    2100      0    1.49e+00    0    1.05e+00
2016 07 13  0040    57582    2400      0    1.46e+00    0    1.02e+00
2016 07 13  0045    57582    2700      0    1.52e+00    0    1.07e+00
2016 07 13  0050    57582    3000      0    1.46e+00    0    1.02e+00
2016 07 13  0055    57582    3300      0    1.49e+00    0    1.05e+00
2016 07 13  0100    57582    3600      0    1.50e+00    0    1.05e+00
2016 07 13  0105    57582    3900      0    1.52e+00    0    1.07e+00
2016 07 13  0110    57582    4200      0    1.47e+00    0    1.02e+00
2016 07 13  0115    57582    4500      0    1.45e+00    0    1.02e+00
2016 07 13  0120    57582    4800      0    1.47e+00    0    1.03e+00
2016 07 13  0125    57582    5100      0    1.50e+00    0    1.04e+00
2016 07 13  0130    57582    5400      0    1.51e+00    0    1.07e+00
2016 07 13  0135    57582    5700      0    1.48e+00    0    1.03e+00
2016 07 13  0140    57582    6000      0    1.50e+00    0    1.06e+00
2016 07 13  0145    57582    6300      0    1.49e+00    0    1.04e+00
2016 07 13  0150    57582    6600      0    1.47e+00    0    1.04e+00
2016 07 13  0155    57582    6900      0    1.46e+00    0    1.01e+00
2016 07 13  0200    57582    7200      0    1.49e+00    0    1.05e+00
2016 07 13  0205    57582    7500      0    1.50e+00    0    1.05e+00
2016 07 13  0210    57582    7800      0    1.49e+00    0    1.04e+00
2016 07 13  0215    57582    8100      0    1.53e+00    0    1.07e+00
2016 07 13  0220    57582    8400      0    1.48e+00    0    1.03e+00
2016 07 13  0225    57582    8700      0    1.48e+00    0    1.03e+00
2016 07 13  0230    57582    9000      0    1.53e+00    0    1.07e+00
2016 07 13  0235    57582    9300      0    1.52e+00    0    1.07e+00
2016 07 13  0240    57582    9600      0    1.50e+00    0    1.05e+00
2016 07 13  0245    57582    9900      0    1.51e+00    0    1.06e+00
2016 07 13  0250    57582   10200      0    1.51e+00    0    1.07e+00
2016 07 13  0255    57582   10500      0    1.47e+00    0    1.03e+00
2016 07 13  0300    57582   10800      0    1.51e+00    0    1.06e+00
2016 07 13  0305    57582   11100      0    1.50e+00    0    1.05e+00
2016 07 13  0310    57582   11400      0    1.51e+00    0    1.07e+00
2016 07 13  0315    57582   11700      0    1.54e+00    0    1.08e+00
2016 07 13  0320    57582   12000      0    1.51e+00    0    1.06e+00
2016 07 13  0325    57582   12300      0    1.53e+00    0    1.07e+00
2016 07 13  0330    57582   12600      0    1.44e+00    0    1.02e+00
2016 07 13  0335    57582   12900      0    1.45e+00    0    1.01e+00
2016 07 13  0340    57582   13200      0    1.48e+00    0    1.04e+00
2016 07 13  0345    57582   13500      0    1.52e+00    0    1.07e+00
2016 07 13  0350    57582   13800      0    1.54e+00    0    1.08e+00
2016 07 13  0355    57582   14100      0    1.48e+00    0    1.04e+00
2016 07 13  0400    57582   14400      0    1.49e+00    0    1.05e+00
2016 07 13  0405    57582   14700      0    1.45e+00    0    1.02e+00
2016 07 13  0410    57582   15000      0    1.48e+00    0    1.04e+00
2016 07 13  0415    57582   15300      0    1.52e+00    0    1.06e+00
2016 07 13  0420    57582   15600      0    1.53e+00    0    1.08e+00
2016 07 13  0425    57582   15900      0    1.52e+00    0    1.07e+00
2016 07 13  0430    57582   16200      0    1.52e+00    0    1.07e+00
2016 07 13  0435    57582   16500      0    1.48e+00    0    1.04e+00
2016 07 13  0440    57582   16800      0    1.46e+00    0    1.01e+00
2016 07 13  0445    57582   17100      0    1.52e+00    0    1.07e+00
2016 07 13  0450    57582   17400      0    1.48e+00    0    1.04e+00
2016 07 13  0455    57582   17700      0    1.50e+00    0    1.06e+00
