:Data_list: 20210310_ace_mag_1m.txt
:Created: 2021 Mar 11 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 03 10  0000   59283       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0001   59283      60    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0002   59283     120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0003   59283     180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0004   59283     240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0005   59283     300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0006   59283     360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0007   59283     420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0008   59283     480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0009   59283     540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0010   59283     600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0011   59283     660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0012   59283     720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0013   59283     780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0014   59283     840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0015   59283     900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0016   59283     960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0017   59283    1020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0018   59283    1080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0019   59283    1140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0020   59283    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0021   59283    1260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0022   59283    1320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0023   59283    1380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0024   59283    1440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0025   59283    1500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0026   59283    1560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 03 10  0027   59283    1620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
