:Data_list: 20230313_ace_sis_5m.txt
:Created: 2023 Mar 14 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2023 03 13  0000    60016       0      0    1.29e+00    0    9.02e-01
2023 03 13  0005    60016     300      0    1.31e+00    0    9.19e-01
2023 03 13  0010    60016     600      0    1.33e+00    0    9.34e-01
2023 03 13  0015    60016     900      0    1.34e+00    0    9.41e-01
2023 03 13  0020    60016    1200      0    1.33e+00    0    9.28e-01
2023 03 13  0025    60016    1500      0    1.33e+00    0    9.39e-01
2023 03 13  0030    60016    1800      0    1.31e+00    0    9.22e-01
2023 03 13  0035    60016    2100      0    1.33e+00    0    9.33e-01
2023 03 13  0040    60016    2400      0    1.33e+00    0    9.35e-01
2023 03 13  0045    60016    2700      0    1.32e+00    0    9.15e-01
2023 03 13  0050    60016    3000      0    1.32e+00    0    9.29e-01
2023 03 13  0055    60016    3300      0    1.34e+00    0    9.37e-01
2023 03 13  0100    60016    3600      0    1.31e+00    0    9.20e-01
2023 03 13  0105    60016    3900      0    1.33e+00    0    9.41e-01
2023 03 13  0110    60016    4200      0    1.32e+00    0    9.35e-01
2023 03 13  0115    60016    4500      0    1.33e+00    0    9.45e-01
2023 03 13  0120    60016    4800      0    1.33e+00    0    9.42e-01
2023 03 13  0125    60016    5100      0    1.31e+00    0    9.25e-01
2023 03 13  0130    60016    5400      0    1.36e+00    0    9.67e-01
2023 03 13  0135    60016    5700      0    1.32e+00    0    9.32e-01
2023 03 13  0140    60016    6000      0    1.31e+00    0    9.22e-01
2023 03 13  0145    60016    6300      0    1.33e+00    0    9.30e-01
2023 03 13  0150    60016    6600      0    1.34e+00    0    9.42e-01
2023 03 13  0155    60016    6900      0    1.34e+00    0    9.35e-01
2023 03 13  0200    60016    7200      0    1.33e+00    0    9.50e-01
2023 03 13  0205    60016    7500      0    1.33e+00    0    9.31e-01
2023 03 13  0210    60016    7800      0    1.34e+00    0    9.33e-01
2023 03 13  0215    60016    8100      0    1.30e+00    0    9.20e-01
2023 03 13  0220    60016    8400      0    1.33e+00    0    9.32e-01
2023 03 13  0225    60016    8700      0    1.31e+00    0    9.16e-01
2023 03 13  0230    60016    9000      0    1.32e+00    0    9.32e-01
2023 03 13  0235    60016    9300      0    1.32e+00    0    9.39e-01
2023 03 13  0240    60016    9600      0    1.34e+00    0    9.53e-01
2023 03 13  0245    60016    9900      0    1.33e+00    0    9.34e-01
2023 03 13  0250    60016   10200      0    1.31e+00    0    9.23e-01
2023 03 13  0255    60016   10500      0    1.35e+00    0    9.39e-01
2023 03 13  0300    60016   10800      0    1.33e+00    0    9.35e-01
2023 03 13  0305    60016   11100      0    1.33e+00    0    9.39e-01
2023 03 13  0310    60016   11400      0    1.34e+00    0    9.46e-01
2023 03 13  0315    60016   11700      0    1.34e+00    0    9.48e-01
2023 03 13  0320    60016   12000      0    1.31e+00    0    9.21e-01
2023 03 13  0325    60016   12300      0    1.34e+00    0    9.48e-01
2023 03 13  0330    60016   12600      0    1.32e+00    0    9.32e-01
2023 03 13  0335    60016   12900      0    1.36e+00    0    9.55e-01
2023 03 13  0340    60016   13200      0    1.32e+00    0    9.27e-01
2023 03 13  0345    60016   13500      0    1.34e+00    0    9.54e-01
2023 03 13  0350    60016   13800      0    1.35e+00    0    9.48e-01
2023 03 13  0355    60016   14100      9   -1.00e+05    9   -1.00e+05
2023 03 13  0400    60016   14400      0    1.31e+00    0    9.19e-01
2023 03 13  0405    60016   14700      0    1.30e+00    0    9.16e-01
2023 03 13  0410    60016   15000      0    1.34e+00    0    9.47e-01
2023 03 13  0415    60016   15300      0    1.37e+00    0    9.70e-01
2023 03 13  0420    60016   15600      0    1.42e+00    0    9.94e-01
2023 03 13  0425    60016   15900      0    1.40e+00    0    9.85e-01
2023 03 13  0430    60016   16200      0    1.48e+00    0    1.04e+00
2023 03 13  0435    60016   16500      0    1.51e+00    0    1.06e+00
2023 03 13  0440    60016   16800      0    1.56e+00    0    1.09e+00
2023 03 13  0445    60016   17100      0    1.70e+00    0    1.19e+00
2023 03 13  0450    60016   17400      0    1.90e+00    0    1.32e+00
2023 03 13  0455    60016   17700      0    2.24e+00    0    1.56e+00
2023 03 13  0500    60016   18000      0    2.61e+00    0    1.82e+00
2023 03 13  0505    60016   18300      0    2.88e+00    0    2.02e+00
2023 03 13  0510    60016   18600      0    3.05e+00    0    2.16e+00
2023 03 13  0515    60016   18900      0    3.11e+00    0    2.19e+00
2023 03 13  0520    60016   19200      0    3.08e+00    0    2.18e+00
2023 03 13  0525    60016   19500      0    3.16e+00    0    2.23e+00
2023 03 13  0530    60016   19800      0    3.32e+00    0    2.32e+00
2023 03 13  0535    60016   20100      0    3.65e+00    0    2.61e+00
2023 03 13  0540    60016   20400      0    3.90e+00    0    2.78e+00
2023 03 13  0545    60016   20700      0    4.33e+00    0    3.08e+00
2023 03 13  0550    60016   21000      0    4.67e+00    0    3.33e+00
2023 03 13  0555    60016   21300      0    5.00e+00    0    3.57e+00
2023 03 13  0600    60016   21600      0    5.18e+00    0    3.63e+00
2023 03 13  0605    60016   21900      0    5.20e+00    0    3.62e+00
2023 03 13  0610    60016   22200      0    5.71e+00    0    3.95e+00
2023 03 13  0615    60016   22500      0    6.19e+00    0    4.24e+00
2023 03 13  0620    60016   22800      0    6.34e+00    0    4.25e+00
2023 03 13  0625    60016   23100      0    6.27e+00    0    4.15e+00
2023 03 13  0630    60016   23400      0    6.36e+00    0    4.22e+00
2023 03 13  0635    60016   23700      0    5.80e+00    0    3.85e+00
2023 03 13  0640    60016   24000      0    5.61e+00    0    3.70e+00
2023 03 13  0645    60016   24300      0    5.59e+00    0    3.56e+00
2023 03 13  0650    60016   24600      0    5.51e+00    0    3.47e+00
2023 03 13  0655    60016   24900      0    5.68e+00    0    3.47e+00
2023 03 13  0700    60016   25200      0    5.92e+00    0    3.69e+00
2023 03 13  0705    60016   25500      0    6.25e+00    0    3.85e+00
2023 03 13  0710    60016   25800      0    6.54e+00    0    3.88e+00
2023 03 13  0715    60016   26100      0    7.07e+00    0    4.15e+00
2023 03 13  0720    60016   26400      0    8.71e+00    0    4.73e+00
2023 03 13  0725    60016   26700      0    9.41e+00    0    4.75e+00
2023 03 13  0730    60016   27000      0    8.43e+00    0    4.27e+00
2023 03 13  0735    60016   27300      0    6.17e+00    0    3.40e+00
2023 03 13  0740    60016   27600      0    5.84e+00    0    3.41e+00
2023 03 13  0745    60016   27900      0    6.81e+00    0    3.80e+00
2023 03 13  0750    60016   28200      0    7.62e+00    0    4.04e+00
2023 03 13  0755    60016   28500      0    7.58e+00    0    3.99e+00
2023 03 13  0800    60016   28800      0    7.64e+00    0    3.88e+00
2023 03 13  0805    60016   29100      0    8.12e+00    0    3.93e+00
2023 03 13  0810    60016   29400      0    7.86e+00    0    3.73e+00
2023 03 13  0815    60016   29700      0    7.72e+00    0    3.74e+00
2023 03 13  0820    60016   30000      0    7.70e+00    0    3.73e+00
2023 03 13  0825    60016   30300      0    8.02e+00    0    3.94e+00
2023 03 13  0830    60016   30600      0    9.32e+00    0    4.40e+00
2023 03 13  0835    60016   30900      0    9.95e+00    0    4.60e+00
2023 03 13  0840    60016   31200      0    9.75e+00    0    4.48e+00
2023 03 13  0845    60016   31500      0    9.57e+00    0    4.43e+00
2023 03 13  0850    60016   31800      0    9.06e+00    0    4.00e+00
2023 03 13  0855    60016   32100      0    7.53e+00    0    3.40e+00
2023 03 13  0900    60016   32400      9   -1.00e+05    9   -1.00e+05
2023 03 13  0905    60016   32700      9   -1.00e+05    9   -1.00e+05
2023 03 13  0910    60016   33000      9   -1.00e+05    9   -1.00e+05
2023 03 13  0915    60016   33300      9   -1.00e+05    9   -1.00e+05
2023 03 13  0920    60016   33600      9   -1.00e+05    9   -1.00e+05
2023 03 13  0925    60016   33900      9   -1.00e+05    9   -1.00e+05
2023 03 13  0930    60016   34200      9   -1.00e+05    9   -1.00e+05
2023 03 13  0935    60016   34500      9   -1.00e+05    9   -1.00e+05
2023 03 13  0940    60016   34800      9   -1.00e+05    9   -1.00e+05
2023 03 13  0945    60016   35100      9   -1.00e+05    9   -1.00e+05
2023 03 13  0950    60016   35400      9   -1.00e+05    9   -1.00e+05
2023 03 13  0955    60016   35700      9   -1.00e+05    9   -1.00e+05
2023 03 13  1000    60016   36000      9   -1.00e+05    9   -1.00e+05
2023 03 13  1005    60016   36300      9   -1.00e+05    9   -1.00e+05
2023 03 13  1010    60016   36600      9   -1.00e+05    9   -1.00e+05
2023 03 13  1015    60016   36900      0    8.32e+00    0    4.19e+00
2023 03 13  1020    60016   37200      0    8.35e+00    0    4.12e+00
2023 03 13  1025    60016   37500      0    9.03e+00    0    4.31e+00
2023 03 13  1030    60016   37800      0    9.41e+00    0    4.27e+00
2023 03 13  1035    60016   38100      0    1.13e+01    0    4.66e+00
2023 03 13  1040    60016   38400      0    1.15e+01    0    4.63e+00
2023 03 13  1045    60016   38700      0    1.16e+01    0    4.66e+00
2023 03 13  1050    60016   39000      0    1.21e+01    0    4.73e+00
2023 03 13  1055    60016   39300      0    1.23e+01    0    4.69e+00
2023 03 13  1100    60016   39600      0    1.16e+01    0    4.57e+00
2023 03 13  1105    60016   39900      0    1.15e+01    0    4.56e+00
2023 03 13  1110    60016   40200      0    1.17e+01    0    4.61e+00
2023 03 13  1115    60016   40500      0    1.17e+01    0    4.48e+00
2023 03 13  1120    60016   40800      0    1.17e+01    0    4.57e+00
2023 03 13  1125    60016   41100      0    1.17e+01    0    4.50e+00
2023 03 13  1130    60016   41400      0    1.23e+01    0    4.62e+00
2023 03 13  1135    60016   41700      0    1.26e+01    0    4.70e+00
2023 03 13  1140    60016   42000      0    1.28e+01    0    4.58e+00
2023 03 13  1145    60016   42300      0    1.34e+01    0    4.72e+00
2023 03 13  1150    60016   42600      0    1.36e+01    0    4.68e+00
2023 03 13  1155    60016   42900      0    1.32e+01    0    4.64e+00
2023 03 13  1200    60016   43200      0    1.25e+01    0    4.53e+00
2023 03 13  1205    60016   43500      0    1.31e+01    0    4.48e+00
2023 03 13  1210    60016   43800      0    1.33e+01    0    4.57e+00
2023 03 13  1215    60016   44100      0    1.34e+01    0    4.54e+00
2023 03 13  1220    60016   44400      0    1.29e+01    0    4.54e+00
2023 03 13  1225    60016   44700      0    1.69e+01    0    5.29e+00
2023 03 13  1230    60016   45000      0    2.05e+01    0    5.92e+00
2023 03 13  1235    60016   45300      0    2.01e+01    0    5.85e+00
2023 03 13  1240    60016   45600      0    2.04e+01    0    5.88e+00
2023 03 13  1245    60016   45900      0    1.80e+01    0    5.51e+00
2023 03 13  1250    60016   46200      0    1.92e+01    0    5.68e+00
2023 03 13  1255    60016   46500      0    1.97e+01    0    5.75e+00
2023 03 13  1300    60016   46800      0    1.95e+01    0    5.59e+00
2023 03 13  1305    60016   47100      0    2.03e+01    0    5.67e+00
2023 03 13  1310    60016   47400      0    1.92e+01    0    5.55e+00
2023 03 13  1315    60016   47700      0    1.69e+01    0    5.12e+00
2023 03 13  1320    60016   48000      0    2.30e+01    0    5.83e+00
2023 03 13  1325    60016   48300      0    3.04e+01    0    6.47e+00
2023 03 13  1330    60016   48600      0    2.67e+01    0    5.86e+00
2023 03 13  1335    60016   48900      0    2.29e+01    0    5.67e+00
2023 03 13  1340    60016   49200      0    2.30e+01    0    5.57e+00
2023 03 13  1345    60016   49500      0    2.88e+01    0    7.04e+00
