:Data_list: 20140321_ace_swepam_1m.txt
:Created: 2014 Mar 22 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2014 03 21  0000   56737       0    0        7.0      324.3     4.11e+04
2014 03 21  0001   56737      60    0        7.9      323.4     3.71e+04
2014 03 21  0002   56737     120    3    -9999.9    -9999.9    -1.00e+05
2014 03 21  0003   56737     180    3    -9999.9    -9999.9    -1.00e+05
2014 03 21  0004   56737     240    0       10.5      326.7     3.50e+04
2014 03 21  0005   56737     300    0        6.8      326.6     5.05e+04
2014 03 21  0006   56737     360    1        6.1      329.1     4.53e+04
2014 03 21  0007   56737     420    1        7.0      328.6     4.64e+04
2014 03 21  0008   56737     480    0        5.6      329.7     7.75e+04
2014 03 21  0009   56737     540    1        9.0      327.4     4.45e+04
2014 03 21  0010   56737     600    0        7.8      327.8     6.75e+04
2014 03 21  0011   56737     660    0        6.1      324.9     6.35e+04
2014 03 21  0012   56737     720    1       13.6      326.6     3.91e+04
2014 03 21  0013   56737     780    1        7.8      329.6     5.86e+04
2014 03 21  0014   56737     840    0        4.8      328.9     6.05e+04
2014 03 21  0015   56737     900    0        3.8      327.9     5.97e+04
2014 03 21  0016   56737     960    0        2.8      329.2     7.77e+04
2014 03 21  0017   56737    1020    0        3.3      333.7     6.80e+04
2014 03 21  0018   56737    1080    0        3.9      334.9     6.17e+04
2014 03 21  0019   56737    1140    0        3.9      332.0     7.14e+04
2014 03 21  0020   56737    1200    0        4.4      330.9     6.03e+04
2014 03 21  0021   56737    1260    0        4.4      333.0     4.89e+04
2014 03 21  0022   56737    1320    0        3.7      337.6     6.05e+04
2014 03 21  0023   56737    1380    0        4.1      341.6     5.78e+04
2014 03 21  0024   56737    1440    0        5.4      337.0     4.19e+04
2014 03 21  0025   56737    1500    0        4.6      338.5     3.30e+04
2014 03 21  0026   56737    1560    0        5.3      336.6     3.58e+04
2014 03 21  0027   56737    1620    0        4.6      333.4     4.03e+04
2014 03 21  0028   56737    1680    0        4.5      335.4     3.28e+04
2014 03 21  0029   56737    1740    0        3.8      319.4     3.65e+04
2014 03 21  0030   56737    1800    0        6.4      322.4     5.17e+04
2014 03 21  0031   56737    1860    0        6.2      328.7     5.35e+04
2014 03 21  0032   56737    1920    0       27.0      325.2     2.95e+04
2014 03 21  0033   56737    1980    1       22.5      326.8     5.20e+04
2014 03 21  0034   56737    2040    1        8.1      330.9     8.19e+04
2014 03 21  0035   56737    2100    3    -9999.9    -9999.9    -1.00e+05
2014 03 21  0036   56737    2160    3    -9999.9    -9999.9    -1.00e+05
2014 03 21  0037   56737    2220    0        5.6      318.5     4.31e+04
2014 03 21  0038   56737    2280    0        7.5      322.4     5.40e+04
2014 03 21  0039   56737    2340    0       10.3      321.8     3.32e+04
