:Data_list: 20201025_ace_sis_5m.txt
:Created: 2020 Oct 26 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 10 25  0000    59147       0      0    2.50e+00    0    1.69e+00
2020 10 25  0005    59147     300      9   -1.00e+05    9   -1.00e+05
2020 10 25  0010    59147     600      9   -1.00e+05    9   -1.00e+05
2020 10 25  0015    59147     900      9   -1.00e+05    9   -1.00e+05
2020 10 25  0020    59147    1200      9   -1.00e+05    9   -1.00e+05
2020 10 25  0025    59147    1500      9   -1.00e+05    9   -1.00e+05
2020 10 25  0030    59147    1800      9   -1.00e+05    9   -1.00e+05
2020 10 25  0035    59147    2100      9   -1.00e+05    9   -1.00e+05
2020 10 25  0040    59147    2400      9   -1.00e+05    9   -1.00e+05
2020 10 25  0045    59147    2700      9   -1.00e+05    9   -1.00e+05
2020 10 25  0050    59147    3000      9   -1.00e+05    9   -1.00e+05
2020 10 25  0055    59147    3300      9   -1.00e+05    9   -1.00e+05
2020 10 25  0100    59147    3600      9   -1.00e+05    9   -1.00e+05
2020 10 25  0105    59147    3900      9   -1.00e+05    9   -1.00e+05
2020 10 25  0110    59147    4200      9   -1.00e+05    9   -1.00e+05
2020 10 25  0115    59147    4500      9   -1.00e+05    9   -1.00e+05
2020 10 25  0120    59147    4800      9   -1.00e+05    9   -1.00e+05
2020 10 25  0125    59147    5100      9   -1.00e+05    9   -1.00e+05
2020 10 25  0130    59147    5400      9   -1.00e+05    9   -1.00e+05
2020 10 25  0135    59147    5700      9   -1.00e+05    9   -1.00e+05
2020 10 25  0140    59147    6000      9   -1.00e+05    9   -1.00e+05
2020 10 25  0145    59147    6300      9   -1.00e+05    9   -1.00e+05
2020 10 25  0150    59147    6600      9   -1.00e+05    9   -1.00e+05
2020 10 25  0155    59147    6900      9   -1.00e+05    9   -1.00e+05
2020 10 25  0200    59147    7200      9   -1.00e+05    9   -1.00e+05
2020 10 25  0205    59147    7500      9   -1.00e+05    9   -1.00e+05
2020 10 25  0210    59147    7800      9   -1.00e+05    9   -1.00e+05
2020 10 25  0215    59147    8100      9   -1.00e+05    9   -1.00e+05
2020 10 25  0220    59147    8400      9   -1.00e+05    9   -1.00e+05
2020 10 25  0225    59147    8700      9   -1.00e+05    9   -1.00e+05
2020 10 25  0230    59147    9000      9   -1.00e+05    9   -1.00e+05
2020 10 25  0235    59147    9300      9   -1.00e+05    9   -1.00e+05
2020 10 25  0240    59147    9600      9   -1.00e+05    9   -1.00e+05
2020 10 25  0245    59147    9900      9   -1.00e+05    9   -1.00e+05
2020 10 25  0250    59147   10200      9   -1.00e+05    9   -1.00e+05
2020 10 25  0255    59147   10500      9   -1.00e+05    9   -1.00e+05
2020 10 25  0300    59147   10800      9   -1.00e+05    9   -1.00e+05
2020 10 25  0305    59147   11100      9   -1.00e+05    9   -1.00e+05
2020 10 25  0310    59147   11400      9   -1.00e+05    9   -1.00e+05
2020 10 25  0315    59147   11700      9   -1.00e+05    9   -1.00e+05
2020 10 25  0320    59147   12000      9   -1.00e+05    9   -1.00e+05
2020 10 25  0325    59147   12300      9   -1.00e+05    9   -1.00e+05
2020 10 25  0330    59147   12600      9   -1.00e+05    9   -1.00e+05
2020 10 25  0335    59147   12900      9   -1.00e+05    9   -1.00e+05
2020 10 25  0340    59147   13200      9   -1.00e+05    9   -1.00e+05
2020 10 25  0345    59147   13500      9   -1.00e+05    9   -1.00e+05
2020 10 25  0350    59147   13800      9   -1.00e+05    9   -1.00e+05
2020 10 25  0355    59147   14100      9   -1.00e+05    9   -1.00e+05
2020 10 25  0400    59147   14400      9   -1.00e+05    9   -1.00e+05
2020 10 25  0405    59147   14700      0    2.40e+00    0    1.66e+00
2020 10 25  0410    59147   15000      0    2.38e+00    0    1.68e+00
2020 10 25  0415    59147   15300      0    2.39e+00    0    1.69e+00
2020 10 25  0420    59147   15600      0    2.41e+00    0    1.70e+00
2020 10 25  0425    59147   15900      0    2.43e+00    0    1.72e+00
2020 10 25  0430    59147   16200      0    2.43e+00    0    1.71e+00
2020 10 25  0435    59147   16500      0    2.38e+00    0    1.66e+00
2020 10 25  0440    59147   16800      0    2.38e+00    0    1.68e+00
2020 10 25  0445    59147   17100      0    2.42e+00    0    1.70e+00
2020 10 25  0450    59147   17400      0    2.36e+00    0    1.66e+00
2020 10 25  0455    59147   17700      0    2.41e+00    0    1.69e+00
2020 10 25  0500    59147   18000      0    2.44e+00    0    1.70e+00
2020 10 25  0505    59147   18300      0    2.38e+00    0    1.66e+00
2020 10 25  0510    59147   18600      0    2.39e+00    0    1.68e+00
2020 10 25  0515    59147   18900      0    2.39e+00    0    1.70e+00
2020 10 25  0520    59147   19200      0    2.38e+00    0    1.69e+00
2020 10 25  0525    59147   19500      0    2.43e+00    0    1.73e+00
2020 10 25  0530    59147   19800      0    2.44e+00    0    1.71e+00
2020 10 25  0535    59147   20100      0    2.41e+00    0    1.69e+00
2020 10 25  0540    59147   20400      0    2.40e+00    0    1.68e+00
2020 10 25  0545    59147   20700      0    2.43e+00    0    1.71e+00
2020 10 25  0550    59147   21000      0    2.39e+00    0    1.68e+00
2020 10 25  0555    59147   21300      0    2.42e+00    0    1.70e+00
2020 10 25  0600    59147   21600      0    2.37e+00    0    1.66e+00
2020 10 25  0605    59147   21900      0    2.39e+00    0    1.66e+00
2020 10 25  0610    59147   22200      0    2.44e+00    0    1.70e+00
2020 10 25  0615    59147   22500      0    2.38e+00    0    1.68e+00
2020 10 25  0620    59147   22800      0    2.37e+00    0    1.66e+00
2020 10 25  0625    59147   23100      0    2.37e+00    0    1.66e+00
2020 10 25  0630    59147   23400      0    2.37e+00    0    1.67e+00
2020 10 25  0635    59147   23700      0    2.36e+00    0    1.66e+00
2020 10 25  0640    59147   24000      0    2.39e+00    0    1.67e+00
2020 10 25  0645    59147   24300      0    2.39e+00    0    1.70e+00
2020 10 25  0650    59147   24600      0    2.41e+00    0    1.70e+00
2020 10 25  0655    59147   24900      0    2.37e+00    0    1.66e+00
2020 10 25  0700    59147   25200      0    2.40e+00    0    1.67e+00
2020 10 25  0705    59147   25500      0    2.45e+00    0    1.71e+00
2020 10 25  0710    59147   25800      0    2.40e+00    0    1.67e+00
2020 10 25  0715    59147   26100      0    2.36e+00    0    1.65e+00
2020 10 25  0720    59147   26400      0    2.37e+00    0    1.67e+00
2020 10 25  0725    59147   26700      0    2.35e+00    0    1.66e+00
2020 10 25  0730    59147   27000      0    2.33e+00    0    1.63e+00
2020 10 25  0735    59147   27300      0    2.42e+00    0    1.70e+00
2020 10 25  0740    59147   27600      0    2.38e+00    0    1.68e+00
2020 10 25  0745    59147   27900      0    2.34e+00    0    1.64e+00
2020 10 25  0750    59147   28200      0    2.44e+00    0    1.70e+00
2020 10 25  0755    59147   28500      0    2.39e+00    0    1.69e+00
2020 10 25  0800    59147   28800      0    2.42e+00    0    1.68e+00
2020 10 25  0805    59147   29100      0    2.38e+00    0    1.70e+00
2020 10 25  0810    59147   29400      0    2.38e+00    0    1.68e+00
2020 10 25  0815    59147   29700      0    2.40e+00    0    1.67e+00
2020 10 25  0820    59147   30000      0    2.39e+00    0    1.65e+00
2020 10 25  0825    59147   30300      0    2.36e+00    0    1.65e+00
2020 10 25  0830    59147   30600      0    2.41e+00    0    1.70e+00
2020 10 25  0835    59147   30900      0    2.32e+00    0    1.62e+00
2020 10 25  0840    59147   31200      0    2.36e+00    0    1.64e+00
2020 10 25  0845    59147   31500      0    2.39e+00    0    1.68e+00
2020 10 25  0850    59147   31800      0    2.40e+00    0    1.68e+00
2020 10 25  0855    59147   32100      0    2.42e+00    0    1.71e+00
2020 10 25  0900    59147   32400      0    2.42e+00    0    1.71e+00
2020 10 25  0905    59147   32700      0    2.39e+00    0    1.67e+00
2020 10 25  0910    59147   33000      0    2.38e+00    0    1.68e+00
2020 10 25  0915    59147   33300      0    2.41e+00    0    1.71e+00
2020 10 25  0920    59147   33600      0    2.39e+00    0    1.69e+00
2020 10 25  0925    59147   33900      0    2.36e+00    0    1.65e+00
2020 10 25  0930    59147   34200      0    2.38e+00    0    1.67e+00
2020 10 25  0935    59147   34500      0    2.41e+00    0    1.68e+00
2020 10 25  0940    59147   34800      0    2.38e+00    0    1.68e+00
2020 10 25  0945    59147   35100      0    2.39e+00    0    1.67e+00
2020 10 25  0950    59147   35400      0    2.39e+00    0    1.67e+00
2020 10 25  0955    59147   35700      0    2.40e+00    0    1.69e+00
2020 10 25  1000    59147   36000      0    2.44e+00    0    1.71e+00
2020 10 25  1005    59147   36300      0    2.38e+00    0    1.68e+00
2020 10 25  1010    59147   36600      0    2.38e+00    0    1.67e+00
2020 10 25  1015    59147   36900      0    2.42e+00    0    1.70e+00
2020 10 25  1020    59147   37200      0    2.42e+00    0    1.71e+00
2020 10 25  1025    59147   37500      0    2.42e+00    0    1.69e+00
2020 10 25  1030    59147   37800      0    2.41e+00    0    1.69e+00
2020 10 25  1035    59147   38100      0    2.37e+00    0    1.67e+00
2020 10 25  1040    59147   38400      0    2.40e+00    0    1.68e+00
2020 10 25  1045    59147   38700      0    2.37e+00    0    1.67e+00
2020 10 25  1050    59147   39000      0    2.36e+00    0    1.66e+00
2020 10 25  1055    59147   39300      0    2.38e+00    0    1.67e+00
2020 10 25  1100    59147   39600      0    2.40e+00    0    1.68e+00
2020 10 25  1105    59147   39900      0    2.39e+00    0    1.67e+00
2020 10 25  1110    59147   40200      0    2.41e+00    0    1.69e+00
2020 10 25  1115    59147   40500      0    2.36e+00    0    1.64e+00
2020 10 25  1120    59147   40800      0    2.41e+00    0    1.68e+00
2020 10 25  1125    59147   41100      0    2.40e+00    0    1.70e+00
2020 10 25  1130    59147   41400      0    2.44e+00    0    1.70e+00
2020 10 25  1135    59147   41700      0    2.40e+00    0    1.68e+00
2020 10 25  1140    59147   42000      0    2.43e+00    0    1.70e+00
2020 10 25  1145    59147   42300      0    2.39e+00    0    1.68e+00
2020 10 25  1150    59147   42600      0    2.44e+00    0    1.71e+00
2020 10 25  1155    59147   42900      0    2.43e+00    0    1.70e+00
2020 10 25  1200    59147   43200      0    2.41e+00    0    1.69e+00
2020 10 25  1205    59147   43500      0    2.42e+00    0    1.69e+00
2020 10 25  1210    59147   43800      0    2.45e+00    0    1.73e+00
2020 10 25  1215    59147   44100      0    2.45e+00    0    1.73e+00
2020 10 25  1220    59147   44400      0    2.46e+00    0    1.74e+00
2020 10 25  1225    59147   44700      0    2.39e+00    0    1.66e+00
2020 10 25  1230    59147   45000      0    2.41e+00    0    1.70e+00
2020 10 25  1235    59147   45300      0    2.43e+00    0    1.71e+00
2020 10 25  1240    59147   45600      0    2.42e+00    0    1.70e+00
2020 10 25  1245    59147   45900      0    2.42e+00    0    1.70e+00
2020 10 25  1250    59147   46200      0    2.41e+00    0    1.69e+00
2020 10 25  1255    59147   46500      0    2.47e+00    0    1.75e+00
2020 10 25  1300    59147   46800      0    2.46e+00    0    1.74e+00
2020 10 25  1305    59147   47100      0    2.38e+00    0    1.66e+00
2020 10 25  1310    59147   47400      0    2.34e+00    0    1.63e+00
2020 10 25  1315    59147   47700      0    2.41e+00    0    1.68e+00
2020 10 25  1320    59147   48000      0    2.40e+00    0    1.69e+00
2020 10 25  1325    59147   48300      0    2.37e+00    0    1.65e+00
2020 10 25  1330    59147   48600      0    2.40e+00    0    1.68e+00
2020 10 25  1335    59147   48900      0    2.41e+00    0    1.70e+00
2020 10 25  1340    59147   49200      0    2.43e+00    0    1.70e+00
2020 10 25  1345    59147   49500      0    2.33e+00    0    1.63e+00
2020 10 25  1350    59147   49800      0    2.35e+00    0    1.65e+00
2020 10 25  1355    59147   50100      0    2.37e+00    0    1.66e+00
2020 10 25  1400    59147   50400      0    2.40e+00    0    1.69e+00
2020 10 25  1405    59147   50700      0    2.37e+00    0    1.65e+00
2020 10 25  1410    59147   51000      0    2.35e+00    0    1.66e+00
2020 10 25  1415    59147   51300      0    2.33e+00    0    1.63e+00
2020 10 25  1420    59147   51600      0    2.29e+00    0    1.60e+00
2020 10 25  1425    59147   51900      0    2.41e+00    0    1.70e+00
2020 10 25  1430    59147   52200      0    2.41e+00    0    1.70e+00
2020 10 25  1435    59147   52500      0    2.44e+00    0    1.70e+00
2020 10 25  1440    59147   52800      0    2.28e+00    0    1.58e+00
2020 10 25  1445    59147   53100      0    2.36e+00    0    1.69e+00
2020 10 25  1450    59147   53400      0    2.29e+00    0    1.59e+00
2020 10 25  1455    59147   53700      0    2.43e+00    0    1.67e+00
2020 10 25  1500    59147   54000      0    2.35e+00    0    1.63e+00
2020 10 25  1505    59147   54300      0    2.48e+00    0    1.71e+00
2020 10 25  1510    59147   54600      0    2.26e+00    0    1.55e+00
2020 10 25  1515    59147   54900      0    2.32e+00    0    1.59e+00
2020 10 25  1520    59147   55200      0    2.24e+00    0    1.55e+00
2020 10 25  1525    59147   55500      0    2.42e+00    0    1.72e+00
2020 10 25  1530    59147   55800      0    2.35e+00    0    1.66e+00
2020 10 25  1535    59147   56100      0    2.39e+00    0    1.68e+00
2020 10 25  1540    59147   56400      0    2.32e+00    0    1.64e+00
2020 10 25  1545    59147   56700      0    2.26e+00    0    1.57e+00
2020 10 25  1550    59147   57000      0    2.38e+00    0    1.70e+00
2020 10 25  1555    59147   57300      0    2.55e+00    0    1.81e+00
2020 10 25  1600    59147   57600      0    2.42e+00    0    1.68e+00
2020 10 25  1605    59147   57900      0    2.34e+00    0    1.63e+00
2020 10 25  1610    59147   58200      0    2.36e+00    0    1.67e+00
2020 10 25  1615    59147   58500      0    2.30e+00    0    1.60e+00
2020 10 25  1620    59147   58800      0    2.31e+00    0    1.66e+00
2020 10 25  1625    59147   59100      0    2.44e+00    0    1.69e+00
2020 10 25  1630    59147   59400      0    2.37e+00    0    1.67e+00
2020 10 25  1635    59147   59700      0    2.35e+00    0    1.65e+00
2020 10 25  1640    59147   60000      0    2.40e+00    0    1.70e+00
2020 10 25  1645    59147   60300      0    2.44e+00    0    1.71e+00
2020 10 25  1650    59147   60600      0    2.50e+00    0    1.75e+00
2020 10 25  1655    59147   60900      0    2.38e+00    0    1.67e+00
2020 10 25  1700    59147   61200      0    2.34e+00    0    1.62e+00
2020 10 25  1705    59147   61500      0    2.47e+00    0    1.76e+00
2020 10 25  1710    59147   61800      0    2.42e+00    0    1.74e+00
2020 10 25  1715    59147   62100      0    2.49e+00    0    1.76e+00
2020 10 25  1720    59147   62400      0    2.32e+00    0    1.61e+00
2020 10 25  1725    59147   62700      0    2.32e+00    0    1.64e+00
2020 10 25  1730    59147   63000      0    2.46e+00    0    1.71e+00
2020 10 25  1735    59147   63300      0    2.45e+00    0    1.74e+00
2020 10 25  1740    59147   63600      0    2.43e+00    0    1.72e+00
2020 10 25  1745    59147   63900      0    2.40e+00    0    1.64e+00
2020 10 25  1750    59147   64200      0    2.31e+00    0    1.61e+00
2020 10 25  1755    59147   64500      0    2.52e+00    0    1.74e+00
2020 10 25  1800    59147   64800      0    2.39e+00    0    1.67e+00
2020 10 25  1805    59147   65100      0    2.41e+00    0    1.68e+00
2020 10 25  1810    59147   65400      0    2.39e+00    0    1.67e+00
2020 10 25  1815    59147   65700      0    2.36e+00    0    1.65e+00
2020 10 25  1820    59147   66000      0    2.43e+00    0    1.70e+00
2020 10 25  1825    59147   66300      0    2.40e+00    0    1.68e+00
2020 10 25  1830    59147   66600      0    2.42e+00    0    1.69e+00
2020 10 25  1835    59147   66900      0    2.41e+00    0    1.70e+00
2020 10 25  1840    59147   67200      0    2.43e+00    0    1.69e+00
2020 10 25  1845    59147   67500      0    2.41e+00    0    1.71e+00
2020 10 25  1850    59147   67800      0    2.39e+00    0    1.67e+00
2020 10 25  1855    59147   68100      0    2.33e+00    0    1.64e+00
2020 10 25  1900    59147   68400      0    2.41e+00    0    1.68e+00
2020 10 25  1905    59147   68700      0    2.44e+00    0    1.70e+00
2020 10 25  1910    59147   69000      0    2.41e+00    0    1.69e+00
2020 10 25  1915    59147   69300      0    2.44e+00    0    1.73e+00
2020 10 25  1920    59147   69600      0    2.46e+00    0    1.73e+00
2020 10 25  1925    59147   69900      0    2.42e+00    0    1.71e+00
2020 10 25  1930    59147   70200      0    2.37e+00    0    1.67e+00
2020 10 25  1935    59147   70500      0    2.41e+00    0    1.69e+00
2020 10 25  1940    59147   70800      0    2.44e+00    0    1.70e+00
2020 10 25  1945    59147   71100      0    2.39e+00    0    1.67e+00
2020 10 25  1950    59147   71400      0    2.40e+00    0    1.69e+00
2020 10 25  1955    59147   71700      0    2.35e+00    0    1.65e+00
2020 10 25  2000    59147   72000      0    2.34e+00    0    1.65e+00
2020 10 25  2005    59147   72300      0    2.41e+00    0    1.69e+00
2020 10 25  2010    59147   72600      0    2.43e+00    0    1.70e+00
2020 10 25  2015    59147   72900      0    2.41e+00    0    1.68e+00
2020 10 25  2020    59147   73200      0    2.47e+00    0    1.73e+00
2020 10 25  2025    59147   73500      0    2.46e+00    0    1.73e+00
2020 10 25  2030    59147   73800      0    2.41e+00    0    1.70e+00
2020 10 25  2035    59147   74100      0    2.48e+00    0    1.73e+00
2020 10 25  2040    59147   74400      0    2.47e+00    0    1.74e+00
2020 10 25  2045    59147   74700      0    2.40e+00    0    1.68e+00
2020 10 25  2050    59147   75000      0    2.40e+00    0    1.70e+00
2020 10 25  2055    59147   75300      0    2.40e+00    0    1.69e+00
2020 10 25  2100    59147   75600      0    2.40e+00    0    1.69e+00
2020 10 25  2105    59147   75900      9   -1.00e+05    9   -1.00e+05
2020 10 25  2110    59147   76200      9   -1.00e+05    9   -1.00e+05
2020 10 25  2115    59147   76500      9   -1.00e+05    9   -1.00e+05
2020 10 25  2120    59147   76800      9   -1.00e+05    9   -1.00e+05
2020 10 25  2125    59147   77100      9   -1.00e+05    9   -1.00e+05
