:Data_list: 20221219_ace_swepam_1m.txt
:Created: 2022 Dec 20 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2022 12 19  0000   59932       0    0        6.9      346.3     7.30e+04
2022 12 19  0001   59932      60    1        3.1      338.7     1.46e+05
2022 12 19  0002   59932     120    1        2.0      346.9     9.56e+04
2022 12 19  0003   59932     180    1        5.3      324.3     1.11e+05
2022 12 19  0004   59932     240    1        5.4      326.3     9.73e+04
2022 12 19  0005   59932     300    1        5.2      325.6     1.14e+05
2022 12 19  0006   59932     360    1        4.7      315.2     4.27e+04
2022 12 19  0007   59932     420    1        5.0      321.8     8.20e+04
2022 12 19  0008   59932     480    0        5.3      326.2     9.01e+04
2022 12 19  0009   59932     540    0        6.1      328.3     8.31e+04
2022 12 19  0010   59932     600    0        6.2      330.3     7.86e+04
2022 12 19  0011   59932     660    0        6.2      330.6     6.75e+04
2022 12 19  0012   59932     720    0        6.3      333.3     6.37e+04
2022 12 19  0013   59932     780    0        5.8      337.6     6.42e+04
2022 12 19  0014   59932     840    0        7.0      334.1     5.65e+04
2022 12 19  0015   59932     900    0        8.4      329.9     6.41e+04
2022 12 19  0016   59932     960    0        6.2      336.6     5.73e+04
2022 12 19  0017   59932    1020    0       11.3      350.0     3.76e+04
2022 12 19  0018   59932    1080    0       16.5      360.1     3.19e+04
2022 12 19  0019   59932    1140    0       16.9      365.3     2.83e+04
2022 12 19  0020   59932    1200    0       17.5      368.3     3.00e+04
2022 12 19  0021   59932    1260    0       16.5      364.9     2.79e+04
2022 12 19  0022   59932    1320    0       15.9      363.2     3.14e+04
2022 12 19  0023   59932    1380    0       16.0      364.2     3.15e+04
2022 12 19  0024   59932    1440    0       17.0      365.7     3.03e+04
2022 12 19  0025   59932    1500    0       16.5      364.6     2.87e+04
2022 12 19  0026   59932    1560    0       16.5      364.3     2.87e+04
2022 12 19  0027   59932    1620    0       17.3      362.9     2.90e+04
2022 12 19  0028   59932    1680    0       17.7      361.1     3.00e+04
