:Data_list: 20140701_ace_mag_1m.txt
:Created: 2014 Jul 02 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2014 07 01  0000   56839       0    0    -1.3     2.6     2.5     3.8    40.8   115.7
2014 07 01  0001   56839      60    0    -0.8     4.1     1.1     4.4    14.9   100.5
2014 07 01  0002   56839     120    0     0.1     5.0    -0.9     5.0   -10.5    88.4
2014 07 01  0003   56839     180    0     0.4     4.9    -1.0     5.0   -11.9    85.3
2014 07 01  0004   56839     240    0     0.3     4.9    -1.1     5.0   -12.7    85.9
2014 07 01  0005   56839     300    0     0.2     4.8    -1.3     4.9   -14.9    88.2
2014 07 01  0006   56839     360    0    -0.1     4.7    -2.3     5.2   -25.5    91.0
2014 07 01  0007   56839     420    0    -0.2     5.0    -2.0     5.4   -21.8    91.8
2014 07 01  0008   56839     480    0    -0.1     5.1    -1.8     5.4   -19.6    91.4
2014 07 01  0009   56839     540    0    -0.4     5.0    -1.7     5.3   -18.9    94.2
2014 07 01  0010   56839     600    0    -0.3     5.3    -1.4     5.5   -14.8    93.7
2014 07 01  0011   56839     660    0    -0.2     5.3    -1.0     5.4   -10.8    92.5
2014 07 01  0012   56839     720    0    -0.2     5.4    -0.8     5.4    -8.5    92.1
2014 07 01  0013   56839     780    0    -0.3     5.3    -0.6     5.4    -6.2    93.1
2014 07 01  0014   56839     840    0     0.0     5.2    -0.7     5.2    -7.6    89.9
2014 07 01  0015   56839     900    0     0.2     5.4    -0.7     5.5    -7.1    87.6
2014 07 01  0016   56839     960    0     0.2     5.4    -0.6     5.4    -6.4    87.4
2014 07 01  0017   56839    1020    0     0.2     5.3    -0.1     5.3    -1.1    87.7
2014 07 01  0018   56839    1080    0     0.3     5.2     0.4     5.2     4.9    86.7
2014 07 01  0019   56839    1140    0     0.7     5.5     0.8     5.6     8.4    83.1
2014 07 01  0020   56839    1200    0     0.8     5.5     1.1     5.6    10.8    81.3
2014 07 01  0021   56839    1260    0     1.1     5.3     1.2     5.5    12.3    78.5
2014 07 01  0022   56839    1320    0     1.1     5.4     0.8     5.6     8.0    78.8
2014 07 01  0023   56839    1380    0     1.3     5.4     0.4     5.5     4.6    76.2
2014 07 01  0024   56839    1440    0     1.4     5.4     0.1     5.6     1.5    75.8
2014 07 01  0025   56839    1500    0     1.2     5.5     0.1     5.7     1.0    77.7
2014 07 01  0026   56839    1560    0     1.1     5.6     0.2     5.7     2.2    78.8
2014 07 01  0027   56839    1620    0     1.0     5.4     0.2     5.5     2.2    79.6
2014 07 01  0028   56839    1680    0     1.1     5.4     0.1     5.5     0.8    78.1
