:Data_list: 20090928_ace_swepam_1m.txt
:Created: 2009 Sep 29 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Proton density p/cc
# Units: Bulk speed km/s
# Units: Ion tempeture degrees K
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: Density and Speed = -9999.9, Temp. = -1.00e+05
# Source: ACE Satellite - Solar Wind Electron Proton Alpha Monitor
#
#   1-minute averaged Real-time Bulk Parameters of the Solar Wind Plasma
# 
#                Modified Seconds   -------------  Solar Wind  -----------
# UT Date   Time  Julian  of the          Proton      Bulk         Ion
# YR MO DA  HHMM    Day     Day     S    Density     Speed     Temperature
#-------------------------------------------------------------------------
2009 09 28  0000   55102       0    0        5.5      312.8     1.11e+04
2009 09 28  0001   55102      60    0        5.2      313.4     1.10e+04
2009 09 28  0002   55102     120    0        5.0      312.3    -1.00e+05
2009 09 28  0003   55102     180    0        5.4      312.7     1.14e+04
2009 09 28  0004   55102     240    0        5.3      313.2    -1.00e+05
2009 09 28  0005   55102     300    0        4.8      312.3     1.23e+04
2009 09 28  0006   55102     360    0        4.7      311.9     1.02e+04
2009 09 28  0007   55102     420    0        4.8      313.9     1.18e+04
2009 09 28  0008   55102     480    0        5.5      311.2    -1.00e+05
2009 09 28  0009   55102     540    0        5.2      312.6     1.24e+04
2009 09 28  0010   55102     600    0        5.0      311.6    -1.00e+05
2009 09 28  0011   55102     660    0        4.9      312.4     1.12e+04
2009 09 28  0012   55102     720    0        5.0      311.2     1.10e+04
2009 09 28  0013   55102     780    0        4.9      313.6     1.11e+04
2009 09 28  0014   55102     840    0        4.5      312.1    -1.00e+05
2009 09 28  0015   55102     900    0        5.1      313.4     1.18e+04
2009 09 28  0016   55102     960    0        4.9      313.0     1.18e+04
2009 09 28  0017   55102    1020    0        4.6      312.5    -1.00e+05
2009 09 28  0018   55102    1080    0        5.7      313.6     1.12e+04
2009 09 28  0019   55102    1140    9    -9999.9    -9999.9    -1.00e+05
2009 09 28  0020   55102    1200    0        4.7      312.8    -1.00e+05
2009 09 28  0021   55102    1260    0        4.9      313.8     1.18e+04
2009 09 28  0022   55102    1320    0        6.3      311.4     1.21e+04
2009 09 28  0023   55102    1380    0        5.9      312.4     1.19e+04
2009 09 28  0024   55102    1440    0        6.2      310.5    -1.00e+05
2009 09 28  0025   55102    1500    0        6.6      311.9     1.12e+04
2009 09 28  0026   55102    1560    0        5.9      312.0    -1.00e+05
2009 09 28  0027   55102    1620    0        6.4      313.4     1.16e+04
2009 09 28  0028   55102    1680    0        6.5      312.4     1.02e+04
2009 09 28  0029   55102    1740    0        6.8      314.8     1.17e+04
2009 09 28  0030   55102    1800    0        6.1      311.7    -1.00e+05
2009 09 28  0031   55102    1860    0        6.6      312.5     1.29e+04
