:Data_list: 20121126_ace_mag_1m.txt
:Created: 2012 Nov 27 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2012 11 26  0000   56257       0    0     4.2     0.7    -1.0     4.4   -13.3     8.9
2012 11 26  0001   56257      60    0     4.2     0.7    -1.1     4.4   -14.6     9.8
2012 11 26  0002   56257     120    0     4.1     0.6    -1.0     4.3   -13.9     8.4
2012 11 26  0003   56257     180    0     4.2     0.6    -0.1     4.3    -1.9     8.2
2012 11 26  0004   56257     240    0     4.0     0.4    -0.7     4.1    -9.2     6.0
2012 11 26  0005   56257     300    0     4.0    -0.3    -1.1     4.2   -15.4   355.8
2012 11 26  0006   56257     360    0     4.2     0.1    -0.3     4.2    -4.1     0.9
2012 11 26  0007   56257     420    0     4.1     0.3     0.5     4.1     6.5     4.1
2012 11 26  0008   56257     480    0     4.0     0.7     0.7     4.1     9.8     9.7
2012 11 26  0009   56257     540    0     3.8     0.8     0.7     4.0    10.0    12.0
2012 11 26  0010   56257     600    0     3.6     0.4     1.4     3.9    20.8     6.9
2012 11 26  0011   56257     660    0     3.8     0.5     0.7     3.9    10.2     7.0
2012 11 26  0012   56257     720    0     3.9     0.2     0.3     3.9     3.8     2.7
2012 11 26  0013   56257     780    0     4.0    -0.2    -0.3     4.0    -3.6   356.7
2012 11 26  0014   56257     840    0     3.9    -0.5    -0.6     4.0    -8.2   352.3
2012 11 26  0015   56257     900    0     3.9    -0.6    -1.1     4.0   -15.7   351.5
2012 11 26  0016   56257     960    0     3.6    -1.6    -0.9     4.0   -12.2   335.5
2012 11 26  0017   56257    1020    0     2.9    -2.7    -0.3     4.0    -4.9   317.1
2012 11 26  0018   56257    1080    0     2.1     3.1    -1.1     3.9   -16.0    56.0
2012 11 26  0019   56257    1140    0     1.6     4.1    -1.4     4.6   -18.1    68.9
2012 11 26  0020   56257    1200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2012 11 26  0021   56257    1260    0     2.0     4.1    -1.1     4.7   -13.6    63.8
2012 11 26  0022   56257    1320    0     1.9     4.1    -1.1     4.6   -13.3    64.6
2012 11 26  0023   56257    1380    0     1.7     4.3    -0.8     4.7    -9.6    68.2
2012 11 26  0024   56257    1440    0     1.4     4.4    -0.7     4.6    -8.2    72.3
2012 11 26  0025   56257    1500    0     0.6     4.4    -0.6     4.5    -8.2    82.1
2012 11 26  0026   56257    1560    0     0.3     4.6    -0.2     4.6    -2.9    86.8
2012 11 26  0027   56257    1620    0     0.2     4.5    -0.6     4.6    -7.9    87.0
2012 11 26  0028   56257    1680    0     0.8     4.5    -1.0     4.7   -12.3    80.1
2012 11 26  0029   56257    1740    0     1.4     4.2    -1.7     4.7   -20.8    71.5
2012 11 26  0030   56257    1800    0     1.2     4.3    -1.6     4.7   -20.0    74.3
2012 11 26  0031   56257    1860    0     1.2     4.5    -1.1     4.8   -13.4    74.7
2012 11 26  0032   56257    1920    0     0.9     4.2    -1.5     4.6   -18.7    77.5
2012 11 26  0033   56257    1980    0     1.5     3.8    -1.8     4.5   -23.8    68.2
2012 11 26  0034   56257    2040    0     1.7     4.0    -1.3     4.6   -16.5    66.9
2012 11 26  0035   56257    2100    0     0.9     4.3    -1.6     4.7   -20.3    77.8
2012 11 26  0036   56257    2160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2012 11 26  0037   56257    2220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2012 11 26  0038   56257    2280    0     1.4     4.2     0.2     4.5     2.4    71.4
2012 11 26  0039   56257    2340    0     0.7     4.2    -2.5     5.0   -30.8    80.6
2012 11 26  0040   56257    2400    0     0.7     4.0    -2.9     4.9   -35.5    80.2
2012 11 26  0041   56257    2460    0     0.9     3.9    -3.0     5.0   -36.7    77.4
2012 11 26  0042   56257    2520    0     0.4     3.9    -3.0     5.0   -37.3    83.6
2012 11 26  0043   56257    2580    0     0.8     3.8    -3.1     4.9   -38.7    78.3
2012 11 26  0044   56257    2640    0     0.7     3.8    -3.1     4.9   -38.4    79.1
2012 11 26  0045   56257    2700    0     0.7     4.1    -2.7     5.0   -33.4    80.4
2012 11 26  0046   56257    2760    0     1.4     3.7    -2.8     4.8   -35.0    69.1
2012 11 26  0047   56257    2820    0     1.0     3.7    -3.0     4.8   -38.1    74.8
2012 11 26  0048   56257    2880    0     1.2     3.7    -2.9     4.8   -37.2    71.8
2012 11 26  0049   56257    2940    0     1.7     3.4    -3.0     4.9   -38.2    63.0
2012 11 26  0050   56257    3000    0     2.0     3.2    -3.0     4.8   -39.0    57.8
2012 11 26  0051   56257    3060    0     2.0     3.2    -3.0     4.8   -37.9    57.7
2012 11 26  0052   56257    3120    0     1.1     3.4    -3.2     4.8   -41.6    71.9
2012 11 26  0053   56257    3180    0     1.2     3.2    -2.9     4.5   -40.0    70.1
2012 11 26  0054   56257    3240    0     2.0     3.1    -2.1     4.2   -29.7    58.0
2012 11 26  0055   56257    3300    0     3.0     2.5    -0.8     4.0   -12.1    40.3
2012 11 26  0056   56257    3360    0     3.4     1.7    -0.1     3.8    -1.0    26.7
2012 11 26  0057   56257    3420    0     2.7    -0.3     3.1     4.1    49.1   352.7
2012 11 26  0058   56257    3480    0     2.5    -0.4     3.4     4.2    53.7   351.8
2012 11 26  0059   56257    3540    0     3.2     0.6     2.6     4.1    38.6    10.6
2012 11 26  0100   56257    3600    0     2.0     2.5    -2.5     4.1   -38.8    51.2
2012 11 26  0101   56257    3660    0     2.2     2.7    -2.7     4.4   -37.8    50.6
2012 11 26  0102   56257    3720    0     2.3     2.4    -2.7     4.3   -39.1    45.9
2012 11 26  0103   56257    3780    0     3.0     2.3    -2.1     4.3   -29.8    37.9
2012 11 26  0104   56257    3840    0     2.7     1.9    -2.5     4.2   -36.6    35.3
2012 11 26  0105   56257    3900    0     2.1     1.8    -3.5     4.5   -51.3    40.9
2012 11 26  0106   56257    3960    0     1.4     1.7    -4.2     4.7   -62.1    50.7
2012 11 26  0107   56257    4020    0     1.9     1.7    -3.9     4.7   -56.7    41.4
2012 11 26  0108   56257    4080    0     1.7     1.6    -4.1     4.7   -60.4    43.8
2012 11 26  0109   56257    4140    0     2.4     2.4    -3.3     4.7   -43.8    45.3
2012 11 26  0110   56257    4200    0     2.1     2.6    -3.3     4.7   -45.1    50.6
2012 11 26  0111   56257    4260    0     2.1     2.8    -3.1     4.6   -41.1    52.4
2012 11 26  0112   56257    4320    0     3.0     2.9    -1.7     4.5   -22.1    44.5
2012 11 26  0113   56257    4380    0     3.1     2.7    -1.8     4.5   -24.2    40.7
2012 11 26  0114   56257    4440    0     2.4     2.5    -2.8     4.5   -39.1    46.2
2012 11 26  0115   56257    4500    0     2.5     2.7    -2.6     4.5   -36.0    47.4
2012 11 26  0116   56257    4560    0     2.5     2.6    -2.3     4.3   -32.7    46.3
2012 11 26  0117   56257    4620    0     2.9     2.0    -2.2     4.1   -32.8    34.9
2012 11 26  0118   56257    4680    0     2.5     1.9    -3.1     4.4   -45.0    37.5
2012 11 26  0119   56257    4740    0     1.7     2.2    -3.1     4.1   -47.8    51.1
2012 11 26  0120   56257    4800    0     1.9     3.8    -1.3     4.5   -17.0    64.1
2012 11 26  0121   56257    4860    0     2.8     2.3    -2.3     4.3   -32.4    40.0
2012 11 26  0122   56257    4920    0     2.7     2.3    -2.4     4.3   -34.3    40.3
2012 11 26  0123   56257    4980    0     2.6     2.2    -2.6     4.3   -37.7    40.1
2012 11 26  0124   56257    5040    0     2.1     3.0    -2.5     4.4   -34.1    55.1
