:Data_list: 20180914_ace_sis_5m.txt
:Created: 2018 Sep 15 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2018 09 14  0000    58375       0      0    2.26e+00    0    1.61e+00
2018 09 14  0005    58375     300      0    2.21e+00    0    1.55e+00
2018 09 14  0010    58375     600      0    2.24e+00    0    1.58e+00
2018 09 14  0015    58375     900      0    2.25e+00    0    1.59e+00
2018 09 14  0020    58375    1200      0    2.22e+00    0    1.56e+00
2018 09 14  0025    58375    1500      0    2.21e+00    0    1.57e+00
2018 09 14  0030    58375    1800      0    2.30e+00    0    1.60e+00
2018 09 14  0035    58375    2100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0040    58375    2400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0045    58375    2700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0050    58375    3000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0055    58375    3300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0100    58375    3600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0105    58375    3900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0110    58375    4200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0115    58375    4500      9   -1.00e+05    9   -1.00e+05
2018 09 14  0120    58375    4800      9   -1.00e+05    9   -1.00e+05
2018 09 14  0125    58375    5100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0130    58375    5400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0135    58375    5700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0140    58375    6000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0145    58375    6300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0150    58375    6600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0155    58375    6900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0200    58375    7200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0205    58375    7500      9   -1.00e+05    9   -1.00e+05
2018 09 14  0210    58375    7800      9   -1.00e+05    9   -1.00e+05
2018 09 14  0215    58375    8100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0220    58375    8400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0225    58375    8700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0230    58375    9000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0235    58375    9300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0240    58375    9600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0245    58375    9900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0250    58375   10200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0255    58375   10500      9   -1.00e+05    9   -1.00e+05
2018 09 14  0300    58375   10800      9   -1.00e+05    9   -1.00e+05
2018 09 14  0305    58375   11100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0310    58375   11400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0315    58375   11700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0320    58375   12000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0325    58375   12300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0330    58375   12600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0335    58375   12900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0340    58375   13200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0345    58375   13500      9   -1.00e+05    9   -1.00e+05
2018 09 14  0350    58375   13800      9   -1.00e+05    9   -1.00e+05
2018 09 14  0355    58375   14100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0400    58375   14400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0405    58375   14700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0410    58375   15000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0415    58375   15300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0420    58375   15600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0425    58375   15900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0430    58375   16200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0435    58375   16500      9   -1.00e+05    9   -1.00e+05
2018 09 14  0440    58375   16800      9   -1.00e+05    9   -1.00e+05
2018 09 14  0445    58375   17100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0450    58375   17400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0455    58375   17700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0500    58375   18000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0505    58375   18300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0510    58375   18600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0515    58375   18900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0520    58375   19200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0525    58375   19500      9   -1.00e+05    9   -1.00e+05
2018 09 14  0530    58375   19800      9   -1.00e+05    9   -1.00e+05
2018 09 14  0535    58375   20100      9   -1.00e+05    9   -1.00e+05
2018 09 14  0540    58375   20400      9   -1.00e+05    9   -1.00e+05
2018 09 14  0545    58375   20700      9   -1.00e+05    9   -1.00e+05
2018 09 14  0550    58375   21000      9   -1.00e+05    9   -1.00e+05
2018 09 14  0555    58375   21300      9   -1.00e+05    9   -1.00e+05
2018 09 14  0600    58375   21600      9   -1.00e+05    9   -1.00e+05
2018 09 14  0605    58375   21900      9   -1.00e+05    9   -1.00e+05
2018 09 14  0610    58375   22200      9   -1.00e+05    9   -1.00e+05
2018 09 14  0615    58375   22500      9   -1.00e+05    9   -1.00e+05
