:Data_list: 20141019_ace_mag_1m.txt
:Created: 2014 Oct 20 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2014 10 19  0000   56949       0    0    -3.5     8.1    -2.1     9.1   -13.4   113.6
2014 10 19  0001   56949      60    0    -3.4     8.0    -2.2     9.0   -14.1   112.8
2014 10 19  0002   56949     120    0    -3.2     8.1    -2.1     9.0   -13.5   111.4
2014 10 19  0003   56949     180    0    -3.4     8.0    -2.2     9.0   -14.1   112.8
2014 10 19  0004   56949     240    0    -3.3     7.9    -1.9     8.8   -12.2   112.9
2014 10 19  0005   56949     300    0    -3.3     7.7    -2.2     8.7   -14.4   113.3
2014 10 19  0006   56949     360    0    -3.0     7.8    -2.4     8.7   -15.7   111.3
2014 10 19  0007   56949     420    0    -3.4     8.1    -2.6     9.2   -16.4   112.6
2014 10 19  0008   56949     480    0    -2.0     8.3    -1.6     8.7   -10.5   103.8
2014 10 19  0009   56949     540    0    -3.0     7.9    -1.8     8.6   -12.4   110.8
2014 10 19  0010   56949     600    0    -2.8     7.9    -1.2     8.4    -8.1   109.4
2014 10 19  0011   56949     660    0    -2.6     7.8    -0.3     8.2    -1.8   108.2
2014 10 19  0012   56949     720    0    -1.2     7.8    -0.4     7.9    -2.8    98.9
2014 10 19  0013   56949     780    0    -2.0     7.4    -2.1     7.9   -15.1   105.0
2014 10 19  0014   56949     840    0    -2.2     7.5    -1.2     7.9    -8.4   106.4
2014 10 19  0015   56949     900    0    -3.5     8.4    -0.4     9.1    -2.8   112.4
2014 10 19  0016   56949     960    0    -4.9     8.1     0.0     9.4     0.2   121.4
2014 10 19  0017   56949    1020    0    -4.5     8.1     0.1     9.3     0.5   118.8
2014 10 19  0018   56949    1080    0    -4.1     8.1    -0.1     9.1    -0.7   116.8
2014 10 19  0019   56949    1140    0    -1.9     7.3     1.0     7.6     7.7   104.9
2014 10 19  0020   56949    1200    0    -2.3     7.3     1.1     7.8     7.8   107.4
2014 10 19  0021   56949    1260    0     2.2     7.0     3.3     8.0    24.5    72.6
2014 10 19  0022   56949    1320    0     2.1     7.5     2.8     8.3    19.6    74.3
2014 10 19  0023   56949    1380    0    -0.3     7.9     1.9     8.2    13.4    91.9
2014 10 19  0024   56949    1440    0    -2.3     7.9     1.2     8.3     8.3   106.4
2014 10 19  0025   56949    1500    0    -2.6     7.8     0.3     8.2     2.2   108.7
2014 10 19  0026   56949    1560    0    -1.3     8.2     1.6     8.4    10.9    98.8
2014 10 19  0027   56949    1620    0    -1.0     8.4     1.1     8.5     7.6    96.7
2014 10 19  0028   56949    1680    0    -0.7     8.3     1.4     8.5     9.6    94.7
2014 10 19  0029   56949    1740    0    -1.2     8.6     0.9     8.7     5.6    97.8
2014 10 19  0030   56949    1800    0    -2.8     8.7    -0.4     9.1    -2.7   107.8
2014 10 19  0031   56949    1860    0    -2.8     9.0    -0.5     9.4    -3.1   107.3
2014 10 19  0032   56949    1920    0    -2.8     9.8    -0.1    10.2    -0.5   105.6
2014 10 19  0033   56949    1980    0    -2.6     9.8     0.2    10.1     1.3   105.0
2014 10 19  0034   56949    2040    0    -2.7     9.8     0.5    10.2     3.1   105.7
2014 10 19  0035   56949    2100    0    -2.7     9.8     0.5    10.2     3.1   105.5
2014 10 19  0036   56949    2160    0    -2.5     9.8     0.7    10.2     4.0   104.1
2014 10 19  0037   56949    2220    0    -2.3     9.8     0.8    10.1     4.6   103.0
2014 10 19  0038   56949    2280    0    -3.2     9.7     1.1    10.3     6.0   108.1
2014 10 19  0039   56949    2340    0    -2.8     9.8     1.2    10.2     6.6   106.2
2014 10 19  0040   56949    2400    0    -3.1     9.7     1.4    10.3     7.8   107.7
2014 10 19  0041   56949    2460    0    -3.2     9.5     1.3    10.1     7.5   108.7
2014 10 19  0042   56949    2520    0    -3.0     9.5     1.3    10.0     7.6   107.3
2014 10 19  0043   56949    2580    0    -2.4     9.8     1.3    10.1     7.6   103.9
2014 10 19  0044   56949    2640    0    -2.7     9.8     1.4    10.3     8.0   105.7
2014 10 19  0045   56949    2700    0    -2.5    10.0     0.8    10.3     4.4   104.0
2014 10 19  0046   56949    2760    0    -2.0    10.1     1.0    10.3     5.5   101.4
2014 10 19  0047   56949    2820    0    -2.1     9.9     1.4    10.3     8.1   101.9
2014 10 19  0048   56949    2880    0    -2.1     9.9     1.4    10.2     8.1   101.8
2014 10 19  0049   56949    2940    0    -3.0     9.7    -0.1    10.1    -0.8   107.4
2014 10 19  0050   56949    3000    0    -3.2     9.7     0.0    10.2     0.1   108.5
2014 10 19  0051   56949    3060    0    -3.2     9.6     0.3    10.1     1.5   108.4
2014 10 19  0052   56949    3120    0    -2.9     9.7     0.9    10.1     4.9   106.8
2014 10 19  0053   56949    3180    0    -2.7     9.7     0.5    10.1     3.0   105.7
2014 10 19  0054   56949    3240    0    -2.5     9.7     0.7    10.0     3.7   104.4
2014 10 19  0055   56949    3300    0    -2.4     9.7     0.4    10.0     2.6   103.8
2014 10 19  0056   56949    3360    0    -2.3     9.7     0.2    10.0     1.4   103.6
2014 10 19  0057   56949    3420    0    -2.8     9.7    -0.0    10.0    -0.1   105.9
2014 10 19  0058   56949    3480    0    -3.2     9.7    -0.2    10.2    -0.9   108.2
2014 10 19  0059   56949    3540    0    -3.1     9.7    -0.0    10.2    -0.1   107.8
2014 10 19  0100   56949    3600    0    -3.3     9.6     0.0    10.1     0.2   108.7
2014 10 19  0101   56949    3660    0    -3.2     9.6     0.1    10.1     0.7   108.6
2014 10 19  0102   56949    3720    0    -3.3     9.5     0.3    10.1     1.5   108.8
2014 10 19  0103   56949    3780    0    -3.1     9.6     0.6    10.1     3.2   108.0
2014 10 19  0104   56949    3840    0    -2.7     9.7     0.7    10.1     4.0   105.4
2014 10 19  0105   56949    3900    0    -2.8     9.6     1.0    10.0     5.9   106.5
2014 10 19  0106   56949    3960    0    -2.7     9.6     1.1    10.0     6.6   105.9
2014 10 19  0107   56949    4020    0    -2.5     9.6     1.2    10.0     7.2   104.9
2014 10 19  0108   56949    4080    0    -2.5     9.4     1.6     9.8     9.4   104.8
2014 10 19  0109   56949    4140    0    -2.6     9.4     2.2    10.0    12.8   105.3
2014 10 19  0110   56949    4200    0    -1.6     9.6     2.0     9.9    11.4    99.6
2014 10 19  0111   56949    4260    0    -1.5     9.5     2.4     9.9    14.2    98.8
2014 10 19  0112   56949    4320    0    -1.4     9.3     2.7     9.7    16.1    98.5
2014 10 19  0113   56949    4380    0    -1.0     9.4     2.0     9.7    11.7    95.9
2014 10 19  0114   56949    4440    0    -1.2     9.4     1.8     9.6    10.9    97.1
2014 10 19  0115   56949    4500    0    -1.2     9.1     1.6     9.3    10.0    97.6
2014 10 19  0116   56949    4560    0    -1.6     9.3     1.8     9.6    10.8    99.8
2014 10 19  0117   56949    4620    0    -1.5     9.3     1.6     9.5     9.5    99.1
2014 10 19  0118   56949    4680    0    -1.5     9.2     1.2     9.4     7.6    99.5
2014 10 19  0119   56949    4740    0    -1.6     9.1     1.2     9.3     7.3    99.9
2014 10 19  0120   56949    4800    0    -1.0     9.1     1.9     9.3    11.6    96.4
2014 10 19  0121   56949    4860    0    -0.7     8.5     1.9     8.7    12.3    94.6
2014 10 19  0122   56949    4920    0    -0.9     8.6     0.9     8.7     5.9    96.2
2014 10 19  0123   56949    4980    0    -1.0     8.2     1.1     8.3     7.3    96.6
2014 10 19  0124   56949    5040    0    -1.0     8.4     1.9     8.6    12.5    96.6
2014 10 19  0125   56949    5100    0    -1.1     8.0     1.1     8.1     8.1    98.0
2014 10 19  0126   56949    5160    0    -1.5     7.7     0.6     7.8     4.2   101.2
2014 10 19  0127   56949    5220    0    -1.4     7.2     0.8     7.4     6.0   101.2
2014 10 19  0128   56949    5280    0    -1.3     7.3    -0.8     7.5    -5.8   100.2
2014 10 19  0129   56949    5340    0    -2.7     6.9    -1.2     7.5    -9.3   111.8
2014 10 19  0130   56949    5400    0    -2.4     6.5    -2.5     7.4   -19.8   109.9
