:Data_list: 20200622_ace_sis_5m.txt
:Created: 2020 Jun 23 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2020 06 22  0000    59022       0      0    2.42e+00    0    1.70e+00
2020 06 22  0005    59022     300      0    2.44e+00    0    1.71e+00
2020 06 22  0010    59022     600      0    2.45e+00    0    1.70e+00
2020 06 22  0015    59022     900      0    2.46e+00    0    1.71e+00
2020 06 22  0020    59022    1200      0    2.42e+00    0    1.68e+00
2020 06 22  0025    59022    1500      0    2.40e+00    0    1.68e+00
2020 06 22  0030    59022    1800      0    2.46e+00    0    1.71e+00
2020 06 22  0035    59022    2100      0    2.43e+00    0    1.70e+00
2020 06 22  0040    59022    2400      0    2.39e+00    0    1.67e+00
2020 06 22  0045    59022    2700      0    2.45e+00    0    1.71e+00
2020 06 22  0050    59022    3000      0    2.41e+00    0    1.69e+00
2020 06 22  0055    59022    3300      0    2.41e+00    0    1.68e+00
2020 06 22  0100    59022    3600      0    2.46e+00    0    1.73e+00
2020 06 22  0105    59022    3900      0    2.38e+00    0    1.66e+00
2020 06 22  0110    59022    4200      0    2.44e+00    0    1.71e+00
2020 06 22  0115    59022    4500      0    2.44e+00    0    1.71e+00
2020 06 22  0120    59022    4800      0    2.40e+00    0    1.67e+00
2020 06 22  0125    59022    5100      0    2.41e+00    0    1.70e+00
2020 06 22  0130    59022    5400      0    2.46e+00    0    1.73e+00
2020 06 22  0135    59022    5700      0    2.41e+00    0    1.70e+00
2020 06 22  0140    59022    6000      0    2.41e+00    0    1.68e+00
2020 06 22  0145    59022    6300      0    2.42e+00    0    1.69e+00
2020 06 22  0150    59022    6600      0    2.43e+00    0    1.70e+00
2020 06 22  0155    59022    6900      0    2.50e+00    0    1.74e+00
2020 06 22  0200    59022    7200      0    2.40e+00    0    1.67e+00
2020 06 22  0205    59022    7500      0    2.45e+00    0    1.71e+00
2020 06 22  0210    59022    7800      0    2.40e+00    0    1.68e+00
2020 06 22  0215    59022    8100      0    2.40e+00    0    1.68e+00
2020 06 22  0220    59022    8400      0    2.46e+00    0    1.71e+00
2020 06 22  0225    59022    8700      0    2.47e+00    0    1.73e+00
2020 06 22  0230    59022    9000      0    2.41e+00    0    1.68e+00
2020 06 22  0235    59022    9300      0    2.43e+00    0    1.70e+00
2020 06 22  0240    59022    9600      0    2.41e+00    0    1.70e+00
2020 06 22  0245    59022    9900      0    2.42e+00    0    1.69e+00
2020 06 22  0250    59022   10200      0    2.44e+00    0    1.69e+00
2020 06 22  0255    59022   10500      0    2.46e+00    0    1.73e+00
2020 06 22  0300    59022   10800      0    2.40e+00    0    1.68e+00
2020 06 22  0305    59022   11100      0    2.43e+00    0    1.71e+00
2020 06 22  0310    59022   11400      0    2.42e+00    0    1.70e+00
2020 06 22  0315    59022   11700      0    2.44e+00    0    1.71e+00
2020 06 22  0320    59022   12000      0    2.42e+00    0    1.69e+00
2020 06 22  0325    59022   12300      0    2.38e+00    0    1.67e+00
2020 06 22  0330    59022   12600      0    2.40e+00    0    1.67e+00
2020 06 22  0335    59022   12900      0    2.43e+00    0    1.71e+00
2020 06 22  0340    59022   13200      0    2.41e+00    0    1.70e+00
2020 06 22  0345    59022   13500      0    2.43e+00    0    1.71e+00
2020 06 22  0350    59022   13800      0    2.49e+00    0    1.74e+00
2020 06 22  0355    59022   14100      0    2.39e+00    0    1.68e+00
2020 06 22  0400    59022   14400      0    2.46e+00    0    1.73e+00
2020 06 22  0405    59022   14700      0    2.41e+00    0    1.68e+00
2020 06 22  0410    59022   15000      0    2.46e+00    0    1.70e+00
2020 06 22  0415    59022   15300      0    2.47e+00    0    1.73e+00
2020 06 22  0420    59022   15600      0    2.40e+00    0    1.69e+00
2020 06 22  0425    59022   15900      0    2.44e+00    0    1.70e+00
2020 06 22  0430    59022   16200      0    2.36e+00    0    1.65e+00
2020 06 22  0435    59022   16500      0    2.38e+00    0    1.66e+00
2020 06 22  0440    59022   16800      0    2.38e+00    0    1.66e+00
