:Data_list: 20210329_ace_sis_5m.txt
:Created: 2021 Mar 29 0901 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: proton flux p/cs2-sec-ster
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -1.00e+05
# Source: ACE Satellite - Solar Isotope Spectrometer
#
# 5-minute averaged Real-time Integral Flux of High-energy Solar Protons
# 
#                 Modified Seconds
# UT Date   Time   Julian  of the      ---- Integral Proton Flux ----
# YR MO DA  HHMM     Day     Day       S    > 10 MeV    S    > 30 MeV
#--------------------------------------------------------------------
2021 03 29  0000    59302       0      0    2.41e+00    0    1.70e+00
2021 03 29  0005    59302     300      0    2.41e+00    0    1.68e+00
2021 03 29  0010    59302     600      0    2.36e+00    0    1.66e+00
2021 03 29  0015    59302     900      0    2.36e+00    0    1.65e+00
2021 03 29  0020    59302    1200      0    2.35e+00    0    1.64e+00
2021 03 29  0025    59302    1500      0    2.37e+00    0    1.66e+00
2021 03 29  0030    59302    1800      0    2.36e+00    0    1.63e+00
2021 03 29  0035    59302    2100      0    2.37e+00    0    1.65e+00
2021 03 29  0040    59302    2400      0    2.42e+00    0    1.70e+00
2021 03 29  0045    59302    2700      0    2.39e+00    0    1.68e+00
2021 03 29  0050    59302    3000      0    2.40e+00    0    1.71e+00
2021 03 29  0055    59302    3300      0    2.36e+00    0    1.66e+00
2021 03 29  0100    59302    3600      0    2.37e+00    0    1.66e+00
2021 03 29  0105    59302    3900      0    2.43e+00    0    1.70e+00
2021 03 29  0110    59302    4200      0    2.43e+00    0    1.70e+00
2021 03 29  0115    59302    4500      0    2.43e+00    0    1.70e+00
2021 03 29  0120    59302    4800      0    2.35e+00    0    1.64e+00
2021 03 29  0125    59302    5100      0    2.39e+00    0    1.67e+00
2021 03 29  0130    59302    5400      0    2.34e+00    0    1.64e+00
2021 03 29  0135    59302    5700      0    2.38e+00    0    1.68e+00
2021 03 29  0140    59302    6000      0    2.36e+00    0    1.65e+00
2021 03 29  0145    59302    6300      0    2.39e+00    0    1.67e+00
2021 03 29  0150    59302    6600      0    2.39e+00    0    1.68e+00
2021 03 29  0155    59302    6900      0    2.36e+00    0    1.64e+00
2021 03 29  0200    59302    7200      0    2.37e+00    0    1.66e+00
2021 03 29  0205    59302    7500      0    2.39e+00    0    1.68e+00
2021 03 29  0210    59302    7800      0    2.43e+00    0    1.70e+00
2021 03 29  0215    59302    8100      0    2.37e+00    0    1.67e+00
2021 03 29  0220    59302    8400      0    2.34e+00    0    1.63e+00
2021 03 29  0225    59302    8700      0    2.35e+00    0    1.64e+00
2021 03 29  0230    59302    9000      0    2.41e+00    0    1.70e+00
2021 03 29  0235    59302    9300      0    2.39e+00    0    1.67e+00
2021 03 29  0240    59302    9600      0    2.36e+00    0    1.66e+00
2021 03 29  0245    59302    9900      0    2.37e+00    0    1.65e+00
2021 03 29  0250    59302   10200      0    2.42e+00    0    1.69e+00
2021 03 29  0255    59302   10500      0    2.42e+00    0    1.70e+00
2021 03 29  0300    59302   10800      0    2.38e+00    0    1.68e+00
2021 03 29  0305    59302   11100      0    2.43e+00    0    1.70e+00
2021 03 29  0310    59302   11400      0    2.37e+00    0    1.67e+00
2021 03 29  0315    59302   11700      0    2.36e+00    0    1.65e+00
2021 03 29  0320    59302   12000      0    2.37e+00    0    1.68e+00
2021 03 29  0325    59302   12300      0    2.38e+00    0    1.65e+00
2021 03 29  0330    59302   12600      0    2.31e+00    0    1.62e+00
2021 03 29  0335    59302   12900      0    2.36e+00    0    1.63e+00
2021 03 29  0340    59302   13200      0    2.36e+00    0    1.65e+00
2021 03 29  0345    59302   13500      0    2.38e+00    0    1.66e+00
2021 03 29  0350    59302   13800      0    2.40e+00    0    1.68e+00
2021 03 29  0355    59302   14100      0    2.40e+00    0    1.68e+00
2021 03 29  0400    59302   14400      0    2.41e+00    0    1.68e+00
2021 03 29  0405    59302   14700      0    2.37e+00    0    1.66e+00
2021 03 29  0410    59302   15000      0    2.36e+00    0    1.67e+00
2021 03 29  0415    59302   15300      0    2.39e+00    0    1.68e+00
2021 03 29  0420    59302   15600      0    2.36e+00    0    1.65e+00
2021 03 29  0425    59302   15900      0    2.35e+00    0    1.64e+00
2021 03 29  0430    59302   16200      0    2.37e+00    0    1.66e+00
2021 03 29  0435    59302   16500      0    2.43e+00    0    1.72e+00
2021 03 29  0440    59302   16800      0    2.40e+00    0    1.69e+00
2021 03 29  0445    59302   17100      0    2.35e+00    0    1.61e+00
2021 03 29  0450    59302   17400      0    2.35e+00    0    1.66e+00
2021 03 29  0455    59302   17700      0    2.38e+00    0    1.67e+00
2021 03 29  0500    59302   18000      0    2.37e+00    0    1.66e+00
2021 03 29  0505    59302   18300      0    2.41e+00    0    1.70e+00
2021 03 29  0510    59302   18600      0    2.37e+00    0    1.67e+00
2021 03 29  0515    59302   18900      0    2.36e+00    0    1.66e+00
2021 03 29  0520    59302   19200      0    2.38e+00    0    1.66e+00
2021 03 29  0525    59302   19500      0    2.41e+00    0    1.71e+00
2021 03 29  0530    59302   19800      0    2.43e+00    0    1.71e+00
2021 03 29  0535    59302   20100      0    2.53e+00    0    1.79e+00
2021 03 29  0540    59302   20400      9   -1.00e+05    9   -1.00e+05
2021 03 29  0545    59302   20700      9   -1.00e+05    9   -1.00e+05
2021 03 29  0550    59302   21000      0    2.46e+00    0    1.73e+00
2021 03 29  0555    59302   21300      0    2.39e+00    0    1.67e+00
2021 03 29  0600    59302   21600      0    2.39e+00    0    1.65e+00
2021 03 29  0605    59302   21900      0    2.41e+00    0    1.70e+00
2021 03 29  0610    59302   22200      0    2.43e+00    0    1.69e+00
2021 03 29  0615    59302   22500      0    2.35e+00    0    1.65e+00
2021 03 29  0620    59302   22800      0    2.36e+00    0    1.65e+00
2021 03 29  0625    59302   23100      0    2.38e+00    0    1.67e+00
2021 03 29  0630    59302   23400      0    2.35e+00    0    1.62e+00
2021 03 29  0635    59302   23700      0    2.38e+00    0    1.66e+00
2021 03 29  0640    59302   24000      0    2.44e+00    0    1.69e+00
2021 03 29  0645    59302   24300      0    2.38e+00    0    1.68e+00
2021 03 29  0650    59302   24600      0    2.38e+00    0    1.68e+00
2021 03 29  0655    59302   24900      0    2.43e+00    0    1.71e+00
2021 03 29  0700    59302   25200      0    2.41e+00    0    1.70e+00
2021 03 29  0705    59302   25500      0    2.39e+00    0    1.67e+00
2021 03 29  0710    59302   25800      0    2.41e+00    0    1.69e+00
2021 03 29  0715    59302   26100      0    2.36e+00    0    1.64e+00
2021 03 29  0720    59302   26400      0    2.37e+00    0    1.67e+00
2021 03 29  0725    59302   26700      0    2.39e+00    0    1.68e+00
2021 03 29  0730    59302   27000      0    2.38e+00    0    1.67e+00
2021 03 29  0735    59302   27300      0    2.41e+00    0    1.69e+00
2021 03 29  0740    59302   27600      0    2.39e+00    0    1.67e+00
2021 03 29  0745    59302   27900      0    2.37e+00    0    1.65e+00
2021 03 29  0750    59302   28200      0    2.39e+00    0    1.67e+00
2021 03 29  0755    59302   28500      0    2.38e+00    0    1.67e+00
2021 03 29  0800    59302   28800      0    2.45e+00    0    1.73e+00
2021 03 29  0805    59302   29100      0    2.37e+00    0    1.65e+00
2021 03 29  0810    59302   29400      0    2.35e+00    0    1.63e+00
2021 03 29  0815    59302   29700      0    2.38e+00    0    1.65e+00
2021 03 29  0820    59302   30000      0    2.37e+00    0    1.65e+00
2021 03 29  0825    59302   30300      0    2.37e+00    0    1.66e+00
2021 03 29  0830    59302   30600      0    2.34e+00    0    1.64e+00
2021 03 29  0835    59302   30900      0    2.36e+00    0    1.66e+00
2021 03 29  0840    59302   31200      0    2.43e+00    0    1.70e+00
2021 03 29  0845    59302   31500      0    2.34e+00    0    1.62e+00
2021 03 29  0850    59302   31800      0    2.27e+00    0    1.60e+00
2021 03 29  0855    59302   32100      9   -1.00e+05    9   -1.00e+05
